'Time','II','PLETH','ABP','III'
'[18:52:38.968]',0.500,0.498,80.469,-
'[18:52:38.976]',0.445,0.494,82.812,-
'[18:52:38.984]',0.383,0.490,83.594,-
'[18:52:38.992]',0.336,0.490,83.594,-
'[18:52:39.000]',0.297,0.486,82.812,-
'[18:52:39.008]',0.266,0.482,82.031,-
'[18:52:39.016]',0.250,0.478,80.469,-
'[18:52:39.024]',0.242,0.475,78.125,-
'[18:52:39.032]',0.234,0.471,76.562,-
'[18:52:39.040]',0.227,0.467,74.219,-
'[18:52:39.048]',0.227,0.459,71.875,-
'[18:52:39.056]',0.227,0.455,69.531,-
'[18:52:39.064]',0.227,0.451,67.969,-
'[18:52:39.072]',0.219,0.447,66.406,-
'[18:52:39.080]',0.219,0.443,64.844,-
'[18:52:39.088]',0.227,0.439,63.281,-
'[18:52:39.096]',0.242,0.435,61.719,-
'[18:52:39.104]',0.266,0.435,60.156,-
'[18:52:39.112]',0.281,0.431,58.594,-
'[18:52:39.120]',0.297,0.427,57.812,-
'[18:52:39.128]',0.336,0.420,57.031,-
'[18:52:39.136]',0.367,0.416,56.250,-
'[18:52:39.144]',0.367,0.412,56.250,-
'[18:52:39.152]',0.336,0.404,55.469,-
'[18:52:39.160]',0.305,0.400,55.469,-
'[18:52:39.168]',0.266,0.396,55.469,-
'[18:52:39.176]',0.242,0.396,56.250,-
'[18:52:39.184]',0.219,0.392,56.250,-
'[18:52:39.192]',0.203,0.392,57.031,-
'[18:52:39.200]',0.195,0.392,57.031,-
'[18:52:39.208]',0.188,0.392,57.812,-
'[18:52:39.216]',0.188,0.396,57.812,-
'[18:52:39.224]',0.188,0.400,57.812,-
'[18:52:39.232]',0.188,0.408,57.812,-
'[18:52:39.240]',0.188,0.420,57.031,-
'[18:52:39.248]',0.180,0.435,57.031,-
'[18:52:39.256]',0.203,0.451,56.250,-
'[18:52:39.264]',0.336,0.475,56.250,-
'[18:52:39.272]',0.586,0.498,55.469,-
'[18:52:39.280]',0.812,0.518,54.688,-
'[18:52:39.288]',0.852,0.533,53.906,-
'[18:52:39.296]',0.766,0.553,53.125,-
'[18:52:39.304]',0.625,0.573,53.125,-
'[18:52:39.312]',0.453,0.592,52.344,-
'[18:52:39.320]',0.328,0.612,51.562,-
'[18:52:39.328]',0.258,0.624,51.562,-
'[18:52:39.336]',0.211,0.635,50.781,-
'[18:52:39.344]',0.188,0.643,50.781,-
'[18:52:39.352]',0.172,0.651,50.000,-
'[18:52:39.360]',0.156,0.651,50.000,-
'[18:52:39.368]',0.156,0.651,49.219,-
'[18:52:39.376]',0.156,0.651,49.219,-
'[18:52:39.384]',0.156,0.647,48.438,-
'[18:52:39.392]',0.172,0.639,48.438,-
'[18:52:39.400]',0.172,0.631,48.438,-
'[18:52:39.408]',0.188,0.624,47.656,-
'[18:52:39.416]',0.188,0.612,47.656,-
'[18:52:39.424]',0.203,0.604,47.656,-
'[18:52:39.432]',0.211,0.592,47.656,-
'[18:52:39.440]',0.219,0.580,46.875,-
'[18:52:39.448]',0.234,0.569,46.875,-
'[18:52:39.456]',0.242,0.557,46.875,-
'[18:52:39.464]',0.258,0.549,46.875,-
'[18:52:39.472]',0.273,0.537,46.875,-
'[18:52:39.480]',0.297,0.529,46.094,-
'[18:52:39.488]',0.320,0.522,46.094,-
'[18:52:39.496]',0.352,0.514,46.875,-
'[18:52:39.504]',0.391,0.506,47.656,-
'[18:52:39.512]',0.438,0.502,50.781,-
'[18:52:39.520]',0.469,0.498,55.469,-
'[18:52:39.528]',0.492,0.490,61.719,-
'[18:52:39.536]',0.516,0.486,67.188,-
'[18:52:39.544]',0.531,0.482,70.312,-
'[18:52:39.552]',0.508,0.478,73.438,-
'[18:52:39.560]',0.461,0.475,76.562,-
'[18:52:39.568]',0.406,0.475,78.906,-
'[18:52:39.576]',0.352,0.471,79.688,-
'[18:52:39.584]',0.305,0.467,80.469,-
'[18:52:39.592]',0.266,0.463,79.688,-
'[18:52:39.600]',0.250,0.455,78.906,-
'[18:52:39.608]',0.234,0.451,77.344,-
'[18:52:39.616]',0.219,0.447,75.781,-
'[18:52:39.624]',0.219,0.443,74.219,-
'[18:52:39.632]',0.211,0.435,71.875,-
'[18:52:39.640]',0.211,0.431,69.531,-
'[18:52:39.648]',0.211,0.424,67.969,-
'[18:52:39.656]',0.203,0.420,66.406,-
'[18:52:39.664]',0.203,0.416,64.062,-
'[18:52:39.672]',0.203,0.408,62.500,-
'[18:52:39.680]',0.211,0.404,60.938,-
'[18:52:39.688]',0.227,0.400,59.375,-
'[18:52:39.696]',0.250,0.396,57.812,-
'[18:52:39.704]',0.266,0.392,56.250,-
'[18:52:39.712]',0.289,0.388,55.469,-
'[18:52:39.720]',0.320,0.388,54.688,-
'[18:52:39.728]',0.359,0.384,53.906,-
'[18:52:39.736]',0.367,0.380,53.906,-
'[18:52:39.744]',0.344,0.376,54.688,-
'[18:52:39.752]',0.305,0.373,54.688,-
'[18:52:39.760]',0.266,0.365,54.688,-
'[18:52:39.768]',0.242,0.361,54.688,-
'[18:52:39.776]',0.219,0.357,55.469,-
'[18:52:39.784]',0.211,0.353,55.469,-
'[18:52:39.792]',0.203,0.353,56.250,-
'[18:52:39.800]',0.195,0.349,56.250,-
'[18:52:39.808]',0.195,0.349,56.250,-
'[18:52:39.816]',0.195,0.353,56.250,-
'[18:52:39.824]',0.195,0.357,56.250,-
'[18:52:39.832]',0.195,0.365,56.250,-
'[18:52:39.840]',0.195,0.380,56.250,-
'[18:52:39.848]',0.219,0.396,55.469,-
'[18:52:39.856]',0.336,0.412,55.469,-
'[18:52:39.864]',0.586,0.435,54.688,-
'[18:52:39.872]',0.820,0.459,53.906,-
'[18:52:39.880]',0.875,0.478,53.906,-
'[18:52:39.888]',0.797,0.498,53.125,-
'[18:52:39.896]',0.648,0.514,52.344,-
'[18:52:39.904]',0.469,0.533,51.562,-
'[18:52:39.912]',0.336,0.553,50.781,-
'[18:52:39.920]',0.266,0.569,50.781,-
'[18:52:39.928]',0.227,0.580,50.000,-
'[18:52:39.936]',0.195,0.592,50.000,-
'[18:52:39.944]',0.172,0.600,49.219,-
'[18:52:39.952]',0.164,0.608,49.219,-
'[18:52:39.960]',0.156,0.612,48.438,-
'[18:52:39.968]',0.156,0.612,48.438,-
'[18:52:39.976]',0.156,0.608,48.438,-
'[18:52:39.984]',0.156,0.604,47.656,-
'[18:52:39.992]',0.156,0.596,47.656,-
'[18:52:40.000]',0.164,0.588,47.656,-
'[18:52:40.008]',0.172,0.580,47.656,-
'[18:52:40.016]',0.188,0.569,46.875,-
'[18:52:40.024]',0.188,0.557,46.875,-
'[18:52:40.032]',0.203,0.549,46.875,-
'[18:52:40.040]',0.211,0.537,46.094,-
'[18:52:40.048]',0.227,0.529,46.094,-
'[18:52:40.056]',0.234,0.518,46.094,-
'[18:52:40.064]',0.242,0.510,46.094,-
'[18:52:40.072]',0.258,0.502,46.094,-
'[18:52:40.080]',0.281,0.498,46.094,-
'[18:52:40.088]',0.312,0.490,46.094,-
'[18:52:40.096]',0.344,0.486,46.875,-
'[18:52:40.104]',0.375,0.478,50.000,-
'[18:52:40.112]',0.406,0.475,54.688,-
'[18:52:40.120]',0.438,0.471,60.938,-
'[18:52:40.128]',0.461,0.467,67.188,-
'[18:52:40.136]',0.477,0.463,71.094,-
'[18:52:40.144]',0.453,0.459,74.219,-
'[18:52:40.152]',0.414,0.455,77.344,-
'[18:52:40.160]',0.367,0.455,79.688,-
'[18:52:40.168]',0.305,0.451,81.250,-
'[18:52:40.176]',0.258,0.447,81.250,-
'[18:52:40.184]',0.227,0.443,80.469,-
'[18:52:40.192]',0.195,0.439,79.688,-
'[18:52:40.200]',0.188,0.435,78.125,-
'[18:52:40.208]',0.180,0.431,76.562,-
'[18:52:40.216]',0.172,0.424,75.000,-
'[18:52:40.224]',0.172,0.420,72.656,-
'[18:52:40.232]',0.172,0.416,71.094,-
'[18:52:40.240]',0.172,0.408,69.531,-
'[18:52:40.248]',0.180,0.404,67.969,-
'[18:52:40.256]',0.188,0.400,65.625,-
'[18:52:40.264]',0.188,0.396,64.062,-
'[18:52:40.272]',0.188,0.392,62.500,-
'[18:52:40.280]',0.211,0.388,60.938,-
'[18:52:40.288]',0.234,0.384,59.375,-
'[18:52:40.296]',0.250,0.380,58.594,-
'[18:52:40.304]',0.273,0.376,57.812,-
'[18:52:40.312]',0.312,0.373,57.031,-
'[18:52:40.320]',0.344,0.369,56.250,-
'[18:52:40.328]',0.352,0.365,56.250,-
'[18:52:40.336]',0.320,0.361,56.250,-
'[18:52:40.344]',0.281,0.357,56.250,-
'[18:52:40.352]',0.250,0.353,56.250,-
'[18:52:40.360]',0.227,0.349,56.250,-
'[18:52:40.368]',0.211,0.345,57.031,-
'[18:52:40.376]',0.195,0.341,57.031,-
'[18:52:40.384]',0.195,0.341,57.812,-
'[18:52:40.392]',0.188,0.341,57.812,-
'[18:52:40.400]',0.195,0.341,58.594,-
'[18:52:40.408]',0.195,0.345,58.594,-
'[18:52:40.416]',0.203,0.349,57.812,-
'[18:52:40.424]',0.195,0.361,57.812,-
'[18:52:40.432]',0.188,0.376,57.812,-
'[18:52:40.440]',0.242,0.392,57.812,-
'[18:52:40.448]',0.406,0.408,57.031,-
'[18:52:40.456]',0.680,0.431,57.031,-
'[18:52:40.464]',0.875,0.455,56.250,-
'[18:52:40.472]',0.906,0.478,55.469,-
'[18:52:40.480]',0.797,0.498,55.469,-
'[18:52:40.488]',0.625,0.518,54.688,-
'[18:52:40.496]',0.445,0.537,53.906,-
'[18:52:40.504]',0.328,0.557,53.906,-
'[18:52:40.512]',0.266,0.576,53.125,-
'[18:52:40.520]',0.227,0.592,53.125,-
'[18:52:40.528]',0.195,0.604,52.344,-
'[18:52:40.536]',0.188,0.616,52.344,-
'[18:52:40.544]',0.172,0.624,52.344,-
'[18:52:40.552]',0.172,0.624,51.562,-
'[18:52:40.560]',0.172,0.624,51.562,-
'[18:52:40.568]',0.172,0.624,50.781,-
'[18:52:40.576]',0.172,0.620,50.781,-
'[18:52:40.584]',0.188,0.616,50.000,-
'[18:52:40.592]',0.195,0.608,49.219,-
'[18:52:40.600]',0.203,0.600,49.219,-
'[18:52:40.608]',0.211,0.592,49.219,-
'[18:52:40.616]',0.227,0.584,49.219,-
'[18:52:40.624]',0.242,0.576,49.219,-
'[18:52:40.632]',0.266,0.565,49.219,-
'[18:52:40.640]',0.273,0.557,49.219,-
'[18:52:40.648]',0.289,0.549,49.219,-
'[18:52:40.656]',0.312,0.537,48.438,-
'[18:52:40.664]',0.328,0.529,48.438,-
'[18:52:40.672]',0.352,0.522,48.438,-
'[18:52:40.680]',0.383,0.514,49.219,-
'[18:52:40.688]',0.422,0.510,51.562,-
'[18:52:40.696]',0.461,0.506,57.031,-
'[18:52:40.704]',0.492,0.502,63.281,-
'[18:52:40.712]',0.523,0.498,70.312,-
'[18:52:40.720]',0.547,0.494,75.000,-
'[18:52:40.728]',0.555,0.490,78.125,-
'[18:52:40.736]',0.531,0.490,80.469,-
'[18:52:40.744]',0.484,0.486,82.812,-
'[18:52:40.752]',0.430,0.482,84.375,-
'[18:52:40.760]',0.375,0.478,85.156,-
'[18:52:40.768]',0.336,0.475,84.375,-
'[18:52:40.776]',0.297,0.471,83.594,-
'[18:52:40.784]',0.281,0.471,82.812,-
'[18:52:40.792]',0.266,0.467,81.250,-
'[18:52:40.800]',0.250,0.463,78.906,-
'[18:52:40.808]',0.250,0.459,76.562,-
'[18:52:40.816]',0.250,0.455,75.000,-
'[18:52:40.824]',0.250,0.455,72.656,-
'[18:52:40.832]',0.242,0.451,71.094,-
'[18:52:40.840]',0.242,0.447,69.531,-
'[18:52:40.848]',0.242,0.443,67.969,-
'[18:52:40.856]',0.242,0.435,66.406,-
'[18:52:40.864]',0.250,0.431,64.844,-
'[18:52:40.872]',0.273,0.427,63.281,-
'[18:52:40.880]',0.297,0.424,62.500,-
'[18:52:40.888]',0.305,0.424,60.938,-
'[18:52:40.896]',0.328,0.420,59.375,-
'[18:52:40.904]',0.367,0.416,58.594,-
'[18:52:40.912]',0.375,0.412,57.812,-
'[18:52:40.920]',0.367,0.404,57.812,-
'[18:52:40.928]',0.336,0.400,57.812,-
'[18:52:40.936]',0.297,0.396,57.812,-
'[18:52:40.944]',0.266,0.396,57.812,-
'[18:52:40.952]',0.242,0.392,57.812,-
'[18:52:40.960]',0.227,0.388,57.812,-
'[18:52:40.968]',0.211,0.388,58.594,-
'[18:52:40.976]',0.203,0.388,58.594,-
'[18:52:40.984]',0.203,0.392,58.594,-
'[18:52:40.992]',0.203,0.392,58.594,-
'[18:52:41.000]',0.203,0.400,58.594,-
'[18:52:41.008]',0.203,0.408,58.594,-
'[18:52:41.016]',0.195,0.420,57.812,-
'[18:52:41.024]',0.195,0.435,57.812,-
'[18:52:41.032]',0.289,0.455,57.031,-
'[18:52:41.040]',0.508,0.478,56.250,-
'[18:52:41.048]',0.781,0.502,56.250,-
'[18:52:41.056]',0.891,0.525,55.469,-
'[18:52:41.064]',0.844,0.549,54.688,-
'[18:52:41.072]',0.711,0.576,54.688,-
'[18:52:41.080]',0.531,0.596,53.906,-
'[18:52:41.088]',0.383,0.612,53.125,-
'[18:52:41.096]',0.289,0.627,52.344,-
'[18:52:41.104]',0.242,0.643,52.344,-
'[18:52:41.112]',0.203,0.655,51.562,-
'[18:52:41.120]',0.180,0.667,50.781,-
'[18:52:41.128]',0.172,0.671,50.781,-
'[18:52:41.136]',0.156,0.667,50.000,-
'[18:52:41.144]',0.156,0.663,50.000,-
'[18:52:41.152]',0.156,0.655,49.219,-
'[18:52:41.160]',0.164,0.651,49.219,-
'[18:52:41.168]',0.172,0.643,48.438,-
'[18:52:41.176]',0.172,0.635,48.438,-
'[18:52:41.184]',0.188,0.627,47.656,-
'[18:52:41.192]',0.195,0.620,47.656,-
'[18:52:41.200]',0.211,0.608,47.656,-
'[18:52:41.208]',0.219,0.600,46.875,-
'[18:52:41.216]',0.234,0.588,46.875,-
'[18:52:41.224]',0.250,0.580,46.875,-
'[18:52:41.232]',0.258,0.569,46.875,-
'[18:52:41.240]',0.281,0.561,46.875,-
'[18:52:41.248]',0.297,0.553,46.875,-
'[18:52:41.256]',0.320,0.541,46.875,-
'[18:52:41.264]',0.352,0.533,46.875,-
'[18:52:41.272]',0.391,0.525,47.656,-
'[18:52:41.280]',0.438,0.522,50.000,-
'[18:52:41.288]',0.469,0.518,54.688,-
'[18:52:41.296]',0.500,0.514,60.938,-
'[18:52:41.304]',0.531,0.506,67.188,-
'[18:52:41.312]',0.539,0.502,71.094,-
'[18:52:41.320]',0.531,0.498,74.219,-
'[18:52:41.328]',0.492,0.494,77.344,-
'[18:52:41.336]',0.438,0.490,79.688,-
'[18:52:41.344]',0.375,0.486,81.250,-
'[18:52:41.352]',0.328,0.478,82.031,-
'[18:52:41.360]',0.289,0.471,81.250,-
'[18:52:41.368]',0.258,0.467,80.469,-
'[18:52:41.376]',0.242,0.459,79.688,-
'[18:52:41.384]',0.227,0.455,78.125,-
'[18:52:41.392]',0.219,0.451,75.781,-
'[18:52:41.400]',0.211,0.447,73.438,-
'[18:52:41.408]',0.211,0.443,71.875,-
'[18:52:41.416]',0.211,0.439,69.531,-
'[18:52:41.424]',0.211,0.431,67.969,-
'[18:52:41.432]',0.211,0.427,65.625,-
'[18:52:41.440]',0.211,0.424,64.062,-
'[18:52:41.448]',0.211,0.420,61.719,-
'[18:52:41.456]',0.219,0.416,60.156,-
'[18:52:41.464]',0.242,0.408,58.594,-
'[18:52:41.472]',0.258,0.404,57.812,-
'[18:52:41.480]',0.273,0.396,56.250,-
'[18:52:41.488]',0.297,0.392,55.469,-
'[18:52:41.496]',0.336,0.388,55.469,-
'[18:52:41.504]',0.352,0.384,55.469,-
'[18:52:41.512]',0.336,0.380,54.688,-
'[18:52:41.520]',0.312,0.376,53.906,-
'[18:52:41.528]',0.266,0.373,53.906,-
'[18:52:41.536]',0.234,0.369,54.688,-
'[18:52:41.544]',0.211,0.365,55.469,-
'[18:52:41.552]',0.195,0.361,55.469,-
'[18:52:41.560]',0.188,0.357,55.469,-
'[18:52:41.568]',0.188,0.357,56.250,-
'[18:52:41.576]',0.180,0.357,56.250,-
'[18:52:41.584]',0.180,0.357,56.250,-
'[18:52:41.592]',0.180,0.361,56.250,-
'[18:52:41.600]',0.188,0.369,56.250,-
'[18:52:41.608]',0.180,0.380,56.250,-
'[18:52:41.616]',0.188,0.392,56.250,-
'[18:52:41.624]',0.250,0.412,56.250,-
'[18:52:41.632]',0.445,0.427,55.469,-
'[18:52:41.640]',0.711,0.451,54.688,-
'[18:52:41.648]',0.859,0.471,53.906,-
'[18:52:41.656]',0.867,0.494,53.125,-
'[18:52:41.664]',0.727,0.514,51.562,-
'[18:52:41.672]',0.547,0.533,51.562,-
'[18:52:41.680]',0.375,0.553,51.562,-
'[18:52:41.688]',0.281,0.565,51.562,-
'[18:52:41.696]',0.234,0.576,51.562,-
'[18:52:41.704]',0.203,0.588,50.781,-
'[18:52:41.712]',0.180,0.596,50.000,-
'[18:52:41.720]',0.164,0.604,50.000,-
'[18:52:41.728]',0.156,0.608,49.219,-
'[18:52:41.736]',0.156,0.604,49.219,-
'[18:52:41.744]',0.156,0.604,48.438,-
'[18:52:41.752]',0.164,0.596,48.438,-
'[18:52:41.760]',0.172,0.592,48.438,-
'[18:52:41.768]',0.172,0.584,47.656,-
'[18:52:41.776]',0.188,0.576,47.656,-
'[18:52:41.784]',0.195,0.565,46.875,-
'[18:52:41.792]',0.203,0.557,46.875,-
'[18:52:41.800]',0.211,0.549,46.875,-
'[18:52:41.808]',0.227,0.537,46.875,-
'[18:52:41.816]',0.234,0.525,46.875,-
'[18:52:41.824]',0.250,0.518,46.094,-
'[18:52:41.832]',0.266,0.510,46.094,-
'[18:52:41.840]',0.289,0.502,46.094,-
'[18:52:41.848]',0.312,0.494,46.094,-
'[18:52:41.856]',0.336,0.486,45.312,-
'[18:52:41.864]',0.375,0.478,46.094,-
'[18:52:41.872]',0.414,0.475,48.438,-
'[18:52:41.880]',0.453,0.471,52.344,-
'[18:52:41.888]',0.492,0.467,58.594,-
'[18:52:41.896]',0.516,0.463,64.062,-
'[18:52:41.904]',0.531,0.459,68.750,-
'[18:52:41.912]',0.531,0.455,71.875,-
'[18:52:41.920]',0.508,0.455,75.000,-
'[18:52:41.928]',0.461,0.451,77.344,-
'[18:52:41.936]',0.398,0.447,78.906,-
'[18:52:41.944]',0.344,0.443,79.688,-
'[18:52:41.952]',0.305,0.443,79.688,-
'[18:52:41.960]',0.266,0.439,79.688,-
'[18:52:41.968]',0.250,0.439,78.125,-
'[18:52:41.976]',0.234,0.435,77.344,-
'[18:52:41.984]',0.219,0.435,75.000,-
'[18:52:41.992]',0.211,0.431,73.438,-
'[18:52:42.000]',0.211,0.427,71.094,-
'[18:52:42.008]',0.211,0.424,68.750,-
'[18:52:42.016]',0.211,0.416,67.188,-
'[18:52:42.024]',0.203,0.412,65.625,-
'[18:52:42.032]',0.203,0.408,63.281,-
'[18:52:42.040]',0.203,0.400,61.719,-
'[18:52:42.048]',0.211,0.396,60.156,-
'[18:52:42.056]',0.227,0.392,58.594,-
'[18:52:42.064]',0.250,0.388,57.031,-
'[18:52:42.072]',0.266,0.388,56.250,-
'[18:52:42.080]',0.297,0.384,54.688,-
'[18:52:42.088]',0.336,0.380,54.688,-
'[18:52:42.096]',0.352,0.376,53.906,-
'[18:52:42.104]',0.336,0.373,53.906,-
'[18:52:42.112]',0.305,0.369,53.906,-
'[18:52:42.120]',0.266,0.361,53.906,-
'[18:52:42.128]',0.234,0.357,54.688,-
'[18:52:42.136]',0.211,0.349,54.688,-
'[18:52:42.144]',0.195,0.345,55.469,-
'[18:52:42.152]',0.188,0.345,55.469,-
'[18:52:42.160]',0.180,0.341,56.250,-
'[18:52:42.168]',0.180,0.345,56.250,-
'[18:52:42.176]',0.180,0.345,57.031,-
'[18:52:42.184]',0.180,0.349,57.031,-
'[18:52:42.192]',0.180,0.357,57.031,-
'[18:52:42.200]',0.172,0.365,56.250,-
'[18:52:42.208]',0.172,0.376,56.250,-
'[18:52:42.216]',0.250,0.392,56.250,-
'[18:52:42.224]',0.453,0.408,55.469,-
'[18:52:42.232]',0.727,0.427,54.688,-
'[18:52:42.240]',0.867,0.447,54.688,-
'[18:52:42.248]',0.867,0.467,53.906,-
'[18:52:42.256]',0.711,0.486,53.906,-
'[18:52:42.264]',0.531,0.506,53.125,-
'[18:52:42.272]',0.375,0.525,53.125,-
'[18:52:42.280]',0.281,0.541,52.344,-
'[18:52:42.288]',0.234,0.553,51.562,-
'[18:52:42.296]',0.195,0.565,51.562,-
'[18:52:42.304]',0.172,0.573,51.562,-
'[18:52:42.312]',0.164,0.580,50.781,-
'[18:52:42.320]',0.156,0.584,50.781,-
'[18:52:42.328]',0.156,0.584,50.781,-
'[18:52:42.336]',0.156,0.584,50.000,-
'[18:52:42.344]',0.156,0.584,50.000,-
'[18:52:42.352]',0.164,0.580,50.000,-
'[18:52:42.360]',0.172,0.573,49.219,-
'[18:52:42.368]',0.188,0.565,49.219,-
'[18:52:42.376]',0.195,0.557,48.438,-
'[18:52:42.384]',0.203,0.549,48.438,-
'[18:52:42.392]',0.211,0.541,48.438,-
'[18:52:42.400]',0.227,0.533,48.438,-
'[18:52:42.408]',0.242,0.522,48.438,-
'[18:52:42.416]',0.258,0.514,48.438,-
'[18:52:42.424]',0.273,0.506,47.656,-
'[18:52:42.432]',0.297,0.498,47.656,-
'[18:52:42.440]',0.320,0.490,47.656,-
'[18:52:42.448]',0.344,0.486,48.438,-
'[18:52:42.456]',0.383,0.478,49.219,-
'[18:52:42.464]',0.422,0.475,51.562,-
'[18:52:42.472]',0.453,0.471,57.031,-
'[18:52:42.480]',0.484,0.467,63.281,-
'[18:52:42.488]',0.516,0.463,69.531,-
'[18:52:42.496]',0.531,0.463,73.438,-
'[18:52:42.504]',0.539,0.459,76.562,-
'[18:52:42.512]',0.500,0.455,79.688,-
'[18:52:42.520]',0.453,0.451,82.031,-
'[18:52:42.528]',0.391,0.451,83.594,-
'[18:52:42.536]',0.344,0.447,84.375,-
'[18:52:42.544]',0.297,0.447,83.594,-
'[18:52:42.552]',0.266,0.443,82.812,-
'[18:52:42.560]',0.242,0.443,82.031,-
'[18:52:42.568]',0.234,0.439,79.688,-
'[18:52:42.576]',0.227,0.435,78.125,-
'[18:52:42.584]',0.227,0.435,75.781,-
'[18:52:42.592]',0.219,0.431,74.219,-
'[18:52:42.600]',0.219,0.427,71.875,-
'[18:52:42.608]',0.219,0.424,70.312,-
'[18:52:42.616]',0.219,0.420,67.969,-
'[18:52:42.624]',0.219,0.416,66.406,-
'[18:52:42.632]',0.227,0.412,64.844,-
'[18:52:42.640]',0.242,0.408,63.281,-
'[18:52:42.648]',0.273,0.404,61.719,-
'[18:52:42.656]',0.297,0.400,60.938,-
'[18:52:42.664]',0.312,0.396,59.375,-
'[18:52:42.672]',0.344,0.392,58.594,-
'[18:52:42.680]',0.375,0.392,57.812,-
'[18:52:42.688]',0.375,0.388,57.812,-
'[18:52:42.696]',0.352,0.384,57.812,-
'[18:52:42.704]',0.312,0.380,57.812,-
'[18:52:42.712]',0.281,0.376,57.812,-
'[18:52:42.720]',0.250,0.376,58.594,-
'[18:52:42.728]',0.234,0.373,58.594,-
'[18:52:42.736]',0.219,0.373,59.375,-
'[18:52:42.744]',0.211,0.373,59.375,-
'[18:52:42.752]',0.211,0.373,59.375,-
'[18:52:42.760]',0.211,0.373,60.156,-
'[18:52:42.768]',0.219,0.376,60.156,-
'[18:52:42.776]',0.219,0.384,60.156,-
'[18:52:42.784]',0.211,0.392,59.375,-
'[18:52:42.792]',0.203,0.404,59.375,-
'[18:52:42.800]',0.242,0.416,58.594,-
'[18:52:42.808]',0.391,0.435,58.594,-
'[18:52:42.816]',0.672,0.455,57.812,-
'[18:52:42.824]',0.906,0.475,57.812,-
'[18:52:42.832]',0.945,0.498,57.812,-
'[18:52:42.840]',0.836,0.522,57.031,-
'[18:52:42.848]',0.672,0.541,56.250,-
'[18:52:42.856]',0.500,0.565,55.469,-
'[18:52:42.864]',0.367,0.584,54.688,-
'[18:52:42.872]',0.297,0.596,53.906,-
'[18:52:42.880]',0.250,0.608,53.125,-
'[18:52:42.888]',0.211,0.620,52.344,-
'[18:52:42.896]',0.195,0.627,52.344,-
'[18:52:42.904]',0.188,0.635,51.562,-
'[18:52:42.912]',0.188,0.639,51.562,-
'[18:52:42.920]',0.188,0.639,50.781,-
'[18:52:42.928]',0.188,0.639,50.000,-
'[18:52:42.936]',0.188,0.635,50.000,-
'[18:52:42.944]',0.195,0.631,49.219,-
'[18:52:42.952]',0.203,0.624,48.438,-
'[18:52:42.960]',0.211,0.616,48.438,-
'[18:52:42.968]',0.219,0.604,48.438,-
'[18:52:42.976]',0.227,0.596,47.656,-
'[18:52:42.984]',0.242,0.588,47.656,-
'[18:52:42.992]',0.250,0.580,47.656,-
'[18:52:43.000]',0.266,0.569,46.875,-
'[18:52:43.008]',0.281,0.561,46.875,-
'[18:52:43.016]',0.297,0.553,46.875,-
'[18:52:43.024]',0.312,0.545,46.875,-
'[18:52:43.032]',0.344,0.541,46.875,-
'[18:52:43.040]',0.375,0.533,47.656,-
'[18:52:43.048]',0.422,0.529,50.000,-
'[18:52:43.056]',0.461,0.522,53.906,-
'[18:52:43.064]',0.492,0.518,59.375,-
'[18:52:43.072]',0.516,0.514,66.406,-
'[18:52:43.080]',0.539,0.510,71.094,-
'[18:52:43.088]',0.547,0.506,75.000,-
'[18:52:43.096]',0.516,0.502,77.344,-
'[18:52:43.104]',0.477,0.502,79.688,-
'[18:52:43.112]',0.414,0.498,82.031,-
'[18:52:43.120]',0.367,0.494,82.812,-
'[18:52:43.128]',0.320,0.494,82.812,-
'[18:52:43.136]',0.281,0.490,82.031,-
'[18:52:43.144]',0.250,0.486,81.250,-
'[18:52:43.152]',0.242,0.482,79.688,-
'[18:52:43.160]',0.227,0.478,77.344,-
'[18:52:43.168]',0.219,0.475,75.000,-
'[18:52:43.176]',0.211,0.471,72.656,-
'[18:52:43.184]',0.211,0.467,71.094,-
'[18:52:43.192]',0.211,0.459,69.531,-
'[18:52:43.200]',0.211,0.455,67.969,-
'[18:52:43.208]',0.219,0.451,65.625,-
'[18:52:43.216]',0.219,0.443,64.062,-
'[18:52:43.224]',0.227,0.439,62.500,-
'[18:52:43.232]',0.242,0.435,60.938,-
'[18:52:43.240]',0.258,0.427,60.156,-
'[18:52:43.248]',0.281,0.424,58.594,-
'[18:52:43.256]',0.297,0.420,57.031,-
'[18:52:43.264]',0.328,0.416,56.250,-
'[18:52:43.272]',0.367,0.408,56.250,-
'[18:52:43.280]',0.367,0.404,55.469,-
'[18:52:43.288]',0.344,0.400,55.469,-
'[18:52:43.296]',0.312,0.396,55.469,-
'[18:52:43.304]',0.273,0.392,56.250,-
'[18:52:43.312]',0.242,0.388,56.250,-
'[18:52:43.320]',0.227,0.384,56.250,-
'[18:52:43.328]',0.211,0.380,57.031,-
'[18:52:43.336]',0.203,0.376,57.031,-
'[18:52:43.344]',0.203,0.376,57.031,-
'[18:52:43.352]',0.203,0.376,57.031,-
'[18:52:43.360]',0.195,0.380,57.031,-
'[18:52:43.368]',0.195,0.388,57.031,-
'[18:52:43.376]',0.195,0.392,57.031,-
'[18:52:43.384]',0.188,0.404,56.250,-
'[18:52:43.392]',0.211,0.416,56.250,-
'[18:52:43.400]',0.352,0.435,55.469,-
'[18:52:43.408]',0.609,0.451,55.469,-
'[18:52:43.416]',0.820,0.475,54.688,-
'[18:52:43.424]',0.859,0.494,53.906,-
'[18:52:43.432]',0.773,0.518,53.906,-
