'Time','II','ABP','PLETH'
'[16:07:14.184]',0.406,92.188,0.647
'[16:07:14.192]',0.398,92.969,0.659
'[16:07:14.200]',0.406,93.750,0.663
'[16:07:14.208]',0.414,93.750,0.659
'[16:07:14.216]',0.422,94.531,0.651
'[16:07:14.224]',0.422,94.531,0.647
'[16:07:14.232]',0.422,94.531,0.643
'[16:07:14.240]',0.422,94.531,0.639
'[16:07:14.248]',0.430,94.531,0.631
'[16:07:14.256]',0.492,94.531,0.624
'[16:07:14.264]',0.625,93.750,0.612
'[16:07:14.272]',0.750,92.969,0.604
'[16:07:14.280]',0.797,92.969,0.592
'[16:07:14.288]',0.859,92.188,0.580
'[16:07:14.296]',0.383,92.188,0.569
'[16:07:14.304]',-0.086,91.406,0.557
'[16:07:14.312]',-0.164,90.625,0.549
'[16:07:14.320]',0.109,90.625,0.541
'[16:07:14.328]',0.312,89.844,0.529
'[16:07:14.336]',0.391,89.062,0.518
'[16:07:14.344]',0.438,88.281,0.506
'[16:07:14.352]',0.453,87.500,0.498
'[16:07:14.360]',0.461,86.719,0.486
'[16:07:14.368]',0.477,85.938,0.471
'[16:07:14.376]',0.477,85.156,0.459
'[16:07:14.384]',0.484,84.375,0.447
'[16:07:14.392]',0.492,83.594,0.435
'[16:07:14.400]',0.500,82.812,0.427
'[16:07:14.408]',0.508,82.031,0.420
'[16:07:14.416]',0.500,81.250,0.412
'[16:07:14.424]',0.516,80.469,0.408
'[16:07:14.432]',0.523,79.688,0.408
'[16:07:14.440]',0.539,79.688,0.408
'[16:07:14.448]',0.547,78.906,0.408
'[16:07:14.456]',0.562,78.125,0.408
'[16:07:14.464]',0.586,77.344,0.404
'[16:07:14.472]',0.602,77.344,0.400
'[16:07:14.480]',0.617,76.562,0.392
'[16:07:14.488]',0.617,76.562,0.384
'[16:07:14.496]',0.633,76.562,0.380
'[16:07:14.504]',0.625,75.781,0.373
'[16:07:14.512]',0.617,75.781,0.373
'[16:07:14.520]',0.602,76.562,0.369
'[16:07:14.528]',0.586,77.344,0.369
'[16:07:14.536]',0.570,78.906,0.369
'[16:07:14.544]',0.547,82.031,0.369
'[16:07:14.552]',0.539,86.719,0.369
'[16:07:14.560]',0.516,93.750,0.365
'[16:07:14.568]',0.492,101.562,0.361
'[16:07:14.576]',0.477,110.938,0.357
'[16:07:14.584]',0.477,120.312,0.353
'[16:07:14.592]',0.461,129.688,0.353
'[16:07:14.600]',0.461,138.281,0.349
'[16:07:14.608]',0.453,145.312,0.349
'[16:07:14.616]',0.445,150.781,0.345
'[16:07:14.624]',0.438,154.688,0.345
'[16:07:14.632]',0.445,156.250,0.345
'[16:07:14.640]',0.453,155.469,0.345
'[16:07:14.648]',0.453,153.906,0.345
'[16:07:14.656]',0.461,150.781,0.349
'[16:07:14.664]',0.461,147.656,0.349
'[16:07:14.672]',0.461,144.531,0.349
'[16:07:14.680]',0.477,140.625,0.345
'[16:07:14.688]',0.477,136.719,0.341
'[16:07:14.696]',0.477,132.812,0.341
'[16:07:14.704]',0.477,129.688,0.337
'[16:07:14.712]',0.477,126.562,0.337
'[16:07:14.720]',0.492,124.219,0.333
'[16:07:14.728]',0.492,121.875,0.333
'[16:07:14.736]',0.500,120.312,0.329
'[16:07:14.744]',0.531,118.750,0.329
'[16:07:14.752]',0.539,117.188,0.325
'[16:07:14.760]',0.547,115.625,0.325
'[16:07:14.768]',0.539,113.281,0.325
'[16:07:14.776]',0.547,111.719,0.325
'[16:07:14.784]',0.570,109.375,0.329
'[16:07:14.792]',0.594,107.031,0.333
'[16:07:14.800]',0.617,103.906,0.341
'[16:07:14.808]',0.609,101.562,0.349
'[16:07:14.816]',0.578,98.438,0.361
'[16:07:14.824]',0.547,96.094,0.384
'[16:07:14.832]',0.500,94.531,0.412
'[16:07:14.840]',0.461,92.969,0.451
'[16:07:14.848]',0.414,92.188,0.490
'[16:07:14.856]',0.398,91.406,0.529
'[16:07:14.864]',0.406,91.406,0.573
'[16:07:14.872]',0.406,91.406,0.608
'[16:07:14.880]',0.414,91.406,0.635
'[16:07:14.888]',0.414,92.188,0.655
'[16:07:14.896]',0.414,92.969,0.671
'[16:07:14.904]',0.422,93.750,0.678
'[16:07:14.912]',0.422,93.750,0.682
'[16:07:14.920]',0.430,94.531,0.678
'[16:07:14.928]',0.430,94.531,0.675
'[16:07:14.936]',0.438,94.531,0.667
'[16:07:14.944]',0.438,94.531,0.659
'[16:07:14.952]',0.438,93.750,0.655
'[16:07:14.960]',0.438,93.750,0.647
'[16:07:14.968]',0.500,92.969,0.639
'[16:07:14.976]',0.625,92.188,0.635
'[16:07:14.984]',0.719,91.406,0.631
'[16:07:14.992]',0.758,90.625,0.627
'[16:07:15.000]',0.844,89.844,0.624
'[16:07:15.008]',0.422,89.062,0.620
'[16:07:15.016]',-0.102,88.281,0.616
'[16:07:15.024]',-0.188,88.281,0.608
'[16:07:15.032]',0.047,87.500,0.604
'[16:07:15.040]',0.266,86.719,0.592
'[16:07:15.048]',0.375,85.156,0.580
'[16:07:15.056]',0.422,84.375,0.565
'[16:07:15.064]',0.445,83.594,0.549
'[16:07:15.072]',0.461,82.812,0.533
'[16:07:15.080]',0.477,82.031,0.518
'[16:07:15.088]',0.477,81.250,0.506
'[16:07:15.096]',0.484,80.469,0.494
'[16:07:15.104]',0.477,79.688,0.486
'[16:07:15.112]',0.500,79.688,0.478
'[16:07:15.120]',0.500,78.906,0.467
'[16:07:15.128]',0.500,78.125,0.463
'[16:07:15.136]',0.508,77.344,0.459
'[16:07:15.144]',0.523,77.344,0.455
'[16:07:15.152]',0.516,76.562,0.447
'[16:07:15.160]',0.531,75.781,0.443
'[16:07:15.168]',0.547,75.000,0.435
'[16:07:15.176]',0.562,75.000,0.431
'[16:07:15.184]',0.570,74.219,0.424
'[16:07:15.192]',0.594,74.219,0.420
'[16:07:15.200]',0.602,74.219,0.416
'[16:07:15.208]',0.617,73.438,0.412
'[16:07:15.216]',0.617,73.438,0.408
'[16:07:15.224]',0.602,73.438,0.404
'[16:07:15.232]',0.594,74.219,0.400
'[16:07:15.240]',0.586,74.219,0.396
'[16:07:15.248]',0.570,75.781,0.392
'[16:07:15.256]',0.555,78.125,0.384
'[16:07:15.264]',0.547,82.812,0.380
'[16:07:15.272]',0.516,88.281,0.373
'[16:07:15.280]',0.492,96.094,0.369
'[16:07:15.288]',0.477,104.688,0.361
'[16:07:15.296]',0.469,114.062,0.357
'[16:07:15.304]',0.461,123.438,0.357
'[16:07:15.312]',0.461,132.031,0.353
'[16:07:15.320]',0.453,139.844,0.353
'[16:07:15.328]',0.461,145.312,0.353
'[16:07:15.336]',0.453,150.000,0.353
'[16:07:15.344]',0.445,151.562,0.349
'[16:07:15.352]',0.453,152.344,0.345
'[16:07:15.360]',0.445,151.562,0.341
'[16:07:15.368]',0.438,149.219,0.337
'[16:07:15.376]',0.445,146.094,0.333
'[16:07:15.384]',0.453,142.969,0.329
'[16:07:15.392]',0.445,139.062,0.329
'[16:07:15.400]',0.453,135.156,0.329
'[16:07:15.408]',0.461,132.031,0.333
'[16:07:15.416]',0.461,128.906,0.333
'[16:07:15.424]',0.461,125.781,0.333
'[16:07:15.432]',0.469,123.438,0.333
'[16:07:15.440]',0.461,121.094,0.329
'[16:07:15.448]',0.484,119.531,0.325
'[16:07:15.456]',0.500,117.969,0.322
'[16:07:15.464]',0.523,116.406,0.318
'[16:07:15.472]',0.523,114.844,0.314
'[16:07:15.480]',0.531,112.500,0.310
'[16:07:15.488]',0.539,110.938,0.310
'[16:07:15.496]',0.531,108.594,0.314
'[16:07:15.504]',0.586,106.250,0.314
'[16:07:15.512]',0.602,103.125,0.322
'[16:07:15.520]',0.609,100.000,0.333
'[16:07:15.528]',0.586,96.875,0.349
'[16:07:15.536]',0.547,94.531,0.373
'[16:07:15.544]',0.492,92.188,0.400
'[16:07:15.552]',0.445,90.625,0.431
'[16:07:15.560]',0.414,89.844,0.471
'[16:07:15.568]',0.391,89.062,0.510
'[16:07:15.576]',0.391,89.062,0.545
'[16:07:15.584]',0.391,89.062,0.584
'[16:07:15.592]',0.391,89.844,0.616
'[16:07:15.600]',0.406,90.625,0.635
'[16:07:15.608]',0.406,91.406,0.651
'[16:07:15.616]',0.406,92.188,0.659
'[16:07:15.624]',0.414,92.188,0.667
'[16:07:15.632]',0.422,92.969,0.671
'[16:07:15.640]',0.422,92.969,0.671
'[16:07:15.648]',0.422,93.750,0.663
'[16:07:15.656]',0.430,93.750,0.659
'[16:07:15.664]',0.422,93.750,0.651
'[16:07:15.672]',0.438,92.969,0.647
'[16:07:15.680]',0.477,92.969,0.643
'[16:07:15.688]',0.602,92.188,0.639
'[16:07:15.696]',0.734,91.406,0.631
'[16:07:15.704]',0.812,90.625,0.627
'[16:07:15.712]',0.922,89.844,0.624
'[16:07:15.720]',0.602,89.062,0.620
'[16:07:15.728]',0.000,89.062,0.616
'[16:07:15.736]',-0.172,88.281,0.608
'[16:07:15.744]',0.008,87.500,0.600
'[16:07:15.752]',0.266,86.719,0.588
'[16:07:15.760]',0.383,85.938,0.573
'[16:07:15.768]',0.422,85.156,0.561
'[16:07:15.776]',0.453,84.375,0.545
'[16:07:15.784]',0.469,83.594,0.533
'[16:07:15.792]',0.477,82.812,0.522
'[16:07:15.800]',0.500,82.031,0.510
'[16:07:15.808]',0.492,82.031,0.502
'[16:07:15.816]',0.500,81.250,0.490
'[16:07:15.824]',0.516,80.469,0.482
'[16:07:15.832]',0.508,79.688,0.475
'[16:07:15.840]',0.531,79.688,0.467
'[16:07:15.848]',0.523,78.906,0.459
'[16:07:15.856]',0.539,78.125,0.455
'[16:07:15.864]',0.555,77.344,0.451
'[16:07:15.872]',0.562,76.562,0.447
'[16:07:15.880]',0.570,76.562,0.443
'[16:07:15.888]',0.578,75.781,0.439
'[16:07:15.896]',0.609,75.000,0.439
'[16:07:15.904]',0.617,75.000,0.435
'[16:07:15.912]',0.625,75.000,0.435
'[16:07:15.920]',0.641,74.219,0.435
'[16:07:15.928]',0.641,74.219,0.435
'[16:07:15.936]',0.641,74.219,0.435
'[16:07:15.944]',0.617,74.219,0.431
'[16:07:15.952]',0.602,75.000,0.427
'[16:07:15.960]',0.586,75.781,0.424
'[16:07:15.968]',0.586,78.125,0.420
'[16:07:15.976]',0.562,82.031,0.412
'[16:07:15.984]',0.539,87.500,0.408
'[16:07:15.992]',0.516,94.531,0.404
'[16:07:16.000]',0.500,102.344,0.400
'[16:07:16.008]',0.492,111.719,0.396
'[16:07:16.016]',0.477,120.312,0.392
'[16:07:16.024]',0.477,129.688,0.384
'[16:07:16.032]',0.477,137.500,0.380
'[16:07:16.040]',0.461,143.750,0.373
'[16:07:16.048]',0.477,148.438,0.365
'[16:07:16.056]',0.461,151.562,0.361
'[16:07:16.064]',0.477,152.344,0.357
'[16:07:16.072]',0.477,151.562,0.353
'[16:07:16.080]',0.453,148.438,0.349
'[16:07:16.088]',0.461,145.312,0.345
'[16:07:16.096]',0.477,142.188,0.341
'[16:07:16.104]',0.477,138.281,0.337
'[16:07:16.112]',0.484,135.938,0.337
'[16:07:16.120]',0.477,132.812,0.333
'[16:07:16.128]',0.477,130.469,0.333
'[16:07:16.136]',0.492,127.344,0.333
'[16:07:16.144]',0.500,125.000,0.329
'[16:07:16.152]',0.508,122.656,0.329
'[16:07:16.160]',0.531,120.312,0.329
'[16:07:16.168]',0.539,117.969,0.329
'[16:07:16.176]',0.555,116.406,0.329
'[16:07:16.184]',0.562,114.844,0.325
'[16:07:16.192]',0.547,113.281,0.322
'[16:07:16.200]',0.570,110.938,0.318
'[16:07:16.208]',0.602,108.594,0.318
'[16:07:16.216]',0.641,106.250,0.322
'[16:07:16.224]',0.625,103.125,0.325
'[16:07:16.232]',0.617,100.000,0.337
'[16:07:16.240]',0.570,96.875,0.349
'[16:07:16.248]',0.516,94.531,0.373
'[16:07:16.256]',0.477,92.188,0.400
'[16:07:16.264]',0.438,90.625,0.435
'[16:07:16.272]',0.406,89.062,0.475
'[16:07:16.280]',0.391,89.062,0.518
'[16:07:16.288]',0.406,89.062,0.557
'[16:07:16.296]',0.406,89.062,0.592
'[16:07:16.304]',0.383,89.844,0.624
'[16:07:16.312]',0.391,90.625,0.643
'[16:07:16.320]',0.391,91.406,0.663
'[16:07:16.328]',0.406,92.969,0.675
'[16:07:16.336]',0.414,93.750,0.682
'[16:07:16.344]',0.406,93.750,0.690
'[16:07:16.352]',0.422,94.531,0.686
'[16:07:16.360]',0.414,94.531,0.682
'[16:07:16.368]',0.438,95.312,0.675
'[16:07:16.376]',0.445,94.531,0.667
'[16:07:16.384]',0.484,94.531,0.659
'[16:07:16.392]',0.625,93.750,0.655
'[16:07:16.400]',0.789,92.969,0.651
'[16:07:16.408]',0.891,92.188,0.647
'[16:07:16.416]',0.992,92.188,0.643
'[16:07:16.424]',0.570,91.406,0.639
'[16:07:16.432]',-0.039,90.625,0.635
'[16:07:16.440]',-0.188,89.844,0.627
'[16:07:16.448]',0.031,89.062,0.624
'[16:07:16.456]',0.266,88.281,0.616
'[16:07:16.464]',0.375,87.500,0.608
'[16:07:16.472]',0.422,85.938,0.596
'[16:07:16.480]',0.445,85.156,0.580
'[16:07:16.488]',0.461,84.375,0.565
'[16:07:16.496]',0.469,83.594,0.549
'[16:07:16.504]',0.477,83.594,0.537
'[16:07:16.512]',0.477,82.812,0.522
'[16:07:16.520]',0.500,82.812,0.506
'[16:07:16.528]',0.492,82.031,0.494
'[16:07:16.536]',0.500,81.250,0.482
'[16:07:16.544]',0.516,80.469,0.471
'[16:07:16.552]',0.523,79.688,0.463
'[16:07:16.560]',0.531,79.688,0.459
'[16:07:16.568]',0.547,78.906,0.455
'[16:07:16.576]',0.562,78.125,0.455
'[16:07:16.584]',0.570,77.344,0.455
'[16:07:16.592]',0.594,77.344,0.455
'[16:07:16.600]',0.617,76.562,0.451
'[16:07:16.608]',0.625,76.562,0.451
'[16:07:16.616]',0.625,75.781,0.451
'[16:07:16.624]',0.633,75.781,0.451
'[16:07:16.632]',0.625,75.781,0.451
'[16:07:16.640]',0.625,75.781,0.451
'[16:07:16.648]',0.609,75.781,0.451
'[16:07:16.656]',0.594,75.781,0.447
'[16:07:16.664]',0.586,77.344,0.443
'[16:07:16.672]',0.570,78.906,0.435
'[16:07:16.680]',0.547,82.031,0.431
'[16:07:16.688]',0.523,87.500,0.424
'[16:07:16.696]',0.500,93.750,0.420
'[16:07:16.704]',0.492,101.562,0.412
'[16:07:16.712]',0.477,110.156,0.408
'[16:07:16.720]',0.461,119.531,0.404
'[16:07:16.728]',0.461,128.125,0.400
'[16:07:16.736]',0.461,135.938,0.392
'[16:07:16.744]',0.461,142.188,0.384
'[16:07:16.752]',0.461,146.875,0.376
'[16:07:16.760]',0.453,149.219,0.373
'[16:07:16.768]',0.445,150.781,0.365
'[16:07:16.776]',0.445,150.000,0.361
'[16:07:16.784]',0.445,148.438,0.357
'[16:07:16.792]',0.445,145.312,0.357
'[16:07:16.800]',0.453,142.188,0.357
'[16:07:16.808]',0.461,138.281,0.357
'[16:07:16.816]',0.461,135.156,0.357
'[16:07:16.824]',0.461,131.250,0.357
'[16:07:16.832]',0.477,128.125,0.353
'[16:07:16.840]',0.477,125.781,0.349
'[16:07:16.848]',0.477,122.656,0.345
'[16:07:16.856]',0.484,120.312,0.345
'[16:07:16.864]',0.500,118.750,0.345
'[16:07:16.872]',0.508,116.406,0.345
'[16:07:16.880]',0.516,114.844,0.345
'[16:07:16.888]',0.523,113.281,0.349
'[16:07:16.896]',0.523,111.719,0.353
'[16:07:16.904]',0.539,110.156,0.353
'[16:07:16.912]',0.578,107.812,0.353
'[16:07:16.920]',0.602,105.469,0.353
'[16:07:16.928]',0.617,103.125,0.353
'[16:07:16.936]',0.602,100.000,0.357
'[16:07:16.944]',0.562,97.656,0.365
'[16:07:16.952]',0.516,95.312,0.376
'[16:07:16.960]',0.477,92.969,0.396
'[16:07:16.968]',0.438,91.406,0.424
'[16:07:16.976]',0.406,90.625,0.459
'[16:07:16.984]',0.398,89.844,0.498
'[16:07:16.992]',0.398,89.062,0.537
'[16:07:17.000]',0.398,89.062,0.573
'[16:07:17.008]',0.391,89.844,0.608
'[16:07:17.016]',0.406,89.844,0.639
'[16:07:17.024]',0.406,90.625,0.659
'[16:07:17.032]',0.406,91.406,0.671
'[16:07:17.040]',0.406,92.188,0.678
'[16:07:17.048]',0.414,92.188,0.682
'[16:07:17.056]',0.422,92.969,0.682
'[16:07:17.064]',0.422,92.969,0.678
'[16:07:17.072]',0.430,92.969,0.671
'[16:07:17.080]',0.430,92.969,0.663
'[16:07:17.088]',0.445,92.188,0.655
'[16:07:17.096]',0.562,92.188,0.651
'[16:07:17.104]',0.695,91.406,0.643
'[16:07:17.112]',0.781,91.406,0.639
'[16:07:17.120]',0.859,90.625,0.635
'[16:07:17.128]',0.656,90.625,0.627
'[16:07:17.136]',0.055,89.844,0.624
'[16:07:17.144]',-0.164,89.062,0.620
'[16:07:17.152]',-0.008,89.062,0.616
'[16:07:17.160]',0.234,88.281,0.608
'[16:07:17.168]',0.352,87.500,0.596
'[16:07:17.176]',0.391,86.719,0.584
'[16:07:17.184]',0.406,85.938,0.573
'[16:07:17.192]',0.430,85.156,0.557
'[16:07:17.200]',0.438,84.375,0.541
'[16:07:17.208]',0.445,83.594,0.529
'[16:07:17.216]',0.445,82.812,0.510
'[16:07:17.224]',0.445,82.031,0.498
'[16:07:17.232]',0.453,81.250,0.482
'[16:07:17.240]',0.461,80.469,0.467
'[16:07:17.248]',0.461,79.688,0.455
'[16:07:17.256]',0.461,78.906,0.443
'[16:07:17.264]',0.477,78.906,0.435
'[16:07:17.272]',0.492,78.125,0.431
'[16:07:17.280]',0.500,77.344,0.431
'[16:07:17.288]',0.516,77.344,0.431
'[16:07:17.296]',0.523,76.562,0.431
'[16:07:17.304]',0.539,75.781,0.427
'[16:07:17.312]',0.555,75.781,0.427
'[16:07:17.320]',0.570,75.000,0.427
'[16:07:17.328]',0.562,75.000,0.424
'[16:07:17.336]',0.570,75.000,0.424
'[16:07:17.344]',0.562,74.219,0.420
'[16:07:17.352]',0.547,74.219,0.416
'[16:07:17.360]',0.531,74.219,0.412
'[16:07:17.368]',0.516,75.000,0.404
'[16:07:17.376]',0.508,77.344,0.400
'[16:07:17.384]',0.500,80.469,0.392
'[16:07:17.392]',0.477,85.156,0.388
'[16:07:17.400]',0.461,91.406,0.380
'[16:07:17.408]',0.445,99.219,0.376
'[16:07:17.416]',0.438,107.812,0.369
'[16:07:17.424]',0.430,117.188,0.365
'[16:07:17.432]',0.430,125.781,0.361
'[16:07:17.440]',0.430,133.594,0.357
'[16:07:17.448]',0.422,139.844,0.357
'[16:07:17.456]',0.422,144.531,0.357
'[16:07:17.464]',0.422,147.656,0.353
'[16:07:17.472]',0.430,149.219,0.349
'[16:07:17.480]',0.430,148.438,0.345
'[16:07:17.488]',0.438,146.875,0.341
'[16:07:17.496]',0.445,143.750,0.337
'[16:07:17.504]',0.445,140.625,0.337
'[16:07:17.512]',0.445,136.719,0.333
'[16:07:17.520]',0.445,132.812,0.329
'[16:07:17.528]',0.445,128.906,0.325
'[16:07:17.536]',0.445,125.000,0.322
'[16:07:17.544]',0.453,121.875,0.322
'[16:07:17.552]',0.445,118.750,0.322
'[16:07:17.560]',0.461,116.406,0.322
'[16:07:17.568]',0.477,114.062,0.318
'[16:07:17.576]',0.484,111.719,0.318
'[16:07:17.584]',0.492,110.156,0.314
'[16:07:17.592]',0.500,107.812,0.310
'[16:07:17.600]',0.500,106.250,0.306
'[16:07:17.608]',0.508,103.906,0.306
'[16:07:17.616]',0.516,100.781,0.302
'[16:07:17.624]',0.547,98.438,0.306
'[16:07:17.632]',0.570,95.312,0.310
'[16:07:17.640]',0.570,93.750,0.314
'[16:07:17.648]',0.562,91.406,0.314
'[16:07:17.656]',0.516,89.844,0.306
'[16:07:17.664]',0.477,88.281,0.282
'[16:07:17.672]',0.438,87.500,0.275
'[16:07:17.680]',0.398,86.719,0.329
'[16:07:17.688]',0.375,85.938,0.490
'[16:07:17.696]',0.375,86.719,0.706
'[16:07:17.704]',0.375,86.719,0.855
'[16:07:17.712]',0.383,87.500,0.929
'[16:07:17.720]',0.383,88.281,0.855
'[16:07:17.728]',0.383,89.062,0.569
'[16:07:17.736]',0.383,90.625,0.282
'[16:07:17.744]',0.391,91.406,0.141
'[16:07:17.752]',0.391,91.406,0.071
'[16:07:17.760]',0.391,92.188,0.035
'[16:07:17.768]',0.406,92.188,0.016
'[16:07:17.776]',0.406,91.406,0.008
'[16:07:17.784]',0.422,91.406,0.004
'[16:07:17.792]',0.414,90.625,-
'[16:07:17.800]',0.438,90.625,-
'[16:07:17.808]',0.547,89.844,-
'[16:07:17.816]',0.672,89.062,-
'[16:07:17.824]',0.734,88.281,-
'[16:07:17.832]',0.789,88.281,-
'[16:07:17.840]',0.625,87.500,-
'[16:07:17.848]',0.008,87.500,-
'[16:07:17.856]',-0.188,86.719,-
'[16:07:17.864]',-0.031,85.938,-
'[16:07:17.872]',0.211,85.156,-
'[16:07:17.880]',0.336,84.375,-
'[16:07:17.888]',0.391,83.594,-
'[16:07:17.896]',0.414,82.812,-
'[16:07:17.904]',0.438,82.031,-
'[16:07:17.912]',0.453,81.250,-
'[16:07:17.920]',0.453,80.469,-
'[16:07:17.928]',0.461,79.688,-
'[16:07:17.936]',0.461,78.906,-
'[16:07:17.944]',0.477,78.125,-
'[16:07:17.952]',0.477,78.125,-
'[16:07:17.960]',0.492,77.344,-
'[16:07:17.968]',0.492,76.562,-
'[16:07:17.976]',0.492,75.781,-
'[16:07:17.984]',0.500,75.781,-
'[16:07:17.992]',0.516,75.000,-
'[16:07:18.000]',0.531,74.219,-
'[16:07:18.008]',0.539,74.219,-
'[16:07:18.016]',0.555,73.438,-
'[16:07:18.024]',0.562,73.438,-
'[16:07:18.032]',0.570,73.438,-
'[16:07:18.040]',0.578,72.656,-
'[16:07:18.048]',0.570,72.656,-
'[16:07:18.056]',0.570,72.656,-
'[16:07:18.064]',0.562,72.656,-
'[16:07:18.072]',0.547,72.656,-
'[16:07:18.080]',0.531,73.438,-
'[16:07:18.088]',0.523,75.000,-
'[16:07:18.096]',0.508,78.125,-
'[16:07:18.104]',0.492,83.594,-
'[16:07:18.112]',0.469,89.844,-
'[16:07:18.120]',0.453,97.656,-
'[16:07:18.128]',0.445,105.469,-
'[16:07:18.136]',0.438,114.844,-
'[16:07:18.144]',0.438,123.438,-
'[16:07:18.152]',0.430,131.250,-
'[16:07:18.160]',0.438,138.281,-
'[16:07:18.168]',0.430,143.750,-
'[16:07:18.176]',0.430,146.875,-
'[16:07:18.184]',0.430,148.438,-
'[16:07:18.192]',0.430,147.656,-
'[16:07:18.200]',0.445,146.094,-
'[16:07:18.208]',0.445,142.969,-
'[16:07:18.216]',0.445,139.844,-
'[16:07:18.224]',0.453,135.938,-
'[16:07:18.232]',0.461,132.031,-
'[16:07:18.240]',0.469,128.125,-
'[16:07:18.248]',0.477,124.219,-
'[16:07:18.256]',0.477,121.094,-
'[16:07:18.264]',0.477,117.969,-
'[16:07:18.272]',0.492,115.625,-
'[16:07:18.280]',0.508,113.281,-
'[16:07:18.288]',0.516,111.719,-
'[16:07:18.296]',0.516,109.375,-
'[16:07:18.304]',0.531,107.812,-
'[16:07:18.312]',0.523,105.469,-
'[16:07:18.320]',0.523,103.906,0.125
'[16:07:18.328]',0.555,101.562,0.314
'[16:07:18.336]',0.570,98.438,0.412
'[16:07:18.344]',0.586,96.094,0.463
'[16:07:18.352]',0.570,93.750,0.490
'[16:07:18.360]',0.547,91.406,0.506
'[16:07:18.368]',0.500,89.844,0.518
'[16:07:18.376]',0.461,88.281,0.525
'[16:07:18.384]',0.422,87.500,0.533
'[16:07:18.392]',0.391,86.719,0.541
'[16:07:18.400]',0.383,86.719,0.545
'[16:07:18.408]',0.383,86.719,0.549
'[16:07:18.416]',0.391,86.719,0.557
'[16:07:18.424]',0.398,87.500,0.561
'[16:07:18.432]',0.406,87.500,0.565
'[16:07:18.440]',0.406,88.281,0.569
'[16:07:18.448]',0.414,89.062,0.573
'[16:07:18.456]',0.422,89.844,0.576
'[16:07:18.464]',0.422,89.844,0.580
'[16:07:18.472]',0.430,90.625,0.584
'[16:07:18.480]',0.438,90.625,0.588
'[16:07:18.488]',0.430,90.625,0.588
'[16:07:18.496]',0.438,90.625,0.592
'[16:07:18.504]',0.445,90.625,0.596
'[16:07:18.512]',0.531,89.844,0.596
'[16:07:18.520]',0.648,89.844,0.600
'[16:07:18.528]',0.734,89.062,0.604
'[16:07:18.536]',0.750,88.281,0.604
'[16:07:18.544]',0.797,88.281,0.608
'[16:07:18.552]',0.250,87.500,0.608
'[16:07:18.560]',-0.102,86.719,0.612
'[16:07:18.568]',-0.133,86.719,0.612
'[16:07:18.576]',0.172,85.938,0.616
'[16:07:18.584]',0.336,85.156,0.616
'[16:07:18.592]',0.414,84.375,0.620
'[16:07:18.600]',0.445,83.594,0.620
'[16:07:18.608]',0.461,82.812,0.624
'[16:07:18.616]',0.469,82.031,0.624
'[16:07:18.624]',0.477,81.250,0.624
'[16:07:18.632]',0.477,79.688,0.627
'[16:07:18.640]',0.492,78.906,0.627
'[16:07:18.648]',0.492,78.125,0.627
'[16:07:18.656]',0.500,78.125,0.631
'[16:07:18.664]',0.500,77.344,0.631
'[16:07:18.672]',0.508,76.562,0.631
'[16:07:18.680]',0.516,75.781,0.635
'[16:07:18.688]',0.523,75.000,0.635
'[16:07:18.696]',0.531,75.000,0.635
'[16:07:18.704]',0.539,74.219,0.639
'[16:07:18.712]',0.555,74.219,0.639
'[16:07:18.720]',0.562,73.438,0.639
'[16:07:18.728]',0.570,73.438,0.643
'[16:07:18.736]',0.586,73.438,0.643
'[16:07:18.744]',0.594,72.656,0.643
'[16:07:18.752]',0.602,72.656,0.643
'[16:07:18.760]',0.594,72.656,0.647
'[16:07:18.768]',0.578,72.656,0.647
'[16:07:18.776]',0.570,72.656,0.647
'[16:07:18.784]',0.562,73.438,0.647
'[16:07:18.792]',0.547,74.219,0.651
'[16:07:18.800]',0.523,76.562,0.651
'[16:07:18.808]',0.508,80.469,0.651
'[16:07:18.816]',0.492,86.719,0.651
'[16:07:18.824]',0.469,93.750,0.651
'[16:07:18.832]',0.453,101.562,0.655
'[16:07:18.840]',0.445,110.156,0.655
'[16:07:18.848]',0.430,118.750,0.655
'[16:07:18.856]',0.430,127.344,0.655
'[16:07:18.864]',0.438,134.375,0.655
'[16:07:18.872]',0.430,139.844,0.655
'[16:07:18.880]',0.422,143.750,0.659
'[16:07:18.888]',0.430,146.094,0.659
'[16:07:18.896]',0.438,146.875,0.659
'[16:07:18.904]',0.430,145.312,0.659
'[16:07:18.912]',0.430,142.969,0.659
'[16:07:18.920]',0.438,140.625,0.659
'[16:07:18.928]',0.438,136.719,0.659
'[16:07:18.936]',0.438,132.812,0.659
'[16:07:18.944]',0.453,128.906,0.659
'[16:07:18.952]',0.461,125.781,0.663
'[16:07:18.960]',0.461,121.875,0.663
'[16:07:18.968]',0.461,118.750,0.663
'[16:07:18.976]',0.477,116.406,0.663
'[16:07:18.984]',0.492,114.062,0.663
'[16:07:18.992]',0.492,111.719,0.663
'[16:07:19.000]',0.500,110.156,0.663
'[16:07:19.008]',0.500,107.812,0.663
'[16:07:19.016]',0.516,106.250,0.663
'[16:07:19.024]',0.523,103.906,0.663
'[16:07:19.032]',0.547,101.562,0.663
'[16:07:19.040]',0.562,99.219,0.667
'[16:07:19.048]',0.578,96.875,0.667
'[16:07:19.056]',0.570,93.750,0.667
'[16:07:19.064]',0.531,91.406,0.667
'[16:07:19.072]',0.508,89.844,0.667
'[16:07:19.080]',0.461,88.281,0.667
