'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[13:39:40.968]',-0.500,-,1.285,1.501,0.346,1.460,45.718,37.004
'[13:39:40.976]',-0.500,-,1.341,0.805,0.338,1.437,45.669,37.004
'[13:39:40.984]',-0.295,-,0.985,0.530,0.330,1.414,45.620,37.004
'[13:39:40.992]',0.115,-,0.740,0.475,0.322,1.393,45.474,37.004
'[13:39:41.000]',0.415,-,0.535,0.445,0.313,1.372,45.376,37.004
'[13:39:41.008]',0.500,-,0.495,0.445,0.305,1.356,45.230,37.004
'[13:39:41.016]',0.550,-,0.455,0.425,0.296,1.341,45.034,37.004
'[13:39:41.024]',0.555,-,0.450,0.420,0.288,1.325,44.839,37.004
'[13:39:41.032]',0.570,-,0.435,0.430,0.280,1.308,44.595,37.004
'[13:39:41.040]',0.565,-,0.450,0.440,0.274,1.292,44.350,37.004
'[13:39:41.048]',0.575,-,0.430,0.430,0.267,1.277,44.106,37.004
'[13:39:41.056]',0.555,-,0.465,0.450,0.261,1.262,43.911,37.004
'[13:39:41.064]',0.550,-,0.470,0.455,0.256,1.246,43.813,37.004
'[13:39:41.072]',0.570,-,0.450,0.450,0.250,1.232,43.569,37.004
'[13:39:41.080]',0.550,-,0.470,0.465,0.245,1.217,43.276,37.004
'[13:39:41.088]',0.560,-,0.450,0.450,0.240,1.202,43.032,37.004
'[13:39:41.096]',0.545,-,0.475,0.475,0.235,1.188,42.739,37.004
'[13:39:41.104]',0.540,-,0.460,0.465,0.231,1.174,42.348,37.004
'[13:39:41.112]',0.535,-,0.485,0.485,0.226,1.164,42.055,37.004
'[13:39:41.120]',0.545,-,0.470,0.480,0.221,1.157,41.664,37.004
'[13:39:41.128]',0.525,-,0.495,0.510,0.217,1.149,41.273,37.004
'[13:39:41.136]',0.545,-,0.470,0.505,0.213,1.140,40.931,37.004
'[13:39:41.144]',0.530,-,0.490,0.540,0.208,1.130,40.541,37.004
'[13:39:41.152]',0.540,-,0.470,0.540,0.204,1.121,40.248,37.004
'[13:39:41.160]',0.515,-,0.505,0.570,0.200,1.113,39.906,37.004
'[13:39:41.168]',0.520,-,0.495,0.580,0.196,1.107,39.808,37.004
'[13:39:41.176]',0.500,-,0.520,0.610,0.192,1.101,40.003,37.004
'[13:39:41.184]',0.505,-,0.505,0.615,0.188,1.095,40.785,37.004
'[13:39:41.192]',0.480,-,0.540,0.645,0.184,1.090,42.739,37.004
'[13:39:41.200]',0.485,-,0.520,0.655,0.182,1.086,45.962,37.004
'[13:39:41.208]',0.460,-,0.555,0.685,0.179,1.085,50.847,37.004
'[13:39:41.216]',0.455,-,0.545,0.680,0.177,1.086,56.903,37.004
'[13:39:41.224]',0.430,-,0.575,0.710,0.175,1.085,63.937,37.004
'[13:39:41.232]',0.430,-,0.565,0.690,0.173,1.085,71.508,37.004
'[13:39:41.240]',0.405,-,0.590,0.685,0.171,1.085,79.421,37.004
'[13:39:41.248]',0.400,-,0.595,0.665,0.169,1.085,87.675,37.004
'[13:39:41.256]',0.375,-,0.610,0.665,0.167,1.085,95.783,37.004
'[13:39:41.264]',0.360,-,0.615,0.650,0.165,1.085,103.550,37.004
'[13:39:41.272]',0.365,-,0.595,0.640,0.164,1.084,110.485,37.004
'[13:39:41.280]',0.350,-,0.625,0.625,0.163,1.083,116.493,37.004
'[13:39:41.288]',0.330,-,0.615,0.615,0.162,1.081,121.475,37.004
'[13:39:41.296]',0.330,-,0.645,0.625,0.161,1.080,125.481,37.004
'[13:39:41.304]',0.320,-,0.630,0.595,0.161,1.079,128.607,37.004
'[13:39:41.312]',0.310,-,0.650,0.580,0.160,1.080,130.805,37.004
'[13:39:41.320]',0.330,-,0.620,0.560,0.159,1.082,132.319,37.004
'[13:39:41.328]',0.325,-,0.635,0.540,0.159,1.083,133.100,37.004
'[13:39:41.336]',0.345,-,0.615,0.510,0.158,1.084,133.344,37.004
'[13:39:41.344]',0.340,-,0.630,0.490,0.157,1.084,133.247,37.004
'[13:39:41.352]',0.370,-,0.590,0.460,0.156,1.084,132.807,37.004
'[13:39:41.360]',0.380,-,0.600,0.460,0.156,1.084,131.977,37.004
'[13:39:41.368]',0.395,-,0.570,0.445,0.156,1.084,130.853,37.004
'[13:39:41.376]',0.385,-,0.585,0.445,0.156,1.084,129.437,37.004
'[13:39:41.384]',0.405,-,0.565,0.425,0.156,1.084,127.678,37.004
'[13:39:41.392]',0.400,-,0.575,0.440,0.156,1.083,125.676,37.004
'[13:39:41.400]',0.415,-,0.560,0.430,0.156,1.081,123.380,37.004
'[13:39:41.408]',0.405,-,0.580,0.435,0.156,1.081,120.889,37.004
'[13:39:41.416]',0.405,-,0.565,0.430,0.155,1.082,118.105,37.004
'[13:39:41.424]',0.385,-,0.590,0.440,0.155,1.080,115.126,37.004
'[13:39:41.432]',0.395,-,0.575,0.425,0.156,1.076,111.804,37.004
'[13:39:41.440]',0.370,-,0.595,0.430,0.156,1.073,108.190,37.004
'[13:39:41.448]',0.375,-,0.580,0.425,0.157,1.072,104.233,37.004
'[13:39:41.456]',0.365,-,0.595,0.430,0.158,1.076,99.984,37.004
'[13:39:41.464]',0.360,-,0.580,0.415,0.159,1.089,95.539,37.004
'[13:39:41.472]',0.370,-,0.595,0.420,0.161,1.114,91.045,37.004
'[13:39:41.480]',0.360,-,0.600,0.430,0.163,1.153,86.698,37.004
'[13:39:41.488]',0.350,-,0.585,0.410,0.165,1.209,82.547,37.004
'[13:39:41.496]',0.355,-,0.605,0.420,0.167,1.283,78.786,37.004
'[13:39:41.504]',0.365,-,0.585,0.410,0.170,1.373,75.464,37.004
'[13:39:41.512]',0.355,-,0.605,0.425,0.172,1.463,72.680,37.004
'[13:39:41.520]',0.360,-,0.585,0.410,0.175,1.556,70.238,37.004
'[13:39:41.528]',0.340,-,0.605,0.420,0.178,1.670,68.235,37.004
'[13:39:41.536]',0.355,-,0.590,0.415,0.181,1.796,66.672,37.004
'[13:39:41.544]',0.345,-,0.610,0.430,0.183,1.926,65.402,37.004
'[13:39:41.552]',0.360,-,0.590,0.415,0.187,2.057,64.425,37.004
'[13:39:41.560]',0.345,-,0.605,0.430,0.191,2.185,63.742,37.004
'[13:39:41.568]',0.360,-,0.585,0.420,0.196,2.306,63.155,37.004
'[13:39:41.576]',0.350,-,0.610,0.435,0.201,2.419,62.716,37.004
'[13:39:41.584]',0.355,-,0.590,0.420,0.206,2.523,62.276,37.004
'[13:39:41.592]',0.345,-,0.610,0.435,0.211,2.617,61.983,37.004
'[13:39:41.600]',0.355,-,0.590,0.425,0.215,2.700,61.690,37.004
'[13:39:41.608]',0.335,-,0.615,0.435,0.221,2.761,61.446,37.004
'[13:39:41.616]',0.340,-,0.600,0.420,0.226,2.806,61.104,37.004
'[13:39:41.624]',0.325,-,0.625,0.430,0.232,2.852,60.664,37.004
'[13:39:41.632]',0.335,-,0.610,0.425,0.237,2.891,60.176,37.004
'[13:39:41.640]',0.315,-,0.630,0.435,0.243,2.924,59.687,37.004
'[13:39:41.648]',0.335,-,0.610,0.430,0.249,2.947,59.248,37.004
'[13:39:41.656]',0.325,-,0.625,0.445,0.256,2.960,58.662,37.004
'[13:39:41.664]',0.335,-,0.610,0.435,0.262,2.964,58.124,37.004
'[13:39:41.672]',0.325,-,0.625,0.430,0.269,2.960,57.490,37.004
'[13:39:41.680]',0.320,-,0.610,0.425,0.274,2.947,56.855,37.004
'[13:39:41.688]',0.345,-,0.600,0.415,0.280,2.927,56.171,37.004
'[13:39:41.696]',0.360,-,0.610,0.435,0.286,2.897,55.487,37.004
'[13:39:41.704]',0.365,-,0.590,0.425,0.292,2.859,54.803,37.004
'[13:39:41.712]',0.350,-,0.615,0.430,0.298,2.815,54.119,37.004
'[13:39:41.720]',0.315,-,0.640,0.440,0.304,2.767,53.484,37.004
'[13:39:41.728]',0.285,-,0.670,0.455,0.311,2.713,52.849,37.004
'[13:39:41.736]',0.260,-,0.665,0.450,0.317,2.651,52.214,37.004
'[13:39:41.744]',0.240,-,0.700,0.475,0.323,2.584,51.628,37.004
'[13:39:41.752]',0.250,-,0.685,0.470,0.329,2.511,51.042,37.004
'[13:39:41.760]',0.265,-,0.695,0.475,0.335,2.436,50.505,37.004
'[13:39:41.768]',0.295,-,0.645,0.460,0.340,2.359,49.870,37.004
'[13:39:41.776]',0.305,-,0.635,0.465,0.346,2.281,49.381,37.004
'[13:39:41.784]',0.330,-,0.615,0.450,0.352,2.204,48.844,37.004
'[13:39:41.792]',0.315,-,0.635,0.465,0.358,2.131,48.405,37.004
'[13:39:41.800]',0.330,-,0.610,0.450,0.365,2.060,48.063,37.004
'[13:39:41.808]',0.310,-,0.635,0.465,0.371,1.998,47.623,37.004
'[13:39:41.816]',0.325,-,0.615,0.450,0.378,1.943,47.232,37.004
'[13:39:41.824]',0.325,-,0.635,0.465,0.384,1.889,46.793,37.004
'[13:39:41.832]',0.350,-,0.605,0.470,0.391,1.836,46.402,37.004
'[13:39:41.840]',0.335,-,0.620,0.475,0.397,1.786,46.060,37.004
'[13:39:41.848]',0.350,-,0.600,0.455,0.403,1.739,45.718,37.004
'[13:39:41.856]',0.325,-,0.620,0.470,0.409,1.696,45.425,37.004
'[13:39:41.864]',0.335,-,0.605,0.455,0.415,1.656,45.132,37.004
'[13:39:41.872]',0.325,-,0.620,0.450,0.421,1.620,44.790,37.004
'[13:39:41.880]',0.345,-,0.610,0.465,0.428,1.587,44.497,37.004
'[13:39:41.888]',0.365,-,0.600,0.425,0.435,1.555,44.253,37.004
'[13:39:41.896]',0.415,-,0.560,0.370,0.442,1.527,44.057,37.004
'[13:39:41.904]',0.400,-,0.595,0.365,0.449,1.504,43.813,37.004
'[13:39:41.912]',0.420,-,0.650,0.725,0.455,1.485,43.618,37.004
'[13:39:41.920]',-0.270,-,1.151,1.346,0.462,1.460,43.374,37.004
'[13:39:41.928]',-0.500,-,1.356,1.501,0.468,1.434,43.227,37.004
'[13:39:41.936]',-0.500,-,1.296,1.171,0.475,1.409,43.032,37.004
'[13:39:41.944]',-0.500,-,1.326,0.530,0.482,1.384,42.787,37.004
'[13:39:41.952]',-0.190,-,0.925,0.405,0.489,1.361,42.543,37.004
'[13:39:41.960]',0.190,-,0.695,0.410,0.496,1.338,42.348,37.004
'[13:39:41.968]',0.400,-,0.555,0.395,0.504,1.316,42.104,37.004
'[13:39:41.976]',0.460,-,0.525,0.400,0.512,1.294,41.859,37.004
'[13:39:41.984]',0.500,-,0.495,0.370,0.520,1.274,41.615,37.004
'[13:39:41.992]',0.500,-,0.495,0.390,0.528,1.254,41.371,37.004
'[13:39:42.000]',0.520,-,0.475,0.380,0.535,1.236,41.127,37.004
'[13:39:42.008]',0.500,-,0.500,0.405,0.542,1.221,40.931,37.004
'[13:39:42.016]',0.515,-,0.490,0.390,0.547,1.209,40.736,37.004
'[13:39:42.024]',0.500,-,0.505,0.410,0.553,1.196,40.541,37.004
'[13:39:42.032]',0.505,-,0.495,0.405,0.559,1.180,40.345,37.004
'[13:39:42.040]',0.490,-,0.510,0.420,0.565,1.164,40.101,37.004
'[13:39:42.048]',0.500,-,0.495,0.415,0.570,1.150,39.759,37.004
'[13:39:42.056]',0.485,-,0.515,0.430,0.576,1.136,39.320,37.004
'[13:39:42.064]',0.495,-,0.500,0.430,0.582,1.123,38.782,37.004
'[13:39:42.072]',0.485,-,0.520,0.445,0.588,1.110,38.294,37.004
'[13:39:42.080]',0.495,-,0.505,0.450,0.593,1.100,37.805,37.004
'[13:39:42.088]',0.500,-,0.500,0.465,0.598,1.089,37.366,37.004
'[13:39:42.096]',0.490,-,0.520,0.475,0.604,1.079,36.975,37.004
'[13:39:42.104]',0.500,-,0.500,0.490,0.609,1.073,36.682,37.004
'[13:39:42.112]',0.480,-,0.525,0.500,0.615,1.068,36.438,37.004
'[13:39:42.120]',0.495,-,0.510,0.520,0.621,1.062,36.193,37.004
'[13:39:42.128]',0.475,-,0.535,0.540,0.627,1.055,36.047,37.004
'[13:39:42.136]',0.485,-,0.520,0.550,0.633,1.048,36.096,37.004
'[13:39:42.144]',0.465,-,0.540,0.585,0.639,1.041,36.633,37.004
'[13:39:42.152]',0.475,-,0.525,0.600,0.645,1.034,37.805,37.004
'[13:39:42.160]',0.455,-,0.555,0.630,0.649,1.027,40.150,37.004
'[13:39:42.168]',0.455,-,0.545,0.640,0.654,1.022,44.009,37.004
'[13:39:42.176]',0.430,-,0.580,0.665,0.657,1.017,49.284,37.004
'[13:39:42.184]',0.425,-,0.570,0.665,0.660,1.014,55.780,37.004
'[13:39:42.192]',0.400,-,0.600,0.685,0.663,1.013,63.155,37.004
'[13:39:42.200]',0.390,-,0.590,0.665,0.666,1.012,71.117,37.004
'[13:39:42.208]',0.370,-,0.620,0.670,0.668,1.014,79.323,37.004
'[13:39:42.216]',0.370,-,0.605,0.645,0.671,1.015,87.529,37.004
'[13:39:42.224]',0.350,-,0.630,0.645,0.673,1.014,95.686,37.004
'[13:39:42.232]',0.355,-,0.615,0.620,0.674,1.013,103.256,37.004
'[13:39:42.240]',0.335,-,0.635,0.625,0.675,1.012,109.948,37.004
'[13:39:42.248]',0.330,-,0.625,0.605,0.676,1.011,115.663,37.004
'[13:39:42.256]',0.310,-,0.650,0.600,0.676,1.010,120.254,37.004
'[13:39:42.264]',0.320,-,0.625,0.575,0.676,1.009,123.673,37.004
'[13:39:42.272]',0.310,-,0.650,0.570,0.674,1.009,126.311,37.004
'[13:39:42.280]',0.330,-,0.630,0.545,0.672,1.009,128.118,37.004
'[13:39:42.288]',0.335,-,0.620,0.525,0.669,1.009,129.290,37.004
'[13:39:42.296]',0.330,-,0.630,0.490,0.667,1.008,129.925,37.004
'[13:39:42.304]',0.345,-,0.600,0.475,0.663,1.009,130.170,37.004
'[13:39:42.312]',0.340,-,0.615,0.445,0.660,1.011,130.121,37.004
'[13:39:42.320]',0.370,-,0.590,0.425,0.656,1.011,129.828,37.004
'[13:39:42.328]',0.365,-,0.595,0.430,0.652,1.010,129.241,37.004
'[13:39:42.336]',0.400,-,0.565,0.405,0.647,1.009,128.411,37.004
'[13:39:42.344]',0.395,-,0.580,0.415,0.643,1.007,127.288,37.004
'[13:39:42.352]',0.420,-,0.545,0.405,0.639,1.004,125.969,37.004
'[13:39:42.360]',0.415,-,0.565,0.420,0.634,1.001,124.357,37.004
'[13:39:42.368]',0.425,-,0.540,0.410,0.629,0.998,122.452,37.004
'[13:39:42.376]',0.410,-,0.565,0.430,0.624,0.995,120.108,37.004
'[13:39:42.384]',0.430,-,0.540,0.425,0.619,0.992,117.470,37.004
'[13:39:42.392]',0.415,-,0.555,0.430,0.614,0.989,114.539,37.004
'[13:39:42.400]',0.430,-,0.540,0.425,0.609,0.987,111.316,37.004
'[13:39:42.408]',0.420,-,0.555,0.430,0.604,0.988,107.750,37.004
'[13:39:42.416]',0.425,-,0.540,0.415,0.598,0.994,103.843,37.004
'[13:39:42.424]',0.400,-,0.565,0.430,0.593,1.005,99.740,37.004
'[13:39:42.432]',0.410,-,0.540,0.415,0.588,1.022,95.344,37.004
'[13:39:42.440]',0.400,-,0.565,0.420,0.582,1.050,90.948,37.004
'[13:39:42.448]',0.405,-,0.540,0.410,0.576,1.091,86.601,37.004
'[13:39:42.456]',0.395,-,0.565,0.420,0.570,1.149,82.498,37.004
'[13:39:42.464]',0.405,-,0.545,0.405,0.564,1.223,78.786,37.004
'[13:39:42.472]',0.400,-,0.565,0.420,0.558,1.315,75.562,37.004
'[13:39:42.480]',0.405,-,0.545,0.405,0.552,1.420,72.778,37.004
'[13:39:42.488]',0.395,-,0.540,0.420,0.547,1.539,70.433,37.004
'[13:39:42.496]',0.400,-,0.565,0.425,0.541,1.665,68.431,37.004
'[13:39:42.504]',0.405,-,0.545,0.410,0.536,1.777,66.868,37.004
'[13:39:42.512]',0.390,-,0.565,0.430,0.530,1.883,65.598,37.004
'[13:39:42.520]',0.405,-,0.545,0.410,0.524,2.002,64.670,37.004
'[13:39:42.528]',0.385,-,0.565,0.430,0.516,2.123,63.937,37.004
'[13:39:42.536]',0.400,-,0.545,0.420,0.509,2.241,63.302,37.004
'[13:39:42.544]',0.385,-,0.565,0.430,0.503,2.353,62.862,37.004
'[13:39:42.552]',0.400,-,0.545,0.420,0.496,2.456,62.423,37.004
'[13:39:42.560]',0.385,-,0.565,0.430,0.489,2.549,62.130,37.004
'[13:39:42.568]',0.395,-,0.545,0.425,0.483,2.633,61.739,37.004
'[13:39:42.576]',0.385,-,0.565,0.435,0.475,2.707,61.348,37.004
'[13:39:42.584]',0.390,-,0.550,0.425,0.468,2.771,61.006,37.004
'[13:39:42.592]',0.385,-,0.565,0.445,0.460,2.825,60.567,37.004
'[13:39:42.600]',0.390,-,0.555,0.440,0.452,2.869,60.127,37.004
'[13:39:42.608]',0.385,-,0.575,0.450,0.443,2.896,59.590,37.004
'[13:39:42.616]',0.400,-,0.550,0.435,0.435,2.911,59.053,37.004
'[13:39:42.624]',0.380,-,0.575,0.450,0.426,2.923,58.466,37.004
'[13:39:42.632]',0.395,-,0.550,0.440,0.417,2.929,57.929,37.004
'[13:39:42.640]',0.385,-,0.570,0.445,0.409,2.928,57.294,37.004
'[13:39:42.648]',0.405,-,0.545,0.430,0.401,2.918,56.757,37.004
'[13:39:42.656]',0.410,-,0.565,0.450,0.394,2.900,56.122,37.004
'[13:39:42.664]',0.430,-,0.540,0.435,0.386,2.875,55.536,37.004
'[13:39:42.672]',0.420,-,0.550,0.440,0.379,2.842,54.998,37.004
'[13:39:42.680]',0.400,-,0.560,0.435,0.372,2.801,54.412,37.004
'[13:39:42.688]',0.370,-,0.590,0.455,0.366,2.752,53.875,37.004
'[13:39:42.696]',0.355,-,0.605,0.475,0.360,2.696,53.289,37.004
'[13:39:42.704]',0.320,-,0.625,0.480,0.354,2.639,52.752,37.004
'[13:39:42.712]',0.300,-,0.635,0.490,0.349,2.581,52.214,37.004
'[13:39:42.720]',0.310,-,0.635,0.485,0.344,2.515,51.726,37.004
'[13:39:42.728]',0.335,-,0.610,0.490,0.339,2.445,51.237,37.004
'[13:39:42.736]',0.355,-,0.590,0.470,0.335,2.371,50.749,37.004
'[13:39:42.744]',0.365,-,0.595,0.475,0.332,2.297,50.212,37.004
'[13:39:42.752]',0.375,-,0.565,0.470,0.329,2.224,49.821,37.004
'[13:39:42.760]',0.370,-,0.585,0.475,0.326,2.152,49.381,37.004
'[13:39:42.768]',0.385,-,0.565,0.470,0.323,2.083,48.942,37.004
'[13:39:42.776]',0.380,-,0.575,0.485,0.321,2.017,48.600,37.004
'[13:39:42.784]',0.390,-,0.560,0.475,0.319,1.953,48.258,37.004
'[13:39:42.792]',0.385,-,0.575,0.490,0.318,1.894,47.916,37.004
'[13:39:42.800]',0.400,-,0.550,0.475,0.316,1.840,47.525,37.004
'[13:39:42.808]',0.385,-,0.565,0.485,0.314,1.794,47.183,37.004
'[13:39:42.816]',0.405,-,0.545,0.475,0.312,1.754,46.841,37.004
'[13:39:42.824]',0.395,-,0.570,0.495,0.310,1.714,46.500,37.004
'[13:39:42.832]',0.405,-,0.545,0.475,0.307,1.675,46.158,37.004
'[13:39:42.840]',0.395,-,0.565,0.495,0.305,1.639,45.865,37.004
'[13:39:42.848]',0.410,-,0.540,0.470,0.303,1.605,45.572,37.004
'[13:39:42.856]',0.445,-,0.530,0.420,0.301,1.574,45.278,37.004
'[13:39:42.864]',0.470,-,0.515,0.380,0.298,1.545,44.985,37.004
'[13:39:42.872]',0.455,-,0.570,0.515,0.296,1.518,44.741,37.004
'[13:39:42.880]',0.460,-,0.755,0.935,0.294,1.493,44.546,37.004
'[13:39:42.888]',-0.500,-,1.326,1.501,0.291,1.469,44.302,37.004
'[13:39:42.896]',-0.500,-,1.305,1.501,0.289,1.446,44.106,37.004
'[13:39:42.904]',-0.500,-,1.326,0.925,0.286,1.427,43.862,37.004
'[13:39:42.912]',-0.400,-,1.050,0.545,0.284,1.411,43.618,37.004
'[13:39:42.920]',0.040,-,0.780,0.450,0.281,1.391,43.374,37.004
'[13:39:42.928]',0.365,-,0.565,0.425,0.279,1.370,43.129,37.004
'[13:39:42.936]',0.495,-,0.490,0.410,0.277,1.349,42.934,37.004
'[13:39:42.944]',0.535,-,0.460,0.415,0.274,1.328,42.690,37.004
'[13:39:42.952]',0.555,-,0.445,0.395,0.272,1.309,42.446,37.004
'[13:39:42.960]',0.550,-,0.450,0.405,0.270,1.290,42.152,37.004
'[13:39:42.968]',0.570,-,0.435,0.395,0.268,1.272,42.006,37.004
'[13:39:42.976]',0.565,-,0.455,0.415,0.267,1.254,41.811,37.004
'[13:39:42.984]',0.570,-,0.435,0.405,0.265,1.237,41.664,37.004
'[13:39:42.992]',0.555,-,0.455,0.430,0.264,1.220,41.566,37.004
'[13:39:43.000]',0.565,-,0.445,0.425,0.262,1.203,41.371,37.004
'[13:39:43.008]',0.545,-,0.470,0.440,0.260,1.192,41.127,37.004
'[13:39:43.016]',0.550,-,0.450,0.430,0.258,1.183,40.785,37.004
'[13:39:43.024]',0.540,-,0.475,0.450,0.257,1.171,40.443,37.004
'[13:39:43.032]',0.545,-,0.460,0.440,0.256,1.158,40.052,37.004
'[13:39:43.040]',0.530,-,0.480,0.470,0.254,1.146,39.613,37.004
'[13:39:43.048]',0.545,-,0.460,0.465,0.253,1.134,39.173,37.004
'[13:39:43.056]',0.525,-,0.485,0.485,0.252,1.122,38.733,37.004
'[13:39:43.064]',0.530,-,0.470,0.490,0.252,1.111,38.440,37.004
'[13:39:43.072]',0.520,-,0.485,0.505,0.251,1.103,38.098,37.004
'[13:39:43.080]',0.525,-,0.470,0.515,0.250,1.095,37.805,37.004
'[13:39:43.088]',0.510,-,0.495,0.540,0.249,1.087,37.561,37.004
'[13:39:43.096]',0.515,-,0.500,0.550,0.248,1.080,37.366,37.004
'[13:39:43.104]',0.505,-,0.490,0.575,0.247,1.076,37.415,37.004
'[13:39:43.112]',0.500,-,0.510,0.595,0.246,1.074,37.903,37.004
'[13:39:43.120]',0.495,-,0.495,0.620,0.245,1.070,39.368,37.004
'[13:39:43.128]',0.490,-,0.520,0.640,0.244,1.065,42.152,37.004
'[13:39:43.136]',0.475,-,0.510,0.660,0.243,1.060,46.500,37.004
'[13:39:43.144]',0.460,-,0.540,0.670,0.243,1.054,52.166,37.004
'[13:39:43.152]',0.450,-,0.530,0.680,0.242,1.048,58.857,37.004
'[13:39:43.160]',0.430,-,0.565,0.690,0.242,1.043,66.233,37.004
'[13:39:43.168]',0.415,-,0.560,0.665,0.241,1.038,74.048,37.004
'[13:39:43.176]',0.400,-,0.585,0.660,0.241,1.033,82.156,37.004
'[13:39:43.184]',0.405,-,0.575,0.640,0.240,1.029,90.362,37.004
'[13:39:43.192]',0.380,-,0.600,0.645,0.240,1.025,98.225,37.004
'[13:39:43.200]',0.370,-,0.590,0.615,0.238,1.022,105.552,37.004
'[13:39:43.208]',0.350,-,0.615,0.615,0.237,1.022,112.097,37.004
'[13:39:43.216]',0.360,-,0.600,0.595,0.236,1.023,117.617,37.004
'[13:39:43.224]',0.335,-,0.625,0.595,0.235,1.023,122.159,37.004
'[13:39:43.232]',0.340,-,0.610,0.565,0.234,1.022,125.627,37.004
'[13:39:43.240]',0.330,-,0.620,0.560,0.232,1.022,128.118,37.004
'[13:39:43.248]',0.335,-,0.600,0.530,0.231,1.021,129.828,37.004
'[13:39:43.256]',0.335,-,0.615,0.515,0.229,1.020,130.853,37.004
'[13:39:43.264]',0.355,-,0.585,0.480,0.227,1.018,131.439,37.004
'[13:39:43.272]',0.360,-,0.590,0.470,0.226,1.017,131.488,37.004
'[13:39:43.280]',0.370,-,0.565,0.440,0.225,1.015,131.244,37.004
'[13:39:43.288]',0.375,-,0.575,0.435,0.224,1.014,130.609,37.004
'[13:39:43.296]',0.390,-,0.555,0.415,0.223,1.013,129.730,37.004
'[13:39:43.304]',0.400,-,0.550,0.405,0.222,1.014,128.607,37.004
'[13:39:43.312]',0.410,-,0.565,0.420,0.220,1.017,127.190,37.004
'[13:39:43.320]',0.420,-,0.540,0.405,0.218,1.018,125.481,37.004
'[13:39:43.328]',0.410,-,0.560,0.415,0.215,1.017,123.576,37.004
'[13:39:43.336]',0.420,-,0.535,0.405,0.212,1.016,121.280,37.004
'[13:39:43.344]',0.400,-,0.560,0.415,0.209,1.014,118.740,37.004
'[13:39:43.352]',0.415,-,0.540,0.405,0.207,1.012,115.809,37.004
'[13:39:43.360]',0.400,-,0.565,0.425,0.204,1.010,112.635,37.004
'[13:39:43.368]',0.405,-,0.540,0.405,0.202,1.007,109.118,37.004
'[13:39:43.376]',0.385,-,0.565,0.415,0.198,1.005,105.308,37.004
'[13:39:43.384]',0.400,-,0.545,0.405,0.195,1.006,101.156,37.004
'[13:39:43.392]',0.380,-,0.570,0.410,0.192,1.014,96.858,37.004
'[13:39:43.400]',0.385,-,0.560,0.400,0.188,1.031,92.364,37.004
'[13:39:43.408]',0.370,-,0.585,0.405,0.185,1.057,87.919,37.004
'[13:39:43.416]',0.380,-,0.565,0.395,0.182,1.094,83.719,37.004
'[13:39:43.424]',0.360,-,0.590,0.405,0.179,1.149,79.860,37.004
'[13:39:43.432]',0.360,-,0.570,0.390,0.176,1.221,76.441,37.004
'[13:39:43.440]',0.345,-,0.595,0.405,0.174,1.311,73.510,37.004
'[13:39:43.448]',0.360,-,0.575,0.390,0.172,1.414,70.970,37.004
'[13:39:43.456]',0.340,-,0.595,0.405,0.170,1.530,68.919,37.004
'[13:39:43.464]',0.355,-,0.575,0.390,0.168,1.654,67.258,37.004
'[13:39:43.472]',0.350,-,0.595,0.405,0.167,1.783,65.940,37.004
'[13:39:43.480]',0.360,-,0.580,0.400,0.167,1.913,64.865,37.004
'[13:39:43.488]',0.350,-,0.595,0.410,0.167,2.042,64.035,37.004
'[13:39:43.496]',0.345,-,0.580,0.405,0.168,2.166,63.448,37.004
'[13:39:43.504]',0.360,-,0.575,0.410,0.168,2.268,62.911,37.004
'[13:39:43.512]',0.335,-,0.600,0.400,0.169,2.355,62.472,37.004
'[13:39:43.520]',0.350,-,0.585,0.410,0.170,2.446,62.032,37.004
'[13:39:43.528]',0.335,-,0.600,0.415,0.171,2.534,61.690,37.004
'[13:39:43.536]',0.345,-,0.585,0.400,0.172,2.614,61.299,37.004
'[13:39:43.544]',0.340,-,0.600,0.410,0.174,2.684,60.860,37.004
'[13:39:43.552]',0.360,-,0.585,0.395,0.177,2.745,60.420,37.004
'[13:39:43.560]',0.345,-,0.605,0.410,0.180,2.795,59.932,37.004
'[13:39:43.568]',0.350,-,0.590,0.400,0.183,2.835,59.492,37.004
'[13:39:43.576]',0.340,-,0.610,0.415,0.187,2.865,59.004,37.004
'[13:39:43.584]',0.355,-,0.590,0.405,0.191,2.885,58.418,37.004
'[13:39:43.592]',0.335,-,0.605,0.415,0.195,2.895,57.929,37.004
'[13:39:43.600]',0.345,-,0.590,0.405,0.199,2.896,57.294,37.004
'[13:39:43.608]',0.335,-,0.605,0.420,0.202,2.886,56.659,37.004
'[13:39:43.616]',0.360,-,0.580,0.405,0.206,2.867,55.975,37.004
'[13:39:43.624]',0.360,-,0.595,0.415,0.209,2.843,55.292,37.004
'[13:39:43.632]',0.370,-,0.580,0.405,0.214,2.812,54.608,37.004
'[13:39:43.640]',0.360,-,0.595,0.405,0.219,2.774,53.924,37.004
'[13:39:43.648]',0.365,-,0.590,0.395,0.225,2.730,53.338,37.004
'[13:39:43.656]',0.310,-,0.635,0.415,0.230,2.678,52.752,37.004
'[13:39:43.664]',0.305,-,0.635,0.425,0.236,2.621,52.166,37.004
'[13:39:43.672]',0.255,-,0.680,0.440,0.242,2.557,51.677,37.004
'[13:39:43.680]',0.245,-,0.670,0.435,0.247,2.489,51.189,37.004
