'Time','I','II','AVR','MCL','RESP','PLETH','ABP'
'[13:11:32.022]',-,0.550,0.470,0.775,0.354,1.338,0.488
'[13:11:32.030]',-,0.545,0.460,0.770,0.362,1.321,0.488
'[13:11:32.038]',-,0.560,0.450,0.770,0.370,1.305,0.488
'[13:11:32.046]',-,0.560,0.450,0.765,0.379,1.291,0.488
'[13:11:32.054]',-,0.570,0.440,0.765,0.386,1.279,0.488
'[13:11:32.062]',-,0.570,0.430,0.770,0.392,1.268,0.488
'[13:11:32.070]',-,0.580,0.420,0.765,0.398,1.257,0.488
'[13:11:32.078]',-,0.575,0.420,0.765,0.404,1.248,0.488
'[13:11:32.086]',-,0.595,0.405,0.760,0.409,1.243,0.488
'[13:11:32.094]',-,0.590,0.410,0.765,0.414,1.240,0.488
'[13:11:32.102]',-,0.600,0.405,0.765,0.418,1.236,0.488
'[13:11:32.110]',-,0.595,0.410,0.765,0.422,1.229,0.488
'[13:11:32.118]',-,0.595,0.415,0.765,0.424,1.222,0.488
'[13:11:32.126]',-,0.595,0.425,0.780,0.427,1.215,0.488
'[13:11:32.134]',-,0.590,0.440,0.785,0.428,1.207,0.488
'[13:11:32.142]',-,0.565,0.475,0.790,0.429,1.199,0.537
'[13:11:32.150]',-,0.550,0.500,0.800,0.428,1.191,0.537
'[13:11:32.158]',-,0.525,0.530,0.805,0.428,1.182,0.488
'[13:11:32.166]',-,0.505,0.550,0.815,0.425,1.172,0.488
'[13:11:32.174]',-,0.500,0.570,0.815,0.423,1.162,0.488
'[13:11:32.182]',-,0.495,0.570,0.815,0.419,1.156,0.488
'[13:11:32.190]',-,0.500,0.570,0.815,0.417,1.152,0.488
'[13:11:32.198]',-,0.490,0.575,0.815,0.413,1.143,0.488
'[13:11:32.206]',-,0.500,0.570,0.815,0.409,1.131,0.488
'[13:11:32.214]',-,0.495,0.570,0.815,0.405,1.118,0.488
'[13:11:32.222]',-,0.505,0.565,0.815,0.401,1.104,0.488
'[13:11:32.230]',-,0.500,0.570,0.815,0.397,1.089,0.488
'[13:11:32.238]',-,0.505,0.565,0.815,0.393,1.074,0.488
'[13:11:32.246]',-,0.500,0.565,0.810,0.389,1.060,0.488
'[13:11:32.254]',-,0.510,0.560,0.810,0.386,1.046,0.488
'[13:11:32.262]',-,0.500,0.565,0.815,0.384,1.037,0.537
'[13:11:32.270]',-,0.515,0.555,0.815,0.381,1.035,0.537
'[13:11:32.278]',-,0.520,0.545,0.825,0.380,1.043,0.537
'[13:11:32.286]',-,0.545,0.520,0.825,0.378,1.063,0.537
'[13:11:32.294]',-,0.560,0.505,0.835,0.378,1.098,0.537
'[13:11:32.302]',-,0.585,0.485,0.845,0.377,1.152,0.537
'[13:11:32.310]',-,0.580,0.485,0.845,0.378,1.228,0.537
'[13:11:32.318]',-,0.625,0.445,0.860,0.379,1.324,0.488
'[13:11:32.326]',-,0.655,0.425,0.875,0.382,1.439,0.488
'[13:11:32.334]',-,0.650,0.420,0.860,0.385,1.569,0.488
'[13:11:32.342]',-,0.625,0.445,0.860,0.390,1.710,0.488
'[13:11:32.350]',-,0.605,0.465,0.835,0.395,1.855,0.488
'[13:11:32.358]',-,0.565,0.505,0.820,0.401,2.002,0.537
'[13:11:32.366]',-,0.530,0.535,0.815,0.407,2.144,0.537
'[13:11:32.374]',-,0.515,0.545,0.815,0.414,2.277,0.537
'[13:11:32.382]',-,0.505,0.560,0.805,0.422,2.383,0.488
'[13:11:32.390]',-,0.500,0.570,0.800,0.430,2.471,0.488
'[13:11:32.398]',-,0.500,0.565,0.810,0.438,2.561,0.488
'[13:11:32.406]',-,0.500,0.570,0.800,0.449,2.644,0.440
'[13:11:32.414]',-,0.495,0.565,0.810,0.460,2.717,0.440
'[13:11:32.422]',-,0.500,0.565,0.795,0.473,2.780,0.440
'[13:11:32.430]',-,0.500,0.570,0.810,0.486,2.831,0.488
'[13:11:32.438]',-,0.505,0.560,0.805,0.499,2.896,0.488
'[13:11:32.446]',-,0.500,0.565,0.810,0.512,2.964,0.488
'[13:11:32.454]',-,0.510,0.555,0.805,0.526,3.002,0.488
'[13:11:32.462]',-,0.505,0.560,0.810,0.539,3.020,0.488
'[13:11:32.470]',-,0.520,0.545,0.810,0.554,3.022,0.488
'[13:11:32.478]',-,0.500,0.550,0.795,0.570,3.013,0.488
'[13:11:32.486]',-,0.480,0.555,0.775,0.587,2.993,0.488
'[13:11:32.494]',-,0.625,0.430,0.920,0.604,2.968,0.488
'[13:11:32.502]',-,0.850,0.195,1.000,0.623,2.936,0.537
'[13:11:32.510]',-,1.225,-0.100,1.135,0.642,2.901,0.488
'[13:11:32.518]',-,1.390,-0.205,1.160,0.662,2.861,0.488
'[13:11:32.526]',-,1.005,0.225,0.850,0.681,2.818,0.488
'[13:11:32.534]',-,0.555,0.610,0.735,0.699,2.770,0.488
'[13:11:32.542]',-,0.450,0.645,0.715,0.718,2.718,0.488
'[13:11:32.550]',-,0.490,0.565,0.765,0.734,2.663,0.488
'[13:11:32.558]',-,0.500,0.555,0.790,0.751,2.602,0.488
'[13:11:32.566]',-,0.500,0.545,0.790,0.768,2.536,0.488
'[13:11:32.574]',-,0.495,0.550,0.790,0.785,2.464,0.537
'[13:11:32.582]',-,0.490,0.545,0.790,0.802,2.397,0.537
'[13:11:32.590]',-,0.500,0.545,0.790,0.819,2.331,0.488
'[13:11:32.598]',-,0.495,0.540,0.790,0.833,2.258,0.488
'[13:11:32.606]',-,0.505,0.535,0.795,0.848,2.180,0.488
'[13:11:32.614]',-,0.500,0.540,0.795,0.861,2.102,0.488
'[13:11:32.622]',-,0.510,0.530,0.790,0.874,2.024,0.488
'[13:11:32.630]',-,0.505,0.520,0.795,0.888,1.951,0.488
'[13:11:32.638]',-,0.515,0.520,0.795,0.902,1.883,0.488
'[13:11:32.646]',-,0.510,0.525,0.795,0.917,1.819,0.488
'[13:11:32.654]',-,0.520,0.515,0.795,0.932,1.761,0.488
'[13:11:32.662]',-,0.515,0.520,0.800,0.949,1.707,0.488
'[13:11:32.670]',-,0.520,0.510,0.800,0.966,1.659,0.488
'[13:11:32.678]',-,0.525,0.515,0.805,0.983,1.621,0.488
'[13:11:32.686]',-,0.535,0.500,0.795,1.000,1.588,0.488
'[13:11:32.694]',-,0.530,0.505,0.805,1.000,1.555,0.488
'[13:11:32.702]',-,0.540,0.495,0.800,1.000,1.523,0.488
'[13:11:32.710]',-,0.540,0.500,0.805,1.000,1.494,0.488
'[13:11:32.718]',-,0.545,0.480,0.800,1.000,1.466,0.488
'[13:11:32.726]',-,0.545,0.480,0.800,1.000,1.442,0.488
'[13:11:32.734]',-,0.555,0.470,0.795,1.000,1.419,0.488
'[13:11:32.742]',-,0.560,0.465,0.800,1.000,1.400,0.488
'[13:11:32.750]',-,0.570,0.455,0.795,1.000,1.383,0.488
'[13:11:32.758]',-,0.570,0.455,0.805,1.000,1.368,0.488
'[13:11:32.766]',-,0.570,0.445,0.800,1.000,1.353,0.488
'[13:11:32.774]',-,0.580,0.440,0.795,1.000,1.340,0.488
'[13:11:32.782]',-,0.590,0.425,0.795,1.000,1.331,0.488
'[13:11:32.790]',-,0.595,0.420,0.795,1.000,1.326,0.488
'[13:11:32.798]',-,0.595,0.410,0.790,1.000,1.318,0.488
'[13:11:32.806]',-,0.605,0.405,0.795,1.000,1.308,0.440
'[13:11:32.814]',-,0.595,0.410,0.790,1.000,1.297,0.440
'[13:11:32.822]',-,0.600,0.405,0.790,1.000,1.286,0.488
'[13:11:32.830]',-,0.600,0.415,0.790,1.000,1.277,0.488
'[13:11:32.838]',-,0.605,0.410,0.790,1.000,1.268,0.488
'[13:11:32.846]',-,0.590,0.435,0.790,1.000,1.260,0.488
'[13:11:32.854]',-,0.575,0.465,0.790,1.000,1.251,0.488
'[13:11:32.862]',-,0.545,0.495,0.790,1.000,1.241,0.488
'[13:11:32.870]',-,0.530,0.515,0.790,1.000,1.232,0.488
'[13:11:32.878]',-,0.510,0.545,0.790,1.000,1.225,0.488
'[13:11:32.886]',-,0.510,0.550,0.790,1.000,1.220,0.488
'[13:11:32.894]',-,0.500,0.565,0.795,1.000,1.212,0.488
'[13:11:32.902]',-,0.505,0.560,0.790,1.000,1.201,0.488
'[13:11:32.910]',-,0.500,0.560,0.790,1.000,1.190,0.488
'[13:11:32.918]',-,0.510,0.550,0.790,1.000,1.177,0.488
'[13:11:32.926]',-,0.510,0.555,0.790,1.000,1.163,0.488
'[13:11:32.934]',-,0.520,0.545,0.790,1.000,1.149,0.488
'[13:11:32.942]',-,0.515,0.545,0.790,1.000,1.132,0.488
'[13:11:32.950]',-,0.520,0.540,0.790,1.000,1.115,0.488
'[13:11:32.958]',-,0.520,0.545,0.790,1.000,1.099,0.488
'[13:11:32.966]',-,0.525,0.535,0.790,1.000,1.084,0.488
'[13:11:32.974]',-,0.530,0.540,0.790,1.000,1.072,0.488
'[13:11:32.982]',-,0.525,0.530,0.790,1.000,1.069,0.537
'[13:11:32.990]',-,0.535,0.535,0.795,1.000,1.077,0.488
'[13:11:32.998]',-,0.545,0.515,0.800,1.000,1.096,0.488
'[13:11:33.006]',-,0.570,0.500,0.810,1.000,1.132,0.488
'[13:11:33.014]',-,0.590,0.475,0.815,1.000,1.189,0.488
'[13:11:33.022]',-,0.600,0.470,0.820,1.000,1.269,0.488
'[13:11:33.030]',-,0.595,0.460,0.825,1.000,1.372,0.440
'[13:11:33.038]',-,0.645,0.420,0.845,1.000,1.497,0.440
'[13:11:33.046]',-,0.665,0.405,0.855,1.000,1.637,0.440
'[13:11:33.054]',-,0.655,0.420,0.835,1.000,1.789,0.440
'[13:11:33.062]',-,0.625,0.435,0.820,1.000,1.946,0.440
'[13:11:33.070]',-,0.600,0.465,0.805,1.000,2.104,0.440
'[13:11:33.078]',-,0.560,0.495,0.790,1.000,2.237,0.488
'[13:11:33.086]',-,0.540,0.520,0.790,1.000,2.353,0.488
'[13:11:33.094]',-,0.520,0.540,0.780,1.000,2.476,0.488
'[13:11:33.102]',-,0.520,0.535,0.770,1.000,2.594,0.488
'[13:11:33.110]',-,0.510,0.545,0.775,1.000,2.703,0.488
'[13:11:33.118]',-,0.515,0.545,0.775,1.000,2.799,0.488
'[13:11:33.126]',-,0.510,0.545,0.780,1.000,2.881,0.488
'[13:11:33.134]',-,0.515,0.545,0.775,1.000,2.948,0.488
'[13:11:33.142]',-,0.505,0.550,0.780,1.000,3.003,0.537
'[13:11:33.150]',-,0.515,0.540,0.775,1.000,3.046,0.537
'[13:11:33.158]',-,0.510,0.545,0.785,1.000,3.077,0.537
'[13:11:33.166]',-,0.520,0.535,0.785,1.000,3.098,0.537
'[13:11:33.174]',-,0.515,0.530,0.790,1.000,3.108,0.488
'[13:11:33.182]',-,0.520,0.535,0.790,1.000,3.105,0.488
'[13:11:33.190]',-,0.530,0.525,0.785,1.000,3.092,0.488
'[13:11:33.198]',-,0.485,0.540,0.750,1.000,3.075,0.488
'[13:11:33.206]',-,0.565,0.485,0.845,1.000,3.053,0.488
'[13:11:33.214]',-,0.745,0.275,0.930,1.000,3.025,0.488
'[13:11:33.222]',-,1.075,-0.010,1.060,1.000,2.992,0.488
'[13:11:33.230]',-,1.420,-0.245,1.120,1.000,2.953,0.488
'[13:11:33.238]',-,1.195,0.000,0.880,1.000,2.910,0.488
'[13:11:33.246]',-,0.695,0.495,0.750,1.000,2.863,0.488
'[13:11:33.254]',-,0.470,0.615,0.705,1.000,2.812,0.488
'[13:11:33.262]',-,0.490,0.550,0.740,1.000,2.758,0.488
'[13:11:33.270]',-,0.520,0.525,0.765,1.000,2.697,0.488
'[13:11:33.278]',-,0.500,0.535,0.775,1.000,2.637,0.488
'[13:11:33.286]',-,0.500,0.535,0.770,1.000,2.577,0.488
'[13:11:33.294]',-,0.485,0.545,0.770,1.000,2.508,0.488
'[13:11:33.302]',-,0.490,0.535,0.770,0.995,2.433,0.488
'[13:11:33.310]',-,0.490,0.540,0.775,0.989,2.353,0.440
'[13:11:33.318]',-,0.500,0.525,0.770,0.981,2.268,0.440
'[13:11:33.326]',-,0.490,0.530,0.775,0.973,2.183,0.440
'[13:11:33.334]',-,0.500,0.525,0.770,0.966,2.100,0.440
'[13:11:33.342]',-,0.500,0.525,0.765,0.958,2.020,0.440
'[13:11:33.350]',-,0.515,0.510,0.765,0.952,1.944,0.440
'[13:11:33.358]',-,0.510,0.520,0.775,0.945,1.874,0.440
'[13:11:33.366]',-,0.515,0.510,0.770,0.938,1.810,0.440
'[13:11:33.374]',-,0.520,0.510,0.775,0.931,1.753,0.440
'[13:11:33.382]',-,0.510,0.500,0.765,0.924,1.706,0.440
'[13:11:33.390]',-,0.520,0.500,0.765,0.917,1.667,0.488
'[13:11:33.398]',-,0.525,0.490,0.765,0.911,1.626,0.488
'[13:11:33.406]',-,0.530,0.495,0.770,0.905,1.587,0.488
'[13:11:33.414]',-,0.525,0.485,0.770,0.900,1.550,0.488
'[13:11:33.422]',-,0.545,0.480,0.775,0.895,1.516,0.488
'[13:11:33.430]',-,0.550,0.475,0.780,0.890,1.486,0.488
'[13:11:33.438]',-,0.560,0.470,0.770,0.884,1.457,0.488
'[13:11:33.446]',-,0.565,0.455,0.765,0.879,1.433,0.488
'[13:11:33.454]',-,0.580,0.450,0.765,0.874,1.411,0.488
'[13:11:33.462]',-,0.585,0.440,0.765,0.868,1.391,0.488
'[13:11:33.470]',-,0.600,0.425,0.765,0.863,1.373,0.488
'[13:11:33.478]',-,0.605,0.420,0.765,0.857,1.361,0.488
'[13:11:33.486]',-,0.620,0.405,0.755,0.851,1.351,0.488
'[13:11:33.494]',-,0.625,0.395,0.755,0.846,1.338,0.488
'[13:11:33.502]',-,0.640,0.385,0.750,0.840,1.325,0.488
'[13:11:33.510]',-,0.645,0.380,0.750,0.834,1.311,0.488
'[13:11:33.518]',-,0.655,0.370,0.745,0.828,1.297,0.488
'[13:11:33.526]',-,0.660,0.375,0.755,0.819,1.284,0.440
'[13:11:33.534]',-,0.665,0.365,0.750,0.811,1.273,0.440
'[13:11:33.542]',-,0.660,0.375,0.755,0.802,1.262,0.440
'[13:11:33.550]',-,0.665,0.370,0.750,0.792,1.249,0.488
'[13:11:33.558]',-,0.650,0.395,0.760,0.782,1.237,0.488
'[13:11:33.566]',-,0.640,0.415,0.765,0.771,1.224,0.488
'[13:11:33.574]',-,0.615,0.445,0.770,0.760,1.211,0.488
'[13:11:33.582]',-,0.595,0.470,0.775,0.750,1.202,0.440
'[13:11:33.590]',-,0.570,0.500,0.780,0.735,1.196,0.440
'[13:11:33.598]',-,0.565,0.510,0.785,0.720,1.185,0.440
'[13:11:33.606]',-,0.560,0.525,0.780,0.703,1.172,0.488
'[13:11:33.614]',-,0.555,0.535,0.790,0.685,1.158,0.488
'[13:11:33.622]',-,0.555,0.530,0.790,0.664,1.144,0.488
'[13:11:33.630]',-,0.550,0.530,0.785,0.644,1.129,0.488
'[13:11:33.638]',-,0.555,0.530,0.780,0.621,1.114,0.440
'[13:11:33.646]',-,0.550,0.530,0.780,0.599,1.099,0.440
'[13:11:33.654]',-,0.550,0.525,0.775,0.578,1.082,0.440
'[13:11:33.662]',-,0.545,0.530,0.780,0.558,1.065,0.488
'[13:11:33.670]',-,0.545,0.525,0.780,0.538,1.046,0.488
'[13:11:33.678]',-,0.545,0.530,0.780,0.519,1.034,0.488
'[13:11:33.686]',-,0.545,0.520,0.780,0.500,1.026,0.488
'[13:11:33.694]',-,0.545,0.525,0.780,0.480,1.019,0.488
'[13:11:33.702]',-,0.550,0.520,0.785,0.460,1.016,0.488
'[13:11:33.710]',-,0.560,0.510,0.790,0.441,1.024,0.488
'[13:11:33.718]',-,0.580,0.485,0.795,0.423,1.050,0.440
'[13:11:33.726]',-,0.590,0.475,0.815,0.406,1.096,0.440
'[13:11:33.734]',-,0.605,0.460,0.810,0.390,1.164,0.440
'[13:11:33.742]',-,0.630,0.445,0.825,0.375,1.257,0.440
'[13:11:33.750]',-,0.675,0.395,0.835,0.361,1.373,0.488
'[13:11:33.758]',-,0.670,0.405,0.835,0.346,1.509,0.488
'[13:11:33.766]',-,0.655,0.410,0.815,0.333,1.659,0.488
'[13:11:33.774]',-,0.625,0.445,0.810,0.319,1.816,0.488
'[13:11:33.782]',-,0.595,0.470,0.790,0.306,1.955,0.488
'[13:11:33.790]',-,0.560,0.505,0.790,0.294,2.082,0.488
'[13:11:33.798]',-,0.545,0.520,0.785,0.283,2.218,0.488
'[13:11:33.806]',-,0.525,0.540,0.775,0.272,2.353,0.488
'[13:11:33.814]',-,0.520,0.535,0.770,0.263,2.480,0.488
'[13:11:33.822]',-,0.525,0.540,0.775,0.254,2.596,0.488
'[13:11:33.830]',-,0.520,0.545,0.780,0.246,2.700,0.488
'[13:11:33.838]',-,0.520,0.540,0.775,0.238,2.790,0.488
'[13:11:33.846]',-,0.515,0.545,0.780,0.231,2.866,0.537
'[13:11:33.854]',-,0.520,0.535,0.780,0.224,2.929,0.537
'[13:11:33.862]',-,0.520,0.545,0.790,0.218,2.978,0.488
'[13:11:33.870]',-,0.525,0.535,0.785,0.212,3.013,0.488
'[13:11:33.878]',-,0.520,0.530,0.790,0.207,3.029,0.488
'[13:11:33.886]',-,0.540,0.520,0.785,0.203,3.034,0.440
'[13:11:33.894]',-,0.535,0.520,0.790,0.200,3.034,0.440
'[13:11:33.902]',-,0.545,0.520,0.780,0.197,3.028,0.440
'[13:11:33.910]',-,0.490,0.540,0.760,0.194,3.014,0.488
'[13:11:33.918]',-,0.600,0.450,0.855,0.192,2.993,0.488
'[13:11:33.926]',-,0.765,0.230,0.870,0.191,2.968,0.488
'[13:11:33.934]',-,1.130,-0.095,0.940,0.190,2.935,0.488
'[13:11:33.942]',-,1.345,-0.220,0.975,0.189,2.898,0.488
'[13:11:33.950]',-,1.055,0.145,0.875,0.188,2.856,0.488
'[13:11:33.958]',-,0.635,0.575,0.900,0.188,2.810,0.488
'[13:11:33.966]',-,0.460,0.635,0.730,0.187,2.760,0.488
'[13:11:33.974]',-,0.495,0.560,0.745,0.188,2.709,0.488
'[13:11:33.982]',-,0.520,0.525,0.765,0.188,2.657,0.488
'[13:11:33.990]',-,0.520,0.530,0.770,0.189,2.598,0.440
'[13:11:33.998]',-,0.515,0.525,0.775,0.191,2.533,0.488
'[13:11:34.006]',-,0.520,0.530,0.785,0.192,2.461,0.488
'[13:11:34.014]',-,0.520,0.520,0.775,0.194,2.386,0.488
'[13:11:34.022]',-,0.525,0.520,0.780,0.196,2.307,0.488
'[13:11:34.030]',-,0.520,0.515,0.770,0.198,2.226,0.488
'[13:11:34.038]',-,0.530,0.510,0.775,0.199,2.144,0.488
'[13:11:34.046]',-,0.525,0.505,0.775,0.201,2.063,0.488
'[13:11:34.054]',-,0.540,0.505,0.775,0.203,1.983,0.488
'[13:11:34.062]',-,0.535,0.500,0.780,0.204,1.907,0.488
'[13:11:34.070]',-,0.545,0.495,0.775,0.206,1.836,0.440
'[13:11:34.078]',-,0.535,0.500,0.785,0.208,1.777,0.440
'[13:11:34.086]',-,0.545,0.490,0.780,0.210,1.727,0.440
'[13:11:34.094]',-,0.540,0.495,0.780,0.212,1.675,0.488
'[13:11:34.102]',-,0.550,0.485,0.775,0.215,1.627,0.488
'[13:11:34.110]',-,0.550,0.480,0.775,0.217,1.581,0.488
'[13:11:34.118]',-,0.560,0.475,0.775,0.220,1.540,0.488
'[13:11:34.126]',-,0.555,0.475,0.780,0.224,1.501,0.488
'[13:11:34.134]',-,0.565,0.475,0.775,0.226,1.467,0.488
'[13:11:34.142]',-,0.560,0.470,0.775,0.229,1.437,0.440
'[13:11:34.150]',-,0.570,0.455,0.770,0.231,1.409,0.440
'[13:11:34.158]',-,0.570,0.460,0.775,0.233,1.384,0.440
'[13:11:34.166]',-,0.585,0.440,0.765,0.235,1.363,0.440
'[13:11:34.174]',-,0.590,0.440,0.765,0.238,1.347,0.488
'[13:11:34.182]',-,0.595,0.425,0.750,0.241,1.336,0.488
'[13:11:34.190]',-,0.605,0.415,0.750,0.244,1.325,0.488
'[13:11:34.198]',-,0.615,0.405,0.750,0.247,1.312,0.488
'[13:11:34.206]',-,0.615,0.400,0.750,0.250,1.299,0.488
'[13:11:34.214]',-,0.625,0.385,0.740,0.252,1.286,0.488
'[13:11:34.222]',-,0.630,0.380,0.740,0.255,1.275,0.488
'[13:11:34.230]',-,0.635,0.375,0.740,0.256,1.264,0.488
'[13:11:34.238]',-,0.640,0.380,0.740,0.258,1.253,0.488
'[13:11:34.246]',-,0.630,0.380,0.745,0.258,1.242,0.488
'[13:11:34.254]',-,0.640,0.390,0.750,0.258,1.232,0.488
'[13:11:34.262]',-,0.620,0.405,0.760,0.256,1.221,0.488
'[13:11:34.270]',-,0.615,0.415,0.765,0.254,1.211,0.488
'[13:11:34.278]',-,0.595,0.445,0.775,0.249,1.205,0.488
'[13:11:34.286]',-,0.575,0.475,0.780,0.245,1.199,0.488
'[13:11:34.294]',-,0.545,0.505,0.790,0.240,1.191,0.488
'[13:11:34.302]',-,0.530,0.520,0.795,0.235,1.180,0.488
'[13:11:34.310]',-,0.520,0.545,0.800,0.229,1.168,0.488
'[13:11:34.318]',-,0.520,0.545,0.805,0.223,1.156,0.488
'[13:11:34.326]',-,0.505,0.555,0.810,0.215,1.144,0.440
'[13:11:34.334]',-,0.515,0.550,0.810,0.207,1.131,0.440
'[13:11:34.342]',-,0.510,0.555,0.810,0.198,1.117,0.488
'[13:11:34.350]',-,0.515,0.545,0.805,0.189,1.104,0.488
'[13:11:34.358]',-,0.505,0.550,0.810,0.180,1.088,0.488
'[13:11:34.366]',-,0.520,0.545,0.800,0.171,1.071,0.488
'[13:11:34.374]',-,0.515,0.545,0.805,0.162,1.060,0.488
'[13:11:34.382]',-,0.515,0.545,0.800,0.153,1.050,0.488
'[13:11:34.390]',-,0.510,0.545,0.805,0.144,1.038,0.488
'[13:11:34.398]',-,0.515,0.540,0.800,0.134,1.026,0.488
'[13:11:34.406]',-,0.520,0.540,0.810,0.125,1.018,0.488
'[13:11:34.414]',-,0.515,0.520,0.810,0.115,1.016,0.488
'[13:11:34.422]',-,0.545,0.505,0.815,0.106,1.024,0.488
'[13:11:34.430]',-,0.570,0.480,0.815,0.097,1.050,0.488
'[13:11:34.438]',-,0.585,0.470,0.815,0.089,1.096,0.488
'[13:11:34.446]',-,0.580,0.455,0.820,0.081,1.164,0.488
'[13:11:34.454]',-,0.640,0.415,0.840,0.075,1.257,0.488
'[13:11:34.462]',-,0.655,0.400,0.850,0.068,1.371,0.488
'[13:11:34.470]',-,0.660,0.415,0.835,0.064,1.503,0.488
'[13:11:34.478]',-,0.615,0.435,0.825,0.059,1.629,0.488
'[13:11:34.486]',-,0.590,0.465,0.815,0.055,1.737,0.488
'[13:11:34.494]',-,0.545,0.505,0.800,0.051,1.854,0.488
'[13:11:34.502]',-,0.525,0.530,0.805,0.047,1.984,0.537
'[13:11:34.510]',-,0.515,0.545,0.805,0.043,2.115,0.488
'[13:11:34.518]',-,0.515,0.545,0.790,0.041,2.241,0.488
'[13:11:34.526]',-,0.500,0.555,0.790,0.038,2.358,0.488
'[13:11:34.534]',-,0.510,0.545,0.790,0.037,2.461,0.488
'[13:11:34.542]',-,0.505,0.555,0.790,0.037,2.552,0.440
'[13:11:34.550]',-,0.520,0.545,0.790,0.037,2.630,0.440
'[13:11:34.558]',-,0.515,0.550,0.795,0.037,2.694,0.440
'[13:11:34.566]',-,0.520,0.545,0.790,0.038,2.746,0.440
'[13:11:34.574]',-,0.525,0.545,0.800,0.039,2.779,0.440
'[13:11:34.582]',-,0.530,0.535,0.800,0.042,2.799,0.440
'[13:11:34.590]',-,0.535,0.540,0.805,0.044,2.813,0.488
'[13:11:34.598]',-,0.530,0.525,0.800,0.048,2.821,0.488
'[13:11:34.606]',-,0.545,0.525,0.805,0.052,2.820,0.488
'[13:11:34.614]',-,0.525,0.530,0.785,0.056,2.811,0.488
'[13:11:34.622]',-,0.515,0.535,0.775,0.061,2.795,0.488
'[13:11:34.630]',-,0.670,0.370,0.875,0.066,2.771,0.488
'[13:11:34.638]',-,0.905,0.105,0.870,0.072,2.742,0.488
'[13:11:34.646]',-,1.280,-0.210,0.960,0.078,2.708,0.488
'[13:11:34.654]',-,1.375,-0.255,0.965,0.084,2.669,0.488
'[13:11:34.662]',-,0.890,0.345,0.875,0.091,2.626,0.488
'[13:11:34.670]',-,0.535,0.630,0.795,0.097,2.579,0.488
'[13:11:34.678]',-,0.460,0.645,0.740,0.104,2.532,0.488
'[13:11:34.686]',-,0.515,0.540,0.775,0.110,2.484,0.488
'[13:11:34.694]',-,0.525,0.530,0.790,0.116,2.429,0.488
'[13:11:34.702]',-,0.530,0.520,0.785,0.122,2.368,0.488
'[13:11:34.710]',-,0.520,0.525,0.790,0.128,2.301,0.488
'[13:11:34.718]',-,0.530,0.520,0.790,0.134,2.230,0.488
'[13:11:34.726]',-,0.520,0.525,0.790,0.141,2.154,0.488
'[13:11:34.734]',-,0.530,0.520,0.785,0.148,2.077,0.488
'[13:11:34.742]',-,0.525,0.520,0.790,0.155,2.000,0.488
'[13:11:34.750]',-,0.535,0.515,0.790,0.162,1.926,0.537
'[13:11:34.758]',-,0.530,0.520,0.790,0.169,1.853,0.537
'[13:11:34.766]',-,0.545,0.510,0.790,0.176,1.786,0.488
'[13:11:34.774]',-,0.540,0.510,0.795,0.182,1.731,0.488
'[13:11:34.782]',-,0.545,0.500,0.790,0.188,1.683,0.488
'[13:11:34.790]',-,0.545,0.500,0.795,0.194,1.634,0.488
'[13:11:34.798]',-,0.545,0.495,0.790,0.199,1.587,0.537
'[13:11:34.806]',-,0.540,0.500,0.790,0.204,1.543,0.537
'[13:11:34.814]',-,0.540,0.490,0.785,0.210,1.501,0.537
'[13:11:34.822]',-,0.545,0.485,0.790,0.215,1.464,0.488
'[13:11:34.830]',-,0.540,0.495,0.790,0.220,1.431,0.488
'[13:11:34.838]',-,0.550,0.485,0.790,0.225,1.401,0.293
'[13:11:34.846]',-,0.545,0.475,0.790,0.230,1.373,0.147
'[13:11:34.854]',-,0.555,0.475,0.780,0.235,1.349,0.000
'[13:11:34.862]',-,0.555,0.465,0.775,0.240,1.327,0.000
'[13:11:34.870]',-,0.565,0.460,0.775,0.246,1.308,0.000
'[13:11:34.878]',-,0.570,0.450,0.765,0.251,1.294,0.000
'[13:11:34.886]',-,0.580,0.440,0.765,0.257,1.284,0.000
'[13:11:34.894]',-,0.590,0.425,0.765,0.263,1.274,0.000
'[13:11:34.902]',-,0.605,0.415,0.755,0.269,1.263,0.000
'[13:11:34.910]',-,0.600,0.405,0.750,0.276,1.252,0.000
'[13:11:34.918]',-,0.615,0.400,0.745,0.282,1.241,0.000
'[13:11:34.926]',-,0.615,0.405,0.745,0.289,1.231,0.000
'[13:11:34.934]',-,0.630,0.385,0.745,0.293,1.221,0.000
'[13:11:34.942]',-,0.630,0.385,0.755,0.299,1.211,0.000
'[13:11:34.950]',-,0.640,0.380,0.745,0.302,1.202,0.000
'[13:11:34.958]',-,0.625,0.390,0.755,0.306,1.195,0.000
'[13:11:34.966]',-,0.630,0.390,0.755,0.308,1.187,0.000
'[13:11:34.974]',-,0.620,0.405,0.765,0.309,1.183,0.000
'[13:11:34.982]',-,0.615,0.425,0.775,0.309,1.180,0.000
'[13:11:34.990]',-,0.590,0.465,0.790,0.310,1.174,0.000
'[13:11:34.998]',-,0.570,0.490,0.795,0.308,1.167,0.000
'[13:11:35.006]',-,0.545,0.520,0.805,0.307,1.158,0.000
'[13:11:35.014]',-,0.530,0.530,0.805,0.305,1.149,0.000
'[13:11:35.022]',-,0.520,0.550,0.815,0.303,1.138,0.000
'[13:11:35.030]',-,0.515,0.555,0.815,0.297,1.127,0.000
