'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[17:51:57.232]',-0.015,-,0.860,0.870,0.382,1.669,52.605,9.310
'[17:51:57.240]',-0.000,-,0.850,0.865,0.365,1.613,51.970,9.310
'[17:51:57.248]',0.010,-,0.845,0.885,0.348,1.561,51.384,9.310
'[17:51:57.256]',-0.000,-,0.865,0.870,0.329,1.514,50.749,9.310
'[17:51:57.264]',-0.005,-,0.865,0.880,0.312,1.474,50.114,9.368
'[17:51:57.272]',0.020,-,0.845,0.875,0.293,1.442,49.479,9.437
'[17:51:57.280]',0.060,-,0.805,0.875,0.276,1.418,48.942,9.564
'[17:51:57.288]',0.095,-,0.780,0.880,0.259,1.403,48.307,9.681
'[17:51:57.296]',0.100,-,0.790,0.885,0.243,1.394,47.672,9.808
'[17:51:57.304]',0.090,-,0.770,0.895,0.228,1.390,47.135,9.876
'[17:51:57.312]',0.125,-,0.760,0.880,0.214,1.391,46.597,9.876
'[17:51:57.320]',0.150,-,0.745,0.910,0.199,1.396,46.109,9.681
'[17:51:57.328]',0.180,-,0.715,0.930,0.184,1.402,45.669,9.368
'[17:51:57.336]',0.210,-,0.685,0.935,0.170,1.409,45.230,8.938
'[17:51:57.344]',0.230,-,0.670,0.920,0.155,1.415,44.790,8.557
'[17:51:57.352]',0.265,-,0.655,0.945,0.141,1.421,44.399,8.186
'[17:51:57.360]',0.290,-,0.620,0.945,0.128,1.426,44.253,7.932
'[17:51:57.368]',0.305,-,0.600,0.955,0.115,1.430,44.302,7.747
'[17:51:57.376]',0.320,-,0.585,0.970,0.103,1.432,45.132,7.688
'[17:51:57.384]',0.330,-,0.605,0.985,0.091,1.431,47.135,7.688
'[17:51:57.392]',0.315,-,0.585,0.955,0.079,1.426,51.091,7.805
'[17:51:57.400]',0.290,-,0.625,0.955,0.068,1.419,57.734,7.932
'[17:51:57.408]',0.265,-,0.650,0.945,0.057,1.411,67.307,8.118
'[17:51:57.416]',0.250,-,0.650,0.935,0.045,1.403,79.225,8.313
'[17:51:57.424]',0.255,-,0.665,0.930,0.034,1.395,92.071,8.557
'[17:51:57.432]',0.185,-,0.705,0.920,0.021,1.383,104.136,8.870
'[17:51:57.440]',0.165,-,0.735,0.910,0.009,1.369,114.246,9.124
'[17:51:57.448]',0.150,-,0.755,0.915,-0.003,1.353,122.013,9.124
'[17:51:57.456]',0.130,-,0.765,0.890,-0.015,1.335,127.434,8.997
'[17:51:57.464]',0.125,-,0.750,0.880,-0.027,1.318,130.853,8.684
'[17:51:57.472]',0.140,-,0.730,0.875,-0.038,1.300,132.221,8.430
'[17:51:57.480]',0.125,-,0.745,0.875,-0.052,1.282,131.781,8.245
'[17:51:57.488]',0.115,-,0.770,0.880,-0.065,1.264,129.828,8.118
'[17:51:57.496]',0.090,-,0.785,0.875,-0.078,1.248,126.604,8.059
'[17:51:57.504]',0.100,-,0.790,0.875,-0.092,1.232,122.696,8.118
'[17:51:57.512]',0.105,-,0.785,0.880,-0.105,1.219,118.056,8.313
'[17:51:57.520]',0.100,-,0.770,0.875,-0.118,1.208,113.123,8.557
'[17:51:57.528]',0.080,-,0.765,0.870,-0.131,1.195,108.385,8.811
'[17:51:57.536]',0.085,-,0.790,0.875,-0.143,1.181,104.038,8.997
'[17:51:57.544]',0.080,-,0.785,0.865,-0.153,1.166,100.033,9.124
'[17:51:57.552]',0.095,-,0.775,0.865,-0.164,1.152,96.174,9.183
'[17:51:57.560]',0.100,-,0.770,0.870,-0.172,1.137,92.364,9.251
'[17:51:57.568]',0.080,-,0.795,0.875,-0.181,1.122,88.701,9.251
'[17:51:57.576]',0.070,-,0.795,0.860,-0.188,1.108,85.233,9.251
'[17:51:57.584]',0.060,-,0.805,0.870,-0.195,1.094,82.009,9.310
'[17:51:57.592]',0.085,-,0.770,0.860,-0.202,1.079,78.883,9.368
'[17:51:57.600]',0.075,-,0.780,0.875,-0.208,1.064,75.660,9.437
'[17:51:57.608]',0.095,-,0.785,0.880,-0.213,1.050,72.533,9.564
'[17:51:57.616]',0.109,-,0.765,0.885,-0.217,1.043,69.407,9.622
'[17:51:57.624]',0.125,-,0.755,0.900,-0.221,1.047,66.281,9.681
'[17:51:57.632]',0.130,-,0.760,0.905,-0.225,1.063,63.302,9.681
'[17:51:57.640]',0.125,-,0.765,0.895,-0.228,1.101,60.616,9.681
'[17:51:57.648]',0.109,-,0.770,0.880,-0.231,1.167,58.222,9.681
'[17:51:57.656]',0.120,-,0.740,0.855,-0.233,1.266,56.317,9.681
'[17:51:57.664]',0.075,-,0.775,0.835,-0.236,1.397,54.803,9.681
'[17:51:57.672]',0.060,-,0.790,0.830,-0.239,1.553,53.729,9.749
'[17:51:57.680]',0.080,-,0.765,0.830,-0.242,1.725,53.045,9.749
'[17:51:57.688]',0.090,-,0.770,0.840,-0.246,1.904,52.800,9.749
'[17:51:57.696]',0.065,-,0.800,0.830,-0.249,2.080,52.947,9.808
'[17:51:57.704]',0.070,-,0.805,0.850,-0.252,2.243,53.338,9.808
'[17:51:57.712]',0.030,-,0.830,0.830,-0.256,2.371,54.070,9.876
'[17:51:57.720]',0.035,-,0.825,0.825,-0.260,2.472,54.901,9.876
'[17:51:57.728]',0.030,-,0.820,0.830,-0.265,2.565,55.975,9.876
'[17:51:57.736]',0.024,-,0.835,0.840,-0.270,2.639,57.099,9.935
'[17:51:57.744]',0.024,-,0.840,0.830,-0.275,2.692,58.222,9.993
'[17:51:57.752]',0.035,-,0.815,0.830,-0.281,2.724,59.297,10.189
'[17:51:57.760]',0.050,-,0.810,0.850,-0.287,2.738,60.225,10.374
'[17:51:57.768]',0.030,-,0.835,0.850,-0.293,2.733,61.055,10.687
'[17:51:57.776]',0.020,-,0.830,0.840,-0.299,2.714,61.592,11.058
'[17:51:57.784]',0.024,-,0.830,0.845,-0.306,2.683,62.032,11.312
'[17:51:57.792]',0.055,-,0.825,0.875,-0.312,2.643,62.227,11.498
'[17:51:57.800]',0.065,-,0.805,0.895,-0.320,2.595,62.276,11.498
'[17:51:57.808]',0.260,-,0.630,0.930,-0.327,2.543,62.227,11.498
'[17:51:57.816]',0.570,-,0.325,1.055,-0.336,2.492,62.179,11.439
'[17:51:57.824]',0.925,-,-0.010,0.980,-0.345,2.440,61.934,11.439
'[17:51:57.832]',0.705,-,0.190,0.725,-0.354,2.382,61.544,11.371
'[17:51:57.840]',0.135,-,0.695,0.540,-0.363,2.322,60.909,11.312
'[17:51:57.848]',-0.070,-,0.900,0.630,-0.372,2.258,60.127,11.185
'[17:51:57.856]',-0.070,-,0.910,0.775,-0.381,2.193,59.248,11.000
'[17:51:57.864]',-0.035,-,0.870,0.845,-0.389,2.124,58.369,10.814
'[17:51:57.872]',-0.005,-,0.855,0.860,-0.396,2.054,57.538,10.619
'[17:51:57.880]',-0.025,-,0.875,0.870,-0.403,1.981,56.757,10.433
'[17:51:57.888]',-0.005,-,0.860,0.870,-0.409,1.909,55.975,10.374
'[17:51:57.896]',0.010,-,0.835,0.870,-0.415,1.837,55.292,10.306
'[17:51:57.904]',0.015,-,0.830,0.875,-0.420,1.767,54.559,10.247
'[17:51:57.912]',-0.000,-,0.840,0.870,-0.426,1.709,53.875,10.247
'[17:51:57.920]',0.020,-,0.835,0.875,-0.431,1.657,53.240,10.247
'[17:51:57.928]',0.015,-,0.840,0.870,-0.435,1.603,52.605,10.247
'[17:51:57.936]',0.024,-,0.850,0.875,-0.439,1.552,51.921,10.247
'[17:51:57.944]',0.030,-,0.835,0.875,-0.442,1.507,51.237,10.306
'[17:51:57.952]',0.055,-,0.815,0.885,-0.444,1.468,50.554,10.374
'[17:51:57.960]',0.065,-,0.830,0.890,-0.447,1.437,49.870,10.433
'[17:51:57.968]',0.055,-,0.800,0.875,-0.449,1.413,49.186,10.560
'[17:51:57.976]',0.095,-,0.770,0.880,-0.451,1.398,48.600,10.687
'[17:51:57.984]',0.109,-,0.755,0.900,-0.453,1.389,48.063,10.746
'[17:51:57.992]',0.130,-,0.745,0.905,-0.454,1.387,47.623,10.746
'[17:51:58.000]',0.160,-,0.725,0.920,-0.456,1.390,47.135,10.501
'[17:51:58.008]',0.190,-,0.715,0.930,-0.456,1.396,46.548,10.189
'[17:51:58.016]',0.235,-,0.675,0.945,-0.456,1.404,45.913,9.808
'[17:51:58.024]',0.255,-,0.655,0.955,-0.456,1.413,45.425,9.368
'[17:51:58.032]',0.275,-,0.630,0.965,-0.454,1.419,45.034,8.997
'[17:51:58.040]',0.300,-,0.605,0.960,-0.453,1.424,44.937,8.684
'[17:51:58.048]',0.315,-,0.585,0.970,-0.450,1.426,45.230,8.499
'[17:51:58.056]',0.335,-,0.575,0.970,-0.448,1.425,46.353,8.499
'[17:51:58.064]',0.345,-,0.570,0.975,-0.445,1.421,48.746,8.557
'[17:51:58.072]',0.325,-,0.590,0.970,-0.442,1.414,53.094,8.684
'[17:51:58.080]',0.305,-,0.615,0.965,-0.439,1.405,60.176,8.870
'[17:51:58.088]',0.275,-,0.635,0.970,-0.435,1.394,70.042,8.938
'[17:51:58.096]',0.235,-,0.675,0.945,-0.431,1.382,82.058,9.056
'[17:51:58.104]',0.240,-,0.665,0.935,-0.428,1.369,94.562,9.251
'[17:51:58.112]',0.180,-,0.710,0.920,-0.424,1.356,106.138,9.437
'[17:51:58.120]',0.170,-,0.720,0.910,-0.421,1.345,115.663,9.564
'[17:51:58.128]',0.150,-,0.740,0.905,-0.417,1.332,122.941,9.622
'[17:51:58.136]',0.125,-,0.770,0.900,-0.414,1.319,127.874,9.564
'[17:51:58.144]',0.140,-,0.750,0.900,-0.411,1.302,130.609,9.368
'[17:51:58.152]',0.130,-,0.740,0.890,-0.410,1.284,131.244,9.183
'[17:51:58.160]',0.100,-,0.770,0.875,-0.408,1.266,129.974,8.997
'[17:51:58.168]',0.109,-,0.755,0.880,-0.407,1.248,127.288,8.938
'[17:51:58.176]',0.115,-,0.770,0.880,-0.407,1.231,123.722,8.870
'[17:51:58.184]',0.100,-,0.780,0.895,-0.406,1.213,119.424,8.870
'[17:51:58.192]',0.115,-,0.765,0.885,-0.404,1.196,114.735,8.997
'[17:51:58.200]',0.095,-,0.775,0.885,-0.402,1.180,110.046,9.056
'[17:51:58.208]',0.105,-,0.770,0.880,-0.400,1.168,105.747,9.251
'[17:51:58.216]',0.095,-,0.785,0.890,-0.397,1.177,101.742,9.368
'[17:51:58.224]',0.080,-,0.785,0.870,-0.395,1.191,97.932,9.495
'[17:51:58.232]',0.085,-,0.780,0.870,-0.392,1.189,94.171,9.564
'[17:51:58.240]',0.100,-,0.770,0.865,-0.389,1.179,90.508,9.622
'[17:51:58.248]',0.070,-,0.795,0.870,-0.385,1.164,86.943,9.681
'[17:51:58.256]',0.065,-,0.800,0.855,-0.381,1.148,83.475,9.749
'[17:51:58.264]',0.075,-,0.790,0.865,-0.377,1.129,80.104,9.808
'[17:51:58.272]',0.070,-,0.815,0.870,-0.373,1.111,76.685,9.876
'[17:51:58.280]',0.085,-,0.790,0.880,-0.368,1.094,73.168,9.935
'[17:51:58.288]',0.100,-,0.765,0.885,-0.363,1.079,69.652,9.993
'[17:51:58.296]',0.100,-,0.750,0.875,-0.359,1.071,66.281,9.993
'[17:51:58.304]',0.135,-,0.735,0.900,-0.354,1.077,63.058,9.993
'[17:51:58.312]',0.120,-,0.765,0.915,-0.349,1.099,60.127,9.993
'[17:51:58.320]',0.109,-,0.770,0.895,-0.344,1.141,57.538,9.993
'[17:51:58.328]',0.100,-,0.760,0.890,-0.339,1.217,55.438,9.993
'[17:51:58.336]',0.125,-,0.755,0.875,-0.334,1.329,53.631,9.993
'[17:51:58.344]',0.095,-,0.780,0.855,-0.330,1.474,52.214,9.993
'[17:51:58.352]',0.070,-,0.790,0.850,-0.326,1.646,51.286,9.935
'[17:51:58.360]',0.055,-,0.790,0.835,-0.323,1.835,50.847,9.876
'[17:51:58.368]',0.075,-,0.775,0.840,-0.319,2.028,50.847,9.876
'[17:51:58.376]',0.080,-,0.770,0.835,-0.317,2.215,51.237,9.808
'[17:51:58.384]',0.070,-,0.790,0.855,-0.315,2.386,51.970,9.749
'[17:51:58.392]',0.050,-,0.810,0.840,-0.313,2.535,52.996,9.749
'[17:51:58.400]',0.024,-,0.840,0.835,-0.312,2.657,54.119,9.808
'[17:51:58.408]',0.035,-,0.830,0.840,-0.312,2.743,55.292,9.808
'[17:51:58.416]',0.024,-,0.845,0.845,-0.310,2.801,56.464,9.876
'[17:51:58.424]',0.020,-,0.860,0.840,-0.310,2.845,57.685,9.935
'[17:51:58.432]',0.015,-,0.835,0.845,-0.309,2.871,58.662,10.120
'[17:51:58.440]',0.030,-,0.815,0.835,-0.310,2.880,59.492,10.306
'[17:51:58.448]',0.035,-,0.820,0.850,-0.310,2.872,60.127,10.619
'[17:51:58.456]',0.055,-,0.815,0.845,-0.311,2.851,60.567,10.873
'[17:51:58.464]',0.030,-,0.830,0.850,-0.312,2.820,60.860,11.127
'[17:51:58.472]',0.055,-,0.825,0.870,-0.314,2.779,61.055,11.244
'[17:51:58.480]',0.050,-,0.845,0.890,-0.316,2.729,61.153,11.312
'[17:51:58.488]',0.245,-,0.655,0.930,-0.318,2.674,61.251,11.371
'[17:51:58.496]',0.540,-,0.325,1.035,-0.321,2.613,61.153,11.439
'[17:51:58.504]',0.870,-,0.015,0.950,-0.323,2.546,61.006,11.439
'[17:51:58.512]',0.655,-,0.240,0.740,-0.324,2.483,60.664,11.312
'[17:51:58.520]',0.100,-,0.725,0.570,-0.326,2.420,60.176,11.058
'[17:51:58.528]',-0.070,-,0.910,0.655,-0.328,2.350,59.492,10.814
'[17:51:58.536]',-0.050,-,0.890,0.805,-0.330,2.276,58.564,10.433
'[17:51:58.544]',-0.035,-,0.865,0.855,-0.333,2.198,57.538,9.993
'[17:51:58.552]',-0.035,-,0.875,0.880,-0.335,2.119,56.561,9.564
'[17:51:58.560]',-0.021,-,0.880,0.890,-0.338,2.040,55.682,9.183
'[17:51:58.568]',-0.000,-,0.845,0.880,-0.340,1.962,54.852,8.870
'[17:51:58.576]',0.010,-,0.840,0.885,-0.341,1.885,54.168,8.626
'[17:51:58.584]',-0.015,-,0.860,0.890,-0.343,1.809,53.435,8.430
'[17:51:58.592]',0.004,-,0.840,0.890,-0.343,1.737,52.752,8.313
'[17:51:58.600]',0.004,-,0.855,0.900,-0.344,1.671,51.921,8.245
'[17:51:58.608]',0.010,-,0.840,0.885,-0.345,1.618,51.189,8.186
'[17:51:58.616]',0.030,-,0.835,0.900,-0.345,1.575,50.407,8.118
'[17:51:58.624]',0.044,-,0.820,0.890,-0.345,1.533,49.674,8.118
'[17:51:58.632]',0.040,-,0.815,0.885,-0.343,1.497,48.844,8.186
'[17:51:58.640]',0.055,-,0.820,0.895,-0.341,1.467,48.063,8.118
'[17:51:58.648]',0.075,-,0.785,0.890,-0.340,1.447,47.232,8.059
'[17:51:58.656]',0.095,-,0.775,0.900,-0.337,1.436,46.548,8.001
'[17:51:58.664]',0.085,-,0.780,0.895,-0.334,1.431,45.816,7.805
'[17:51:58.672]',0.120,-,0.765,0.920,-0.331,1.432,45.034,7.620
'[17:51:58.680]',0.150,-,0.735,0.945,-0.327,1.439,44.350,7.375
'[17:51:58.688]',0.180,-,0.700,0.945,-0.323,1.449,43.715,7.063
'[17:51:58.696]',0.220,-,0.665,0.960,-0.318,1.460,43.129,6.682
'[17:51:58.704]',0.235,-,0.660,0.950,-0.313,1.472,42.543,6.311
'[17:51:58.712]',0.260,-,0.645,0.965,-0.307,1.484,42.104,5.998
'[17:51:58.720]',0.285,-,0.620,0.970,-0.301,1.494,41.811,5.685
'[17:51:58.728]',0.300,-,0.605,0.965,-0.294,1.500,41.811,5.431
'[17:51:58.736]',0.340,-,0.570,0.985,-0.286,1.505,42.446,5.187
'[17:51:58.744]',0.345,-,0.580,0.990,-0.279,1.506,44.155,5.002
'[17:51:58.752]',0.325,-,0.585,0.970,-0.270,1.503,47.916,4.875
'[17:51:58.760]',0.315,-,0.600,0.960,-0.260,1.497,54.168,4.875
'[17:51:58.768]',0.310,-,0.605,0.970,-0.250,1.486,63.302,4.875
'[17:51:58.776]',0.265,-,0.650,0.950,-0.239,1.472,74.731,5.002
'[17:51:58.784]',0.220,-,0.690,0.935,-0.227,1.456,87.138,5.060
'[17:51:58.792]',0.195,-,0.720,0.930,-0.215,1.439,98.763,5.187
'[17:51:58.800]',0.170,-,0.730,0.920,-0.202,1.420,108.629,5.187
'[17:51:58.808]',0.155,-,0.725,0.910,-0.189,1.406,116.298,5.119
'[17:51:58.816]',0.140,-,0.760,0.915,-0.175,1.392,121.720,5.002
'[17:51:58.824]',0.145,-,0.730,0.895,-0.163,1.374,125.041,4.875
'[17:51:58.832]',0.120,-,0.760,0.895,-0.150,1.355,126.164,4.748
'[17:51:58.840]',0.120,-,0.770,0.890,-0.138,1.335,125.236,4.689
'[17:51:58.848]',0.100,-,0.790,0.910,-0.126,1.315,122.745,4.748
'[17:51:58.856]',0.109,-,0.770,0.900,-0.112,1.292,119.033,4.933
'[17:51:58.864]',0.090,-,0.765,0.895,-0.098,1.270,114.539,5.060
'[17:51:58.872]',0.100,-,0.775,0.885,-0.084,1.247,109.557,5.246
'[17:51:58.880]',0.090,-,0.770,0.890,-0.069,1.224,104.478,5.373
'[17:51:58.888]',0.085,-,0.810,0.895,-0.056,1.201,99.740,5.431
'[17:51:58.896]',0.075,-,0.815,0.900,-0.042,1.180,95.441,5.431
'[17:51:58.904]',0.100,-,0.775,0.875,-0.029,1.158,91.387,5.431
'[17:51:58.912]',0.105,-,0.760,0.875,-0.015,1.143,87.431,5.431
'[17:51:58.920]',0.060,-,0.810,0.875,-0.001,1.129,83.670,5.558
'[17:51:58.928]',0.065,-,0.805,0.865,0.014,1.111,80.007,5.744
'[17:51:58.936]',0.080,-,0.785,0.870,0.031,1.092,76.539,5.998
'[17:51:58.944]',0.090,-,0.780,0.875,0.048,1.070,73.168,6.184
'[17:51:58.952]',0.055,-,0.805,0.870,0.065,1.049,69.798,6.311
'[17:51:58.960]',0.080,-,0.795,0.880,0.082,1.028,66.477,6.369
'[17:51:58.968]',0.085,-,0.785,0.885,0.101,1.009,63.155,6.369
'[17:51:58.976]',0.095,-,0.790,0.880,0.119,0.994,60.029,6.311
'[17:51:58.984]',0.115,-,0.760,0.915,0.136,0.989,57.099,6.242
'[17:51:58.992]',0.135,-,0.745,0.920,0.152,1.002,54.412,6.242
'[17:51:59.000]',0.115,-,0.760,0.910,0.167,1.040,52.117,6.184
'[17:51:59.008]',0.120,-,0.755,0.890,0.182,1.098,50.114,6.057
'[17:51:59.016]',0.100,-,0.765,0.875,0.197,1.180,48.551,5.998
'[17:51:59.024]',0.109,-,0.755,0.855,0.212,1.301,47.525,5.930
'[17:51:59.032]',0.075,-,0.790,0.850,0.227,1.455,47.135,5.871
'[17:51:59.040]',0.050,-,0.810,0.835,0.242,1.632,47.037,5.930
'[17:51:59.048]',0.055,-,0.790,0.850,0.255,1.824,47.281,5.930
'[17:51:59.056]',0.075,-,0.795,0.840,0.269,2.017,47.818,5.998
'[17:51:59.064]',0.080,-,0.790,0.855,0.280,2.197,48.551,5.998
'[17:51:59.072]',0.060,-,0.810,0.840,0.293,2.359,49.479,5.930
'[17:51:59.080]',0.030,-,0.830,0.840,0.304,2.494,50.651,5.871
'[17:51:59.088]',0.020,-,0.840,0.835,0.316,2.599,51.872,5.812
'[17:51:59.096]',0.030,-,0.830,0.845,0.327,2.674,53.094,5.685
'[17:51:59.104]',0.030,-,0.825,0.845,0.339,2.723,54.217,5.744
'[17:51:59.112]',0.015,-,0.855,0.850,0.349,2.746,55.096,5.871
'[17:51:59.120]',0.020,-,0.835,0.845,0.360,2.749,55.878,6.184
'[17:51:59.128]',0.015,-,0.840,0.830,0.370,2.737,56.366,6.555
'[17:51:59.136]',0.010,-,0.835,0.845,0.381,2.712,56.757,6.936
'[17:51:59.144]',0.040,-,0.830,0.855,0.389,2.676,57.050,7.248
'[17:51:59.152]',0.070,-,0.835,0.875,0.398,2.631,57.294,7.561
'[17:51:59.160]',0.060,-,0.815,0.860,0.406,2.580,57.490,7.874
'[17:51:59.168]',0.210,-,0.675,0.890,0.414,2.521,57.587,8.118
'[17:51:59.176]',0.485,-,0.410,0.980,0.423,2.457,57.587,8.313
'[17:51:59.184]',0.815,-,0.075,1.015,0.432,2.390,57.538,8.430
'[17:51:59.192]',0.905,-,0.020,0.805,0.442,2.319,57.294,8.372
'[17:51:59.200]',0.230,-,0.670,0.630,0.451,2.244,56.903,8.245
'[17:51:59.208]',-0.050,-,0.900,0.590,0.461,2.178,56.317,8.059
'[17:51:59.216]',-0.081,-,0.925,0.735,0.470,2.115,55.536,7.874
'[17:51:59.224]',-0.041,-,0.875,0.820,0.478,2.046,54.608,7.688
'[17:51:59.232]',-0.025,-,0.860,0.850,0.487,1.973,53.680,7.493
'[17:51:59.240]',-0.010,-,0.875,0.860,0.497,1.898,52.800,7.375
'[17:51:59.248]',0.004,-,0.840,0.855,0.508,1.825,52.068,7.180
'[17:51:59.256]',0.015,-,0.830,0.855,0.519,1.753,51.384,6.994
'[17:51:59.264]',0.004,-,0.845,0.860,0.530,1.682,50.749,6.867
'[17:51:59.272]',0.024,-,0.840,0.875,0.542,1.616,50.114,6.750
'[17:51:59.280]',0.015,-,0.845,0.875,0.555,1.555,49.479,6.555
'[17:51:59.288]',0.004,-,0.850,0.860,0.568,1.501,48.844,6.369
'[17:51:59.296]',0.010,-,0.840,0.865,0.582,1.455,48.258,6.184
'[17:51:59.304]',0.044,-,0.820,0.875,0.594,1.415,47.525,6.057
'[17:51:59.312]',0.055,-,0.815,0.865,0.607,1.388,46.841,5.930
'[17:51:59.320]',0.044,-,0.810,0.855,0.619,1.370,46.255,5.871
'[17:51:59.328]',0.070,-,0.795,0.870,0.632,1.357,45.620,5.812
'[17:51:59.336]',0.100,-,0.785,0.875,0.646,1.349,45.034,5.812
'[17:51:59.344]',0.100,-,0.790,0.880,0.660,1.348,44.399,5.685
'[17:51:59.352]',0.130,-,0.745,0.890,0.674,1.354,43.813,5.500
'[17:51:59.360]',0.145,-,0.730,0.875,0.689,1.366,43.178,5.119
'[17:51:59.368]',0.180,-,0.700,0.880,0.703,1.380,42.592,4.621
'[17:51:59.376]',0.210,-,0.680,0.895,0.717,1.398,42.152,4.122
'[17:51:59.384]',0.225,-,0.675,0.905,0.731,1.414,41.713,3.624
'[17:51:59.392]',0.255,-,0.645,0.905,0.745,1.430,41.420,3.243
'[17:51:59.400]',0.270,-,0.635,0.915,0.761,1.443,41.176,2.872
'[17:51:59.408]',0.320,-,0.595,0.920,0.776,1.454,41.127,2.686
'[17:51:59.416]',0.325,-,0.580,0.910,0.793,1.461,41.566,2.559
'[17:51:59.424]',0.315,-,0.600,0.900,0.809,1.464,42.787,2.501
'[17:51:59.432]',0.310,-,0.605,0.910,0.826,1.462,45.474,2.501
'[17:51:59.440]',0.335,-,0.585,0.915,0.843,1.457,50.505,2.618
'[17:51:59.448]',0.275,-,0.645,0.915,0.859,1.447,58.173,2.745
'[17:51:59.456]',0.250,-,0.670,0.905,0.877,1.434,68.479,2.813
'[17:51:59.464]',0.235,-,0.675,0.920,0.891,1.419,80.153,2.745
'[17:51:59.472]',0.220,-,0.685,0.915,0.905,1.404,91.729,2.618
'[17:51:59.480]',0.190,-,0.710,0.915,0.917,1.388,101.986,2.501
'[17:51:59.488]',0.175,-,0.720,0.910,0.930,1.372,110.437,2.432
'[17:51:59.496]',0.140,-,0.765,0.905,0.942,1.357,116.737,2.432
'[17:51:59.504]',0.109,-,0.785,0.900,0.954,1.342,121.036,2.374
'[17:51:59.512]',0.120,-,0.770,0.900,0.966,1.331,123.185,2.305
'[17:51:59.520]',0.125,-,0.765,0.900,0.979,1.322,123.185,2.247
'[17:51:59.528]',0.100,-,0.770,0.895,0.990,1.309,121.378,2.305
'[17:51:59.536]',0.109,-,0.755,0.885,1.001,1.293,118.349,2.432
'[17:51:59.544]',0.115,-,0.750,0.895,1.012,1.277,114.344,2.618
'[17:51:59.552]',0.109,-,0.775,0.900,1.023,1.261,109.557,2.813
'[17:51:59.560]',0.100,-,0.785,0.885,1.034,1.245,104.282,2.999
'[17:51:59.568]',0.109,-,0.790,0.900,1.046,1.230,99.007,3.185
'[17:51:59.576]',0.090,-,0.780,0.875,1.060,1.213,93.976,3.312
'[17:51:59.584]',0.080,-,0.790,0.880,1.073,1.196,89.434,3.497
'[17:51:59.592]',0.105,-,0.765,0.870,1.089,1.181,85.135,3.624
'[17:51:59.600]',0.100,-,0.770,0.870,1.104,1.167,81.130,3.751
'[17:51:59.608]',0.105,-,0.785,0.855,1.120,1.157,77.320,3.937
'[17:51:59.616]',0.075,-,0.795,0.865,1.137,1.151,73.755,4.122
'[17:51:59.624]',0.090,-,0.780,0.855,1.151,1.141,70.384,4.376
'[17:51:59.632]',0.055,-,0.825,0.870,1.167,1.127,66.965,4.621
'[17:51:59.640]',0.105,-,0.785,0.875,1.181,1.111,63.693,4.806
'[17:51:59.648]',0.109,-,0.770,0.890,1.195,1.095,60.420,4.933
'[17:51:59.656]',0.100,-,0.760,0.875,1.210,1.081,57.343,5.002
'[17:51:59.664]',0.130,-,0.745,0.895,1.225,1.075,54.559,5.060
'[17:51:59.672]',0.150,-,0.740,0.910,1.241,1.083,52.117,5.119
'[17:51:59.680]',0.145,-,0.745,0.915,1.257,1.110,50.114,5.119
'[17:51:59.688]',0.135,-,0.750,0.900,1.271,1.165,48.502,5.187
'[17:51:59.696]',0.120,-,0.770,0.885,1.285,1.253,47.379,5.246
'[17:51:59.704]',0.095,-,0.775,0.855,1.297,1.375,46.744,5.304
'[17:51:59.712]',0.085,-,0.785,0.845,1.310,1.503,46.597,5.373
'[17:51:59.720]',0.105,-,0.750,0.850,1.321,1.641,46.793,5.500
'[17:51:59.728]',0.115,-,0.745,0.850,1.333,1.808,47.379,5.558
'[17:51:59.736]',0.095,-,0.780,0.850,1.343,1.988,48.160,5.685
'[17:51:59.744]',0.090,-,0.790,0.850,1.354,2.165,49.186,5.744
'[17:51:59.752]',0.095,-,0.770,0.850,1.363,2.329,50.358,5.871
'[17:51:59.760]',0.035,-,0.825,0.845,1.372,2.471,51.531,5.930
'[17:51:59.768]',0.024,-,0.840,0.835,1.379,2.587,52.800,5.998
'[17:51:59.776]',0.044,-,0.825,0.835,1.386,2.674,53.924,6.057
'[17:51:59.784]',0.030,-,0.840,0.840,1.391,2.733,54.852,6.184
'[17:51:59.792]',0.040,-,0.825,0.825,1.396,2.766,55.633,6.438
'[17:51:59.800]',0.044,-,0.815,0.835,1.398,2.778,56.171,6.750
'[17:51:59.808]',0.055,-,0.805,0.835,1.401,2.771,56.561,7.180
'[17:51:59.816]',0.065,-,0.790,0.840,1.402,2.751,57.001,7.561
'[17:51:59.824]',0.070,-,0.800,0.840,1.403,2.717,57.343,8.001
'[17:51:59.832]',0.060,-,0.810,0.855,1.401,2.673,57.685,8.313
'[17:51:59.840]',0.065,-,0.835,0.860,1.400,2.620,57.929,8.557
'[17:51:59.848]',0.120,-,0.780,0.880,1.398,2.560,58.027,8.811
'[17:51:59.856]',0.390,-,0.550,0.940,1.396,2.496,58.124,8.997
'[17:51:59.864]',0.765,-,0.180,1.040,1.393,2.428,58.027,9.183
'[17:51:59.872]',1.065,-,-0.070,0.890,1.391,2.359,57.929,9.310
'[17:51:59.880]',0.655,-,0.295,0.690,1.387,2.287,57.587,9.368
'[17:51:59.888]',0.075,-,0.795,0.575,1.384,2.214,57.196,9.310
'[17:51:59.896]',-0.086,-,0.915,0.655,1.379,2.138,56.561,9.124
'[17:51:59.904]',-0.065,-,0.890,0.785,1.375,2.061,55.731,8.997
