'Time','II','ABP','PLETH','I'
'[00:17:55.832]',-0.406,0.000,-,-
'[00:17:55.840]',-0.250,0.000,-,-
'[00:17:55.848]',0.000,0.000,-,-
'[00:17:55.856]',-0.117,0.000,-,-
'[00:17:55.864]',-0.430,0.000,-,-
'[00:17:55.872]',-,0.000,-,-
'[00:17:55.880]',-,0.000,-,-
'[00:17:55.888]',-0.375,0.000,-,-
'[00:17:55.896]',-0.203,0.000,-,-
'[00:17:55.904]',-0.133,0.000,-,-
'[00:17:55.912]',0.031,0.000,-,-
'[00:17:55.920]',0.227,0.000,-,-
'[00:17:55.928]',0.344,0.000,-,-
'[00:17:55.936]',0.555,0.000,-,-
'[00:17:55.944]',0.711,0.000,-,-
'[00:17:55.952]',0.586,0.000,-,-
'[00:17:55.960]',0.430,0.000,-,-
'[00:17:55.968]',0.172,0.000,-,-
'[00:17:55.976]',0.117,0.000,-,-
'[00:17:55.984]',0.141,0.000,-,-
'[00:17:55.992]',-0.070,0.000,-,-
'[00:17:56.000]',-0.133,0.000,-,-
'[00:17:56.008]',-0.172,0.000,-,-
'[00:17:56.016]',-0.117,0.000,-,-
'[00:17:56.024]',-0.047,0.000,-,-
'[00:17:56.032]',0.094,0.000,-,-
'[00:17:56.040]',0.195,0.000,-,-
'[00:17:56.048]',0.219,0.000,-,-
'[00:17:56.056]',0.320,0.000,-,-
'[00:17:56.064]',0.375,0.000,-,-
'[00:17:56.072]',0.516,0.000,-,-
'[00:17:56.080]',0.555,0.000,-,-
'[00:17:56.088]',0.586,0.000,-,-
'[00:17:56.096]',0.570,0.000,-,-
'[00:17:56.104]',0.633,0.000,-,-
'[00:17:56.112]',0.555,0.000,-,-
'[00:17:56.120]',0.469,0.000,-,-
'[00:17:56.128]',0.391,0.000,-,-
'[00:17:56.136]',0.469,0.000,-,-
'[00:17:56.144]',0.422,0.000,-,-
'[00:17:56.152]',0.523,0.000,-,-
'[00:17:56.160]',0.594,0.000,-,-
'[00:17:56.168]',0.695,0.000,-,-
'[00:17:56.176]',0.711,0.000,-,-
'[00:17:56.184]',0.602,0.000,-,-
'[00:17:56.192]',0.633,0.000,-,-
'[00:17:56.200]',0.688,0.000,-,-
'[00:17:56.208]',0.742,0.000,-,-
'[00:17:56.216]',0.797,0.000,-,-
'[00:17:56.224]',0.742,0.000,-,-
'[00:17:56.232]',0.711,0.000,-,-
'[00:17:56.240]',0.625,0.000,-,-
'[00:17:56.248]',0.617,0.000,-,-
'[00:17:56.256]',0.586,0.000,-,-
'[00:17:56.264]',0.625,0.000,-,-
'[00:17:56.272]',0.664,0.000,-,-
'[00:17:56.280]',0.656,0.000,-,-
'[00:17:56.288]',0.664,0.000,-,-
'[00:17:56.296]',0.641,0.000,-,-
'[00:17:56.304]',0.586,0.000,-,-
'[00:17:56.312]',0.562,0.000,-,-
'[00:17:56.320]',0.750,0.000,-,-
'[00:17:56.328]',0.930,0.000,-,-
'[00:17:56.336]',1.266,0.000,-,-
'[00:17:56.344]',1.500,0.000,-,-
'[00:17:56.352]',1.438,0.000,-,-
'[00:17:56.360]',0.445,0.000,-,-
'[00:17:56.368]',0.250,0.000,-,-
'[00:17:56.376]',0.344,0.000,-,-
'[00:17:56.384]',0.367,0.000,-,-
'[00:17:56.392]',0.312,0.000,-,-
'[00:17:56.400]',0.367,0.000,-,-
'[00:17:56.408]',0.312,0.000,-,-
'[00:17:56.416]',0.219,0.000,-,-
'[00:17:56.424]',0.211,0.000,-,-
'[00:17:56.432]',0.141,0.000,-,-
'[00:17:56.440]',0.148,0.000,-,-
'[00:17:56.448]',0.125,0.000,-,-
'[00:17:56.456]',0.172,0.000,-,-
'[00:17:56.464]',0.180,0.000,-,-
'[00:17:56.472]',0.156,0.000,-,-
'[00:17:56.480]',0.141,0.000,-,-
'[00:17:56.488]',0.234,0.000,-,-
'[00:17:56.496]',0.227,0.000,-,-
'[00:17:56.504]',0.234,0.000,-,-
'[00:17:56.512]',0.180,0.000,-,-
'[00:17:56.520]',0.219,0.000,-,-
'[00:17:56.528]',0.266,0.000,-,-
'[00:17:56.536]',0.281,0.000,-,-
'[00:17:56.544]',0.266,0.000,-,-
'[00:17:56.552]',0.297,0.000,-,-
'[00:17:56.560]',0.195,0.000,-,-
'[00:17:56.568]',0.234,0.000,-,-
'[00:17:56.576]',0.203,0.000,-,-
'[00:17:56.584]',0.188,0.000,-,-
'[00:17:56.592]',0.406,0.000,-,-
'[00:17:56.600]',0.453,0.000,-,-
'[00:17:56.608]',0.281,0.000,-,-
'[00:17:56.616]',0.281,0.000,-,-
'[00:17:56.624]',0.328,0.000,-,-
'[00:17:56.632]',0.258,0.000,-,-
'[00:17:56.640]',0.148,0.000,-,-
'[00:17:56.648]',0.047,0.000,-,-
'[00:17:56.656]',0.258,0.000,-,-
'[00:17:56.664]',0.336,0.000,-,-
'[00:17:56.672]',0.344,0.000,-,-
'[00:17:56.680]',0.281,0.000,-,-
'[00:17:56.688]',0.250,0.000,-,-
'[00:17:56.696]',0.219,0.000,-,-
'[00:17:56.704]',0.250,0.000,-,-
'[00:17:56.712]',0.195,0.000,-,-
'[00:17:56.720]',0.273,0.000,-,-
'[00:17:56.728]',0.023,0.000,-,-
'[00:17:56.736]',-0.055,0.000,-,-
'[00:17:56.744]',-0.125,0.000,-,-
'[00:17:56.752]',-0.148,0.000,-,-
'[00:17:56.760]',-0.125,0.000,-,-
'[00:17:56.768]',-0.164,0.000,-,-
'[00:17:56.776]',-0.156,0.000,-,-
'[00:17:56.784]',-0.203,0.000,-,-
'[00:17:56.792]',-0.133,0.000,-,-
'[00:17:56.800]',-0.094,0.000,-,-
'[00:17:56.808]',-0.109,0.000,-,-
'[00:17:56.816]',-0.078,0.000,-,-
'[00:17:56.824]',-0.047,0.000,-,-
'[00:17:56.832]',-0.047,0.000,-,-
'[00:17:56.840]',-0.102,0.000,-,-
'[00:17:56.848]',-0.070,0.000,-,-
'[00:17:56.856]',-0.086,0.000,-,-
'[00:17:56.864]',-0.078,0.000,-,-
'[00:17:56.872]',-0.094,0.000,-,-
'[00:17:56.880]',-0.078,0.000,-,-
'[00:17:56.888]',-0.109,0.000,-,-
'[00:17:56.896]',-0.070,0.000,-,-
'[00:17:56.904]',-0.141,0.000,-,-
'[00:17:56.912]',-0.094,0.000,-,-
'[00:17:56.920]',-0.180,0.000,-,-
'[00:17:56.928]',-0.070,0.000,-,-
'[00:17:56.936]',-0.109,0.000,-,-
'[00:17:56.944]',-0.070,0.000,-,-
'[00:17:56.952]',-0.031,0.000,-,-
'[00:17:56.960]',-0.070,0.000,-,-
'[00:17:56.968]',-0.109,0.000,-,-
'[00:17:56.976]',-0.148,0.000,-,-
'[00:17:56.984]',-0.109,0.000,-,-
'[00:17:56.992]',-0.133,0.000,-,-
'[00:17:57.000]',-0.164,0.000,-,-
'[00:17:57.008]',-0.195,0.000,-,-
'[00:17:57.016]',-0.117,0.000,-,-
'[00:17:57.024]',-0.125,0.000,-,-
'[00:17:57.032]',-0.125,0.000,-,-
'[00:17:57.040]',-0.156,0.000,-,-
'[00:17:57.048]',-0.180,0.000,-,-
'[00:17:57.056]',-0.133,0.000,-,-
'[00:17:57.064]',-0.156,0.000,-,-
'[00:17:57.072]',-0.109,0.000,-,-
'[00:17:57.080]',-0.086,0.000,-,-
'[00:17:57.088]',-0.078,0.000,-,-
'[00:17:57.096]',0.000,0.000,-,-
'[00:17:57.104]',0.031,0.000,-,-
'[00:17:57.112]',0.047,0.000,-,-
'[00:17:57.120]',-0.109,0.000,-,-
'[00:17:57.128]',-0.133,0.000,-,-
'[00:17:57.136]',-0.109,0.000,-,-
'[00:17:57.144]',-0.234,0.000,-,-
'[00:17:57.152]',-0.305,0.000,-,-
'[00:17:57.160]',-0.242,0.000,-,-
'[00:17:57.168]',-0.250,0.000,-,-
'[00:17:57.176]',-0.203,0.000,-,-
'[00:17:57.184]',-0.258,0.000,-,-
'[00:17:57.192]',-0.094,0.000,-,-
'[00:17:57.200]',0.211,0.000,-,-
'[00:17:57.208]',0.633,0.000,-,-
'[00:17:57.216]',0.945,0.000,-,-
'[00:17:57.224]',0.523,0.000,-,-
'[00:17:57.232]',-0.305,0.000,-,-
'[00:17:57.240]',-0.375,0.000,-,-
'[00:17:57.248]',-0.234,0.000,-,-
'[00:17:57.256]',-0.164,0.000,-,-
'[00:17:57.264]',-0.250,0.000,-,-
'[00:17:57.272]',-0.234,0.000,-,-
'[00:17:57.280]',-0.172,0.000,-,-
'[00:17:57.288]',-0.109,0.000,-,-
'[00:17:57.296]',-0.141,0.000,-,-
'[00:17:57.304]',-0.164,0.000,-,-
'[00:17:57.312]',-0.195,0.000,-,-
'[00:17:57.320]',-0.250,0.000,-,-
'[00:17:57.328]',-0.289,0.000,-,-
'[00:17:57.336]',-0.219,0.000,-,-
'[00:17:57.344]',-0.180,0.000,-,-
'[00:17:57.352]',-0.242,0.000,-,-
'[00:17:57.360]',-0.273,0.000,-,-
'[00:17:57.368]',-0.117,0.000,-,-
'[00:17:57.376]',0.102,0.000,-,-
'[00:17:57.384]',0.297,0.000,-,-
'[00:17:57.392]',0.344,0.000,-,-
'[00:17:57.400]',0.164,0.000,-,-
'[00:17:57.408]',0.109,0.000,-,-
'[00:17:57.416]',0.016,0.000,-,-
'[00:17:57.424]',0.000,0.000,-,-
'[00:17:57.432]',0.195,0.000,-,-
'[00:17:57.440]',-0.039,0.000,-,-
'[00:17:57.448]',-0.344,0.000,-,-
'[00:17:57.456]',-0.398,0.000,-,-
'[00:17:57.464]',-0.227,0.000,-,-
'[00:17:57.472]',-0.258,0.000,-,-
'[00:17:57.480]',-0.125,0.000,-,-
'[00:17:57.488]',-0.094,0.000,-,-
'[00:17:57.496]',-0.008,0.000,-,-
'[00:17:57.504]',0.078,0.000,-,-
'[00:17:57.512]',0.070,0.000,-,-
'[00:17:57.520]',-0.109,0.000,-,-
'[00:17:57.528]',-0.195,0.000,-,-
'[00:17:57.536]',0.008,0.000,-,-
'[00:17:57.544]',-0.055,0.000,-,-
'[00:17:57.552]',-0.273,0.000,-,-
'[00:17:57.560]',-0.406,0.000,-,-
'[00:17:57.568]',-0.383,0.000,-,-
'[00:17:57.576]',-0.469,0.000,-,-
'[00:17:57.584]',-0.234,0.000,-,-
'[00:17:57.592]',-0.164,0.000,-,-
'[00:17:57.600]',-0.422,0.000,-,-
'[00:17:57.608]',-0.359,0.000,-,-
'[00:17:57.616]',-0.312,0.000,-,-
'[00:17:57.624]',-0.367,0.000,-,-
'[00:17:57.632]',-0.375,0.000,-,-
'[00:17:57.640]',-0.203,0.000,-,-
'[00:17:57.648]',-0.133,0.000,-,-
'[00:17:57.656]',-0.312,0.000,-,-
'[00:17:57.664]',0.016,0.000,-,-
'[00:17:57.672]',-0.039,0.000,-,-
'[00:17:57.680]',-0.039,0.000,-,-
'[00:17:57.688]',-0.133,0.000,-,-
'[00:17:57.696]',-0.172,0.000,-,-
'[00:17:57.704]',-0.133,0.000,-,-
'[00:17:57.712]',-0.086,0.000,-,-
'[00:17:57.720]',-0.164,0.000,-,-
'[00:17:57.728]',-0.070,0.000,-,-
'[00:17:57.736]',-0.242,0.000,-,-
'[00:17:57.744]',-0.258,0.000,-,-
'[00:17:57.752]',-0.102,0.000,-,-
'[00:17:57.760]',-0.164,0.000,-,-
'[00:17:57.768]',0.406,0.000,-,-
'[00:17:57.776]',-0.008,0.000,-,-
'[00:17:57.784]',-0.227,0.000,-,-
'[00:17:57.792]',-0.039,0.000,-,-
'[00:17:57.800]',-0.039,0.000,-,-
'[00:17:57.808]',0.117,0.000,-,-
'[00:17:57.816]',-0.164,0.000,-,-
'[00:17:57.824]',-0.289,0.000,-,-
'[00:17:57.832]',-0.180,0.000,-,-
'[00:17:57.840]',-0.156,0.000,-,-
'[00:17:57.848]',-0.188,0.000,-,-
'[00:17:57.856]',0.047,0.000,-,-
'[00:17:57.864]',-0.094,0.000,-,-
'[00:17:57.872]',0.102,0.000,-,-
'[00:17:57.880]',0.336,0.000,-,-
'[00:17:57.888]',0.453,0.000,-,-
'[00:17:57.896]',-0.055,0.000,-,-
'[00:17:57.904]',-0.164,0.000,-,-
'[00:17:57.912]',-0.281,0.000,-,-
'[00:17:57.920]',-0.383,0.000,-,-
'[00:17:57.928]',-0.297,0.000,-,-
'[00:17:57.936]',-0.219,0.000,-,-
'[00:17:57.944]',-0.023,0.000,-,-
'[00:17:57.952]',-0.344,0.000,-,-
'[00:17:57.960]',-0.180,0.000,-,-
'[00:17:57.968]',-0.258,0.000,-,-
'[00:17:57.976]',-0.375,0.000,-,-
'[00:17:57.984]',-0.391,0.000,-,-
'[00:17:57.992]',-0.016,0.000,-,-
'[00:17:58.000]',0.016,0.000,-,-
'[00:17:58.008]',0.047,0.000,-,-
'[00:17:58.016]',0.141,0.000,-,-
'[00:17:58.024]',0.055,0.000,-,-
'[00:17:58.032]',0.523,0.000,-,-
'[00:17:58.040]',0.734,0.000,-,-
'[00:17:58.048]',0.742,0.000,-,-
'[00:17:58.056]',0.273,0.000,-,-
'[00:17:58.064]',0.602,0.000,-,-
'[00:17:58.072]',0.930,0.000,-,-
'[00:17:58.080]',1.016,0.000,-,-
'[00:17:58.088]',-0.375,0.000,-,-
'[00:17:58.096]',-,0.000,-,-
'[00:17:58.104]',-,0.000,-,-
'[00:17:58.112]',-,0.000,-,-
'[00:17:58.120]',-,0.000,-,-
'[00:17:58.128]',-,0.000,-,-
'[00:17:58.136]',-,0.000,-,-
'[00:17:58.144]',-,0.000,-,-
'[00:17:58.152]',-,0.000,-,-
'[00:17:58.160]',-0.484,0.000,-,-
'[00:17:58.168]',-0.367,0.000,-,-
'[00:17:58.176]',-0.008,0.000,-,-
'[00:17:58.184]',0.133,0.000,-,-
'[00:17:58.192]',-0.242,0.000,-,-
'[00:17:58.200]',-0.258,0.000,-,-
'[00:17:58.208]',-0.266,0.000,-,-
'[00:17:58.216]',0.031,0.000,-,-
'[00:17:58.224]',0.047,0.000,-,-
'[00:17:58.232]',0.258,0.000,-,-
'[00:17:58.240]',-0.086,0.000,-,-
'[00:17:58.248]',0.062,0.000,-,-
'[00:17:58.256]',0.156,0.000,-,-
'[00:17:58.264]',0.195,0.000,-,-
'[00:17:58.272]',-0.133,0.000,-,-
'[00:17:58.280]',0.047,0.000,-,-
'[00:17:58.288]',-0.258,0.000,-,-
'[00:17:58.296]',-0.266,0.000,-,-
'[00:17:58.304]',0.086,0.000,-,-
'[00:17:58.312]',0.047,0.000,-,-
'[00:17:58.320]',0.039,0.000,-,-
'[00:17:58.328]',0.148,0.000,-,-
'[00:17:58.336]',0.227,0.000,-,-
'[00:17:58.344]',0.141,0.000,-,-
'[00:17:58.352]',0.234,0.000,-,-
'[00:17:58.360]',0.383,0.000,-,-
'[00:17:58.368]',0.375,0.000,-,-
'[00:17:58.376]',0.250,0.000,-,-
'[00:17:58.384]',0.062,0.000,-,-
'[00:17:58.392]',0.078,0.000,-,-
'[00:17:58.400]',0.008,0.000,-,-
'[00:17:58.408]',-0.148,0.000,-,-
'[00:17:58.416]',-0.180,0.000,-,-
'[00:17:58.424]',-0.195,0.000,-,-
'[00:17:58.432]',-0.109,0.000,-,-
'[00:17:58.440]',-0.094,0.000,-,-
'[00:17:58.448]',-0.188,0.000,-,-
'[00:17:58.456]',-0.375,0.000,-,-
'[00:17:58.464]',-,0.000,-,-
'[00:17:58.472]',-0.414,0.000,-,-
'[00:17:58.480]',-0.484,0.000,-,-
'[00:17:58.488]',-,0.000,-,-
'[00:17:58.496]',-,0.000,-,-
'[00:17:58.504]',-,0.000,-,-
'[00:17:58.512]',-,0.000,-,-
'[00:17:58.520]',-0.484,0.000,-,-
'[00:17:58.528]',-,0.000,-,-
'[00:17:58.536]',-0.461,0.000,-,-
'[00:17:58.544]',-0.320,0.000,-,-
'[00:17:58.552]',-0.109,0.000,-,-
'[00:17:58.560]',-0.414,0.000,-,-
'[00:17:58.568]',-0.469,0.000,-,-
'[00:17:58.576]',-0.328,0.000,-,-
'[00:17:58.584]',-0.242,0.000,-,-
'[00:17:58.592]',-0.281,0.000,-,-
'[00:17:58.600]',-0.336,0.000,-,-
'[00:17:58.608]',-0.438,0.000,-,-
'[00:17:58.616]',-,0.000,-,-
'[00:17:58.624]',-,0.000,-,-
'[00:17:58.632]',-,0.000,-,-
'[00:17:58.640]',-,0.000,-,-
'[00:17:58.648]',-,0.000,-,-
'[00:17:58.656]',-,0.000,-,-
'[00:17:58.664]',-,0.000,-,-
'[00:17:58.672]',-,0.000,-,-
'[00:17:58.680]',-,0.000,-,-
'[00:17:58.688]',-,0.000,-,-
'[00:17:58.696]',-,0.000,-,-
'[00:17:58.704]',-,0.000,-,-
'[00:17:58.712]',-,0.000,-,-
'[00:17:58.720]',-,0.000,-,-
'[00:17:58.728]',-,0.000,-,-
'[00:17:58.736]',-,0.000,-,-
'[00:17:58.744]',-0.469,0.000,-,-
'[00:17:58.752]',-0.250,0.000,-,-
'[00:17:58.760]',-0.023,0.000,-,-
'[00:17:58.768]',0.062,0.000,-,-
'[00:17:58.776]',0.133,0.000,-,-
'[00:17:58.784]',0.164,0.000,-,-
'[00:17:58.792]',0.320,0.000,-,-
'[00:17:58.800]',0.141,0.000,-,-
'[00:17:58.808]',0.070,0.000,-,-
'[00:17:58.816]',0.148,0.000,-,-
'[00:17:58.824]',0.180,0.000,-,-
'[00:17:58.832]',0.203,0.000,-,-
'[00:17:58.840]',0.180,0.000,-,-
'[00:17:58.848]',0.273,0.000,-,-
'[00:17:58.856]',0.367,0.000,-,-
'[00:17:58.864]',0.469,0.000,-,-
'[00:17:58.872]',0.492,0.000,-,-
'[00:17:58.880]',0.445,0.000,-,-
'[00:17:58.888]',0.438,0.000,-,-
'[00:17:58.896]',0.578,0.000,-,-
'[00:17:58.904]',0.906,0.000,-,-
'[00:17:58.912]',1.375,0.000,-,-
'[00:17:58.920]',1.500,0.000,-,-
'[00:17:58.928]',0.906,0.000,-,-
'[00:17:58.936]',0.297,0.000,-,-
'[00:17:58.944]',0.070,0.000,-,-
'[00:17:58.952]',0.141,0.000,-,-
'[00:17:58.960]',0.117,0.000,-,-
'[00:17:58.968]',0.406,0.000,-,-
'[00:17:58.976]',0.086,0.000,-,-
'[00:17:58.984]',0.070,0.000,-,-
'[00:17:58.992]',0.156,0.000,-,-
'[00:17:59.000]',0.047,0.000,-,-
'[00:17:59.008]',-0.188,0.000,-,-
'[00:17:59.016]',-0.320,0.000,-,-
'[00:17:59.024]',-0.344,0.000,-,-
'[00:17:59.032]',-0.312,0.000,-,-
'[00:17:59.040]',-,0.000,-,-
'[00:17:59.048]',-,0.000,-,-
'[00:17:59.056]',-,0.000,-,-
'[00:17:59.064]',-,0.000,-,-
'[00:17:59.072]',-,0.000,-,-
'[00:17:59.080]',-,0.000,-,-
'[00:17:59.088]',-,0.000,-,-
'[00:17:59.096]',-,0.000,-,-
'[00:17:59.104]',-,0.000,-,-
'[00:17:59.112]',-,0.000,-,-
'[00:17:59.120]',-,0.000,-,-
'[00:17:59.128]',-,0.000,-,-
'[00:17:59.136]',-,0.000,-,-
'[00:17:59.144]',-,0.000,-,-
'[00:17:59.152]',-,0.000,-,-
'[00:17:59.160]',-,0.000,-,-
'[00:17:59.168]',-,0.000,-,-
'[00:17:59.176]',-,0.000,-,-
'[00:17:59.184]',-,0.000,-,-
'[00:17:59.192]',-,0.000,-,-
'[00:17:59.200]',-0.336,0.000,-,-
'[00:17:59.208]',-0.125,0.000,-,-
'[00:17:59.216]',0.086,0.000,-,-
'[00:17:59.224]',0.211,0.000,-,-
'[00:17:59.232]',0.320,0.000,-,-
'[00:17:59.240]',0.344,0.000,-,-
'[00:17:59.248]',0.250,0.000,-,-
'[00:17:59.256]',0.266,0.000,-,-
'[00:17:59.264]',0.320,0.000,-,-
'[00:17:59.272]',0.289,0.000,-,-
'[00:17:59.280]',0.188,0.000,-,-
'[00:17:59.288]',0.195,0.000,-,-
'[00:17:59.296]',0.148,0.000,-,-
'[00:17:59.304]',0.258,0.000,-,-
'[00:17:59.312]',0.211,0.000,-,-
'[00:17:59.320]',0.227,0.000,-,-
'[00:17:59.328]',0.211,0.000,-,-
'[00:17:59.336]',0.500,0.000,-,-
'[00:17:59.344]',0.359,0.000,-,-
'[00:17:59.352]',0.352,0.000,-,-
'[00:17:59.360]',0.406,0.000,-,-
'[00:17:59.368]',0.391,0.000,-,-
'[00:17:59.376]',0.453,0.000,-,-
'[00:17:59.384]',0.445,0.000,-,-
'[00:17:59.392]',0.438,0.000,-,-
'[00:17:59.400]',0.484,0.000,-,-
'[00:17:59.408]',0.352,0.000,-,-
'[00:17:59.416]',0.352,0.000,-,-
'[00:17:59.424]',0.328,0.000,-,-
'[00:17:59.432]',0.320,0.000,-,-
'[00:17:59.440]',0.391,0.000,-,-
'[00:17:59.448]',0.312,0.000,-,-
'[00:17:59.456]',0.453,0.000,-,-
'[00:17:59.464]',0.359,0.000,-,-
'[00:17:59.472]',0.469,0.000,-,-
'[00:17:59.480]',0.562,0.000,-,-
'[00:17:59.488]',0.281,0.000,-,-
'[00:17:59.496]',0.266,0.000,-,-
'[00:17:59.504]',0.414,0.000,-,-
'[00:17:59.512]',0.391,0.000,-,-
'[00:17:59.520]',0.477,0.000,-,-
'[00:17:59.528]',0.492,0.000,-,-
'[00:17:59.536]',0.461,0.000,-,-
'[00:17:59.544]',0.320,0.000,-,-
'[00:17:59.552]',0.219,0.000,-,-
'[00:17:59.560]',0.266,0.000,-,-
'[00:17:59.568]',0.359,0.000,-,-
'[00:17:59.576]',0.375,0.000,-,-
'[00:17:59.584]',0.391,0.000,-,-
'[00:17:59.592]',0.375,0.000,-,-
'[00:17:59.600]',0.477,0.000,-,-
'[00:17:59.608]',0.555,0.000,-,-
'[00:17:59.616]',0.781,0.000,-,-
'[00:17:59.624]',0.711,0.000,-,-
'[00:17:59.632]',0.703,0.000,-,-
'[00:17:59.640]',0.797,0.000,-,-
'[00:17:59.648]',0.742,0.000,-,-
'[00:17:59.656]',0.711,0.000,-,-
'[00:17:59.664]',0.695,0.000,-,-
'[00:17:59.672]',0.961,0.000,-,-
'[00:17:59.680]',1.078,0.000,-,-
'[00:17:59.688]',0.422,0.000,-,-
'[00:17:59.696]',0.547,0.000,-,-
'[00:17:59.704]',0.625,0.000,-,-
'[00:17:59.712]',0.664,0.000,-,-
'[00:17:59.720]',0.594,0.000,-,-
'[00:17:59.728]',0.531,0.000,-,-
'[00:17:59.736]',0.516,0.000,-,-
'[00:17:59.744]',0.711,0.000,-,-
'[00:17:59.752]',1.094,0.000,-,-
'[00:17:59.760]',1.398,0.000,-,-
'[00:17:59.768]',1.500,0.000,-,-
'[00:17:59.776]',0.922,0.000,-,-
'[00:17:59.784]',0.297,0.000,-,-
'[00:17:59.792]',0.453,0.000,-,-
'[00:17:59.800]',0.617,0.000,-,-
'[00:17:59.808]',0.703,0.000,-,-
'[00:17:59.816]',0.695,0.000,-,-
'[00:17:59.824]',0.742,0.000,-,-
'[00:17:59.832]',0.586,0.000,-,-
'[00:17:59.840]',0.555,0.000,-,-
'[00:17:59.848]',0.688,0.000,-,-
'[00:17:59.856]',0.711,0.000,-,-
'[00:17:59.864]',0.273,0.000,-,-
'[00:17:59.872]',0.547,0.000,-,-
'[00:17:59.880]',0.289,0.000,-,-
'[00:17:59.888]',0.148,0.000,-,-
'[00:17:59.896]',0.117,0.000,-,-
'[00:17:59.904]',0.172,0.000,-,-
'[00:17:59.912]',0.211,0.000,-,-
'[00:17:59.920]',0.227,0.000,-,-
'[00:17:59.928]',0.281,0.000,-,-
'[00:17:59.936]',0.320,0.000,-,-
'[00:17:59.944]',0.305,0.000,-,-
'[00:17:59.952]',0.453,0.000,-,-
'[00:17:59.960]',0.508,0.000,-,-
'[00:17:59.968]',0.602,0.000,-,-
'[00:17:59.976]',0.695,0.000,-,-
'[00:17:59.984]',0.719,0.000,-,-
'[00:17:59.992]',0.758,0.000,-,-
'[00:18:00.000]',0.820,0.000,-,-
'[00:18:00.008]',0.875,0.000,-,-
'[00:18:00.016]',0.852,0.000,-,-
'[00:18:00.024]',1.047,0.000,-,-
'[00:18:00.032]',0.945,0.000,-,-
'[00:18:00.040]',0.805,0.000,-,-
'[00:18:00.048]',0.852,0.000,-,-
'[00:18:00.056]',0.992,0.000,-,-
'[00:18:00.064]',0.773,0.000,-,-
'[00:18:00.072]',0.547,0.000,-,-
'[00:18:00.080]',0.531,0.000,-,-
'[00:18:00.088]',0.594,0.000,-,-
'[00:18:00.096]',0.562,0.000,-,-
'[00:18:00.104]',0.547,0.000,-,-
'[00:18:00.112]',0.500,0.000,-,-
'[00:18:00.120]',0.531,0.000,-,-
'[00:18:00.128]',0.453,0.000,-,-
'[00:18:00.136]',0.492,0.000,-,-
'[00:18:00.144]',0.555,0.000,-,-
'[00:18:00.152]',0.641,0.000,-,-
'[00:18:00.160]',0.727,0.000,-,-
'[00:18:00.168]',0.688,0.000,-,-
'[00:18:00.176]',0.727,0.000,-,-
'[00:18:00.184]',0.766,0.000,-,-
'[00:18:00.192]',0.812,0.000,-,-
'[00:18:00.200]',0.734,0.000,-,-
'[00:18:00.208]',0.703,0.000,-,-
'[00:18:00.216]',0.805,0.000,-,-
'[00:18:00.224]',0.945,0.000,-,-
'[00:18:00.232]',1.078,0.000,-,-
'[00:18:00.240]',0.688,0.000,-,-
'[00:18:00.248]',0.625,0.000,-,-
'[00:18:00.256]',0.672,0.000,-,-
'[00:18:00.264]',0.664,0.000,-,-
'[00:18:00.272]',0.719,0.000,-,-
'[00:18:00.280]',0.750,0.000,-,-
'[00:18:00.288]',0.695,0.000,-,-
'[00:18:00.296]',0.695,0.000,-,-
'[00:18:00.304]',0.664,0.000,-,-
'[00:18:00.312]',0.672,0.000,-,-
'[00:18:00.320]',0.719,0.000,-,-
'[00:18:00.328]',0.781,0.000,-,-
'[00:18:00.336]',0.805,0.000,-,-
'[00:18:00.344]',0.828,0.000,-,-
'[00:18:00.352]',0.820,0.000,-,-
'[00:18:00.360]',0.945,0.000,-,-
'[00:18:00.368]',1.000,0.000,-,-
'[00:18:00.376]',1.016,0.000,-,-
'[00:18:00.384]',1.000,0.000,-,-
'[00:18:00.392]',0.992,0.000,-,-
'[00:18:00.400]',1.031,0.000,-,-
'[00:18:00.408]',0.906,0.000,-,-
'[00:18:00.416]',1.016,0.000,-,-
'[00:18:00.424]',1.117,0.000,-,-
'[00:18:00.432]',0.750,0.000,-,-
'[00:18:00.440]',0.375,0.000,-,-
'[00:18:00.448]',0.320,0.000,-,-
'[00:18:00.456]',0.250,0.000,-,-
'[00:18:00.464]',0.156,0.000,-,-
'[00:18:00.472]',0.094,0.000,-,-
'[00:18:00.480]',0.008,0.000,-,-
'[00:18:00.488]',-0.109,0.000,-,-
'[00:18:00.496]',-0.148,0.000,-,-
'[00:18:00.504]',-0.219,0.000,-,-
'[00:18:00.512]',-0.234,0.000,-,-
'[00:18:00.520]',-0.086,0.000,-,-
'[00:18:00.528]',-0.039,0.000,-,-
'[00:18:00.536]',0.211,0.000,-,-
'[00:18:00.544]',0.664,0.000,-,-
'[00:18:00.552]',0.805,0.000,-,-
'[00:18:00.560]',-0.219,0.000,-,-
'[00:18:00.568]',-0.398,0.000,-,-
'[00:18:00.576]',-0.258,0.000,-,-
'[00:18:00.584]',-0.180,0.000,-,-
'[00:18:00.592]',-0.102,0.000,-,-
'[00:18:00.600]',-0.070,0.000,-,-
'[00:18:00.608]',-0.133,0.000,-,-
'[00:18:00.616]',-0.102,0.000,-,-
'[00:18:00.624]',-0.062,0.000,-,-
'[00:18:00.632]',0.000,0.000,-,-
'[00:18:00.640]',0.117,0.000,-,-
'[00:18:00.648]',0.336,0.000,-,-
