'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'
'[15:31:32.664]',-0.205,-,0.845,0.930,0.329,1.652,107.261,10.559
'[15:31:32.672]',-0.211,-,0.855,0.925,0.323,1.651,107.066,10.749
'[15:31:32.680]',-0.196,-,0.845,0.935,0.317,1.654,106.558,10.806
'[15:31:32.688]',-0.196,-,0.845,0.930,0.312,1.661,105.620,10.622
'[15:31:32.696]',-0.180,-,0.835,0.940,0.307,1.674,104.292,10.686
'[15:31:32.704]',-0.180,-,0.840,0.930,0.302,1.693,102.611,11.060
'[15:31:32.712]',-0.171,-,0.825,0.935,0.298,1.720,100.423,11.308
'[15:31:32.720]',-0.171,-,0.831,0.925,0.294,1.757,97.922,11.308
'[15:31:32.728]',-0.166,-,0.825,0.930,0.290,1.803,95.187,11.810
'[15:31:32.736]',-0.171,-,0.825,0.925,0.286,1.857,92.491,13.619
'[15:31:32.744]',-0.160,-,0.820,0.925,0.283,1.917,90.185,15.746
'[15:31:32.752]',-0.160,-,0.825,0.915,0.280,1.979,88.427,16.311
'[15:31:32.760]',-0.160,-,0.825,0.920,0.278,2.039,87.372,14.432
'[15:31:32.768]',-0.166,-,0.825,0.915,0.275,2.093,86.942,11.187
'[15:31:32.776]',-0.160,-,0.820,0.915,0.273,2.139,87.059,8.248
'[15:31:32.784]',-0.155,-,0.820,0.920,0.272,2.176,87.607,6.749
'[15:31:32.792]',-0.160,-,0.825,0.915,0.270,2.200,88.349,6.870
'[15:31:32.800]',-0.151,-,0.820,0.915,0.269,2.214,89.248,8.311
'[15:31:32.808]',-0.155,-,0.825,0.915,0.268,2.222,90.068,10.000
'[15:31:32.816]',-0.146,-,0.815,0.915,0.267,2.223,90.850,10.870
'[15:31:32.824]',-0.155,-,0.825,0.915,0.266,2.218,91.475,10.870
'[15:31:32.832]',-0.146,-,0.815,0.915,0.265,2.206,91.983,10.432
'[15:31:32.840]',-0.151,-,0.825,0.910,0.264,2.189,92.256,9.810
'[15:31:32.848]',-0.140,-,0.815,0.915,0.264,2.168,92.256,8.933
'[15:31:32.856]',-0.140,-,0.820,0.915,0.263,2.147,92.100,8.248
'[15:31:32.864]',-0.130,-,0.811,0.920,0.263,2.127,91.788,8.311
'[15:31:32.872]',-0.120,-,0.805,0.920,0.262,2.110,91.358,8.870
'[15:31:32.880]',-0.100,-,0.795,0.940,0.261,2.096,90.850,9.244
'[15:31:32.888]',-0.106,-,0.795,0.940,0.259,2.084,90.225,9.187
'[15:31:32.896]',-0.090,-,0.775,0.956,0.258,2.075,89.678,9.060
'[15:31:32.904]',-0.075,-,0.775,0.965,0.256,2.067,89.130,9.371
'[15:31:32.912]',-0.065,-,0.771,0.950,0.254,2.061,88.427,9.619
'[15:31:32.920]',-0.081,-,0.775,0.925,0.251,2.056,87.724,9.498
'[15:31:32.928]',-0.075,-,0.771,0.930,0.248,2.054,86.981,9.308
'[15:31:32.936]',-0.081,-,0.775,0.935,0.246,2.053,86.239,9.562
'[15:31:32.944]',-0.081,-,0.775,0.935,0.243,2.051,85.614,10.000
'[15:31:32.952]',-0.110,-,0.795,0.930,0.241,2.047,84.988,10.248
'[15:31:32.960]',-0.115,-,0.800,0.925,0.238,2.042,84.441,10.311
'[15:31:32.968]',-0.126,-,0.805,0.910,0.236,2.035,83.933,10.559
'[15:31:32.976]',-0.130,-,0.800,0.910,0.234,2.023,83.543,10.806
'[15:31:32.984]',-0.115,-,0.805,0.910,0.231,2.006,83.230,10.933
'[15:31:32.992]',-0.126,-,0.800,0.910,0.229,1.985,82.918,11.124
'[15:31:33.000]',-0.115,-,0.800,0.905,0.227,1.965,82.605,11.435
'[15:31:33.008]',-0.126,-,0.805,0.910,0.225,1.942,82.292,11.683
'[15:31:33.016]',-0.115,-,0.800,0.915,0.223,1.920,81.980,11.562
'[15:31:33.024]',-0.135,-,0.795,1.041,0.221,1.896,81.667,11.371
'[15:31:33.032]',-0.140,-,0.771,1.261,0.219,1.876,81.315,11.619
'[15:31:33.040]',-0.005,-,0.665,1.471,0.217,1.858,81.003,11.937
'[15:31:33.048]',0.375,-,0.455,1.186,0.215,1.842,80.690,11.937
'[15:31:33.056]',0.825,-,0.295,0.395,0.214,1.827,80.495,11.810
'[15:31:33.064]',1.070,-,0.214,-0.186,0.212,1.815,80.260,12.000
'[15:31:33.072]',0.410,-,0.565,-0.251,0.211,1.808,80.065,12.375
'[15:31:33.080]',-0.081,-,0.786,0.170,0.210,1.804,79.791,12.559
'[15:31:33.088]',-0.120,-,0.795,0.550,0.209,1.803,79.479,12.686
'[15:31:33.096]',-0.000,-,0.710,0.800,0.209,1.802,79.166,13.562
'[15:31:33.104]',0.020,-,0.705,0.920,0.209,1.802,78.932,15.619
'[15:31:33.112]',-0.025,-,0.735,0.950,0.208,1.802,78.619,17.371
'[15:31:33.120]',-0.070,-,0.766,0.965,0.208,1.802,78.385,16.806
'[15:31:33.128]',-0.090,-,0.775,0.985,0.208,1.802,78.072,13.810
'[15:31:33.136]',-0.106,-,0.791,1.000,0.208,1.802,77.799,10.057
'[15:31:33.144]',-0.100,-,0.780,1.010,0.209,1.802,77.564,7.619
'[15:31:33.152]',-0.106,-,0.786,1.021,0.209,1.802,77.252,7.435
'[15:31:33.160]',-0.100,-,0.775,1.021,0.209,1.799,76.978,8.997
'[15:31:33.168]',-0.100,-,0.775,1.030,0.209,1.793,76.744,10.870
'[15:31:33.176]',-0.090,-,0.771,1.035,0.210,1.785,76.509,12.121
'[15:31:33.184]',-0.081,-,0.771,1.035,0.210,1.775,76.236,12.559
'[15:31:33.192]',-0.086,-,0.755,1.035,0.211,1.766,76.040,12.311
'[15:31:33.200]',-0.070,-,0.755,1.035,0.211,1.759,75.728,11.619
'[15:31:33.208]',-0.055,-,0.760,1.035,0.212,1.752,75.415,10.686
'[15:31:33.216]',-0.045,-,0.750,1.041,0.212,1.747,75.181,10.311
'[15:31:33.224]',-0.050,-,0.745,1.035,0.213,1.743,74.946,10.622
'[15:31:33.232]',-0.030,-,0.735,1.041,0.213,1.738,74.751,11.124
'[15:31:33.240]',-0.025,-,0.730,1.041,0.214,1.734,74.555,11.244
'[15:31:33.248]',-0.010,-,0.725,1.050,0.214,1.731,74.438,11.244
'[15:31:33.256]',-0.000,-,0.720,1.050,0.215,1.726,74.243,11.498
'[15:31:33.264]',0.015,-,0.705,1.061,0.215,1.722,74.008,11.683
'[15:31:33.272]',0.020,-,0.705,1.061,0.216,1.720,73.735,11.371
'[15:31:33.280]',0.044,-,0.690,1.070,0.216,1.718,73.422,10.686
'[15:31:33.288]',0.050,-,0.695,1.075,0.217,1.717,73.188,10.248
'[15:31:33.296]',0.070,-,0.675,1.081,0.217,1.718,72.992,10.248
'[15:31:33.304]',0.080,-,0.665,1.086,0.218,1.717,72.914,10.057
'[15:31:33.312]',0.109,-,0.650,1.101,0.218,1.714,73.110,9.619
'[15:31:33.320]',0.120,-,0.640,1.101,0.219,1.711,73.735,9.308
'[15:31:33.328]',0.150,-,0.620,1.110,0.219,1.708,75.298,9.498
'[15:31:33.336]',0.165,-,0.610,1.115,0.220,1.703,78.189,9.619
'[15:31:33.344]',0.205,-,0.590,1.126,0.220,1.701,82.566,9.124
'[15:31:33.352]',0.215,-,0.580,1.126,0.221,1.700,88.036,8.311
'[15:31:33.360]',0.250,-,0.555,1.126,0.221,1.698,94.171,7.873
'[15:31:33.368]',0.270,-,0.545,1.120,0.221,1.697,100.306,7.810
'[15:31:33.376]',0.300,-,0.535,1.115,0.222,1.694,105.698,7.619
'[15:31:33.384]',0.330,-,0.515,1.095,0.222,1.700,109.918,7.562
'[15:31:33.392]',0.355,-,0.495,1.075,0.222,1.713,112.888,8.622
'[15:31:33.400]',0.375,-,0.485,1.050,0.221,1.718,114.490,10.870
'[15:31:33.408]',0.395,-,0.475,1.021,0.221,1.720,115.076,12.622
'[15:31:33.416]',0.400,-,0.470,0.990,0.220,1.721,114.607,11.746
'[15:31:33.424]',0.380,-,0.485,0.960,0.220,1.721,113.513,8.311
'[15:31:33.432]',0.345,-,0.510,0.935,0.220,1.720,111.989,4.432
'[15:31:33.440]',0.280,-,0.550,0.915,0.220,1.717,110.309,2.622
'[15:31:33.448]',0.205,-,0.595,0.910,0.219,1.713,108.434,4.248
'[15:31:33.456]',0.115,-,0.660,0.905,0.218,1.708,106.324,8.559
'[15:31:33.464]',0.035,-,0.700,0.900,0.216,1.702,103.940,12.686
'[15:31:33.472]',-0.050,-,0.755,0.895,0.214,1.696,101.986,13.435
'[15:31:33.480]',-0.100,-,0.786,0.900,0.213,1.692,100.814,10.311
'[15:31:33.488]',-0.155,-,0.820,0.895,0.211,1.691,100.384,5.873
'[15:31:33.496]',-0.180,-,0.835,0.900,0.209,1.694,100.540,3.435
'[15:31:33.504]',-0.211,-,0.855,0.895,0.207,1.697,100.931,4.933
'[15:31:33.512]',-0.211,-,0.855,0.910,0.206,1.698,101.361,9.562
'[15:31:33.520]',-0.225,-,0.871,0.910,0.204,1.700,101.791,14.000
'[15:31:33.528]',-0.216,-,0.855,0.915,0.203,1.701,102.299,14.806
'[15:31:33.536]',-0.225,-,0.860,0.915,0.201,1.700,103.002,11.619
'[15:31:33.544]',-0.211,-,0.845,0.925,0.200,1.698,103.823,6.870
'[15:31:33.552]',-0.216,-,0.851,0.925,0.198,1.696,104.604,3.746
'[15:31:33.560]',-0.205,-,0.840,0.930,0.197,1.693,105.073,4.311
'[15:31:33.568]',-0.200,-,0.845,0.925,0.195,1.692,105.073,8.749
'[15:31:33.576]',-0.191,-,0.831,0.935,0.194,1.694,104.565,14.495
'[15:31:33.584]',-0.186,-,0.835,0.940,0.192,1.698,103.745,17.619
'[15:31:33.592]',-0.175,-,0.825,0.935,0.191,1.705,102.611,16.000
'[15:31:33.600]',-0.171,-,0.825,0.940,0.190,1.715,100.853,11.187
'[15:31:33.608]',-0.175,-,0.820,0.935,0.189,1.731,98.548,6.559
'[15:31:33.616]',-0.160,-,0.815,0.940,0.188,1.755,96.008,4.870
'[15:31:33.624]',-0.175,-,0.825,0.930,0.187,1.786,93.351,7.435
'[15:31:33.632]',-0.160,-,0.811,0.935,0.187,1.827,91.006,12.870
'[15:31:33.640]',-0.166,-,0.820,0.925,0.188,1.876,88.740,17.562
'[15:31:33.648]',-0.160,-,0.815,0.930,0.188,1.927,86.864,18.184
'[15:31:33.656]',-0.166,-,0.820,0.920,0.189,1.978,85.496,14.432
'[15:31:33.664]',-0.160,-,0.811,0.925,0.190,2.031,85.067,9.187
'[15:31:33.672]',-0.160,-,0.820,0.915,0.192,2.080,85.692,5.562
'[15:31:33.680]',-0.151,-,0.805,0.920,0.194,2.123,86.942,5.619
'[15:31:33.688]',-0.160,-,0.815,0.915,0.195,2.158,88.232,9.498
'[15:31:33.696]',-0.146,-,0.805,0.920,0.198,2.182,89.365,14.686
'[15:31:33.704]',-0.155,-,0.815,0.915,0.200,2.196,90.381,17.371
'[15:31:33.712]',-0.140,-,0.805,0.925,0.203,2.203,91.631,15.619
'[15:31:33.720]',-0.146,-,0.811,0.920,0.206,2.206,92.921,10.997
'[15:31:33.728]',-0.135,-,0.800,0.920,0.209,2.203,93.859,6.997
'[15:31:33.736]',-0.140,-,0.800,0.915,0.213,2.196,94.249,6.495
'[15:31:33.744]',-0.135,-,0.795,0.915,0.216,2.184,93.976,9.937
'[15:31:33.752]',-0.140,-,0.800,0.915,0.219,2.166,93.233,14.806
'[15:31:33.760]',-0.130,-,0.795,0.920,0.222,2.148,92.256,17.124
'[15:31:33.768]',-0.126,-,0.800,0.920,0.226,2.130,91.162,14.933
'[15:31:33.776]',-0.115,-,0.786,0.930,0.230,2.112,90.225,10.121
'[15:31:33.784]',-0.100,-,0.780,0.940,0.235,2.097,89.443,6.375
'[15:31:33.792]',-0.090,-,0.775,0.945,0.239,2.085,88.857,6.375
'[15:31:33.800]',-0.086,-,0.771,0.956,0.243,2.076,88.427,10.495
'[15:31:33.808]',-0.065,-,0.755,0.965,0.247,2.069,87.997,15.562
'[15:31:33.816]',-0.045,-,0.750,0.950,0.251,2.063,87.489,17.562
'[15:31:33.824]',-0.065,-,0.755,0.930,0.256,2.057,86.942,14.933
'[15:31:33.832]',-0.061,-,0.750,0.935,0.261,2.053,86.356,9.746
'[15:31:33.840]',-0.065,-,0.755,0.925,0.266,2.049,85.926,5.371
'[15:31:33.848]',-0.061,-,0.755,0.935,0.272,2.044,85.614,4.432
'[15:31:33.856]',-0.081,-,0.775,0.930,0.278,2.039,85.379,8.000
'[15:31:33.864]',-0.095,-,0.771,0.935,0.284,2.030,85.184,14.057
'[15:31:33.872]',-0.106,-,0.780,0.915,0.291,2.018,85.106,18.432
'[15:31:33.880]',-0.100,-,0.775,0.915,0.297,2.003,85.067,18.057
'[15:31:33.888]',-0.110,-,0.780,0.905,0.304,1.987,84.793,13.498
'[15:31:33.896]',-0.095,-,0.775,0.915,0.310,1.974,84.246,8.184
'[15:31:33.904]',-0.100,-,0.775,0.910,0.315,1.960,83.425,5.308
'[15:31:33.912]',-0.090,-,0.771,0.915,0.320,1.941,82.566,6.686
'[15:31:33.920]',-0.095,-,0.775,0.915,0.325,1.921,81.941,11.873
'[15:31:33.928]',-0.106,-,0.766,1.021,0.330,1.899,81.550,17.562
'[15:31:33.936]',-0.120,-,0.760,1.236,0.335,1.881,81.355,19.746
'[15:31:33.944]',-0.015,-,0.675,1.466,0.341,1.866,81.511,17.124
'[15:31:33.952]',0.320,-,0.480,1.231,0.347,1.852,81.823,12.248
'[15:31:33.960]',0.755,-,0.305,0.455,0.352,1.841,82.175,8.806
'[15:31:33.968]',1.045,-,0.200,-0.166,0.358,1.830,82.175,9.498
'[15:31:33.976]',0.520,-,0.485,-0.265,0.363,1.823,81.745,14.184
'[15:31:33.984]',-0.061,-,0.766,0.115,0.369,1.820,81.042,19.562
'[15:31:33.992]',-0.106,-,0.775,0.530,0.375,1.818,80.378,21.308
'[15:31:34.000]',0.010,-,0.705,0.800,0.381,1.817,79.674,18.375
'[15:31:34.008]',0.035,-,0.695,0.930,0.388,1.820,79.166,12.870
'[15:31:34.016]',-0.015,-,0.725,0.956,0.396,1.824,78.932,8.375
'[15:31:34.024]',-0.050,-,0.750,0.970,0.403,1.826,78.932,7.498
'[15:31:34.032]',-0.070,-,0.755,0.985,0.411,1.827,79.010,10.870
'[15:31:34.040]',-0.086,-,0.771,1.000,0.419,1.828,79.049,16.495
'[15:31:34.048]',-0.090,-,0.766,1.010,0.427,1.828,78.932,20.248
'[15:31:34.056]',-0.095,-,0.771,1.015,0.434,1.827,78.736,19.435
'[15:31:34.064]',-0.086,-,0.766,1.030,0.441,1.823,78.385,15.124
'[15:31:34.072]',-0.090,-,0.771,1.025,0.448,1.818,77.916,10.686
'[15:31:34.080]',-0.075,-,0.760,1.035,0.454,1.815,77.291,9.187
'[15:31:34.088]',-0.081,-,0.766,1.035,0.462,1.813,76.665,11.498
'[15:31:34.096]',-0.070,-,0.755,1.041,0.469,1.811,76.353,15.810
'[15:31:34.104]',-0.070,-,0.755,1.035,0.476,1.805,76.353,18.559
'[15:31:34.112]',-0.050,-,0.740,1.050,0.484,1.799,76.665,17.746
'[15:31:34.120]',-0.045,-,0.745,1.041,0.490,1.794,76.861,14.622
'[15:31:34.128]',-0.030,-,0.730,1.050,0.496,1.790,76.822,12.375
'[15:31:34.136]',-0.025,-,0.730,1.050,0.502,1.786,76.548,13.187
'[15:31:34.144]',-0.015,-,0.720,1.055,0.508,1.782,76.236,16.432
'[15:31:34.152]',-0.005,-,0.720,1.061,0.514,1.779,76.001,18.997
'[15:31:34.160]',0.004,-,0.705,1.055,0.520,1.774,75.728,18.432
'[15:31:34.168]',0.015,-,0.710,1.065,0.527,1.769,75.259,15.187
'[15:31:34.176]',0.024,-,0.695,1.070,0.534,1.764,74.165,12.121
'[15:31:34.184]',0.035,-,0.695,1.081,0.540,1.759,72.367,11.873
'[15:31:34.192]',0.050,-,0.680,1.086,0.547,1.755,70.257,14.495
'[15:31:34.200]',0.070,-,0.675,1.095,0.554,1.751,69.124,17.435
'[15:31:34.208]',0.080,-,0.665,1.106,0.561,1.746,70.296,17.619
'[15:31:34.216]',0.100,-,0.655,1.115,0.567,1.741,74.165,14.686
'[15:31:34.224]',0.115,-,0.645,1.120,0.573,1.736,79.362,11.060
'[15:31:34.232]',0.140,-,0.635,1.126,0.579,1.730,84.051,9.746
'[15:31:34.240]',0.160,-,0.615,1.135,0.585,1.724,87.372,11.683
'[15:31:34.248]',0.190,-,0.600,1.146,0.591,1.721,90.928,14.806
'[15:31:34.256]',0.215,-,0.585,1.140,0.597,1.721,96.359,15.937
'[15:31:34.264]',0.240,-,0.565,1.151,0.603,1.721,103.627,13.746
'[15:31:34.272]',0.255,-,0.555,1.146,0.609,1.723,110.817,9.937
'[15:31:34.280]',0.285,-,0.535,1.135,0.614,1.727,116.170,7.810
'[15:31:34.288]',0.305,-,0.525,1.126,0.620,1.732,119.296,8.997
'[15:31:34.296]',0.340,-,0.505,1.106,0.625,1.737,120.234,12.248
'[15:31:34.304]',0.350,-,0.500,1.075,0.631,1.739,119.296,14.184
'[15:31:34.312]',0.380,-,0.485,1.050,0.635,1.740,116.991,12.806
'[15:31:34.320]',0.375,-,0.495,1.010,0.639,1.744,114.060,8.933
'[15:31:34.328]',0.365,-,0.495,0.980,0.643,1.747,111.169,5.498
'[15:31:34.336]',0.330,-,0.520,0.945,0.647,1.749,108.746,5.060
'[15:31:34.344]',0.285,-,0.550,0.925,0.649,1.750,106.988,8.375
'[15:31:34.352]',0.200,-,0.600,0.910,0.652,1.749,106.050,13.187
'[15:31:34.360]',0.125,-,0.645,0.905,0.654,1.745,105.816,15.619
'[15:31:34.368]',0.035,-,0.705,0.895,0.656,1.742,105.816,13.873
'[15:31:34.376]',-0.030,-,0.750,0.895,0.657,1.739,105.933,9.435
'[15:31:34.384]',-0.100,-,0.791,0.891,0.658,1.738,106.128,5.810
'[15:31:34.392]',-0.140,-,0.811,0.891,0.659,1.740,106.245,5.619
'[15:31:34.400]',-0.180,-,0.835,0.891,0.659,1.742,105.933,9.308
'[15:31:34.408]',-0.200,-,0.845,0.891,0.658,1.743,105.112,14.184
'[15:31:34.416]',-0.220,-,0.855,0.895,0.657,1.745,104.057,16.432
'[15:31:34.424]',-0.225,-,0.865,0.891,0.654,1.746,103.354,14.375
'[15:31:34.432]',-0.220,-,0.860,0.905,0.651,1.744,103.237,10.000
'[15:31:34.440]',-0.225,-,0.871,0.900,0.647,1.740,103.627,6.686
'[15:31:34.448]',-0.216,-,0.855,0.910,0.644,1.735,104.448,6.997
'[15:31:34.456]',-0.220,-,0.860,0.915,0.639,1.730,105.503,11.124
'[15:31:34.464]',-0.205,-,0.845,0.915,0.635,1.724,106.480,16.000
'[15:31:34.472]',-0.211,-,0.851,0.915,0.630,1.721,107.261,17.746
'[15:31:34.480]',-0.186,-,0.840,0.925,0.624,1.723,107.730,15.187
'[15:31:34.488]',-0.191,-,0.845,0.925,0.617,1.727,108.199,10.559
'[15:31:34.496]',-0.180,-,0.831,0.930,0.610,1.733,108.004,7.371
'[15:31:34.504]',-0.180,-,0.835,0.930,0.602,1.744,106.558,8.057
'[15:31:34.512]',-0.166,-,0.825,0.930,0.595,1.762,103.666,12.311
'[15:31:34.520]',-0.171,-,0.825,0.930,0.587,1.788,100.072,16.870
'[15:31:34.528]',-0.160,-,0.820,0.930,0.579,1.824,96.672,18.000
'[15:31:34.536]',-0.166,-,0.825,0.920,0.572,1.870,94.249,14.933
'[15:31:34.544]',-0.160,-,0.820,0.920,0.565,1.924,92.608,10.184
'[15:31:34.552]',-0.160,-,0.820,0.915,0.558,1.981,91.553,7.244
'[15:31:34.560]',-0.155,-,0.815,0.920,0.552,2.041,90.811,8.375
'[15:31:34.568]',-0.166,-,0.825,0.915,0.546,2.098,90.225,12.806
'[15:31:34.576]',-0.155,-,0.820,0.915,0.540,2.148,89.912,17.060
'[15:31:34.584]',-0.160,-,0.825,0.915,0.535,2.190,89.873,17.498
'[15:31:34.592]',-0.160,-,0.820,0.910,0.529,2.219,89.990,13.810
'[15:31:34.600]',-0.151,-,0.815,0.915,0.523,2.238,90.381,8.806
'[15:31:34.608]',-0.160,-,0.825,0.910,0.517,2.250,91.006,6.121
'[15:31:34.616]',-0.155,-,0.820,0.915,0.512,2.255,91.748,7.498
'[15:31:34.624]',-0.155,-,0.825,0.915,0.506,2.251,92.569,12.000
'[15:31:34.632]',-0.140,-,0.815,0.915,0.501,2.239,93.233,15.873
'[15:31:34.640]',-0.146,-,0.811,0.910,0.496,2.223,93.663,15.873
'[15:31:34.648]',-0.140,-,0.805,0.915,0.491,2.203,93.741,12.000
'[15:31:34.656]',-0.146,-,0.815,0.910,0.487,2.182,93.351,7.371
'[15:31:34.664]',-0.140,-,0.800,0.915,0.481,2.163,92.725,5.308
'[15:31:34.672]',-0.140,-,0.811,0.910,0.476,2.147,91.866,7.562
'[15:31:34.680]',-0.120,-,0.795,0.920,0.470,2.133,91.123,12.686
'[15:31:34.688]',-0.115,-,0.795,0.930,0.465,2.121,90.615,16.559
'[15:31:34.696]',-0.090,-,0.780,0.940,0.459,2.109,90.303,16.057
'[15:31:34.704]',-0.100,-,0.791,0.945,0.454,2.100,90.107,11.562
'[15:31:34.712]',-0.070,-,0.766,0.960,0.450,2.092,89.873,6.559
'[15:31:34.720]',-0.065,-,0.775,0.950,0.445,2.085,89.482,4.559
'[15:31:34.728]',-0.070,-,0.766,0.925,0.440,2.081,88.974,6.933
'[15:31:34.736]',-0.081,-,0.775,0.920,0.435,2.077,88.427,11.873
'[15:31:34.744]',-0.065,-,0.771,0.930,0.430,2.072,87.802,15.371
'[15:31:34.752]',-0.081,-,0.775,0.925,0.426,2.067,87.294,14.622
'[15:31:34.760]',-0.090,-,0.780,0.925,0.421,2.062,86.786,10.432
'[15:31:34.768]',-0.110,-,0.791,0.915,0.416,2.055,86.239,6.248
'[15:31:34.776]',-0.110,-,0.795,0.910,0.411,2.044,85.536,5.060
'[15:31:34.784]',-0.115,-,0.800,0.900,0.406,2.030,84.871,8.000
'[15:31:34.792]',-0.110,-,0.791,0.905,0.400,2.015,84.129,12.870
'[15:31:34.800]',-0.106,-,0.795,0.900,0.395,1.996,83.543,15.746
'[15:31:34.808]',-0.115,-,0.791,0.900,0.390,1.976,83.074,14.432
'[15:31:34.816]',-0.100,-,0.786,0.905,0.385,1.957,82.566,10.248
'[15:31:34.824]',-0.110,-,0.795,0.905,0.380,1.937,82.058,6.432
'[15:31:34.832]',-0.095,-,0.786,0.960,0.375,1.918,81.628,5.562
'[15:31:34.840]',-0.130,-,0.791,1.175,0.370,1.899,81.315,8.311
'[15:31:34.848]',-0.055,-,0.710,1.431,0.365,1.884,81.042,12.559
'[15:31:34.856]',0.220,-,0.540,1.471,0.360,1.870,80.807,15.060
'[15:31:34.864]',0.685,-,0.340,0.625,0.356,1.857,80.690,14.375
'[15:31:34.872]',1.055,-,0.209,-0.065,0.352,1.846,80.612,12.375
'[15:31:34.880]',0.735,-,0.390,-0.251,0.348,1.837,80.690,12.057
'[15:31:34.888]',-0.010,-,0.766,0.020,0.344,1.833,80.729,13.937
'[15:31:34.896]',-0.110,-,0.786,0.430,0.340,1.831,80.729,15.937
'[15:31:34.904]',-0.035,-,0.735,0.725,0.337,1.830,80.612,15.498
'[15:31:34.912]',0.024,-,0.705,0.900,0.333,1.829,80.417,12.622
'[15:31:34.920]',-0.015,-,0.735,0.940,0.331,1.829,80.299,9.746
'[15:31:34.928]',-0.050,-,0.755,0.960,0.328,1.829,80.104,9.498
'[15:31:34.936]',-0.086,-,0.775,0.980,0.326,1.829,79.791,12.248
'[15:31:34.944]',-0.086,-,0.775,0.996,0.324,1.829,79.440,15.683
'[15:31:34.952]',-0.100,-,0.786,1.010,0.322,1.829,79.010,16.495
'[15:31:34.960]',-0.090,-,0.775,1.021,0.319,1.829,78.541,13.873
'[15:31:34.968]',-0.100,-,0.775,1.025,0.317,1.829,78.189,10.000
'[15:31:34.976]',-0.090,-,0.771,1.030,0.315,1.827,77.877,8.184
'[15:31:34.984]',-0.086,-,0.775,1.035,0.312,1.822,77.681,9.873
'[15:31:34.992]',-0.090,-,0.771,1.035,0.309,1.815,77.486,13.498
'[15:31:35.000]',-0.075,-,0.771,1.041,0.305,1.807,77.252,15.498
'[15:31:35.008]',-0.081,-,0.760,1.035,0.302,1.800,76.978,14.000
'[15:31:35.016]',-0.061,-,0.755,1.045,0.300,1.795,76.665,10.432
'[15:31:35.024]',-0.050,-,0.760,1.035,0.297,1.791,76.314,8.057
'[15:31:35.032]',-0.041,-,0.745,1.045,0.295,1.788,75.923,9.124
'[15:31:35.040]',-0.030,-,0.735,1.041,0.293,1.785,75.571,12.806
'[15:31:35.048]',-0.021,-,0.730,1.050,0.290,1.780,75.181,15.683
'[15:31:35.056]',-0.015,-,0.725,1.041,0.288,1.775,74.790,15.060
'[15:31:35.064]',0.004,-,0.715,1.055,0.286,1.769,74.438,11.498
'[15:31:35.072]',0.004,-,0.720,1.055,0.284,1.764,74.126,8.184
'[15:31:35.080]',0.030,-,0.705,1.065,0.282,1.759,73.696,7.937
'[15:31:35.088]',0.030,-,0.700,1.061,0.280,1.755,73.305,10.997
'[15:31:35.096]',0.055,-,0.685,1.075,0.279,1.751,72.992,14.184
'[15:31:35.104]',0.060,-,0.685,1.075,0.278,1.746,72.680,14.375
'[15:31:35.112]',0.085,-,0.665,1.086,0.276,1.741,72.563,11.124
'[15:31:35.120]',0.090,-,0.665,1.090,0.274,1.736,72.680,7.244
'[15:31:35.128]',0.120,-,0.645,1.106,0.273,1.730,73.383,6.057
'[15:31:35.136]',0.135,-,0.635,1.106,0.271,1.726,74.985,8.495
'[15:31:35.144]',0.165,-,0.615,1.110,0.269,1.725,77.877,12.121
'[15:31:35.152]',0.185,-,0.610,1.120,0.268,1.725,82.253,13.244
'[15:31:35.160]',0.215,-,0.585,1.126,0.267,1.725,87.919,10.432
'[15:31:35.168]',0.235,-,0.575,1.126,0.266,1.726,94.288,5.562
'[15:31:35.176]',0.265,-,0.555,1.126,0.265,1.727,100.619,1.873
'[15:31:35.184]',0.285,-,0.540,1.110,0.264,1.727,106.245,1.746
'[15:31:35.192]',0.320,-,0.520,1.101,0.263,1.727,110.700,5.435
'[15:31:35.200]',0.335,-,0.515,1.081,0.263,1.727,113.826,9.937
'[15:31:35.208]',0.365,-,0.495,1.055,0.261,1.727,115.623,11.619
'[15:31:35.216]',0.385,-,0.490,1.030,0.259,1.726,116.288,9.244
'[15:31:35.224]',0.390,-,0.480,0.990,0.257,1.725,116.053,5.308
'[15:31:35.232]',0.395,-,0.485,0.960,0.255,1.728,114.920,3.371
'[15:31:35.240]',0.360,-,0.500,0.930,0.252,1.729,113.240,5.124
'[15:31:35.248]',0.310,-,0.530,0.910,0.250,1.730,111.169,8.806
'[15:31:35.256]',0.225,-,0.590,0.905,0.247,1.730,108.942,10.997
'[15:31:35.264]',0.155,-,0.635,0.910,0.245,1.727,106.753,9.746
'[15:31:35.272]',0.060,-,0.690,0.895,0.242,1.723,104.800,6.495
'[15:31:35.280]',-0.015,-,0.735,0.891,0.240,1.720,103.237,4.375
'[15:31:35.288]',-0.086,-,0.780,0.891,0.236,1.718,102.182,5.683
'[15:31:35.296]',-0.130,-,0.805,0.895,0.233,1.717,101.556,9.435
'[15:31:35.304]',-0.175,-,0.835,0.891,0.229,1.717,101.322,12.432
'[15:31:35.312]',-0.191,-,0.845,0.895,0.225,1.717,101.439,11.937
'[15:31:35.320]',-0.211,-,0.860,0.895,0.221,1.717,101.791,8.686
'[15:31:35.328]',-0.216,-,0.855,0.905,0.217,1.716,102.377,5.810
