'Time','PLETH','II','ABP'
'[13:42:56.032]',0.631,0.500,62.500
'[13:42:56.040]',0.627,0.500,61.719
'[13:42:56.048]',0.627,0.492,60.938
'[13:42:56.056]',0.624,0.492,60.156
'[13:42:56.064]',0.620,0.492,59.375
'[13:42:56.072]',0.616,0.500,58.594
'[13:42:56.080]',0.608,0.500,57.812
'[13:42:56.088]',0.600,0.484,57.031
'[13:42:56.096]',0.596,0.438,56.250
'[13:42:56.104]',0.588,0.422,55.469
'[13:42:56.112]',0.580,0.562,54.688
'[13:42:56.120]',0.573,0.805,54.688
'[13:42:56.128]',0.565,1.000,53.906
'[13:42:56.136]',0.557,1.031,53.125
'[13:42:56.144]',0.549,0.867,53.125
'[13:42:56.152]',0.537,0.695,52.344
'[13:42:56.160]',0.529,0.594,52.344
'[13:42:56.168]',0.522,0.531,51.562
'[13:42:56.176]',0.514,0.508,51.562
'[13:42:56.184]',0.506,0.500,51.562
'[13:42:56.192]',0.502,0.500,50.781
'[13:42:56.200]',0.498,0.500,50.781
'[13:42:56.208]',0.494,0.500,50.781
'[13:42:56.216]',0.490,0.500,50.781
'[13:42:56.224]',0.486,0.508,50.781
'[13:42:56.232]',0.486,0.516,50.781
'[13:42:56.240]',0.482,0.523,50.781
'[13:42:56.248]',0.482,0.531,50.781
'[13:42:56.256]',0.482,0.531,50.781
'[13:42:56.264]',0.482,0.547,50.781
'[13:42:56.272]',0.478,0.547,50.000
'[13:42:56.280]',0.478,0.562,50.000
'[13:42:56.288]',0.475,0.570,49.219
'[13:42:56.296]',0.471,0.570,49.219
'[13:42:56.304]',0.467,0.586,48.438
'[13:42:56.312]',0.463,0.594,48.438
'[13:42:56.320]',0.459,0.609,47.656
'[13:42:56.328]',0.455,0.617,47.656
'[13:42:56.336]',0.451,0.633,47.656
'[13:42:56.344]',0.447,0.656,47.656
'[13:42:56.352]',0.443,0.672,47.656
'[13:42:56.360]',0.439,0.695,48.438
'[13:42:56.368]',0.439,0.727,50.000
'[13:42:56.376]',0.435,0.758,53.906
'[13:42:56.384]',0.431,0.781,60.156
'[13:42:56.392]',0.431,0.805,68.750
'[13:42:56.400]',0.427,0.820,78.125
'[13:42:56.408]',0.424,0.836,88.281
'[13:42:56.416]',0.420,0.852,96.875
'[13:42:56.424]',0.420,0.836,105.469
'[13:42:56.432]',0.416,0.812,111.719
'[13:42:56.440]',0.412,0.781,115.625
'[13:42:56.448]',0.412,0.727,117.188
'[13:42:56.456]',0.408,0.680,117.188
'[13:42:56.464]',0.408,0.633,115.625
'[13:42:56.472]',0.404,0.586,113.281
'[13:42:56.480]',0.404,0.555,110.156
'[13:42:56.488]',0.404,0.523,106.250
'[13:42:56.496]',0.400,0.508,103.125
'[13:42:56.504]',0.400,0.500,99.219
'[13:42:56.512]',0.396,0.492,95.312
'[13:42:56.520]',0.396,0.492,91.406
'[13:42:56.528]',0.392,0.492,87.500
'[13:42:56.536]',0.392,0.484,84.375
'[13:42:56.544]',0.388,0.484,80.469
'[13:42:56.552]',0.388,0.484,77.344
'[13:42:56.560]',0.388,0.484,75.000
'[13:42:56.568]',0.384,0.484,71.875
'[13:42:56.576]',0.384,0.492,69.531
'[13:42:56.584]',0.384,0.492,67.188
'[13:42:56.592]',0.384,0.492,64.844
'[13:42:56.600]',0.384,0.492,63.281
'[13:42:56.608]',0.380,0.492,61.719
'[13:42:56.616]',0.380,0.492,60.156
'[13:42:56.624]',0.376,0.500,59.375
'[13:42:56.632]',0.376,0.500,58.594
'[13:42:56.640]',0.376,0.500,57.812
'[13:42:56.648]',0.380,0.500,57.812
'[13:42:56.656]',0.384,0.500,58.594
'[13:42:56.664]',0.396,0.500,59.375
'[13:42:56.672]',0.412,0.500,59.375
'[13:42:56.680]',0.431,0.500,60.156
'[13:42:56.688]',0.451,0.500,60.938
'[13:42:56.696]',0.471,0.508,61.719
'[13:42:56.704]',0.494,0.523,62.500
'[13:42:56.712]',0.514,0.539,62.500
'[13:42:56.720]',0.533,0.547,63.281
'[13:42:56.728]',0.553,0.570,62.500
'[13:42:56.736]',0.569,0.586,62.500
'[13:42:56.744]',0.580,0.594,62.500
'[13:42:56.752]',0.588,0.586,61.719
'[13:42:56.760]',0.592,0.570,60.938
'[13:42:56.768]',0.596,0.547,60.938
'[13:42:56.776]',0.600,0.516,60.156
'[13:42:56.784]',0.600,0.500,59.375
'[13:42:56.792]',0.596,0.492,58.594
'[13:42:56.800]',0.592,0.492,57.812
'[13:42:56.808]',0.588,0.492,57.031
'[13:42:56.816]',0.580,0.492,56.250
'[13:42:56.824]',0.573,0.492,55.469
'[13:42:56.832]',0.565,0.492,54.688
'[13:42:56.840]',0.557,0.484,53.906
'[13:42:56.848]',0.549,0.445,53.125
'[13:42:56.856]',0.541,0.414,52.344
'[13:42:56.864]',0.529,0.516,51.562
'[13:42:56.872]',0.522,0.742,51.562
'[13:42:56.880]',0.514,0.945,50.781
'[13:42:56.888]',0.506,0.992,50.000
'[13:42:56.896]',0.498,0.875,50.000
'[13:42:56.904]',0.494,0.719,49.219
'[13:42:56.912]',0.486,0.602,49.219
'[13:42:56.920]',0.482,0.539,49.219
'[13:42:56.928]',0.478,0.508,49.219
'[13:42:56.936]',0.475,0.500,48.438
'[13:42:56.944]',0.471,0.492,48.438
'[13:42:56.952]',0.467,0.492,48.438
'[13:42:56.960]',0.463,0.492,48.438
'[13:42:56.968]',0.463,0.500,48.438
'[13:42:56.976]',0.459,0.500,48.438
'[13:42:56.984]',0.459,0.500,48.438
'[13:42:56.992]',0.455,0.508,49.219
'[13:42:57.000]',0.455,0.516,49.219
'[13:42:57.008]',0.451,0.523,48.438
'[13:42:57.016]',0.451,0.531,48.438
'[13:42:57.024]',0.451,0.539,48.438
'[13:42:57.032]',0.451,0.547,47.656
'[13:42:57.040]',0.447,0.562,47.656
'[13:42:57.048]',0.447,0.570,47.656
'[13:42:57.056]',0.443,0.578,46.875
'[13:42:57.064]',0.439,0.586,46.875
'[13:42:57.072]',0.439,0.602,46.094
'[13:42:57.080]',0.435,0.617,46.094
'[13:42:57.088]',0.435,0.625,46.094
'[13:42:57.096]',0.431,0.641,46.094
'[13:42:57.104]',0.431,0.664,46.094
'[13:42:57.112]',0.427,0.688,46.094
'[13:42:57.120]',0.424,0.711,47.656
'[13:42:57.128]',0.424,0.750,50.781
'[13:42:57.136]',0.420,0.781,56.250
'[13:42:57.144]',0.420,0.805,63.281
'[13:42:57.152]',0.416,0.828,72.656
'[13:42:57.160]',0.416,0.844,82.031
'[13:42:57.168]',0.412,0.852,90.625
'[13:42:57.176]',0.408,0.844,99.219
'[13:42:57.184]',0.408,0.820,105.469
'[13:42:57.192]',0.404,0.789,110.938
'[13:42:57.200]',0.404,0.742,113.281
'[13:42:57.208]',0.400,0.695,114.062
'[13:42:57.216]',0.400,0.641,113.281
'[13:42:57.224]',0.396,0.594,110.938
'[13:42:57.232]',0.392,0.562,107.812
'[13:42:57.240]',0.392,0.523,104.688
'[13:42:57.248]',0.388,0.508,100.781
'[13:42:57.256]',0.388,0.492,96.875
'[13:42:57.264]',0.388,0.484,92.969
'[13:42:57.272]',0.388,0.477,89.062
'[13:42:57.280]',0.384,0.477,85.938
'[13:42:57.288]',0.384,0.477,82.031
'[13:42:57.296]',0.384,0.477,78.906
'[13:42:57.304]',0.384,0.477,75.000
'[13:42:57.312]',0.380,0.477,72.656
'[13:42:57.320]',0.380,0.477,69.531
'[13:42:57.328]',0.380,0.484,67.188
'[13:42:57.336]',0.380,0.484,64.844
'[13:42:57.344]',0.376,0.484,63.281
'[13:42:57.352]',0.376,0.492,60.938
'[13:42:57.360]',0.376,0.492,59.375
'[13:42:57.368]',0.376,0.492,57.812
'[13:42:57.376]',0.376,0.492,57.031
'[13:42:57.384]',0.376,0.492,56.250
'[13:42:57.392]',0.376,0.492,56.250
'[13:42:57.400]',0.380,0.492,56.250
'[13:42:57.408]',0.384,0.492,56.250
'[13:42:57.416]',0.388,0.492,57.031
'[13:42:57.424]',0.400,0.500,57.812
'[13:42:57.432]',0.416,0.500,58.594
'[13:42:57.440]',0.435,0.500,59.375
'[13:42:57.448]',0.455,0.508,60.156
'[13:42:57.456]',0.478,0.523,60.938
'[13:42:57.464]',0.502,0.531,60.938
'[13:42:57.472]',0.525,0.555,61.719
'[13:42:57.480]',0.545,0.578,61.719
'[13:42:57.488]',0.561,0.586,61.719
'[13:42:57.496]',0.573,0.586,61.719
'[13:42:57.504]',0.580,0.570,60.938
'[13:42:57.512]',0.588,0.555,60.156
'[13:42:57.520]',0.592,0.531,60.156
'[13:42:57.528]',0.596,0.500,59.375
'[13:42:57.536]',0.592,0.492,58.594
'[13:42:57.544]',0.592,0.492,57.812
'[13:42:57.552]',0.588,0.484,57.031
'[13:42:57.560]',0.580,0.484,56.250
'[13:42:57.568]',0.576,0.484,55.469
'[13:42:57.576]',0.569,0.492,54.688
'[13:42:57.584]',0.561,0.492,53.906
'[13:42:57.592]',0.553,0.477,53.125
'[13:42:57.600]',0.545,0.422,52.344
'[13:42:57.608]',0.537,0.414,51.562
'[13:42:57.616]',0.529,0.586,51.562
'[13:42:57.624]',0.522,0.836,50.781
'[13:42:57.632]',0.514,0.992,50.000
'[13:42:57.640]',0.506,0.992,50.000
'[13:42:57.648]',0.498,0.805,49.219
'[13:42:57.656]',0.490,0.656,49.219
'[13:42:57.664]',0.482,0.562,48.438
'[13:42:57.672]',0.478,0.523,48.438
'[13:42:57.680]',0.475,0.500,48.438
'[13:42:57.688]',0.471,0.492,48.438
'[13:42:57.696]',0.467,0.492,48.438
'[13:42:57.704]',0.463,0.492,48.438
'[13:42:57.712]',0.459,0.500,48.438
'[13:42:57.720]',0.455,0.500,48.438
'[13:42:57.728]',0.455,0.500,48.438
'[13:42:57.736]',0.451,0.508,48.438
'[13:42:57.744]',0.451,0.516,48.438
'[13:42:57.752]',0.451,0.516,48.438
'[13:42:57.760]',0.451,0.531,48.438
'[13:42:57.768]',0.447,0.539,47.656
'[13:42:57.776]',0.443,0.547,47.656
'[13:42:57.784]',0.443,0.547,47.656
'[13:42:57.792]',0.439,0.562,46.875
'[13:42:57.800]',0.439,0.570,46.875
'[13:42:57.808]',0.439,0.586,46.094
'[13:42:57.816]',0.435,0.594,46.094
'[13:42:57.824]',0.435,0.609,46.094
'[13:42:57.832]',0.431,0.625,46.094
'[13:42:57.840]',0.431,0.633,45.312
'[13:42:57.848]',0.427,0.656,45.312
'[13:42:57.856]',0.427,0.680,46.094
'[13:42:57.864]',0.427,0.703,46.875
'[13:42:57.872]',0.424,0.734,49.219
'[13:42:57.880]',0.424,0.758,53.125
'[13:42:57.888]',0.424,0.781,60.156
'[13:42:57.896]',0.424,0.805,68.750
'[13:42:57.904]',0.424,0.828,78.125
'[13:42:57.912]',0.420,0.836,87.500
'[13:42:57.920]',0.416,0.844,96.875
'[13:42:57.928]',0.412,0.836,103.906
'[13:42:57.936]',0.408,0.805,110.156
'[13:42:57.944]',0.408,0.773,113.281
'[13:42:57.952]',0.404,0.727,114.844
'[13:42:57.960]',0.404,0.672,114.844
'[13:42:57.968]',0.400,0.617,113.281
'[13:42:57.976]',0.400,0.578,110.938
'[13:42:57.984]',0.396,0.547,107.812
'[13:42:57.992]',0.396,0.516,104.688
'[13:42:58.000]',0.396,0.500,100.781
'[13:42:58.008]',0.392,0.492,96.875
'[13:42:58.016]',0.392,0.492,93.750
'[13:42:58.024]',0.388,0.484,89.844
'[13:42:58.032]',0.388,0.484,85.938
'[13:42:58.040]',0.388,0.484,82.812
'[13:42:58.048]',0.388,0.484,79.688
'[13:42:58.056]',0.384,0.484,76.562
'[13:42:58.064]',0.384,0.484,73.438
'[13:42:58.072]',0.384,0.484,71.094
'[13:42:58.080]',0.380,0.484,68.750
'[13:42:58.088]',0.380,0.484,66.406
'[13:42:58.096]',0.380,0.492,64.062
'[13:42:58.104]',0.376,0.492,62.500
'[13:42:58.112]',0.376,0.492,60.938
'[13:42:58.120]',0.376,0.492,59.375
'[13:42:58.128]',0.376,0.492,58.594
'[13:42:58.136]',0.376,0.492,57.812
'[13:42:58.144]',0.376,0.492,57.812
'[13:42:58.152]',0.380,0.500,57.812
'[13:42:58.160]',0.384,0.500,57.812
'[13:42:58.168]',0.396,0.500,58.594
'[13:42:58.176]',0.408,0.500,59.375
'[13:42:58.184]',0.427,0.500,60.156
'[13:42:58.192]',0.443,0.516,60.938
'[13:42:58.200]',0.463,0.531,60.938
'[13:42:58.208]',0.486,0.539,61.719
'[13:42:58.216]',0.510,0.547,62.500
'[13:42:58.224]',0.529,0.578,62.500
'[13:42:58.232]',0.549,0.594,62.500
'[13:42:58.240]',0.561,0.594,61.719
'[13:42:58.248]',0.573,0.586,61.719
'[13:42:58.256]',0.580,0.570,60.938
'[13:42:58.264]',0.588,0.547,60.938
'[13:42:58.272]',0.592,0.516,60.156
'[13:42:58.280]',0.592,0.500,59.375
'[13:42:58.288]',0.592,0.492,58.594
'[13:42:58.296]',0.592,0.492,57.812
'[13:42:58.304]',0.588,0.492,57.031
'[13:42:58.312]',0.584,0.492,56.250
'[13:42:58.320]',0.576,0.492,55.469
'[13:42:58.328]',0.569,0.492,54.688
'[13:42:58.336]',0.565,0.484,53.906
'[13:42:58.344]',0.557,0.445,53.125
'[13:42:58.352]',0.549,0.406,53.125
'[13:42:58.360]',0.541,0.492,52.344
'[13:42:58.368]',0.529,0.719,51.562
'[13:42:58.376]',0.522,0.945,50.781
'[13:42:58.384]',0.510,1.008,50.781
'[13:42:58.392]',0.506,0.898,50.000
'[13:42:58.400]',0.498,0.742,50.000
'[13:42:58.408]',0.490,0.617,49.219
'[13:42:58.416]',0.486,0.547,49.219
'[13:42:58.424]',0.478,0.516,49.219
'[13:42:58.432]',0.475,0.500,48.438
'[13:42:58.440]',0.471,0.500,48.438
'[13:42:58.448]',0.467,0.492,48.438
'[13:42:58.456]',0.463,0.500,48.438
'[13:42:58.464]',0.459,0.500,48.438
'[13:42:58.472]',0.459,0.500,48.438
'[13:42:58.480]',0.459,0.500,48.438
'[13:42:58.488]',0.459,0.516,48.438
'[13:42:58.496]',0.459,0.523,48.438
'[13:42:58.504]',0.455,0.531,48.438
'[13:42:58.512]',0.455,0.539,48.438
'[13:42:58.520]',0.455,0.547,48.438
'[13:42:58.528]',0.451,0.555,47.656
'[13:42:58.536]',0.451,0.562,47.656
'[13:42:58.544]',0.447,0.570,46.875
'[13:42:58.552]',0.443,0.578,46.875
'[13:42:58.560]',0.443,0.586,46.875
'[13:42:58.568]',0.439,0.602,46.094
'[13:42:58.576]',0.439,0.617,46.094
'[13:42:58.584]',0.435,0.625,46.094
'[13:42:58.592]',0.435,0.641,46.094
'[13:42:58.600]',0.435,0.672,46.094
'[13:42:58.608]',0.431,0.695,46.875
'[13:42:58.616]',0.427,0.719,48.438
'[13:42:58.624]',0.424,0.742,52.344
'[13:42:58.632]',0.420,0.766,59.375
'[13:42:58.640]',0.420,0.789,67.969
'[13:42:58.648]',0.416,0.805,77.344
'[13:42:58.656]',0.416,0.828,87.500
'[13:42:58.664]',0.412,0.836,96.875
'[13:42:58.672]',0.412,0.836,104.688
'[13:42:58.680]',0.408,0.820,111.719
'[13:42:58.688]',0.408,0.797,115.625
'[13:42:58.696]',0.408,0.750,117.969
'[13:42:58.704]',0.404,0.703,117.969
'[13:42:58.712]',0.404,0.656,117.188
'[13:42:58.720]',0.400,0.609,114.844
'[13:42:58.728]',0.400,0.570,111.719
'[13:42:58.736]',0.396,0.539,108.594
'[13:42:58.744]',0.396,0.516,105.469
'[13:42:58.752]',0.392,0.508,101.562
'[13:42:58.760]',0.392,0.500,98.438
'[13:42:58.768]',0.392,0.500,94.531
'[13:42:58.776]',0.392,0.500,91.406
'[13:42:58.784]',0.392,0.500,87.500
'[13:42:58.792]',0.388,0.500,84.375
'[13:42:58.800]',0.388,0.500,81.250
'[13:42:58.808]',0.388,0.500,78.906
'[13:42:58.816]',0.388,0.500,75.781
'[13:42:58.824]',0.384,0.500,73.438
'[13:42:58.832]',0.384,0.500,71.094
'[13:42:58.840]',0.384,0.500,68.750
'[13:42:58.848]',0.380,0.500,66.406
'[13:42:58.856]',0.380,0.500,64.844
'[13:42:58.864]',0.376,0.500,62.500
'[13:42:58.872]',0.376,0.500,61.719
'[13:42:58.880]',0.376,0.508,60.156
'[13:42:58.888]',0.376,0.508,59.375
'[13:42:58.896]',0.380,0.508,59.375
'[13:42:58.904]',0.384,0.516,59.375
'[13:42:58.912]',0.392,0.516,59.375
'[13:42:58.920]',0.404,0.516,60.156
'[13:42:58.928]',0.420,0.516,60.938
'[13:42:58.936]',0.443,0.516,60.938
'[13:42:58.944]',0.463,0.523,61.719
'[13:42:58.952]',0.490,0.539,62.500
'[13:42:58.960]',0.514,0.547,62.500
'[13:42:58.968]',0.533,0.570,63.281
'[13:42:58.976]',0.553,0.594,63.281
'[13:42:58.984]',0.569,0.602,63.281
'[13:42:58.992]',0.580,0.602,63.281
'[13:42:59.000]',0.588,0.586,62.500
'[13:42:59.008]',0.596,0.570,62.500
'[13:42:59.016]',0.604,0.547,61.719
'[13:42:59.024]',0.608,0.516,60.938
'[13:42:59.032]',0.608,0.500,60.156
'[13:42:59.040]',0.608,0.500,59.375
'[13:42:59.048]',0.608,0.500,58.594
'[13:42:59.056]',0.604,0.500,57.812
'[13:42:59.064]',0.600,0.500,57.031
'[13:42:59.072]',0.596,0.500,56.250
'[13:42:59.080]',0.588,0.500,55.469
'[13:42:59.088]',0.580,0.477,54.688
'[13:42:59.096]',0.573,0.422,53.906
'[13:42:59.104]',0.561,0.414,53.125
'[13:42:59.112]',0.553,0.617,52.344
'[13:42:59.120]',0.545,0.867,52.344
'[13:42:59.128]',0.537,1.016,51.562
'[13:42:59.136]',0.529,0.969,50.781
'[13:42:59.144]',0.518,0.812,50.781
'[13:42:59.152]',0.510,0.664,50.000
'[13:42:59.160]',0.502,0.570,50.000
'[13:42:59.168]',0.494,0.523,50.000
'[13:42:59.176]',0.490,0.508,49.219
'[13:42:59.184]',0.482,0.500,49.219
'[13:42:59.192]',0.478,0.500,49.219
'[13:42:59.200]',0.475,0.500,49.219
'[13:42:59.208]',0.475,0.500,49.219
'[13:42:59.216]',0.471,0.508,49.219
'[13:42:59.224]',0.471,0.508,49.219
'[13:42:59.232]',0.471,0.516,49.219
'[13:42:59.240]',0.467,0.523,49.219
'[13:42:59.248]',0.467,0.531,49.219
'[13:42:59.256]',0.467,0.539,49.219
'[13:42:59.264]',0.467,0.547,48.438
'[13:42:59.272]',0.463,0.547,48.438
'[13:42:59.280]',0.463,0.562,48.438
'[13:42:59.288]',0.459,0.570,47.656
'[13:42:59.296]',0.459,0.578,47.656
'[13:42:59.304]',0.455,0.586,46.875
'[13:42:59.312]',0.451,0.602,46.875
'[13:42:59.320]',0.447,0.617,46.875
'[13:42:59.328]',0.443,0.625,46.875
'[13:42:59.336]',0.439,0.641,46.094
'[13:42:59.344]',0.435,0.656,46.875
'[13:42:59.352]',0.435,0.680,46.875
'[13:42:59.360]',0.435,0.711,48.438
'[13:42:59.368]',0.431,0.734,51.562
'[13:42:59.376]',0.431,0.766,57.812
'[13:42:59.384]',0.427,0.789,66.406
'[13:42:59.392]',0.427,0.805,76.562
'[13:42:59.400]',0.424,0.828,86.719
'[13:42:59.408]',0.420,0.844,96.094
'[13:42:59.416]',0.420,0.852,105.469
'[13:42:59.424]',0.416,0.836,112.500
'[13:42:59.432]',0.412,0.812,117.188
'[13:42:59.440]',0.412,0.781,119.531
'[13:42:59.448]',0.408,0.727,120.312
'[13:42:59.456]',0.408,0.688,119.531
'[13:42:59.464]',0.404,0.633,117.969
'[13:42:59.472]',0.400,0.602,114.844
'[13:42:59.480]',0.396,0.562,111.719
'[13:42:59.488]',0.396,0.539,108.594
'[13:42:59.496]',0.396,0.516,105.469
'[13:42:59.504]',0.392,0.508,101.562
'[13:42:59.512]',0.392,0.500,98.438
'[13:42:59.520]',0.388,0.500,94.531
'[13:42:59.528]',0.388,0.500,91.406
'[13:42:59.536]',0.388,0.492,88.281
'[13:42:59.544]',0.384,0.492,85.156
'[13:42:59.552]',0.384,0.492,82.812
'[13:42:59.560]',0.384,0.500,79.688
'[13:42:59.568]',0.380,0.500,76.562
'[13:42:59.576]',0.380,0.500,74.219
'[13:42:59.584]',0.380,0.500,71.875
'[13:42:59.592]',0.376,0.500,70.312
'[13:42:59.600]',0.376,0.500,67.969
'[13:42:59.608]',0.376,0.500,65.625
'[13:42:59.616]',0.376,0.500,64.062
'[13:42:59.624]',0.376,0.500,62.500
'[13:42:59.632]',0.376,0.500,61.719
'[13:42:59.640]',0.380,0.508,60.938
'[13:42:59.648]',0.384,0.508,60.938
'[13:42:59.656]',0.392,0.508,60.938
'[13:42:59.664]',0.404,0.508,60.938
'[13:42:59.672]',0.424,0.508,61.719
'[13:42:59.680]',0.443,0.508,62.500
'[13:42:59.688]',0.463,0.516,62.500
'[13:42:59.696]',0.486,0.523,63.281
'[13:42:59.704]',0.506,0.539,63.281
'[13:42:59.712]',0.529,0.547,64.062
'[13:42:59.720]',0.549,0.578,64.062
'[13:42:59.728]',0.565,0.594,64.062
'[13:42:59.736]',0.580,0.594,64.062
'[13:42:59.744]',0.592,0.586,63.281
'[13:42:59.752]',0.600,0.570,63.281
'[13:42:59.760]',0.608,0.562,62.500
'[13:42:59.768]',0.612,0.531,61.719
'[13:42:59.776]',0.612,0.500,60.938
'[13:42:59.784]',0.612,0.500,60.156
'[13:42:59.792]',0.612,0.500,59.375
'[13:42:59.800]',0.608,0.492,58.594
'[13:42:59.808]',0.604,0.492,57.812
'[13:42:59.816]',0.600,0.492,57.812
'[13:42:59.824]',0.592,0.492,57.031
'[13:42:59.832]',0.588,0.492,56.250
'[13:42:59.840]',0.580,0.461,55.469
'[13:42:59.848]',0.573,0.414,54.688
'[13:42:59.856]',0.561,0.477,53.906
'[13:42:59.864]',0.553,0.688,53.125
'[13:42:59.872]',0.549,0.930,53.125
'[13:42:59.880]',0.541,1.031,52.344
'[13:42:59.888]',0.533,0.930,52.344
'[13:42:59.896]',0.525,0.766,51.562
'[13:42:59.904]',0.518,0.625,51.562
'[13:42:59.912]',0.510,0.547,50.781
'[13:42:59.920]',0.506,0.516,50.781
'[13:42:59.928]',0.498,0.500,50.781
'[13:42:59.936]',0.494,0.500,50.781
'[13:42:59.944]',0.490,0.492,50.781
'[13:42:59.952]',0.486,0.500,50.781
'[13:42:59.960]',0.482,0.500,50.781
'[13:42:59.968]',0.478,0.500,50.781
'[13:42:59.976]',0.475,0.508,50.781
'[13:42:59.984]',0.471,0.516,50.781
'[13:42:59.992]',0.471,0.523,50.781
'[13:43:00.000]',0.467,0.531,50.000
'[13:43:00.008]',0.467,0.539,50.000
'[13:43:00.016]',0.467,0.547,50.000
'[13:43:00.024]',0.463,0.547,50.000
'[13:43:00.032]',0.463,0.562,49.219
'[13:43:00.040]',0.459,0.570,49.219
'[13:43:00.048]',0.455,0.570,49.219
'[13:43:00.056]',0.451,0.586,48.438
'[13:43:00.064]',0.451,0.594,48.438
'[13:43:00.072]',0.447,0.609,48.438
'[13:43:00.080]',0.443,0.625,47.656
'[13:43:00.088]',0.439,0.641,47.656
'[13:43:00.096]',0.439,0.656,48.438
'[13:43:00.104]',0.435,0.680,49.219
'[13:43:00.112]',0.435,0.703,51.562
'[13:43:00.120]',0.431,0.734,56.250
'[13:43:00.128]',0.431,0.758,64.062
'[13:43:00.136]',0.427,0.781,74.219
'[13:43:00.144]',0.427,0.797,84.375
'[13:43:00.152]',0.424,0.820,95.312
'[13:43:00.160]',0.424,0.828,104.688
'[13:43:00.168]',0.420,0.828,113.281
'[13:43:00.176]',0.416,0.812,119.531
'[13:43:00.184]',0.416,0.781,122.656
'[13:43:00.192]',0.412,0.742,124.219
'[13:43:00.200]',0.412,0.695,124.219
'[13:43:00.208]',0.408,0.641,122.656
'[13:43:00.216]',0.408,0.602,119.531
'[13:43:00.224]',0.404,0.562,117.188
'[13:43:00.232]',0.404,0.531,114.062
'[13:43:00.240]',0.400,0.516,110.156
'[13:43:00.248]',0.400,0.500,107.031
'[13:43:00.256]',0.396,0.492,103.125
'[13:43:00.264]',0.396,0.492,100.000
'[13:43:00.272]',0.392,0.492,96.875
'[13:43:00.280]',0.392,0.484,93.750
'[13:43:00.288]',0.392,0.484,91.406
'[13:43:00.296]',0.388,0.484,88.281
'[13:43:00.304]',0.388,0.484,85.938
'[13:43:00.312]',0.388,0.484,82.812
'[13:43:00.320]',0.388,0.484,80.469
'[13:43:00.328]',0.388,0.492,78.125
'[13:43:00.336]',0.384,0.492,75.781
'[13:43:00.344]',0.384,0.492,73.438
'[13:43:00.352]',0.380,0.492,71.094
'[13:43:00.360]',0.380,0.492,69.531
'[13:43:00.368]',0.376,0.492,67.188
'[13:43:00.376]',0.376,0.500,65.625
'[13:43:00.384]',0.376,0.500,64.844
'[13:43:00.392]',0.380,0.500,64.062
'[13:43:00.400]',0.388,0.500,63.281
'[13:43:00.408]',0.396,0.500,63.281
'[13:43:00.416]',0.416,0.500,64.062
'[13:43:00.424]',0.435,0.500,64.062
'[13:43:00.432]',0.459,0.508,64.844
'[13:43:00.440]',0.482,0.516,65.625
'[13:43:00.448]',0.510,0.539,66.406
'[13:43:00.456]',0.537,0.547,66.406
'[13:43:00.464]',0.561,0.570,67.188
'[13:43:00.472]',0.580,0.586,67.188
'[13:43:00.480]',0.596,0.586,67.188
'[13:43:00.488]',0.608,0.578,67.188
'[13:43:00.496]',0.616,0.570,66.406
'[13:43:00.504]',0.624,0.555,65.625
'[13:43:00.512]',0.627,0.523,64.844
'[13:43:00.520]',0.627,0.492,64.844
'[13:43:00.528]',0.627,0.492,64.062
'[13:43:00.536]',0.627,0.492,63.281
'[13:43:00.544]',0.627,0.492,62.500
'[13:43:00.552]',0.624,0.492,61.719
'[13:43:00.560]',0.620,0.492,60.938
'[13:43:00.568]',0.616,0.492,60.156
'[13:43:00.576]',0.612,0.484,59.375
'[13:43:00.584]',0.608,0.445,58.594
'[13:43:00.592]',0.600,0.406,57.812
'[13:43:00.600]',0.592,0.492,57.031
'[13:43:00.608]',0.584,0.734,56.250
'[13:43:00.616]',0.576,1.000,55.469
'[13:43:00.624]',0.569,1.094,55.469
'[13:43:00.632]',0.557,0.969,54.688
'[13:43:00.640]',0.549,0.766,53.906
'[13:43:00.648]',0.537,0.625,53.906
'[13:43:00.656]',0.529,0.547,53.125
'[13:43:00.664]',0.518,0.516,53.125
'[13:43:00.672]',0.510,0.500,52.344
'[13:43:00.680]',0.506,0.500,52.344
'[13:43:00.688]',0.502,0.500,51.562
'[13:43:00.696]',0.498,0.500,51.562
'[13:43:00.704]',0.494,0.500,51.562
'[13:43:00.712]',0.490,0.500,51.562
'[13:43:00.720]',0.490,0.516,51.562
'[13:43:00.728]',0.486,0.516,51.562
'[13:43:00.736]',0.486,0.523,51.562
'[13:43:00.744]',0.482,0.531,51.562
'[13:43:00.752]',0.478,0.539,50.781
'[13:43:00.760]',0.478,0.547,50.781
'[13:43:00.768]',0.475,0.555,50.781
'[13:43:00.776]',0.475,0.562,50.000
'[13:43:00.784]',0.475,0.570,50.000
'[13:43:00.792]',0.471,0.570,50.000
'[13:43:00.800]',0.471,0.586,49.219
'[13:43:00.808]',0.467,0.602,49.219
'[13:43:00.816]',0.463,0.617,49.219
'[13:43:00.824]',0.463,0.625,48.438
'[13:43:00.832]',0.459,0.648,48.438
'[13:43:00.840]',0.455,0.672,48.438
'[13:43:00.848]',0.451,0.695,49.219
'[13:43:00.856]',0.447,0.719,51.562
'[13:43:00.864]',0.443,0.742,55.469
'[13:43:00.872]',0.439,0.766,63.281
'[13:43:00.880]',0.439,0.789,72.656
'[13:43:00.888]',0.435,0.805,82.812
