"'Time','II','ABP','PLETH'"
"'[16:33:10.400]',1.110,-,-"
"'[16:33:10.408]',1.126,-,-"
"'[16:33:10.416]',1.157,-,-"
"'[16:33:10.424]',1.181,-,-"
"'[16:33:10.432]',1.213,-,-"
"'[16:33:10.440]',1.173,-,-"
"'[16:33:10.448]',1.181,-,-"
"'[16:33:10.456]',1.205,-,-"
"'[16:33:10.464]',1.213,-,-"
"'[16:33:10.472]',1.228,-,-"
"'[16:33:10.480]',1.252,-,-"
"'[16:33:10.488]',1.268,-,-"
"'[16:33:10.496]',1.276,-,-"
"'[16:33:10.504]',1.252,-,-"
"'[16:33:10.512]',1.228,-,-"
"'[16:33:10.520]',1.205,-,-"
"'[16:33:10.528]',1.252,-,-"
"'[16:33:10.536]',1.268,-,-"
"'[16:33:10.544]',1.252,-,-"
"'[16:33:10.552]',1.244,-,-"
"'[16:33:10.560]',1.236,-,-"
"'[16:33:10.568]',1.252,-,-"
"'[16:33:10.576]',1.244,-,-"
"'[16:33:10.584]',1.268,-,-"
"'[16:33:10.592]',1.299,-,-"
"'[16:33:10.600]',1.433,-,-"
"'[16:33:10.608]',1.504,-,-"
"'[16:33:10.616]',1.504,-,-"
"'[16:33:10.624]',1.504,-,-"
"'[16:33:10.632]',1.433,-,-"
"'[16:33:10.640]',1.189,-,-"
"'[16:33:10.648]',1.150,-,-"
"'[16:33:10.656]',1.236,-,-"
"'[16:33:10.664]',1.268,-,-"
"'[16:33:10.672]',1.244,-,-"
"'[16:33:10.680]',1.276,-,-"
"'[16:33:10.688]',1.268,-,-"
"'[16:33:10.696]',1.260,-,-"
"'[16:33:10.704]',1.283,-,-"
"'[16:33:10.712]',1.291,-,-"
"'[16:33:10.720]',1.268,-,-"
"'[16:33:10.728]',1.260,-,-"
"'[16:33:10.736]',1.252,-,-"
"'[16:33:10.744]',1.268,-,-"
"'[16:33:10.752]',1.260,-,-"
"'[16:33:10.760]',1.252,-,-"
"'[16:33:10.768]',1.260,-,-"
"'[16:33:10.776]',1.276,-,-"
"'[16:33:10.784]',1.268,-,-"
"'[16:33:10.792]',1.252,-,-"
"'[16:33:10.800]',1.276,-,-"
"'[16:33:10.808]',1.315,-,-"
"'[16:33:10.816]',1.323,-,-"
"'[16:33:10.824]',1.307,-,-"
"'[16:33:10.832]',1.323,-,-"
"'[16:33:10.840]',1.323,-,-"
"'[16:33:10.848]',1.378,-,-"
"'[16:33:10.856]',1.386,-,-"
"'[16:33:10.864]',1.417,-,-"
"'[16:33:10.872]',1.425,-,-"
"'[16:33:10.880]',1.417,-,-"
"'[16:33:10.888]',1.496,-,-"
"'[16:33:10.896]',1.504,-,-"
"'[16:33:10.904]',1.504,-,-"
"'[16:33:10.912]',1.480,-,-"
"'[16:33:10.920]',1.457,-,-"
"'[16:33:10.928]',1.425,-,-"
"'[16:33:10.936]',1.394,-,-"
"'[16:33:10.944]',1.354,-,-"
"'[16:33:10.952]',1.323,-,-"
"'[16:33:10.960]',1.291,-,-"
"'[16:33:10.968]',1.299,-,-"
"'[16:33:10.976]',1.260,-,-"
"'[16:33:10.984]',1.276,-,-"
"'[16:33:10.992]',1.252,-,-"
"'[16:33:11.000]',1.276,-,-"
"'[16:33:11.008]',1.268,-,-"
"'[16:33:11.016]',1.283,-,-"
"'[16:33:11.024]',1.283,-,-"
"'[16:33:11.032]',1.291,-,-"
"'[16:33:11.040]',1.252,-,-"
"'[16:33:11.048]',1.268,-,-"
"'[16:33:11.056]',1.252,-,-"
"'[16:33:11.064]',1.299,-,-"
"'[16:33:11.072]',1.307,-,-"
"'[16:33:11.080]',1.307,-,-"
"'[16:33:11.088]',1.331,-,-"
"'[16:33:11.096]',1.346,-,-"
"'[16:33:11.104]',1.331,-,-"
"'[16:33:11.112]',1.409,-,-"
"'[16:33:11.120]',1.394,-,-"
"'[16:33:11.128]',1.394,-,-"
"'[16:33:11.136]',1.370,-,-"
"'[16:33:11.144]',1.409,-,-"
"'[16:33:11.152]',1.417,-,-"
"'[16:33:11.160]',1.409,-,-"
"'[16:33:11.168]',1.394,-,-"
"'[16:33:11.176]',1.425,-,-"
"'[16:33:11.184]',1.425,-,-"
"'[16:33:11.192]',1.425,-,-"
"'[16:33:11.200]',1.449,-,-"
"'[16:33:11.208]',1.441,-,-"
"'[16:33:11.216]',1.441,-,-"
"'[16:33:11.224]',1.425,-,-"
"'[16:33:11.232]',1.394,-,-"
"'[16:33:11.240]',1.386,-,-"
"'[16:33:11.248]',1.394,-,-"
"'[16:33:11.256]',1.370,-,-"
"'[16:33:11.264]',1.386,-,-"
"'[16:33:11.272]',1.354,-,-"
"'[16:33:11.280]',1.354,-,-"
"'[16:33:11.288]',1.378,-,-"
"'[16:33:11.296]',1.417,-,-"
"'[16:33:11.304]',1.409,-,-"
"'[16:33:11.312]',1.480,-,-"
"'[16:33:11.320]',1.504,-,-"
"'[16:33:11.328]',1.504,-,-"
"'[16:33:11.336]',1.504,-,-"
"'[16:33:11.344]',1.504,-,-"
"'[16:33:11.352]',1.370,-,-"
"'[16:33:11.360]',1.252,-,-"
"'[16:33:11.368]',1.307,-,-"
"'[16:33:11.376]',1.394,-,-"
"'[16:33:11.384]',1.402,-,-"
"'[16:33:11.392]',1.378,-,-"
"'[16:33:11.400]',1.402,-,-"
"'[16:33:11.408]',1.441,-,-"
"'[16:33:11.416]',1.449,-,-"
"'[16:33:11.424]',1.417,-,-"
"'[16:33:11.432]',1.433,-,-"
"'[16:33:11.440]',1.425,-,-"
"'[16:33:11.448]',1.441,-,-"
"'[16:33:11.456]',1.433,-,-"
"'[16:33:11.464]',1.449,-,-"
"'[16:33:11.472]',1.433,-,-"
"'[16:33:11.480]',1.457,-,-"
"'[16:33:11.488]',1.488,-,-"
"'[16:33:11.496]',1.480,-,-"
"'[16:33:11.504]',1.457,-,-"
"'[16:33:11.512]',1.441,-,-"
"'[16:33:11.520]',1.488,-,-"
"'[16:33:11.528]',1.488,-,-"
"'[16:33:11.536]',1.496,-,-"
"'[16:33:11.544]',1.504,-,-"
"'[16:33:11.552]',1.504,-,-"
"'[16:33:11.560]',1.504,-,-"
"'[16:33:11.568]',1.504,-,-"
"'[16:33:11.576]',1.504,-,-"
"'[16:33:11.584]',1.504,-,-"
"'[16:33:11.592]',1.504,-,-"
"'[16:33:11.600]',1.504,-,-"
"'[16:33:11.608]',1.504,-,-"
"'[16:33:11.616]',1.504,-,-"
"'[16:33:11.624]',1.504,-,-"
"'[16:33:11.632]',1.504,-,-"
"'[16:33:11.640]',1.504,-,-"
"'[16:33:11.648]',1.504,-,-"
"'[16:33:11.656]',1.488,-,-"
"'[16:33:11.664]',1.465,-,-"
"'[16:33:11.672]',1.433,-,-"
"'[16:33:11.680]',1.409,-,-"
"'[16:33:11.688]',1.386,-,-"
"'[16:33:11.696]',1.394,-,-"
"'[16:33:11.704]',1.394,-,-"
"'[16:33:11.712]',1.402,-,-"
"'[16:33:11.720]',1.409,-,-"
"'[16:33:11.728]',1.402,-,-"
"'[16:33:11.736]',1.425,-,-"
"'[16:33:11.744]',1.409,-,-"
"'[16:33:11.752]',1.409,-,-"
"'[16:33:11.760]',1.417,-,-"
"'[16:33:11.768]',1.402,-,-"
"'[16:33:11.776]',1.394,-,-"
"'[16:33:11.784]',1.394,-,-"
"'[16:33:11.792]',1.409,-,-"
"'[16:33:11.800]',1.417,-,-"
"'[16:33:11.808]',1.409,-,-"
"'[16:33:11.816]',1.433,-,-"
"'[16:33:11.824]',1.433,-,-"
"'[16:33:11.832]',1.457,-,-"
"'[16:33:11.840]',1.457,-,-"
"'[16:33:11.848]',1.449,-,-"
"'[16:33:11.856]',1.457,-,-"
"'[16:33:11.864]',1.465,-,-"
"'[16:33:11.872]',1.449,-,-"
"'[16:33:11.880]',1.465,-,-"
"'[16:33:11.888]',1.433,-,-"
"'[16:33:11.896]',1.480,-,-"
"'[16:33:11.904]',1.480,-,-"
"'[16:33:11.912]',1.488,-,-"
"'[16:33:11.920]',1.472,-,-"
"'[16:33:11.928]',1.496,-,-"
"'[16:33:11.936]',1.504,-,-"
"'[16:33:11.944]',1.449,-,-"
"'[16:33:11.952]',1.425,-,-"
"'[16:33:11.960]',1.433,-,-"
"'[16:33:11.968]',1.425,-,-"
"'[16:33:11.976]',1.465,-,-"
"'[16:33:11.984]',1.433,-,-"
"'[16:33:11.992]',1.425,-,-"
"'[16:33:12.000]',1.441,-,-"
"'[16:33:12.008]',1.433,-,-"
"'[16:33:12.016]',1.449,-,-"
"'[16:33:12.024]',1.433,-,-"
"'[16:33:12.032]',1.504,-,-"
"'[16:33:12.040]',1.504,-,-"
"'[16:33:12.048]',1.504,-,-"
"'[16:33:12.056]',1.504,-,-"
"'[16:33:12.064]',1.504,-,-"
"'[16:33:12.072]',1.339,-,-"
"'[16:33:12.080]',1.307,-,-"
"'[16:33:12.088]',1.394,-,-"
"'[16:33:12.096]',1.441,-,-"
"'[16:33:12.104]',1.402,-,-"
"'[16:33:12.112]',1.394,-,-"
"'[16:33:12.120]',1.425,-,-"
"'[16:33:12.128]',1.433,-,-"
"'[16:33:12.136]',1.402,-,-"
"'[16:33:12.144]',1.425,-,-"
"'[16:33:12.152]',1.449,-,-"
"'[16:33:12.160]',1.417,-,-"
"'[16:33:12.168]',1.433,-,-"
"'[16:33:12.176]',1.425,-,-"
"'[16:33:12.184]',1.449,-,-"
"'[16:33:12.192]',1.441,-,-"
"'[16:33:12.200]',1.433,-,-"
"'[16:33:12.208]',1.449,-,-"
"'[16:33:12.216]',1.465,-,-"
"'[16:33:12.224]',1.449,-,-"
"'[16:33:12.232]',1.441,-,-"
"'[16:33:12.240]',1.425,-,-"
"'[16:33:12.248]',1.449,-,-"
"'[16:33:12.256]',1.480,-,-"
"'[16:33:12.264]',1.504,-,-"
"'[16:33:12.272]',1.504,-,-"
"'[16:33:12.280]',1.496,-,-"
"'[16:33:12.288]',1.504,-,-"
"'[16:33:12.296]',1.504,-,-"
"'[16:33:12.304]',1.504,-,-"
"'[16:33:12.312]',1.504,-,-"
"'[16:33:12.320]',1.504,-,-"
"'[16:33:12.328]',1.504,-,-"
"'[16:33:12.336]',1.504,-,-"
"'[16:33:12.344]',1.504,-,-"
"'[16:33:12.352]',1.504,-,-"
"'[16:33:12.360]',1.465,-,-"
"'[16:33:12.368]',1.441,-,-"
"'[16:33:12.376]',1.433,-,-"
"'[16:33:12.384]',1.409,-,-"
"'[16:33:12.392]',1.362,-,-"
"'[16:33:12.400]',1.339,-,-"
"'[16:33:12.408]',1.339,-,-"
"'[16:33:12.416]',1.346,-,-"
"'[16:33:12.424]',1.315,-,-"
"'[16:33:12.432]',1.323,-,-"
"'[16:33:12.440]',1.315,-,-"
"'[16:33:12.448]',1.307,-,-"
"'[16:33:12.456]',1.323,-,-"
"'[16:33:12.464]',1.323,-,-"
"'[16:33:12.472]',1.307,-,-"
"'[16:33:12.480]',1.299,-,-"
"'[16:33:12.488]',1.291,-,-"
"'[16:33:12.496]',1.299,-,-"
"'[16:33:12.504]',1.307,-,-"
"'[16:33:12.512]',1.299,-,-"
"'[16:33:12.520]',1.331,-,-"
"'[16:33:12.528]',1.339,-,-"
"'[16:33:12.536]',1.354,-,-"
"'[16:33:12.544]',1.354,-,-"
"'[16:33:12.552]',1.346,-,-"
"'[16:33:12.560]',1.323,-,-"
"'[16:33:12.568]',1.323,-,-"
"'[16:33:12.576]',1.339,-,-"
"'[16:33:12.584]',1.323,-,-"
"'[16:33:12.592]',1.346,-,-"
"'[16:33:12.600]',1.339,-,-"
"'[16:33:12.608]',1.362,-,-"
"'[16:33:12.616]',1.354,-,-"
"'[16:33:12.624]',1.346,-,-"
"'[16:33:12.632]',1.378,-,-"
"'[16:33:12.640]',1.370,-,-"
"'[16:33:12.648]',1.370,-,-"
"'[16:33:12.656]',1.339,-,-"
"'[16:33:12.664]',1.283,-,-"
"'[16:33:12.672]',1.228,-,-"
"'[16:33:12.680]',1.189,-,-"
"'[16:33:12.688]',1.165,-,-"
"'[16:33:12.696]',1.142,-,-"
"'[16:33:12.704]',1.157,-,-"
"'[16:33:12.712]',1.181,-,-"
"'[16:33:12.720]',1.189,-,-"
"'[16:33:12.728]',1.205,-,-"
"'[16:33:12.736]',1.213,-,-"
"'[16:33:12.744]',1.268,-,-"
"'[16:33:12.752]',1.417,-,-"
"'[16:33:12.760]',1.504,-,-"
"'[16:33:12.768]',1.504,-,-"
"'[16:33:12.776]',1.504,-,-"
"'[16:33:12.784]',1.283,-,-"
"'[16:33:12.792]',1.110,-,-"
"'[16:33:12.800]',1.102,-,-"
"'[16:33:12.808]',1.268,-,-"
"'[16:33:12.816]',1.307,-,-"
"'[16:33:12.824]',1.331,-,-"
"'[16:33:12.832]',1.354,-,-"
"'[16:33:12.840]',1.346,-,-"
"'[16:33:12.848]',1.370,-,-"
"'[16:33:12.856]',1.370,-,-"
"'[16:33:12.864]',1.394,-,-"
"'[16:33:12.872]',1.370,-,-"
"'[16:33:12.880]',1.370,-,-"
"'[16:33:12.888]',1.346,-,-"
"'[16:33:12.896]',1.354,-,-"
"'[16:33:12.904]',1.339,-,-"
"'[16:33:12.912]',1.346,-,-"
"'[16:33:12.920]',1.315,-,-"
"'[16:33:12.928]',1.339,-,-"
"'[16:33:12.936]',1.346,-,-"
"'[16:33:12.944]',1.362,-,-"
"'[16:33:12.952]',1.370,-,-"
"'[16:33:12.960]',1.378,-,-"
"'[16:33:12.968]',1.378,-,-"
"'[16:33:12.976]',1.386,-,-"
"'[16:33:12.984]',1.378,-,-"
"'[16:33:12.992]',1.386,-,-"
"'[16:33:13.000]',1.417,-,-"
"'[16:33:13.008]',1.441,-,-"
"'[16:33:13.016]',1.449,-,-"
"'[16:33:13.024]',1.465,-,-"
"'[16:33:13.032]',1.496,-,-"
"'[16:33:13.040]',1.504,-,-"
"'[16:33:13.048]',1.504,-,-"
"'[16:33:13.056]',1.472,-,-"
"'[16:33:13.064]',1.465,-,-"
"'[16:33:13.072]',1.417,-,-"
"'[16:33:13.080]',1.378,-,-"
"'[16:33:13.088]',1.331,-,-"
"'[16:33:13.096]',1.276,-,-"
"'[16:33:13.104]',1.220,-,-"
"'[16:33:13.112]',1.213,-,-"
"'[16:33:13.120]',1.205,-,-"
"'[16:33:13.128]',1.197,-,-"
"'[16:33:13.136]',1.173,-,-"
"'[16:33:13.144]',1.205,-,-"
"'[16:33:13.152]',1.213,-,-"
"'[16:33:13.160]',1.189,-,-"
"'[16:33:13.168]',1.205,-,-"
"'[16:33:13.176]',1.197,-,-"
"'[16:33:13.184]',1.189,-,-"
"'[16:33:13.192]',1.181,-,-"
"'[16:33:13.200]',1.197,-,-"
"'[16:33:13.208]',1.213,-,-"
"'[16:33:13.216]',1.205,-,-"
"'[16:33:13.224]',1.213,-,-"
"'[16:33:13.232]',1.228,-,-"
"'[16:33:13.240]',1.197,-,-"
"'[16:33:13.248]',1.205,-,-"
"'[16:33:13.256]',1.205,-,-"
"'[16:33:13.264]',1.213,-,-"
"'[16:33:13.272]',1.213,-,-"
"'[16:33:13.280]',1.220,-,-"
"'[16:33:13.288]',1.228,-,-"
"'[16:33:13.296]',1.228,-,-"
"'[16:33:13.304]',1.205,-,-"
"'[16:33:13.312]',1.213,-,-"
"'[16:33:13.320]',1.205,-,-"
"'[16:33:13.328]',1.268,-,-"
"'[16:33:13.336]',1.244,-,-"
"'[16:33:13.344]',1.252,-,-"
"'[16:33:13.352]',1.228,-,-"
"'[16:33:13.360]',1.252,-,-"
"'[16:33:13.368]',1.213,-,-"
"'[16:33:13.376]',1.197,-,-"
"'[16:33:13.384]',1.181,-,-"
"'[16:33:13.392]',1.181,-,-"
"'[16:33:13.400]',1.165,-,-"
"'[16:33:13.408]',1.157,-,-"
"'[16:33:13.416]',1.173,-,-"
"'[16:33:13.424]',1.142,-,-"
"'[16:33:13.432]',1.142,-,-"
"'[16:33:13.440]',1.134,-,-"
"'[16:33:13.448]',1.165,-,-"
"'[16:33:13.456]',1.173,-,-"
"'[16:33:13.464]',1.244,-,-"
"'[16:33:13.472]',1.394,-,-"
"'[16:33:13.480]',1.504,-,-"
"'[16:33:13.488]',1.504,-,-"
"'[16:33:13.496]',1.480,-,-"
"'[16:33:13.504]',1.118,-,-"
"'[16:33:13.512]',0.992,-,-"
"'[16:33:13.520]',0.992,-,-"
"'[16:33:13.528]',1.102,-,-"
"'[16:33:13.536]',1.110,-,-"
"'[16:33:13.544]',1.087,-,-"
"'[16:33:13.552]',1.102,-,-"
"'[16:33:13.560]',1.110,-,-"
"'[16:33:13.568]',1.102,-,-"
"'[16:33:13.576]',1.087,-,-"
"'[16:33:13.584]',1.071,-,-"
"'[16:33:13.592]',1.102,-,-"
"'[16:33:13.600]',1.118,-,-"
"'[16:33:13.608]',1.110,-,-"
"'[16:33:13.616]',1.118,-,-"
"'[16:33:13.624]',1.102,-,-"
"'[16:33:13.632]',1.134,-,-"
"'[16:33:13.640]',1.142,-,-"
"'[16:33:13.648]',1.142,-,-"
"'[16:33:13.656]',1.126,-,-"
"'[16:33:13.664]',1.134,-,-"
"'[16:33:13.672]',1.150,-,-"
"'[16:33:13.680]',1.142,-,-"
"'[16:33:13.688]',1.134,-,-"
"'[16:33:13.696]',1.157,-,-"
"'[16:33:13.704]',1.173,-,-"
"'[16:33:13.712]',1.220,-,-"
"'[16:33:13.720]',1.236,-,-"
"'[16:33:13.728]',1.252,-,-"
"'[16:33:13.736]',1.268,-,-"
"'[16:33:13.744]',1.299,-,-"
"'[16:33:13.752]',1.299,-,-"
"'[16:33:13.760]',1.299,-,-"
"'[16:33:13.768]',1.291,-,-"
"'[16:33:13.776]',1.283,-,-"
"'[16:33:13.784]',1.276,-,-"
"'[16:33:13.792]',1.236,-,-"
"'[16:33:13.800]',1.173,-,-"
"'[16:33:13.808]',1.157,-,-"
"'[16:33:13.816]',1.126,-,-"
"'[16:33:13.824]',1.102,-,-"
"'[16:33:13.832]',1.094,-,-"
"'[16:33:13.840]',1.079,-,-"
"'[16:33:13.848]',1.087,-,-"
"'[16:33:13.856]',1.079,-,-"
"'[16:33:13.864]',1.071,-,-"
"'[16:33:13.872]',1.047,-,-"
"'[16:33:13.880]',1.063,-,-"
"'[16:33:13.888]',1.055,-,-"
"'[16:33:13.896]',1.047,-,-"
"'[16:33:13.904]',1.063,-,-"
"'[16:33:13.912]',1.079,-,-"
"'[16:33:13.920]',1.047,-,-"
"'[16:33:13.928]',1.039,-,-"
"'[16:33:13.936]',1.055,-,-"
"'[16:33:13.944]',1.055,-,-"
"'[16:33:13.952]',1.031,-,-"
"'[16:33:13.960]',1.031,-,-"
"'[16:33:13.968]',1.047,-,-"
"'[16:33:13.976]',1.079,-,-"
"'[16:33:13.984]',1.071,-,-"
"'[16:33:13.992]',1.071,-,-"
"'[16:33:14.000]',1.079,-,-"
"'[16:33:14.008]',1.055,-,-"
"'[16:33:14.016]',1.102,-,-"
"'[16:33:14.024]',1.126,-,-"
"'[16:33:14.032]',1.142,-,-"
"'[16:33:14.040]',1.118,-,-"
"'[16:33:14.048]',1.142,-,-"
"'[16:33:14.056]',1.126,-,-"
"'[16:33:14.064]',1.181,-,-"
"'[16:33:14.072]',1.236,-,-"
"'[16:33:14.080]',1.252,-,-"
"'[16:33:14.088]',1.213,-,-"
"'[16:33:14.096]',1.173,-,-"
"'[16:33:14.104]',1.142,-,-"
"'[16:33:14.112]',1.126,-,-"
"'[16:33:14.120]',1.134,-,-"
"'[16:33:14.128]',1.181,-,-"
"'[16:33:14.136]',1.157,-,-"
"'[16:33:14.144]',1.173,-,-"
"'[16:33:14.152]',1.181,-,-"
"'[16:33:14.160]',1.213,-,-"
"'[16:33:14.168]',1.205,-,-"
"'[16:33:14.176]',1.268,-,-"
"'[16:33:14.184]',1.354,-,-"
"'[16:33:14.192]',1.504,-,-"
"'[16:33:14.200]',1.504,-,-"
"'[16:33:14.208]',1.504,-,-"
"'[16:33:14.216]',1.409,-,-"
"'[16:33:14.224]',1.134,-,-"
"'[16:33:14.232]',1.031,-,-"
"'[16:33:14.240]',1.110,-,-"
"'[16:33:14.248]',1.197,-,-"
"'[16:33:14.256]',1.157,-,-"
"'[16:33:14.264]',1.181,-,-"
"'[16:33:14.272]',1.173,-,-"
"'[16:33:14.280]',1.181,-,-"
"'[16:33:14.288]',1.205,-,-"
"'[16:33:14.296]',1.220,-,-"
"'[16:33:14.304]',1.205,-,-"
"'[16:33:14.312]',1.228,-,-"
"'[16:33:14.320]',1.213,-,-"
"'[16:33:14.328]',1.197,-,-"
"'[16:33:14.336]',1.181,-,-"
"'[16:33:14.344]',1.181,-,-"
"'[16:33:14.352]',1.157,-,-"
"'[16:33:14.360]',1.118,-,-"
"'[16:33:14.368]',1.102,-,-"
"'[16:33:14.376]',1.087,-,-"
"'[16:33:14.384]',1.063,-,-"
"'[16:33:14.392]',1.047,-,-"
"'[16:33:14.400]',1.055,-,-"
"'[16:33:14.408]',1.016,-,-"
"'[16:33:14.416]',1.000,-,-"
"'[16:33:14.424]',0.992,-,-"
"'[16:33:14.432]',1.024,-,-"
"'[16:33:14.440]',1.031,-,-"
"'[16:33:14.448]',1.047,-,-"
"'[16:33:14.456]',1.039,-,-"
"'[16:33:14.464]',1.087,-,-"
"'[16:33:14.472]',1.087,-,-"
"'[16:33:14.480]',1.126,-,-"
"'[16:33:14.488]',1.087,-,-"
"'[16:33:14.496]',1.102,-,-"
"'[16:33:14.504]',1.047,-,-"
"'[16:33:14.512]',1.031,-,-"
"'[16:33:14.520]',0.976,-,-"
"'[16:33:14.528]',0.921,-,-"
"'[16:33:14.536]',0.874,-,-"
"'[16:33:14.544]',0.858,-,-"
"'[16:33:14.552]',0.850,-,-"
"'[16:33:14.560]',0.819,-,-"
"'[16:33:14.568]',0.811,-,-"
"'[16:33:14.576]',0.850,-,-"
"'[16:33:14.584]',0.843,-,-"
"'[16:33:14.592]',0.819,-,-"
"'[16:33:14.600]',0.835,-,-"
"'[16:33:14.608]',0.843,-,-"
"'[16:33:14.616]',0.827,-,-"
"'[16:33:14.624]',0.811,-,-"
"'[16:33:14.632]',0.827,-,-"
"'[16:33:14.640]',0.827,-,-"
"'[16:33:14.648]',0.850,-,-"
"'[16:33:14.656]',0.843,-,-"
"'[16:33:14.664]',0.850,-,-"
"'[16:33:14.672]',0.843,-,-"
"'[16:33:14.680]',0.850,-,-"
"'[16:33:14.688]',0.843,-,-"
"'[16:33:14.696]',0.874,-,-"
"'[16:33:14.704]',0.898,-,-"
"'[16:33:14.712]',0.890,-,-"
"'[16:33:14.720]',0.874,-,-"
"'[16:33:14.728]',0.850,-,-"
"'[16:33:14.736]',0.850,-,-"
"'[16:33:14.744]',0.850,-,-"
"'[16:33:14.752]',0.858,-,-"
"'[16:33:14.760]',0.866,-,-"
"'[16:33:14.768]',0.850,-,-"
"'[16:33:14.776]',0.850,-,-"
"'[16:33:14.784]',0.835,-,-"
"'[16:33:14.792]',0.819,-,-"
"'[16:33:14.800]',0.866,-,-"
"'[16:33:14.808]',0.858,-,-"
"'[16:33:14.816]',0.835,-,-"
"'[16:33:14.824]',0.803,-,-"
"'[16:33:14.832]',0.835,-,-"
"'[16:33:14.840]',0.858,-,-"
"'[16:33:14.848]',0.874,-,-"
"'[16:33:14.856]',0.835,-,-"
"'[16:33:14.864]',0.850,-,-"
"'[16:33:14.872]',0.811,-,-"
"'[16:33:14.880]',0.835,-,-"
"'[16:33:14.888]',0.827,-,-"
"'[16:33:14.896]',0.835,-,-"
"'[16:33:14.904]',0.913,-,-"
"'[16:33:14.912]',1.142,-,-"
"'[16:33:14.920]',1.449,-,-"
"'[16:33:14.928]',1.504,-,-"
"'[16:33:14.936]',1.031,-,-"
"'[16:33:14.944]',0.740,-,-"
"'[16:33:14.952]',0.677,-,-"
"'[16:33:14.960]',0.748,-,-"
"'[16:33:14.968]',0.803,-,-"
"'[16:33:14.976]',0.811,-,-"
"'[16:33:14.984]',0.780,-,-"
"'[16:33:14.992]',0.772,-,-"
"'[16:33:15.000]',0.795,-,-"
"'[16:33:15.008]',0.764,-,-"
"'[16:33:15.016]',0.803,-,-"
"'[16:33:15.024]',0.811,-,-"
"'[16:33:15.032]',0.787,-,-"
"'[16:33:15.040]',0.780,-,-"
"'[16:33:15.048]',0.803,-,-"
"'[16:33:15.056]',0.803,-,-"
"'[16:33:15.064]',0.811,-,-"
"'[16:33:15.072]',0.780,-,-"
"'[16:33:15.080]',0.803,-,-"
"'[16:33:15.088]',0.803,-,-"
"'[16:33:15.096]',0.835,-,-"
"'[16:33:15.104]',0.874,-,-"
"'[16:33:15.112]',0.921,-,-"
"'[16:33:15.120]',0.961,-,-"
"'[16:33:15.128]',1.008,-,-"
"'[16:33:15.136]',1.047,-,-"
"'[16:33:15.144]',1.094,-,-"
"'[16:33:15.152]',1.126,-,-"
"'[16:33:15.160]',1.150,-,-"
"'[16:33:15.168]',1.142,-,-"
"'[16:33:15.176]',1.181,-,-"
"'[16:33:15.184]',1.181,-,-"
"'[16:33:15.192]',1.213,-,-"
"'[16:33:15.200]',1.197,-,-"
"'[16:33:15.208]',1.165,-,-"
"'[16:33:15.216]',1.126,-,-"
"'[16:33:15.224]',1.055,-,-"
"'[16:33:15.232]',0.976,-,-"
"'[16:33:15.240]',0.929,-,-"
"'[16:33:15.248]',0.890,-,-"
"'[16:33:15.256]',0.850,-,-"
"'[16:33:15.264]',0.850,-,-"
"'[16:33:15.272]',0.850,-,-"
"'[16:33:15.280]',0.835,-,-"
"'[16:33:15.288]',0.819,-,-"
"'[16:33:15.296]',0.850,-,-"
"'[16:33:15.304]',0.850,-,-"
"'[16:33:15.312]',0.882,-,-"
"'[16:33:15.320]',0.866,-,-"
"'[16:33:15.328]',0.858,-,-"
"'[16:33:15.336]',0.874,-,-"
"'[16:33:15.344]',0.843,-,-"
"'[16:33:15.352]',0.866,-,-"
"'[16:33:15.360]',0.874,-,-"
"'[16:33:15.368]',0.882,-,-"
"'[16:33:15.376]',0.874,-,-"
"'[16:33:15.384]',0.874,-,-"
"'[16:33:15.392]',0.906,-,-"
"'[16:33:15.400]',0.921,-,-"
"'[16:33:15.408]',0.921,-,-"
"'[16:33:15.416]',0.906,-,-"
"'[16:33:15.424]',0.898,-,-"
"'[16:33:15.432]',0.890,-,-"
"'[16:33:15.440]',0.874,-,-"
"'[16:33:15.448]',0.866,-,-"
"'[16:33:15.456]',0.850,-,-"
"'[16:33:15.464]',0.858,-,-"
"'[16:33:15.472]',0.850,-,-"
"'[16:33:15.480]',0.882,-,-"
"'[16:33:15.488]',0.858,-,-"
"'[16:33:15.496]',0.850,-,-"
"'[16:33:15.504]',0.843,-,-"
"'[16:33:15.512]',0.906,-,-"
"'[16:33:15.520]',0.913,-,-"
"'[16:33:15.528]',0.858,-,-"
"'[16:33:15.536]',0.827,-,-"
"'[16:33:15.544]',0.811,-,-"
"'[16:33:15.552]',0.803,-,-"
"'[16:33:15.560]',0.827,-,-"
"'[16:33:15.568]',0.843,-,-"
"'[16:33:15.576]',0.819,-,-"
"'[16:33:15.584]',0.827,-,-"
"'[16:33:15.592]',0.835,-,-"
"'[16:33:15.600]',0.850,-,-"
"'[16:33:15.608]',0.835,-,-"
"'[16:33:15.616]',0.819,-,-"
"'[16:33:15.624]',0.913,-,-"
"'[16:33:15.632]',1.150,-,-"
"'[16:33:15.640]',1.441,-,-"
"'[16:33:15.648]',1.504,-,-"
"'[16:33:15.656]',0.976,-,-"
"'[16:33:15.664]',0.717,-,-"
"'[16:33:15.672]',0.622,-,-"
"'[16:33:15.680]',0.717,-,-"
"'[16:33:15.688]',0.748,-,-"
"'[16:33:15.696]',0.756,-,-"
"'[16:33:15.704]',0.748,-,-"
"'[16:33:15.712]',0.764,-,-"
