"'Time','I','II','III','V','RESP','PLETH','ABP'"
"'[19:19:04.268]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.276]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.284]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.292]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.300]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.308]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.316]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.324]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.332]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.340]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.348]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.356]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.364]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.372]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.380]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.388]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.396]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.404]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.412]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.420]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.428]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.436]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.444]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.452]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.460]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.468]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.476]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.484]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.492]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.500]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.508]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.516]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.524]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.532]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.540]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.548]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.556]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.564]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.572]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.580]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.588]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.596]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.604]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.612]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.620]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.628]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.636]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.644]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.652]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.660]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.668]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.676]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.684]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.692]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.700]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.708]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.716]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.724]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.732]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.740]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.748]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.756]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.764]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.772]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.780]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.788]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.796]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.804]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.812]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.820]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.828]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.836]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.844]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.852]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.860]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.868]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.876]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.884]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.892]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.900]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.908]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.916]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.924]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.932]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.940]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.948]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.956]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.964]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.972]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.980]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.988]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:04.996]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.004]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.012]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.020]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.028]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.036]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.044]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.052]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.060]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.068]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.076]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.084]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.092]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.100]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.108]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.116]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.124]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.132]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.140]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.148]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.156]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.164]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.172]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.180]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.188]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.196]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.204]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.212]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.220]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.228]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.236]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.244]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.252]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.260]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.268]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.276]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.284]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.292]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.300]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.308]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.316]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.324]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.332]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.340]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.348]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.356]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.364]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.372]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.380]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.388]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.396]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.404]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.412]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.420]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.428]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.436]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.444]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.452]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.460]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.468]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.476]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.484]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.492]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.500]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.508]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.516]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.524]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.532]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.540]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.548]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.556]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.564]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.572]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.580]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.588]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.596]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.604]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.612]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.620]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.628]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.636]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.644]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.652]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.660]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.668]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.676]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.684]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.692]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.700]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.708]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.716]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.724]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.732]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.740]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.748]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.756]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.764]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.772]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.780]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.788]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.796]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.804]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.812]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.820]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.828]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.836]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.844]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.852]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.860]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.868]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.876]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.884]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.892]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.900]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.908]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.916]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.924]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.932]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.940]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.948]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.956]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.964]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.972]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.980]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.988]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:05.996]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.004]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.012]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.020]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.028]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.036]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.044]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.052]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.060]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.068]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.076]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.084]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.092]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.100]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.108]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.116]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.124]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.132]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.140]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.148]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.156]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.164]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.172]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.180]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.188]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.196]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.204]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.212]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.220]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.228]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.236]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.244]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.252]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.260]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.268]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.276]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.284]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.292]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.300]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.308]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.316]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.324]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.332]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.340]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.348]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.356]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.364]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.372]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.380]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.388]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.396]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.404]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.412]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.420]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.428]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.436]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.444]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.452]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.460]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.468]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.476]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.484]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.492]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.500]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.508]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.516]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.524]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.532]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.540]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.548]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.556]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.564]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.572]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.580]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.588]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.596]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.604]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.612]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.620]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.628]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.636]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.644]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.652]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.660]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.668]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.676]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.684]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.692]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.700]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.708]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.716]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.724]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.732]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.740]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.748]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.756]',-,-0.500,-0.500,-0.500,0.248,2.002,-0.098"
"'[19:19:06.764]',-,-0.500,-0.500,-0.500,0.248,2.002,-0.098"
"'[19:19:06.772]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.780]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.788]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.796]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.804]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.812]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.820]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.828]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.836]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.844]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.852]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.860]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.868]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.876]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.884]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
"'[19:19:06.892]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.900]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.908]',-,-0.500,-0.500,-0.500,0.248,2.002,0.049"
"'[19:19:06.916]',-,-0.500,-0.500,-0.500,0.248,2.002,0.000"
