'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[03:45:22.672]',0.105,0.670,0.790,0.297,1.659,80.055,-,-
'[03:45:22.680]',0.105,0.670,0.800,0.307,1.695,80.739,-,-
'[03:45:22.688]',0.115,0.665,0.810,0.318,1.744,81.570,-,-
'[03:45:22.696]',0.130,0.655,0.830,0.329,1.801,82.449,-,-
'[03:45:22.704]',0.150,0.645,0.840,0.342,1.864,83.279,-,-
'[03:45:22.712]',0.160,0.640,0.855,0.354,1.937,84.061,-,-
'[03:45:22.720]',0.185,0.615,0.835,0.367,2.010,84.696,-,-
'[03:45:22.728]',0.195,0.595,0.805,0.380,2.073,85.135,-,-
'[03:45:22.736]',0.205,0.585,0.790,0.394,2.131,85.233,-,-
'[03:45:22.744]',0.220,0.575,0.790,0.407,2.177,85.184,-,-
'[03:45:22.752]',0.205,0.585,0.785,0.419,2.216,84.793,-,-
'[03:45:22.760]',0.180,0.605,0.780,0.430,2.253,84.305,-,-
'[03:45:22.768]',0.150,0.630,0.780,0.441,2.286,83.621,-,-
'[03:45:22.776]',0.110,0.665,0.780,0.452,2.319,82.840,-,-
'[03:45:22.784]',0.090,0.685,0.780,0.464,2.348,82.058,-,-
'[03:45:22.792]',0.080,0.685,0.775,0.475,2.372,81.130,-,-
'[03:45:22.800]',0.080,0.685,0.775,0.487,2.392,80.251,-,-
'[03:45:22.808]',0.080,0.690,0.780,0.499,2.408,79.372,-,-
'[03:45:22.816]',0.085,0.685,0.785,0.510,2.420,78.541,-,-
'[03:45:22.824]',0.090,0.685,0.785,0.521,2.432,77.760,-,-
'[03:45:22.832]',0.100,0.685,0.785,0.532,2.440,76.978,-,-
'[03:45:22.840]',0.100,0.710,0.835,0.542,2.442,76.294,-,-
'[03:45:22.848]',0.205,0.715,0.965,0.553,2.437,75.660,-,-
'[03:45:22.856]',0.710,0.285,0.630,0.565,2.427,75.122,-,-
'[03:45:22.864]',1.500,-0.450,-0.445,0.578,2.410,74.536,-,-
'[03:45:22.872]',1.495,-0.500,-0.500,0.590,2.385,74.048,-,-
'[03:45:22.880]',0.790,-0.085,-0.500,0.604,2.358,73.657,-,-
'[03:45:22.888]',0.340,0.320,-0.070,0.617,2.329,73.217,-,-
'[03:45:22.896]',0.195,0.515,0.445,0.631,2.305,72.875,-,-
'[03:45:22.904]',0.075,0.660,0.770,0.645,2.287,72.485,-,-
'[03:45:22.912]',0.005,0.740,0.910,0.658,2.274,72.192,-,-
'[03:45:22.920]',-0.015,0.765,0.950,0.671,2.262,71.850,-,-
'[03:45:22.928]',-0.025,0.780,0.975,0.684,2.250,71.605,-,-
'[03:45:22.936]',-0.020,0.780,0.985,0.696,2.235,71.312,-,-
'[03:45:22.944]',-0.020,0.780,0.990,0.708,2.217,71.117,-,-
'[03:45:22.952]',-0.015,0.780,0.985,0.721,2.202,70.922,-,-
'[03:45:22.960]',-0.010,0.770,0.985,0.733,2.185,70.726,-,-
'[03:45:22.968]',0.005,0.760,0.985,0.746,2.166,70.531,-,-
'[03:45:22.976]',0.015,0.755,0.985,0.757,2.154,70.287,-,-
'[03:45:22.984]',0.030,0.745,0.995,0.768,2.149,70.091,-,-
'[03:45:22.992]',0.035,0.740,0.995,0.778,2.146,69.945,-,-
'[03:45:23.000]',0.035,0.735,0.995,0.789,2.144,69.652,-,-
'[03:45:23.008]',0.055,0.730,1.000,0.799,2.143,69.359,-,-
'[03:45:23.016]',0.060,0.725,1.000,0.809,2.143,69.066,-,-
'[03:45:23.024]',0.070,0.720,1.010,0.820,2.143,68.724,-,-
'[03:45:23.032]',0.080,0.710,1.020,0.830,2.143,68.431,-,-
'[03:45:23.040]',0.095,0.710,1.025,0.840,2.138,68.040,-,-
'[03:45:23.048]',0.110,0.695,1.040,0.851,2.128,67.698,-,-
'[03:45:23.056]',0.120,0.690,1.050,0.860,2.118,67.356,-,-
'[03:45:23.064]',0.130,0.685,1.065,0.870,2.106,66.916,-,-
'[03:45:23.072]',0.150,0.675,1.085,0.878,2.091,66.526,-,-
'[03:45:23.080]',0.170,0.660,1.100,0.886,2.079,66.184,-,-
'[03:45:23.088]',0.195,0.650,1.115,0.894,2.065,65.940,-,-
'[03:45:23.096]',0.220,0.640,1.125,0.901,2.051,65.744,-,-
'[03:45:23.104]',0.245,0.625,1.130,0.909,2.038,65.793,-,-
'[03:45:23.112]',0.265,0.610,1.125,0.917,2.024,66.233,-,-
'[03:45:23.120]',0.290,0.595,1.120,0.925,2.013,67.405,-,-
'[03:45:23.128]',0.310,0.585,1.115,0.934,2.002,69.798,-,-
'[03:45:23.136]',0.330,0.575,1.090,0.942,1.988,73.852,-,-
'[03:45:23.144]',0.340,0.565,1.060,0.949,1.977,79.567,-,-
'[03:45:23.152]',0.355,0.565,1.020,0.956,1.966,86.356,-,-
'[03:45:23.160]',0.355,0.565,0.975,0.963,1.955,93.927,-,-
'[03:45:23.168]',0.345,0.565,0.930,0.969,1.942,101.693,-,-
'[03:45:23.176]',0.325,0.565,0.890,0.975,1.926,109.167,-,-
'[03:45:23.184]',0.310,0.575,0.855,0.981,1.907,115.809,-,-
'[03:45:23.192]',0.285,0.590,0.825,0.988,1.888,121.182,-,-
'[03:45:23.200]',0.255,0.605,0.805,0.992,1.868,124.748,-,-
'[03:45:23.208]',0.230,0.615,0.790,0.996,1.848,126.360,-,-
'[03:45:23.216]',0.210,0.625,0.785,0.998,1.830,126.262,-,-
'[03:45:23.224]',0.190,0.640,0.780,1.000,1.816,124.504,-,-
'[03:45:23.232]',0.170,0.640,0.785,1.000,1.807,121.622,-,-
'[03:45:23.240]',0.150,0.655,0.785,1.000,1.803,118.056,-,-
'[03:45:23.248]',0.140,0.660,0.790,1.000,1.798,114.198,-,-
'[03:45:23.256]',0.135,0.660,0.795,1.000,1.793,110.388,-,-
'[03:45:23.264]',0.130,0.660,0.800,0.997,1.791,106.822,-,-
'[03:45:23.272]',0.125,0.665,0.800,0.994,1.787,103.696,-,-
'[03:45:23.280]',0.125,0.665,0.800,0.988,1.780,101.156,-,-
'[03:45:23.288]',0.125,0.660,0.800,0.982,1.771,99.154,-,-
'[03:45:23.296]',0.125,0.660,0.805,0.975,1.761,97.737,-,-
'[03:45:23.304]',0.125,0.660,0.800,0.968,1.752,96.662,-,-
'[03:45:23.312]',0.130,0.655,0.800,0.960,1.742,95.881,-,-
'[03:45:23.320]',0.135,0.655,0.800,0.953,1.732,95.295,-,-
'[03:45:23.328]',0.140,0.650,0.795,0.944,1.721,94.758,-,-
'[03:45:23.336]',0.140,0.650,0.790,0.934,1.712,94.074,-,-
'[03:45:23.344]',0.135,0.655,0.790,0.923,1.704,93.097,-,-
'[03:45:23.352]',0.130,0.655,0.795,0.912,1.697,91.876,-,-
'[03:45:23.360]',0.135,0.655,0.790,0.901,1.689,90.215,-,-
'[03:45:23.368]',0.135,0.655,0.790,0.889,1.680,88.359,-,-
'[03:45:23.376]',0.135,0.655,0.785,0.877,1.674,86.405,-,-
'[03:45:23.384]',0.135,0.655,0.785,0.865,1.673,84.598,-,-
'[03:45:23.392]',0.140,0.655,0.780,0.855,1.672,83.035,-,-
'[03:45:23.400]',0.135,0.650,0.780,0.844,1.672,81.814,-,-
'[03:45:23.408]',0.130,0.650,0.785,0.834,1.676,80.886,-,-
'[03:45:23.416]',0.135,0.650,0.785,0.825,1.689,80.349,-,-
'[03:45:23.424]',0.140,0.650,0.785,0.815,1.713,80.251,-,-
'[03:45:23.432]',0.140,0.650,0.785,0.805,1.748,80.446,-,-
'[03:45:23.440]',0.145,0.645,0.790,0.795,1.785,80.935,-,-
'[03:45:23.448]',0.155,0.640,0.810,0.785,1.827,81.667,-,-
'[03:45:23.456]',0.170,0.640,0.815,0.776,1.884,82.547,-,-
'[03:45:23.464]',0.180,0.635,0.835,0.767,1.952,83.475,-,-
'[03:45:23.472]',0.195,0.620,0.845,0.758,2.024,84.305,-,-
'[03:45:23.480]',0.225,0.590,0.815,0.750,2.092,84.940,-,-
'[03:45:23.488]',0.240,0.570,0.785,0.742,2.153,85.428,-,-
'[03:45:23.496]',0.240,0.560,0.785,0.733,2.212,85.624,-,-
'[03:45:23.504]',0.250,0.560,0.785,0.725,2.264,85.624,-,-
'[03:45:23.512]',0.220,0.575,0.760,0.717,2.308,85.282,-,-
'[03:45:23.520]',0.195,0.600,0.760,0.707,2.345,84.842,-,-
'[03:45:23.528]',0.165,0.630,0.765,0.698,2.379,84.158,-,-
'[03:45:23.536]',0.130,0.660,0.770,0.687,2.409,83.377,-,-
'[03:45:23.544]',0.120,0.660,0.765,0.677,2.426,82.498,-,-
'[03:45:23.552]',0.115,0.665,0.765,0.668,2.432,81.618,-,-
'[03:45:23.560]',0.115,0.670,0.770,0.659,2.435,80.739,-,-
'[03:45:23.568]',0.120,0.665,0.770,0.650,2.437,79.811,-,-
'[03:45:23.576]',0.120,0.670,0.770,0.642,2.438,78.883,-,-
'[03:45:23.584]',0.125,0.665,0.770,0.633,2.438,78.004,-,-
'[03:45:23.592]',0.125,0.675,0.790,0.624,2.436,77.174,-,-
'[03:45:23.600]',0.140,0.700,0.865,0.614,2.430,76.490,-,-
'[03:45:23.608]',0.325,0.580,0.970,0.605,2.421,75.757,-,-
'[03:45:23.616]',0.990,0.045,0.305,0.597,2.413,75.073,-,-
'[03:45:23.624]',1.500,-0.500,-0.500,0.589,2.403,74.438,-,-
'[03:45:23.632]',1.235,-0.430,-0.500,0.581,2.393,73.852,-,-
'[03:45:23.640]',0.590,0.035,-0.500,0.573,2.383,73.364,-,-
'[03:45:23.648]',0.315,0.360,0.030,0.566,2.370,72.924,-,-
'[03:45:23.656]',0.185,0.540,0.525,0.559,2.351,72.485,-,-
'[03:45:23.664]',0.080,0.685,0.805,0.552,2.328,72.094,-,-
'[03:45:23.672]',0.025,0.745,0.910,0.545,2.307,71.752,-,-
'[03:45:23.680]',0.005,0.770,0.945,0.539,2.283,71.410,-,-
'[03:45:23.688]',0.005,0.780,0.970,0.532,2.262,71.117,-,-
'[03:45:23.696]',0.005,0.780,0.975,0.526,2.246,70.873,-,-
'[03:45:23.704]',0.010,0.780,0.975,0.520,2.228,70.677,-,-
'[03:45:23.712]',0.015,0.770,0.975,0.514,2.208,70.482,-,-
'[03:45:23.720]',0.030,0.760,0.985,0.509,2.191,70.384,-,-
'[03:45:23.728]',0.045,0.750,0.975,0.504,2.172,70.189,-,-
'[03:45:23.736]',0.050,0.745,0.980,0.499,2.152,69.994,-,-
'[03:45:23.744]',0.060,0.735,0.985,0.493,2.138,69.798,-,-
'[03:45:23.752]',0.075,0.730,0.985,0.488,2.130,69.554,-,-
'[03:45:23.760]',0.075,0.725,0.990,0.482,2.126,69.261,-,-
'[03:45:23.768]',0.090,0.720,0.990,0.476,2.124,68.870,-,-
'[03:45:23.776]',0.100,0.710,0.995,0.471,2.123,68.479,-,-
'[03:45:23.784]',0.110,0.710,1.000,0.465,2.123,68.089,-,-
'[03:45:23.792]',0.125,0.700,1.005,0.460,2.123,67.747,-,-
'[03:45:23.800]',0.130,0.695,1.015,0.455,2.120,67.356,-,-
'[03:45:23.808]',0.145,0.685,1.025,0.449,2.111,66.965,-,-
'[03:45:23.816]',0.160,0.680,1.035,0.443,2.100,66.526,-,-
'[03:45:23.824]',0.175,0.665,1.045,0.436,2.086,66.184,-,-
'[03:45:23.832]',0.195,0.655,1.065,0.429,2.068,65.793,-,-
'[03:45:23.840]',0.215,0.640,1.080,0.422,2.055,65.500,-,-
'[03:45:23.848]',0.240,0.630,1.090,0.415,2.043,65.256,-,-
'[03:45:23.856]',0.265,0.615,1.095,0.408,2.032,65.109,-,-
'[03:45:23.864]',0.285,0.600,1.105,0.400,2.024,65.158,-,-
'[03:45:23.872]',0.310,0.590,1.105,0.394,2.015,65.598,-,-
'[03:45:23.880]',0.325,0.575,1.100,0.388,2.005,66.819,-,-
'[03:45:23.888]',0.335,0.565,1.090,0.382,1.992,69.310,-,-
'[03:45:23.896]',0.355,0.560,1.065,0.377,1.976,73.315,-,-
'[03:45:23.904]',0.365,0.555,1.040,0.372,1.958,78.932,-,-
'[03:45:23.912]',0.370,0.545,1.005,0.366,1.938,85.673,-,-
'[03:45:23.920]',0.365,0.555,0.965,0.361,1.919,93.195,-,-
'[03:45:23.928]',0.355,0.560,0.920,0.356,1.898,100.863,-,-
'[03:45:23.936]',0.335,0.570,0.880,0.351,1.878,108.287,-,-
'[03:45:23.944]',0.310,0.585,0.850,0.345,1.860,114.930,-,-
'[03:45:23.952]',0.285,0.590,0.825,0.340,1.842,120.156,-,-
'[03:45:23.960]',0.260,0.605,0.805,0.335,1.822,123.673,-,-
'[03:45:23.968]',0.235,0.615,0.795,0.329,1.807,125.236,-,-
'[03:45:23.976]',0.215,0.625,0.790,0.323,1.795,124.943,-,-
'[03:45:23.984]',0.195,0.635,0.785,0.317,1.784,123.136,-,-
'[03:45:23.992]',0.175,0.640,0.785,0.311,1.776,120.108,-,-
'[03:45:24.000]',0.160,0.650,0.780,0.305,1.769,116.347,-,-
'[03:45:24.008]',0.145,0.660,0.785,0.298,1.761,112.293,-,-
'[03:45:24.016]',0.145,0.660,0.790,0.292,1.752,108.239,-,-
'[03:45:24.024]',0.145,0.660,0.800,0.285,1.742,104.575,-,-
'[03:45:24.032]',0.140,0.660,0.805,0.279,1.732,101.303,-,-
'[03:45:24.040]',0.145,0.660,0.800,0.273,1.724,98.616,-,-
'[03:45:24.048]',0.145,0.655,0.805,0.267,1.717,96.467,-,-
'[03:45:24.056]',0.145,0.655,0.800,0.261,1.710,94.855,-,-
'[03:45:24.064]',0.145,0.655,0.795,0.255,1.700,93.732,-,-
'[03:45:24.072]',0.145,0.655,0.800,0.249,1.688,92.853,-,-
'[03:45:24.080]',0.145,0.655,0.795,0.243,1.674,92.218,-,-
'[03:45:24.088]',0.145,0.655,0.795,0.237,1.663,91.534,-,-
'[03:45:24.096]',0.145,0.655,0.795,0.232,1.649,90.801,-,-
'[03:45:24.104]',0.145,0.650,0.800,0.227,1.634,89.824,-,-
'[03:45:24.112]',0.145,0.650,0.795,0.223,1.622,88.554,-,-
'[03:45:24.120]',0.145,0.650,0.790,0.218,1.611,86.991,-,-
'[03:45:24.128]',0.140,0.650,0.785,0.214,1.600,85.282,-,-
'[03:45:24.136]',0.145,0.655,0.785,0.210,1.592,83.670,-,-
'[03:45:24.144]',0.140,0.660,0.785,0.206,1.586,82.156,-,-
'[03:45:24.152]',0.140,0.660,0.780,0.203,1.577,80.935,-,-
'[03:45:24.160]',0.130,0.660,0.785,0.199,1.570,80.055,-,-
'[03:45:24.168]',0.140,0.660,0.780,0.196,1.569,79.469,-,-
'[03:45:24.176]',0.145,0.655,0.785,0.193,1.579,79.372,-,-
'[03:45:24.184]',0.145,0.655,0.785,0.190,1.599,79.469,-,-
'[03:45:24.192]',0.140,0.655,0.790,0.188,1.630,80.007,-,-
'[03:45:24.200]',0.155,0.650,0.805,0.185,1.673,80.690,-,-
'[03:45:24.208]',0.170,0.640,0.820,0.183,1.725,81.472,-,-
'[03:45:24.216]',0.180,0.635,0.835,0.181,1.787,82.351,-,-
'[03:45:24.224]',0.195,0.625,0.855,0.179,1.858,83.182,-,-
'[03:45:24.232]',0.215,0.600,0.840,0.178,1.935,83.816,-,-
'[03:45:24.240]',0.240,0.570,0.805,0.176,2.001,84.305,-,-
'[03:45:24.248]',0.250,0.555,0.790,0.174,2.055,84.549,-,-
'[03:45:24.256]',0.260,0.550,0.785,0.173,2.107,84.500,-,-
'[03:45:24.264]',0.240,0.565,0.775,0.172,2.155,84.256,-,-
'[03:45:24.272]',0.215,0.585,0.755,0.172,2.197,83.865,-,-
'[03:45:24.280]',0.190,0.615,0.760,0.172,2.234,83.230,-,-
'[03:45:24.288]',0.150,0.645,0.765,0.171,2.262,82.547,-,-
'[03:45:24.296]',0.125,0.660,0.765,0.171,2.282,81.814,-,-
'[03:45:24.304]',0.120,0.665,0.765,0.170,2.296,80.935,-,-
'[03:45:24.312]',0.115,0.670,0.765,0.169,2.309,80.055,-,-
'[03:45:24.320]',0.115,0.670,0.770,0.169,2.321,79.176,-,-
'[03:45:24.328]',0.115,0.675,0.770,0.169,2.328,78.346,-,-
'[03:45:24.336]',0.115,0.670,0.770,0.169,2.330,77.613,-,-
'[03:45:24.344]',0.120,0.670,0.770,0.169,2.326,76.783,-,-
'[03:45:24.352]',0.130,0.695,0.815,0.169,2.319,76.099,-,-
'[03:45:24.360]',0.175,0.715,0.920,0.169,2.310,75.415,-,-
'[03:45:24.368]',0.535,0.420,0.970,0.169,2.300,74.780,-,-
'[03:45:24.376]',1.400,-0.305,-0.170,0.168,2.290,74.243,-,-
'[03:45:24.384]',1.500,-0.500,-0.500,0.168,2.281,73.755,-,-
'[03:45:24.392]',0.915,-0.230,-0.500,0.167,2.271,73.217,-,-
'[03:45:24.400]',0.420,0.210,-0.290,0.167,2.260,72.729,-,-
'[03:45:24.408]',0.260,0.445,0.250,0.166,2.247,72.289,-,-
'[03:45:24.416]',0.130,0.620,0.670,0.166,2.231,71.947,-,-
'[03:45:24.424]',0.045,0.730,0.865,0.166,2.210,71.508,-,-
'[03:45:24.432]',0.015,0.760,0.930,0.166,2.187,71.166,-,-
'[03:45:24.440]',0.005,0.775,0.960,0.167,2.165,70.873,-,-
'[03:45:24.448]',0.005,0.780,0.975,0.166,2.147,70.531,-,-
'[03:45:24.456]',0.005,0.780,0.975,0.166,2.132,70.287,-,-
'[03:45:24.464]',0.010,0.780,0.980,0.166,2.120,70.042,-,-
'[03:45:24.472]',0.015,0.770,0.985,0.166,2.111,69.847,-,-
'[03:45:24.480]',0.030,0.760,0.980,0.166,2.102,69.749,-,-
'[03:45:24.488]',0.040,0.755,0.985,0.166,2.092,69.505,-,-
'[03:45:24.496]',0.050,0.745,0.980,0.166,2.087,69.261,-,-
'[03:45:24.504]',0.060,0.740,0.980,0.167,2.079,68.968,-,-
'[03:45:24.512]',0.065,0.730,0.980,0.167,2.068,68.724,-,-
'[03:45:24.520]',0.075,0.730,0.985,0.167,2.058,68.382,-,-
'[03:45:24.528]',0.085,0.720,0.995,0.167,2.047,67.991,-,-
'[03:45:24.536]',0.100,0.715,0.995,0.167,2.036,67.600,-,-
'[03:45:24.544]',0.105,0.710,1.005,0.167,2.026,67.161,-,-
'[03:45:24.552]',0.125,0.700,1.010,0.167,2.016,66.819,-,-
'[03:45:24.560]',0.130,0.695,1.020,0.167,2.008,66.428,-,-
'[03:45:24.568]',0.145,0.685,1.025,0.168,2.004,66.037,-,-
'[03:45:24.576]',0.160,0.680,1.035,0.168,2.002,65.744,-,-
'[03:45:24.584]',0.175,0.670,1.045,0.169,1.996,65.353,-,-
'[03:45:24.592]',0.195,0.655,1.065,0.170,1.983,65.012,-,-
'[03:45:24.600]',0.225,0.640,1.075,0.171,1.969,64.718,-,-
'[03:45:24.608]',0.240,0.620,1.085,0.171,1.954,64.572,-,-
'[03:45:24.616]',0.265,0.610,1.090,0.172,1.939,64.425,-,-
'[03:45:24.624]',0.285,0.605,1.095,0.173,1.930,64.621,-,-
'[03:45:24.632]',0.305,0.590,1.100,0.174,1.919,65.256,-,-
'[03:45:24.640]',0.325,0.580,1.095,0.175,1.909,66.721,-,-
'[03:45:24.648]',0.340,0.565,1.080,0.176,1.904,69.603,-,-
'[03:45:24.656]',0.350,0.565,1.060,0.177,1.896,74.048,-,-
'[03:45:24.664]',0.355,0.565,1.030,0.178,1.883,80.007,-,-
'[03:45:24.672]',0.355,0.565,0.990,0.179,1.865,86.991,-,-
'[03:45:24.680]',0.350,0.565,0.950,0.180,1.847,94.611,-,-
'[03:45:24.688]',0.330,0.570,0.910,0.181,1.830,102.377,-,-
'[03:45:24.696]',0.310,0.580,0.875,0.182,1.814,109.753,-,-
'[03:45:24.704]',0.285,0.600,0.845,0.182,1.799,116.102,-,-
'[03:45:24.712]',0.260,0.610,0.825,0.183,1.786,120.987,-,-
'[03:45:24.720]',0.230,0.620,0.810,0.183,1.774,124.015,-,-
'[03:45:24.728]',0.210,0.630,0.805,0.183,1.763,125.041,-,-
'[03:45:24.736]',0.185,0.640,0.800,0.183,1.756,124.357,-,-
'[03:45:24.744]',0.170,0.645,0.805,0.183,1.749,122.159,-,-
'[03:45:24.752]',0.145,0.660,0.790,0.182,1.740,118.935,-,-
'[03:45:24.760]',0.140,0.660,0.795,0.181,1.731,114.979,-,-
'[03:45:24.768]',0.130,0.670,0.800,0.180,1.721,110.827,-,-
'[03:45:24.776]',0.125,0.665,0.800,0.178,1.712,106.676,-,-
'[03:45:24.784]',0.120,0.670,0.805,0.175,1.701,102.915,-,-
'[03:45:24.792]',0.120,0.675,0.805,0.173,1.691,99.691,-,-
'[03:45:24.800]',0.120,0.670,0.805,0.170,1.681,97.053,-,-
'[03:45:24.808]',0.125,0.665,0.805,0.167,1.671,94.904,-,-
'[03:45:24.816]',0.125,0.665,0.805,0.164,1.661,93.292,-,-
'[03:45:24.824]',0.125,0.665,0.805,0.161,1.650,92.120,-,-
'[03:45:24.832]',0.125,0.665,0.805,0.159,1.637,91.241,-,-
'[03:45:24.840]',0.125,0.660,0.805,0.158,1.627,90.508,-,-
'[03:45:24.848]',0.130,0.660,0.800,0.157,1.613,89.824,-,-
'[03:45:24.856]',0.130,0.660,0.795,0.156,1.596,88.945,-,-
'[03:45:24.864]',0.125,0.660,0.795,0.155,1.580,87.871,-,-
'[03:45:24.872]',0.125,0.660,0.790,0.155,1.564,86.552,-,-
'[03:45:24.880]',0.125,0.660,0.790,0.155,1.551,85.038,-,-
'[03:45:24.888]',0.120,0.660,0.785,0.155,1.540,83.475,-,-
'[03:45:24.896]',0.120,0.665,0.785,0.155,1.529,82.058,-,-
'[03:45:24.904]',0.115,0.665,0.790,0.156,1.518,80.935,-,-
'[03:45:24.912]',0.115,0.665,0.785,0.156,1.510,80.055,-,-
'[03:45:24.920]',0.115,0.665,0.785,0.157,1.509,79.469,-,-
'[03:45:24.928]',0.115,0.665,0.785,0.158,1.516,79.225,-,-
'[03:45:24.936]',0.110,0.670,0.785,0.160,1.530,79.372,-,-
'[03:45:24.944]',0.115,0.665,0.785,0.162,1.549,79.811,-,-
'[03:45:24.952]',0.115,0.665,0.795,0.164,1.580,80.495,-,-
'[03:45:24.960]',0.125,0.660,0.810,0.166,1.623,81.277,-,-
'[03:45:24.968]',0.140,0.655,0.825,0.169,1.677,82.156,-,-
'[03:45:24.976]',0.145,0.650,0.835,0.173,1.740,82.986,-,-
'[03:45:24.984]',0.160,0.640,0.855,0.176,1.809,83.719,-,-
'[03:45:24.992]',0.190,0.610,0.840,0.180,1.885,84.305,-,-
'[03:45:25.000]',0.205,0.590,0.805,0.183,1.963,84.598,-,-
'[03:45:25.008]',0.215,0.585,0.790,0.186,2.038,84.745,-,-
'[03:45:25.016]',0.225,0.575,0.790,0.190,2.104,84.696,-,-
'[03:45:25.024]',0.205,0.585,0.785,0.194,2.159,84.305,-,-
'[03:45:25.032]',0.175,0.605,0.775,0.199,2.204,83.816,-,-
'[03:45:25.040]',0.150,0.630,0.780,0.204,2.235,83.133,-,-
'[03:45:25.048]',0.120,0.655,0.780,0.209,2.252,82.351,-,-
'[03:45:25.056]',0.090,0.680,0.775,0.214,2.267,81.472,-,-
'[03:45:25.064]',0.085,0.685,0.775,0.219,2.279,80.690,-,-
'[03:45:25.072]',0.085,0.685,0.775,0.224,2.290,79.811,-,-
'[03:45:25.080]',0.090,0.680,0.780,0.229,2.298,78.981,-,-
'[03:45:25.088]',0.090,0.685,0.785,0.236,2.302,78.248,-,-
'[03:45:25.096]',0.095,0.685,0.785,0.244,2.307,77.418,-,-
'[03:45:25.104]',0.090,0.685,0.785,0.252,2.309,76.734,-,-
'[03:45:25.112]',0.100,0.715,0.830,0.261,2.306,76.099,-,-
'[03:45:25.120]',0.175,0.725,0.955,0.272,2.299,75.464,-,-
'[03:45:25.128]',0.635,0.340,0.975,0.282,2.288,74.878,-,-
'[03:45:25.136]',1.500,-0.405,-0.355,0.293,2.274,74.341,-,-
'[03:45:25.144]',1.500,-0.500,-0.500,0.304,2.257,73.852,-,-
'[03:45:25.152]',0.820,-0.120,-0.500,0.315,2.242,73.413,-,-
'[03:45:25.160]',0.345,0.305,-0.135,0.325,2.228,72.973,-,-
'[03:45:25.168]',0.200,0.505,0.375,0.335,2.211,72.631,-,-
'[03:45:25.176]',0.080,0.665,0.740,0.345,2.196,72.240,-,-
'[03:45:25.184]',0.005,0.750,0.895,0.357,2.178,71.947,-,-
'[03:45:25.192]',-0.020,0.780,0.945,0.369,2.160,71.557,-,-
'[03:45:25.200]',-0.030,0.790,0.965,0.382,2.144,71.312,-,-
'[03:45:25.208]',-0.025,0.795,0.975,0.396,2.129,70.970,-,-
'[03:45:25.216]',-0.020,0.795,0.980,0.408,2.119,70.726,-,-
'[03:45:25.224]',-0.015,0.790,0.985,0.421,2.114,70.531,-,-
'[03:45:25.232]',-0.010,0.780,0.990,0.433,2.109,70.384,-,-
'[03:45:25.240]',0.000,0.780,0.985,0.445,2.103,70.189,-,-
'[03:45:25.248]',0.010,0.765,0.985,0.458,2.097,70.042,-,-
'[03:45:25.256]',0.025,0.760,0.985,0.471,2.094,69.847,-,-
'[03:45:25.264]',0.030,0.755,0.990,0.485,2.090,69.652,-,-
'[03:45:25.272]',0.035,0.755,0.995,0.499,2.083,69.359,-,-
'[03:45:25.280]',0.050,0.740,0.995,0.514,2.077,69.114,-,-
'[03:45:25.288]',0.055,0.730,0.995,0.529,2.074,68.821,-,-
'[03:45:25.296]',0.070,0.725,1.000,0.545,2.073,68.431,-,-
'[03:45:25.304]',0.075,0.720,1.005,0.561,2.072,68.040,-,-
'[03:45:25.312]',0.085,0.715,1.020,0.575,2.069,67.698,-,-
'[03:45:25.320]',0.100,0.705,1.030,0.589,2.064,67.356,-,-
'[03:45:25.328]',0.115,0.695,1.045,0.601,2.053,66.965,-,-
'[03:45:25.336]',0.130,0.690,1.060,0.613,2.043,66.672,-,-
'[03:45:25.344]',0.145,0.685,1.075,0.627,2.033,66.281,-,-
'[03:45:25.352]',0.170,0.670,1.090,0.640,2.020,65.988,-,-
'[03:45:25.360]',0.185,0.660,1.105,0.653,2.003,65.695,-,-
'[03:45:25.368]',0.210,0.650,1.115,0.667,1.987,65.500,-,-
'[03:45:25.376]',0.235,0.640,1.120,0.678,1.976,65.500,-,-
'[03:45:25.384]',0.250,0.625,1.120,0.690,1.962,65.842,-,-
'[03:45:25.392]',0.270,0.615,1.115,0.700,1.946,66.916,-,-
'[03:45:25.400]',0.290,0.605,1.105,0.710,1.929,69.163,-,-
'[03:45:25.408]',0.310,0.595,1.085,0.720,1.910,73.168,-,-
'[03:45:25.416]',0.325,0.585,1.055,0.730,1.894,78.786,-,-
'[03:45:25.424]',0.335,0.580,1.020,0.741,1.879,85.624,-,-
'[03:45:25.432]',0.335,0.580,0.975,0.751,1.864,93.195,-,-
'[03:45:25.440]',0.330,0.585,0.925,0.762,1.855,100.912,-,-
'[03:45:25.448]',0.310,0.585,0.885,0.772,1.848,108.483,-,-
'[03:45:25.456]',0.290,0.595,0.850,0.783,1.843,115.370,-,-
'[03:45:25.464]',0.265,0.610,0.815,0.793,1.838,120.889,-,-
'[03:45:25.472]',0.240,0.615,0.800,0.802,1.830,124.601,-,-
'[03:45:25.480]',0.215,0.625,0.790,0.810,1.822,126.409,-,-
'[03:45:25.488]',0.190,0.640,0.785,0.817,1.813,126.409,-,-
'[03:45:25.496]',0.170,0.645,0.785,0.824,1.804,124.846,-,-
'[03:45:25.504]',0.155,0.650,0.785,0.831,1.795,122.110,-,-
'[03:45:25.512]',0.145,0.655,0.790,0.838,1.785,118.545,-,-
'[03:45:25.520]',0.130,0.660,0.790,0.844,1.775,114.686,-,-
