'Time','II','PLETH','ABP','III'
'[03:55:58.576]',0.172,0.510,75.000,-
'[03:55:58.584]',0.227,0.518,75.000,-
'[03:55:58.592]',0.266,0.518,74.062,-
'[03:55:58.600]',0.281,0.518,74.062,-
'[03:55:58.608]',0.289,0.525,73.125,-
'[03:55:58.616]',0.297,0.525,73.125,-
'[03:55:58.624]',0.297,0.525,72.188,-
'[03:55:58.632]',0.297,0.533,72.188,-
'[03:55:58.640]',0.289,0.533,71.250,-
'[03:55:58.648]',0.289,0.533,70.312,-
'[03:55:58.656]',0.289,0.533,70.312,-
'[03:55:58.664]',0.297,0.533,69.375,-
'[03:55:58.672]',0.297,0.541,69.375,-
'[03:55:58.680]',0.297,0.541,68.438,-
'[03:55:58.688]',0.305,0.541,68.438,-
'[03:55:58.696]',0.312,0.541,67.500,-
'[03:55:58.704]',0.312,0.541,67.500,-
'[03:55:58.712]',0.297,0.541,66.562,-
'[03:55:58.720]',0.297,0.533,66.562,-
'[03:55:58.728]',0.297,0.533,66.562,-
'[03:55:58.736]',0.305,0.533,65.625,-
'[03:55:58.744]',0.312,0.533,65.625,-
'[03:55:58.752]',0.320,0.533,65.625,-
'[03:55:58.760]',0.336,0.533,67.500,-
'[03:55:58.768]',0.336,0.533,70.312,-
'[03:55:58.776]',0.352,0.533,75.000,-
'[03:55:58.784]',0.375,0.533,82.500,-
'[03:55:58.792]',0.391,0.525,90.938,-
'[03:55:58.800]',0.406,0.525,98.438,-
'[03:55:58.808]',0.414,0.525,105.000,-
'[03:55:58.816]',0.398,0.525,109.688,-
'[03:55:58.824]',0.367,0.525,112.500,-
'[03:55:58.832]',0.336,0.518,114.375,-
'[03:55:58.840]',0.312,0.518,117.188,-
'[03:55:58.848]',0.289,0.518,119.062,-
'[03:55:58.856]',0.281,0.518,120.938,-
'[03:55:58.864]',0.273,0.518,121.875,-
'[03:55:58.872]',0.266,0.510,122.812,-
'[03:55:58.880]',0.266,0.510,122.812,-
'[03:55:58.888]',0.266,0.510,122.812,-
'[03:55:58.896]',0.266,0.502,121.875,-
'[03:55:58.904]',0.258,0.502,120.938,-
'[03:55:58.912]',0.250,0.502,119.062,-
'[03:55:58.920]',0.250,0.502,117.188,-
'[03:55:58.928]',0.250,0.502,115.312,-
'[03:55:58.936]',0.258,0.502,113.438,-
'[03:55:58.944]',0.266,0.502,109.688,-
'[03:55:58.952]',0.281,0.490,105.938,-
'[03:55:58.960]',0.289,0.490,101.250,-
'[03:55:58.968]',0.312,0.490,96.562,-
'[03:55:58.976]',0.336,0.490,92.812,-
'[03:55:58.984]',0.336,0.482,89.062,-
'[03:55:58.992]',0.336,0.482,87.188,-
'[03:55:59.000]',0.320,0.482,85.312,-
'[03:55:59.008]',0.281,0.482,84.375,-
'[03:55:59.016]',0.242,0.482,84.375,-
'[03:55:59.024]',0.227,0.482,83.438,-
'[03:55:59.032]',0.219,0.482,82.500,-
'[03:55:59.040]',0.219,0.482,81.562,-
'[03:55:59.048]',0.211,0.482,80.625,-
'[03:55:59.056]',0.211,0.482,80.625,-
'[03:55:59.064]',0.227,0.482,79.688,-
'[03:55:59.072]',0.273,0.482,78.750,-
'[03:55:59.080]',0.320,0.482,77.812,-
'[03:55:59.088]',0.336,0.490,77.812,-
'[03:55:59.096]',0.281,0.490,76.875,-
'[03:55:59.104]',0.250,0.490,76.875,-
'[03:55:59.112]',0.133,0.490,75.938,-
'[03:55:59.120]',-0.078,0.502,75.938,-
'[03:55:59.128]',-0.203,0.502,75.938,-
'[03:55:59.136]',-0.133,0.502,75.000,-
'[03:55:59.144]',0.016,0.502,74.062,-
'[03:55:59.152]',0.125,0.502,74.062,-
'[03:55:59.160]',0.188,0.510,73.125,-
'[03:55:59.168]',0.211,0.510,73.125,-
'[03:55:59.176]',0.227,0.510,72.188,-
'[03:55:59.184]',0.234,0.518,72.188,-
'[03:55:59.192]',0.234,0.518,72.188,-
'[03:55:59.200]',0.234,0.518,72.188,-
'[03:55:59.208]',0.242,0.518,71.250,-
'[03:55:59.216]',0.266,0.518,71.250,-
'[03:55:59.224]',0.266,0.518,70.312,-
'[03:55:59.232]',0.266,0.518,69.375,-
'[03:55:59.240]',0.266,0.525,68.438,-
'[03:55:59.248]',0.273,0.525,67.500,-
'[03:55:59.256]',0.281,0.525,66.562,-
'[03:55:59.264]',0.281,0.525,66.562,-
'[03:55:59.272]',0.289,0.525,65.625,-
'[03:55:59.280]',0.297,0.525,65.625,-
'[03:55:59.288]',0.297,0.525,65.625,-
'[03:55:59.296]',0.297,0.525,64.688,-
'[03:55:59.304]',0.289,0.525,64.688,-
'[03:55:59.312]',0.289,0.525,64.688,-
'[03:55:59.320]',0.289,0.518,63.750,-
'[03:55:59.328]',0.297,0.518,64.688,-
'[03:55:59.336]',0.312,0.518,65.625,-
'[03:55:59.344]',0.320,0.518,67.500,-
'[03:55:59.352]',0.320,0.518,72.188,-
'[03:55:59.360]',0.336,0.510,78.750,-
'[03:55:59.368]',0.352,0.510,86.250,-
'[03:55:59.376]',0.367,0.510,93.750,-
'[03:55:59.384]',0.375,0.510,100.312,-
'[03:55:59.392]',0.359,0.510,105.000,-
'[03:55:59.400]',0.336,0.510,108.750,-
'[03:55:59.408]',0.305,0.502,110.625,-
'[03:55:59.416]',0.281,0.502,112.500,-
'[03:55:59.424]',0.266,0.502,115.312,-
'[03:55:59.432]',0.250,0.502,117.188,-
'[03:55:59.440]',0.242,0.502,119.062,-
'[03:55:59.448]',0.242,0.502,120.000,-
'[03:55:59.456]',0.234,0.502,120.938,-
'[03:55:59.464]',0.234,0.502,120.000,-
'[03:55:59.472]',0.234,0.502,119.062,-
'[03:55:59.480]',0.242,0.490,118.125,-
'[03:55:59.488]',0.234,0.490,116.250,-
'[03:55:59.496]',0.242,0.490,114.375,-
'[03:55:59.504]',0.242,0.490,112.500,-
'[03:55:59.512]',0.242,0.482,110.625,-
'[03:55:59.520]',0.250,0.482,107.812,-
'[03:55:59.528]',0.266,0.482,104.062,-
'[03:55:59.536]',0.281,0.475,99.375,-
'[03:55:59.544]',0.297,0.475,94.688,-
'[03:55:59.552]',0.312,0.475,90.938,-
'[03:55:59.560]',0.320,0.467,88.125,-
'[03:55:59.568]',0.328,0.467,86.250,-
'[03:55:59.576]',0.312,0.467,84.375,-
'[03:55:59.584]',0.273,0.467,83.438,-
'[03:55:59.592]',0.227,0.467,83.438,-
'[03:55:59.600]',0.195,0.459,82.500,-
'[03:55:59.608]',0.188,0.459,82.500,-
'[03:55:59.616]',0.180,0.459,81.562,-
'[03:55:59.624]',0.180,0.459,79.688,-
'[03:55:59.632]',0.180,0.459,78.750,-
'[03:55:59.640]',0.188,0.467,77.812,-
'[03:55:59.648]',0.227,0.467,76.875,-
'[03:55:59.656]',0.273,0.467,76.875,-
'[03:55:59.664]',0.281,0.467,75.938,-
'[03:55:59.672]',0.219,0.475,75.938,-
'[03:55:59.680]',0.195,0.475,75.938,-
'[03:55:59.688]',0.102,0.475,75.000,-
'[03:55:59.696]',-0.109,0.482,75.000,-
'[03:55:59.704]',-0.219,0.482,74.062,-
'[03:55:59.712]',-0.148,0.482,74.062,-
'[03:55:59.720]',0.000,0.490,74.062,-
'[03:55:59.728]',0.117,0.490,74.062,-
'[03:55:59.736]',0.172,0.490,74.062,-
'[03:55:59.744]',0.203,0.490,74.062,-
'[03:55:59.752]',0.219,0.502,73.125,-
'[03:55:59.760]',0.227,0.502,71.250,-
'[03:55:59.768]',0.227,0.502,69.375,-
'[03:55:59.776]',0.227,0.502,68.438,-
'[03:55:59.784]',0.242,0.502,68.438,-
'[03:55:59.792]',0.242,0.502,68.438,-
'[03:55:59.800]',0.242,0.502,68.438,-
'[03:55:59.808]',0.242,0.502,68.438,-
'[03:55:59.816]',0.234,0.502,67.500,-
'[03:55:59.824]',0.234,0.502,66.562,-
'[03:55:59.832]',0.242,0.502,67.500,-
'[03:55:59.840]',0.242,0.502,67.500,-
'[03:55:59.848]',0.250,0.502,67.500,-
'[03:55:59.856]',0.250,0.502,66.562,-
'[03:55:59.864]',0.266,0.502,65.625,-
'[03:55:59.872]',0.266,0.502,64.688,-
'[03:55:59.880]',0.273,0.502,64.688,-
'[03:55:59.888]',0.281,0.502,64.688,-
'[03:55:59.896]',0.289,0.502,64.688,-
'[03:55:59.904]',0.297,0.502,64.688,-
'[03:55:59.912]',0.297,0.502,64.688,-
'[03:55:59.920]',0.305,0.502,65.625,-
'[03:55:59.928]',0.312,0.490,69.375,-
'[03:55:59.936]',0.328,0.490,75.938,-
'[03:55:59.944]',0.352,0.490,84.375,-
'[03:55:59.952]',0.367,0.490,93.750,-
'[03:55:59.960]',0.375,0.490,100.312,-
'[03:55:59.968]',0.359,0.490,105.000,-
'[03:55:59.976]',0.336,0.490,107.812,-
'[03:55:59.984]',0.312,0.490,110.625,-
'[03:55:59.992]',0.297,0.482,113.438,-
'[03:56:00.000]',0.273,0.482,116.250,-
'[03:56:00.008]',0.258,0.482,118.125,-
'[03:56:00.016]',0.250,0.482,120.000,-
'[03:56:00.024]',0.250,0.482,120.938,-
'[03:56:00.032]',0.250,0.475,120.000,-
'[03:56:00.040]',0.242,0.475,119.062,-
'[03:56:00.048]',0.242,0.475,118.125,-
'[03:56:00.056]',0.242,0.475,117.188,-
'[03:56:00.064]',0.242,0.467,116.250,-
'[03:56:00.072]',0.242,0.467,114.375,-
'[03:56:00.080]',0.234,0.467,112.500,-
'[03:56:00.088]',0.242,0.467,110.625,-
'[03:56:00.096]',0.250,0.459,107.812,-
'[03:56:00.104]',0.266,0.459,104.062,-
'[03:56:00.112]',0.281,0.459,100.312,-
'[03:56:00.120]',0.289,0.459,95.625,-
'[03:56:00.128]',0.312,0.451,91.875,-
'[03:56:00.136]',0.320,0.451,88.125,-
'[03:56:00.144]',0.312,0.451,85.312,-
'[03:56:00.152]',0.297,0.443,84.375,-
'[03:56:00.160]',0.258,0.443,83.438,-
'[03:56:00.168]',0.227,0.443,82.500,-
'[03:56:00.176]',0.195,0.443,81.562,-
'[03:56:00.184]',0.188,0.443,81.562,-
'[03:56:00.192]',0.188,0.443,80.625,-
'[03:56:00.200]',0.188,0.443,79.688,-
'[03:56:00.208]',0.188,0.443,78.750,-
'[03:56:00.216]',0.195,0.443,77.812,-
'[03:56:00.224]',0.242,0.443,77.812,-
'[03:56:00.232]',0.289,0.451,76.875,-
'[03:56:00.240]',0.297,0.451,76.875,-
'[03:56:00.248]',0.227,0.451,75.938,-
'[03:56:00.256]',0.203,0.459,75.938,-
'[03:56:00.264]',0.094,0.459,75.938,-
'[03:56:00.272]',-0.125,0.467,75.000,-
'[03:56:00.280]',-0.234,0.467,75.000,-
'[03:56:00.288]',-0.164,0.467,74.062,-
'[03:56:00.296]',-0.008,0.475,73.125,-
'[03:56:00.304]',0.102,0.475,73.125,-
'[03:56:00.312]',0.156,0.475,72.188,-
'[03:56:00.320]',0.180,0.482,72.188,-
'[03:56:00.328]',0.195,0.482,71.250,-
'[03:56:00.336]',0.203,0.482,71.250,-
'[03:56:00.344]',0.211,0.490,71.250,-
'[03:56:00.352]',0.211,0.490,70.312,-
'[03:56:00.360]',0.211,0.490,70.312,-
'[03:56:00.368]',0.219,0.490,69.375,-
'[03:56:00.376]',0.227,0.502,69.375,-
'[03:56:00.384]',0.227,0.502,68.438,-
'[03:56:00.392]',0.227,0.502,67.500,-
'[03:56:00.400]',0.234,0.502,66.562,-
'[03:56:00.408]',0.242,0.502,65.625,-
'[03:56:00.416]',0.250,0.502,64.688,-
'[03:56:00.424]',0.250,0.502,64.688,-
'[03:56:00.432]',0.250,0.502,63.750,-
'[03:56:00.440]',0.250,0.502,63.750,-
'[03:56:00.448]',0.266,0.502,63.750,-
'[03:56:00.456]',0.266,0.502,63.750,-
'[03:56:00.464]',0.266,0.502,63.750,-
'[03:56:00.472]',0.273,0.490,64.688,-
'[03:56:00.480]',0.281,0.490,65.625,-
'[03:56:00.488]',0.281,0.490,67.500,-
'[03:56:00.496]',0.297,0.490,69.375,-
'[03:56:00.504]',0.312,0.490,73.125,-
'[03:56:00.512]',0.320,0.490,78.750,-
'[03:56:00.520]',0.336,0.490,86.250,-
'[03:56:00.528]',0.352,0.490,93.750,-
'[03:56:00.536]',0.352,0.490,99.375,-
'[03:56:00.544]',0.328,0.490,105.000,-
'[03:56:00.552]',0.305,0.482,108.750,-
'[03:56:00.560]',0.273,0.482,111.562,-
'[03:56:00.568]',0.250,0.482,115.312,-
'[03:56:00.576]',0.242,0.482,117.188,-
'[03:56:00.584]',0.227,0.482,119.062,-
'[03:56:00.592]',0.227,0.482,120.000,-
'[03:56:00.600]',0.227,0.475,120.938,-
'[03:56:00.608]',0.227,0.475,120.938,-
'[03:56:00.616]',0.227,0.475,120.000,-
'[03:56:00.624]',0.227,0.475,119.062,-
'[03:56:00.632]',0.227,0.475,118.125,-
'[03:56:00.640]',0.234,0.467,117.188,-
'[03:56:00.648]',0.234,0.467,116.250,-
'[03:56:00.656]',0.242,0.467,113.438,-
'[03:56:00.664]',0.242,0.467,111.562,-
'[03:56:00.672]',0.250,0.459,108.750,-
'[03:56:00.680]',0.266,0.459,105.000,-
'[03:56:00.688]',0.281,0.459,100.312,-
'[03:56:00.696]',0.297,0.459,96.562,-
'[03:56:00.704]',0.305,0.451,92.812,-
'[03:56:00.712]',0.312,0.451,89.062,-
'[03:56:00.720]',0.320,0.451,87.188,-
'[03:56:00.728]',0.297,0.451,85.312,-
'[03:56:00.736]',0.258,0.451,84.375,-
'[03:56:00.744]',0.219,0.451,83.438,-
'[03:56:00.752]',0.203,0.451,82.500,-
'[03:56:00.760]',0.188,0.451,81.562,-
'[03:56:00.768]',0.180,0.451,80.625,-
'[03:56:00.776]',0.172,0.451,79.688,-
'[03:56:00.784]',0.172,0.451,78.750,-
'[03:56:00.792]',0.195,0.459,78.750,-
'[03:56:00.800]',0.242,0.459,77.812,-
'[03:56:00.808]',0.281,0.459,77.812,-
'[03:56:00.816]',0.266,0.459,76.875,-
'[03:56:00.824]',0.219,0.467,75.938,-
'[03:56:00.832]',0.195,0.467,75.938,-
'[03:56:00.840]',0.094,0.475,75.000,-
'[03:56:00.848]',-0.125,0.475,75.000,-
'[03:56:00.856]',-0.219,0.482,74.062,-
'[03:56:00.864]',-0.148,0.482,74.062,-
'[03:56:00.872]',0.000,0.482,73.125,-
'[03:56:00.880]',0.102,0.490,73.125,-
'[03:56:00.888]',0.156,0.490,72.188,-
'[03:56:00.896]',0.188,0.490,72.188,-
'[03:56:00.904]',0.203,0.502,73.125,-
'[03:56:00.912]',0.211,0.502,73.125,-
'[03:56:00.920]',0.211,0.502,72.188,-
'[03:56:00.928]',0.211,0.502,71.250,-
'[03:56:00.936]',0.219,0.502,70.312,-
'[03:56:00.944]',0.227,0.502,69.375,-
'[03:56:00.952]',0.227,0.502,69.375,-
'[03:56:00.960]',0.227,0.502,68.438,-
'[03:56:00.968]',0.227,0.502,68.438,-
'[03:56:00.976]',0.227,0.502,68.438,-
'[03:56:00.984]',0.234,0.502,67.500,-
'[03:56:00.992]',0.242,0.502,66.562,-
'[03:56:01.000]',0.242,0.502,65.625,-
'[03:56:01.008]',0.242,0.502,65.625,-
'[03:56:01.016]',0.242,0.502,64.688,-
'[03:56:01.024]',0.242,0.502,64.688,-
'[03:56:01.032]',0.250,0.502,64.688,-
'[03:56:01.040]',0.250,0.502,64.688,-
'[03:56:01.048]',0.266,0.502,65.625,-
'[03:56:01.056]',0.273,0.502,65.625,-
'[03:56:01.064]',0.281,0.502,66.562,-
'[03:56:01.072]',0.289,0.502,70.312,-
'[03:56:01.080]',0.305,0.502,75.000,-
'[03:56:01.088]',0.320,0.502,82.500,-
'[03:56:01.096]',0.336,0.502,90.938,-
'[03:56:01.104]',0.344,0.502,98.438,-
'[03:56:01.112]',0.352,0.490,104.062,-
'[03:56:01.120]',0.336,0.490,107.812,-
'[03:56:01.128]',0.305,0.490,111.562,-
'[03:56:01.136]',0.273,0.490,114.375,-
'[03:56:01.144]',0.266,0.490,116.250,-
'[03:56:01.152]',0.242,0.490,119.062,-
'[03:56:01.160]',0.227,0.482,120.938,-
'[03:56:01.168]',0.227,0.482,122.812,-
'[03:56:01.176]',0.227,0.482,123.750,-
'[03:56:01.184]',0.227,0.482,123.750,-
'[03:56:01.192]',0.227,0.482,122.812,-
'[03:56:01.200]',0.219,0.475,121.875,-
'[03:56:01.208]',0.219,0.475,120.938,-
'[03:56:01.216]',0.219,0.475,120.000,-
'[03:56:01.224]',0.227,0.475,118.125,-
'[03:56:01.232]',0.227,0.467,116.250,-
'[03:56:01.240]',0.234,0.467,113.438,-
'[03:56:01.248]',0.250,0.467,110.625,-
'[03:56:01.256]',0.266,0.459,106.875,-
'[03:56:01.264]',0.289,0.459,103.125,-
'[03:56:01.272]',0.297,0.459,99.375,-
'[03:56:01.280]',0.312,0.459,94.688,-
'[03:56:01.288]',0.312,0.459,90.938,-
'[03:56:01.296]',0.305,0.451,88.125,-
'[03:56:01.304]',0.281,0.451,86.250,-
'[03:56:01.312]',0.250,0.451,85.312,-
'[03:56:01.320]',0.227,0.451,85.312,-
'[03:56:01.328]',0.203,0.451,84.375,-
'[03:56:01.336]',0.195,0.451,84.375,-
'[03:56:01.344]',0.195,0.459,83.438,-
'[03:56:01.352]',0.188,0.459,81.562,-
'[03:56:01.360]',0.188,0.459,80.625,-
'[03:56:01.368]',0.211,0.459,79.688,-
'[03:56:01.376]',0.258,0.467,79.688,-
'[03:56:01.384]',0.297,0.467,79.688,-
'[03:56:01.392]',0.273,0.475,79.688,-
'[03:56:01.400]',0.258,0.475,78.750,-
'[03:56:01.408]',0.266,0.475,77.812,-
'[03:56:01.416]',0.102,0.482,76.875,-
'[03:56:01.424]',-0.125,0.482,75.938,-
'[03:56:01.432]',-0.188,0.490,75.938,-
'[03:56:01.440]',-0.070,0.490,75.938,-
'[03:56:01.448]',0.062,0.490,75.938,-
'[03:56:01.456]',0.141,0.502,75.000,-
'[03:56:01.464]',0.188,0.502,74.062,-
'[03:56:01.472]',0.211,0.502,74.062,-
'[03:56:01.480]',0.227,0.502,73.125,-
'[03:56:01.488]',0.242,0.502,73.125,-
'[03:56:01.496]',0.250,0.502,73.125,-
'[03:56:01.504]',0.250,0.502,73.125,-
'[03:56:01.512]',0.250,0.510,72.188,-
'[03:56:01.520]',0.266,0.510,72.188,-
'[03:56:01.528]',0.266,0.510,71.250,-
'[03:56:01.536]',0.266,0.510,70.312,-
'[03:56:01.544]',0.258,0.510,69.375,-
'[03:56:01.552]',0.250,0.510,69.375,-
'[03:56:01.560]',0.266,0.510,68.438,-
'[03:56:01.568]',0.273,0.510,68.438,-
'[03:56:01.576]',0.281,0.510,67.500,-
'[03:56:01.584]',0.281,0.510,66.562,-
'[03:56:01.592]',0.289,0.510,66.562,-
'[03:56:01.600]',0.289,0.510,66.562,-
'[03:56:01.608]',0.289,0.510,66.562,-
'[03:56:01.616]',0.289,0.510,66.562,-
'[03:56:01.624]',0.297,0.510,66.562,-
'[03:56:01.632]',0.312,0.510,67.500,-
'[03:56:01.640]',0.320,0.510,69.375,-
'[03:56:01.648]',0.336,0.510,73.125,-
'[03:56:01.656]',0.359,0.510,79.688,-
'[03:56:01.664]',0.367,0.510,89.062,-
'[03:56:01.672]',0.375,0.502,97.500,-
'[03:56:01.680]',0.391,0.502,104.062,-
'[03:56:01.688]',0.398,0.502,109.688,-
'[03:56:01.696]',0.375,0.502,113.438,-
'[03:56:01.704]',0.352,0.502,115.312,-
'[03:56:01.712]',0.336,0.502,118.125,-
'[03:56:01.720]',0.320,0.502,120.938,-
'[03:56:01.728]',0.305,0.502,123.750,-
'[03:56:01.736]',0.289,0.502,125.625,-
'[03:56:01.744]',0.281,0.502,126.562,-
'[03:56:01.752]',0.273,0.502,126.562,-
'[03:56:01.760]',0.266,0.502,126.562,-
'[03:56:01.768]',0.266,0.490,126.562,-
'[03:56:01.776]',0.266,0.490,125.625,-
'[03:56:01.784]',0.266,0.490,124.688,-
'[03:56:01.792]',0.266,0.490,123.750,-
'[03:56:01.800]',0.266,0.482,121.875,-
'[03:56:01.808]',0.266,0.482,120.000,-
'[03:56:01.816]',0.273,0.482,117.188,-
'[03:56:01.824]',0.281,0.482,114.375,-
'[03:56:01.832]',0.305,0.475,110.625,-
'[03:56:01.840]',0.312,0.475,105.938,-
'[03:56:01.848]',0.328,0.475,101.250,-
'[03:56:01.856]',0.344,0.475,96.562,-
'[03:56:01.864]',0.352,0.475,92.812,-
'[03:56:01.872]',0.344,0.475,90.000,-
'[03:56:01.880]',0.320,0.475,88.125,-
'[03:56:01.888]',0.281,0.475,87.188,-
'[03:56:01.896]',0.250,0.475,86.250,-
'[03:56:01.904]',0.227,0.475,86.250,-
'[03:56:01.912]',0.211,0.475,85.312,-
'[03:56:01.920]',0.211,0.475,84.375,-
'[03:56:01.928]',0.211,0.475,83.438,-
'[03:56:01.936]',0.211,0.482,82.500,-
'[03:56:01.944]',0.227,0.482,81.562,-
'[03:56:01.952]',0.273,0.482,80.625,-
'[03:56:01.960]',0.312,0.490,79.688,-
'[03:56:01.968]',0.297,0.490,78.750,-
'[03:56:01.976]',0.266,0.502,78.750,-
'[03:56:01.984]',0.250,0.502,77.812,-
'[03:56:01.992]',0.094,0.502,77.812,-
'[03:56:02.000]',-0.133,0.502,76.875,-
'[03:56:02.008]',-0.203,0.510,76.875,-
'[03:56:02.016]',-0.078,0.510,75.938,-
'[03:56:02.024]',0.062,0.510,75.938,-
'[03:56:02.032]',0.141,0.518,75.000,-
'[03:56:02.040]',0.188,0.518,75.000,-
'[03:56:02.048]',0.211,0.525,74.062,-
'[03:56:02.056]',0.227,0.525,74.062,-
'[03:56:02.064]',0.227,0.525,74.062,-
'[03:56:02.072]',0.234,0.533,73.125,-
'[03:56:02.080]',0.242,0.533,72.188,-
'[03:56:02.088]',0.250,0.533,72.188,-
'[03:56:02.096]',0.242,0.533,71.250,-
'[03:56:02.104]',0.242,0.533,70.312,-
'[03:56:02.112]',0.250,0.533,69.375,-
'[03:56:02.120]',0.250,0.533,69.375,-
'[03:56:02.128]',0.266,0.533,68.438,-
'[03:56:02.136]',0.273,0.541,68.438,-
'[03:56:02.144]',0.281,0.541,67.500,-
'[03:56:02.152]',0.266,0.541,67.500,-
'[03:56:02.160]',0.266,0.541,66.562,-
'[03:56:02.168]',0.266,0.533,65.625,-
'[03:56:02.176]',0.273,0.533,65.625,-
'[03:56:02.184]',0.281,0.533,64.688,-
'[03:56:02.192]',0.289,0.533,64.688,-
'[03:56:02.200]',0.297,0.533,65.625,-
'[03:56:02.208]',0.297,0.533,65.625,-
'[03:56:02.216]',0.312,0.533,67.500,-
'[03:56:02.224]',0.320,0.533,70.312,-
'[03:56:02.232]',0.328,0.533,75.938,-
'[03:56:02.240]',0.336,0.533,82.500,-
'[03:56:02.248]',0.359,0.525,90.938,-
'[03:56:02.256]',0.367,0.525,98.438,-
'[03:56:02.264]',0.359,0.525,104.062,-
'[03:56:02.272]',0.344,0.525,108.750,-
'[03:56:02.280]',0.320,0.525,111.562,-
'[03:56:02.288]',0.297,0.525,113.438,-
'[03:56:02.296]',0.273,0.518,116.250,-
'[03:56:02.304]',0.250,0.518,119.062,-
'[03:56:02.312]',0.250,0.518,120.938,-
'[03:56:02.320]',0.242,0.518,121.875,-
'[03:56:02.328]',0.242,0.518,121.875,-
'[03:56:02.336]',0.242,0.510,121.875,-
'[03:56:02.344]',0.242,0.510,120.938,-
'[03:56:02.352]',0.250,0.510,120.000,-
'[03:56:02.360]',0.250,0.502,119.062,-
'[03:56:02.368]',0.250,0.502,118.125,-
'[03:56:02.376]',0.242,0.502,116.250,-
'[03:56:02.384]',0.250,0.502,114.375,-
'[03:56:02.392]',0.250,0.502,111.562,-
'[03:56:02.400]',0.258,0.502,107.812,-
'[03:56:02.408]',0.266,0.502,104.062,-
'[03:56:02.416]',0.281,0.490,99.375,-
'[03:56:02.424]',0.297,0.490,95.625,-
'[03:56:02.432]',0.312,0.490,90.938,-
'[03:56:02.440]',0.312,0.490,88.125,-
'[03:56:02.448]',0.312,0.482,86.250,-
'[03:56:02.456]',0.273,0.482,85.312,-
'[03:56:02.464]',0.234,0.482,84.375,-
'[03:56:02.472]',0.203,0.482,83.438,-
'[03:56:02.480]',0.188,0.482,82.500,-
'[03:56:02.488]',0.188,0.482,81.562,-
'[03:56:02.496]',0.188,0.482,81.562,-
'[03:56:02.504]',0.188,0.482,80.625,-
'[03:56:02.512]',0.188,0.482,79.688,-
'[03:56:02.520]',0.203,0.490,78.750,-
'[03:56:02.528]',0.250,0.490,77.812,-
'[03:56:02.536]',0.289,0.490,77.812,-
'[03:56:02.544]',0.266,0.490,76.875,-
'[03:56:02.552]',0.227,0.502,76.875,-
'[03:56:02.560]',0.203,0.502,75.938,-
'[03:56:02.568]',0.047,0.502,75.938,-
'[03:56:02.576]',-0.164,0.502,75.000,-
'[03:56:02.584]',-0.219,0.502,74.062,-
'[03:56:02.592]',-0.094,0.502,74.062,-
'[03:56:02.600]',0.055,0.510,73.125,-
'[03:56:02.608]',0.133,0.510,73.125,-
'[03:56:02.616]',0.188,0.510,73.125,-
'[03:56:02.624]',0.211,0.518,72.188,-
'[03:56:02.632]',0.227,0.518,72.188,-
'[03:56:02.640]',0.234,0.518,72.188,-
'[03:56:02.648]',0.234,0.518,71.250,-
'[03:56:02.656]',0.242,0.525,71.250,-
'[03:56:02.664]',0.242,0.525,70.312,-
'[03:56:02.672]',0.242,0.525,70.312,-
'[03:56:02.680]',0.250,0.525,69.375,-
'[03:56:02.688]',0.250,0.525,69.375,-
'[03:56:02.696]',0.242,0.525,68.438,-
'[03:56:02.704]',0.250,0.525,67.500,-
'[03:56:02.712]',0.258,0.525,66.562,-
'[03:56:02.720]',0.266,0.525,66.562,-
'[03:56:02.728]',0.266,0.525,65.625,-
'[03:56:02.736]',0.266,0.525,64.688,-
'[03:56:02.744]',0.273,0.525,63.750,-
'[03:56:02.752]',0.273,0.525,63.750,-
'[03:56:02.760]',0.266,0.518,63.750,-
'[03:56:02.768]',0.266,0.518,63.750,-
'[03:56:02.776]',0.281,0.518,64.688,-
'[03:56:02.784]',0.297,0.518,64.688,-
'[03:56:02.792]',0.297,0.518,65.625,-
'[03:56:02.800]',0.312,0.518,67.500,-
'[03:56:02.808]',0.328,0.510,71.250,-
'[03:56:02.816]',0.344,0.510,78.750,-
'[03:56:02.824]',0.359,0.510,86.250,-
'[03:56:02.832]',0.367,0.510,94.688,-
'[03:56:02.840]',0.367,0.502,100.312,-
'[03:56:02.848]',0.352,0.502,104.062,-
'[03:56:02.856]',0.328,0.502,106.875,-
'[03:56:02.864]',0.312,0.502,108.750,-
'[03:56:02.872]',0.289,0.502,111.562,-
'[03:56:02.880]',0.266,0.502,113.438,-
'[03:56:02.888]',0.250,0.502,114.375,-
'[03:56:02.896]',0.242,0.502,115.312,-
'[03:56:02.904]',0.234,0.490,116.250,-
'[03:56:02.912]',0.234,0.490,116.250,-
'[03:56:02.920]',0.227,0.490,116.250,-
'[03:56:02.928]',0.227,0.490,116.250,-
'[03:56:02.936]',0.227,0.482,114.375,-
'[03:56:02.944]',0.227,0.482,113.438,-
'[03:56:02.952]',0.227,0.482,111.562,-
'[03:56:02.960]',0.227,0.475,108.750,-
'[03:56:02.968]',0.227,0.475,106.875,-
'[03:56:02.976]',0.250,0.475,103.125,-
'[03:56:02.984]',0.266,0.467,99.375,-
'[03:56:02.992]',0.281,0.467,94.688,-
'[03:56:03.000]',0.297,0.467,90.000,-
'[03:56:03.008]',0.312,0.459,86.250,-
'[03:56:03.016]',0.320,0.459,84.375,-
'[03:56:03.024]',0.312,0.459,83.438,-
'[03:56:03.032]',0.281,0.459,82.500,-
