'Time','II','PLETH','ABP'
'[19:09:47.160]',0.227,0.710,87.969
'[19:09:47.168]',0.227,0.718,87.500
'[19:09:47.176]',0.227,0.718,86.719
'[19:09:47.184]',0.227,0.722,86.250
'[19:09:47.192]',0.242,0.722,85.469
'[19:09:47.200]',0.250,0.718,85.000
'[19:09:47.208]',0.266,0.718,84.219
'[19:09:47.216]',0.281,0.714,83.750
'[19:09:47.224]',0.297,0.706,82.969
'[19:09:47.232]',0.312,0.702,82.031
'[19:09:47.240]',0.312,0.694,81.719
'[19:09:47.248]',0.320,0.686,80.781
'[19:09:47.256]',0.320,0.675,80.469
'[19:09:47.264]',0.312,0.663,80.000
'[19:09:47.272]',0.305,0.647,79.219
'[19:09:47.280]',0.281,0.631,78.750
'[19:09:47.288]',0.258,0.612,77.969
'[19:09:47.296]',0.250,0.596,77.500
'[19:09:47.304]',0.242,0.576,77.031
'[19:09:47.312]',0.227,0.557,76.719
'[19:09:47.320]',0.211,0.541,76.250
'[19:09:47.328]',0.211,0.525,75.781
'[19:09:47.336]',0.211,0.514,75.000
'[19:09:47.344]',0.211,0.502,74.531
'[19:09:47.352]',0.211,0.490,74.219
'[19:09:47.360]',0.211,0.482,73.750
'[19:09:47.368]',0.188,0.471,73.281
'[19:09:47.376]',0.227,0.463,72.969
'[19:09:47.384]',0.406,0.459,72.500
'[19:09:47.392]',0.727,0.451,72.500
'[19:09:47.400]',1.086,0.443,72.031
'[19:09:47.408]',1.203,0.439,71.719
'[19:09:47.416]',0.922,0.431,71.719
'[19:09:47.424]',0.500,0.424,71.250
'[19:09:47.432]',0.195,0.420,71.250
'[19:09:47.440]',0.047,0.412,70.781
'[19:09:47.448]',0.031,0.408,70.781
'[19:09:47.456]',0.078,0.400,70.781
'[19:09:47.464]',0.117,0.392,70.781
'[19:09:47.472]',0.141,0.388,70.469
'[19:09:47.480]',0.172,0.380,70.469
'[19:09:47.488]',0.188,0.373,70.469
'[19:09:47.496]',0.188,0.365,70.469
'[19:09:47.504]',0.188,0.357,70.000
'[19:09:47.512]',0.188,0.353,70.000
'[19:09:47.520]',0.195,0.345,69.531
'[19:09:47.528]',0.211,0.337,69.531
'[19:09:47.536]',0.219,0.333,69.219
'[19:09:47.544]',0.227,0.329,68.750
'[19:09:47.552]',0.227,0.322,68.750
'[19:09:47.560]',0.227,0.318,68.281
'[19:09:47.568]',0.227,0.314,68.281
'[19:09:47.576]',0.234,0.306,67.969
'[19:09:47.584]',0.250,0.302,67.969
'[19:09:47.592]',0.273,0.298,67.500
'[19:09:47.600]',0.297,0.290,67.031
'[19:09:47.608]',0.320,0.286,67.031
'[19:09:47.616]',0.352,0.282,66.719
'[19:09:47.624]',0.391,0.278,66.719
'[19:09:47.632]',0.438,0.275,66.719
'[19:09:47.640]',0.461,0.275,67.031
'[19:09:47.648]',0.477,0.271,68.750
'[19:09:47.656]',0.477,0.267,71.250
'[19:09:47.664]',0.492,0.263,75.469
'[19:09:47.672]',0.477,0.259,80.781
'[19:09:47.680]',0.445,0.255,87.031
'[19:09:47.688]',0.422,0.255,93.750
'[19:09:47.696]',0.375,0.251,100.781
'[19:09:47.704]',0.328,0.247,107.969
'[19:09:47.712]',0.281,0.247,114.219
'[19:09:47.720]',0.242,0.243,120.000
'[19:09:47.728]',0.227,0.243,124.531
'[19:09:47.736]',0.211,0.243,128.750
'[19:09:47.744]',0.195,0.243,132.031
'[19:09:47.752]',0.188,0.239,134.531
'[19:09:47.760]',0.172,0.239,136.250
'[19:09:47.768]',0.172,0.239,137.500
'[19:09:47.776]',0.188,0.239,137.969
'[19:09:47.784]',0.188,0.239,137.969
'[19:09:47.792]',0.188,0.235,137.500
'[19:09:47.800]',0.195,0.235,137.031
'[19:09:47.808]',0.188,0.235,136.250
'[19:09:47.816]',0.172,0.235,135.000
'[19:09:47.824]',0.188,0.231,133.750
'[19:09:47.832]',0.195,0.235,132.969
'[19:09:47.840]',0.203,0.243,131.250
'[19:09:47.848]',0.211,0.247,130.000
'[19:09:47.856]',0.211,0.247,128.750
'[19:09:47.864]',0.211,0.247,127.031
'[19:09:47.872]',0.211,0.247,125.781
'[19:09:47.880]',0.211,0.243,124.219
'[19:09:47.888]',0.211,0.243,122.500
'[19:09:47.896]',0.219,0.243,120.781
'[19:09:47.904]',0.219,0.243,118.750
'[19:09:47.912]',0.219,0.243,116.719
'[19:09:47.920]',0.211,0.247,114.219
'[19:09:47.928]',0.211,0.251,111.250
'[19:09:47.936]',0.203,0.263,108.281
'[19:09:47.944]',0.203,0.275,105.000
'[19:09:47.952]',0.195,0.294,102.031
'[19:09:47.960]',0.188,0.322,99.531
'[19:09:47.968]',0.188,0.353,97.969
'[19:09:47.976]',0.188,0.388,96.250
'[19:09:47.984]',0.180,0.427,95.000
'[19:09:47.992]',0.188,0.467,94.219
'[19:09:48.000]',0.188,0.502,93.281
'[19:09:48.008]',0.188,0.541,92.969
'[19:09:48.016]',0.188,0.573,92.969
'[19:09:48.024]',0.180,0.604,92.500
'[19:09:48.032]',0.172,0.624,92.500
'[19:09:48.040]',0.188,0.643,92.500
'[19:09:48.048]',0.188,0.663,92.500
'[19:09:48.056]',0.188,0.678,92.031
'[19:09:48.064]',0.172,0.694,92.031
'[19:09:48.072]',0.172,0.706,91.719
'[19:09:48.080]',0.172,0.714,91.250
'[19:09:48.088]',0.188,0.722,90.781
'[19:09:48.096]',0.188,0.729,90.469
'[19:09:48.104]',0.195,0.733,90.000
'[19:09:48.112]',0.195,0.737,89.219
'[19:09:48.120]',0.195,0.737,88.750
'[19:09:48.128]',0.195,0.737,87.969
'[19:09:48.136]',0.211,0.733,87.500
'[19:09:48.144]',0.227,0.729,86.719
'[19:09:48.152]',0.242,0.725,85.781
'[19:09:48.160]',0.250,0.722,85.000
'[19:09:48.168]',0.258,0.714,84.531
'[19:09:48.176]',0.266,0.706,83.750
'[19:09:48.184]',0.273,0.698,83.281
'[19:09:48.192]',0.289,0.686,82.500
'[19:09:48.200]',0.281,0.671,81.719
'[19:09:48.208]',0.266,0.663,81.250
'[19:09:48.216]',0.258,0.647,80.469
'[19:09:48.224]',0.250,0.631,80.000
'[19:09:48.232]',0.250,0.616,79.219
'[19:09:48.240]',0.227,0.604,78.750
'[19:09:48.248]',0.203,0.588,78.281
'[19:09:48.256]',0.188,0.573,77.969
'[19:09:48.264]',0.180,0.557,77.031
'[19:09:48.272]',0.172,0.541,76.719
'[19:09:48.280]',0.180,0.529,76.250
'[19:09:48.288]',0.188,0.518,76.250
'[19:09:48.296]',0.188,0.510,75.781
'[19:09:48.304]',0.172,0.502,75.469
'[19:09:48.312]',0.180,0.494,75.000
'[19:09:48.320]',0.289,0.486,75.000
'[19:09:48.328]',0.562,0.482,74.531
'[19:09:48.336]',0.953,0.478,74.219
'[19:09:48.344]',1.250,0.471,74.219
'[19:09:48.352]',1.266,0.467,73.750
'[19:09:48.360]',0.750,0.463,73.281
'[19:09:48.368]',0.352,0.455,73.281
'[19:09:48.376]',0.102,0.451,72.969
'[19:09:48.384]',0.023,0.447,72.969
'[19:09:48.392]',0.016,0.439,72.969
'[19:09:48.400]',0.070,0.431,72.500
'[19:09:48.408]',0.109,0.424,72.500
'[19:09:48.416]',0.117,0.420,72.500
'[19:09:48.424]',0.117,0.412,72.500
'[19:09:48.432]',0.125,0.404,72.500
'[19:09:48.440]',0.141,0.396,72.500
'[19:09:48.448]',0.156,0.392,72.031
'[19:09:48.456]',0.156,0.384,72.031
'[19:09:48.464]',0.156,0.380,71.719
'[19:09:48.472]',0.164,0.373,71.719
'[19:09:48.480]',0.172,0.365,71.250
'[19:09:48.488]',0.172,0.357,70.781
'[19:09:48.496]',0.188,0.353,70.469
'[19:09:48.504]',0.203,0.345,70.000
'[19:09:48.512]',0.211,0.337,70.000
'[19:09:48.520]',0.211,0.333,69.531
'[19:09:48.528]',0.219,0.329,69.219
'[19:09:48.536]',0.242,0.325,68.750
'[19:09:48.544]',0.266,0.322,68.281
'[19:09:48.552]',0.305,0.318,67.969
'[19:09:48.560]',0.336,0.318,67.500
'[19:09:48.568]',0.367,0.310,67.500
'[19:09:48.576]',0.406,0.306,67.500
'[19:09:48.584]',0.445,0.306,68.750
'[19:09:48.592]',0.461,0.302,71.719
'[19:09:48.600]',0.461,0.298,75.469
'[19:09:48.608]',0.461,0.294,80.781
'[19:09:48.616]',0.445,0.294,87.031
'[19:09:48.624]',0.422,0.290,93.750
'[19:09:48.632]',0.375,0.290,100.469
'[19:09:48.640]',0.320,0.290,107.031
'[19:09:48.648]',0.281,0.286,113.281
'[19:09:48.656]',0.242,0.286,118.750
'[19:09:48.664]',0.227,0.282,122.969
'[19:09:48.672]',0.211,0.282,126.719
'[19:09:48.680]',0.203,0.282,129.531
'[19:09:48.688]',0.188,0.282,132.031
'[19:09:48.696]',0.180,0.278,133.281
'[19:09:48.704]',0.172,0.278,134.531
'[19:09:48.712]',0.156,0.278,135.000
'[19:09:48.720]',0.156,0.278,135.000
'[19:09:48.728]',0.172,0.278,134.531
'[19:09:48.736]',0.188,0.278,133.750
'[19:09:48.744]',0.195,0.278,132.500
'[19:09:48.752]',0.195,0.278,131.250
'[19:09:48.760]',0.188,0.278,130.000
'[19:09:48.768]',0.188,0.275,128.750
'[19:09:48.776]',0.195,0.275,127.031
'[19:09:48.784]',0.195,0.275,125.781
'[19:09:48.792]',0.195,0.271,124.219
'[19:09:48.800]',0.203,0.271,122.969
'[19:09:48.808]',0.203,0.267,121.250
'[19:09:48.816]',0.203,0.267,120.000
'[19:09:48.824]',0.211,0.263,118.281
'[19:09:48.832]',0.219,0.263,116.719
'[19:09:48.840]',0.211,0.263,114.531
'[19:09:48.848]',0.195,0.263,112.500
'[19:09:48.856]',0.195,0.267,110.000
'[19:09:48.864]',0.211,0.275,107.031
'[19:09:48.872]',0.219,0.286,104.219
'[19:09:48.880]',0.211,0.306,101.250
'[19:09:48.888]',0.203,0.329,98.750
'[19:09:48.896]',0.188,0.357,96.250
'[19:09:48.904]',0.188,0.392,94.531
'[19:09:48.912]',0.195,0.424,93.281
'[19:09:48.920]',0.195,0.459,92.031
'[19:09:48.928]',0.203,0.490,91.250
'[19:09:48.936]',0.195,0.518,90.781
'[19:09:48.944]',0.195,0.545,90.469
'[19:09:48.952]',0.195,0.569,90.469
'[19:09:48.960]',0.195,0.592,90.000
'[19:09:48.968]',0.195,0.612,90.000
'[19:09:48.976]',0.203,0.631,90.000
'[19:09:48.984]',0.211,0.643,90.000
'[19:09:48.992]',0.203,0.655,90.000
'[19:09:49.000]',0.203,0.667,89.531
'[19:09:49.008]',0.203,0.671,89.531
'[19:09:49.016]',0.211,0.678,89.219
'[19:09:49.024]',0.203,0.682,88.750
'[19:09:49.032]',0.203,0.682,88.750
'[19:09:49.040]',0.211,0.682,88.281
'[19:09:49.048]',0.211,0.682,87.500
'[19:09:49.056]',0.203,0.682,87.031
'[19:09:49.064]',0.195,0.682,86.250
'[19:09:49.072]',0.211,0.678,85.469
'[19:09:49.080]',0.227,0.675,84.531
'[19:09:49.088]',0.242,0.671,84.219
'[19:09:49.096]',0.250,0.663,83.281
'[19:09:49.104]',0.273,0.659,82.969
'[19:09:49.112]',0.297,0.647,82.031
'[19:09:49.120]',0.312,0.639,81.719
'[19:09:49.128]',0.320,0.627,81.250
'[19:09:49.136]',0.312,0.616,80.781
'[19:09:49.144]',0.297,0.604,80.000
'[19:09:49.152]',0.289,0.588,79.531
'[19:09:49.160]',0.273,0.573,79.219
'[19:09:49.168]',0.250,0.557,78.750
'[19:09:49.176]',0.219,0.541,78.281
'[19:09:49.184]',0.203,0.525,77.969
'[19:09:49.192]',0.195,0.514,77.500
'[19:09:49.200]',0.195,0.502,77.031
'[19:09:49.208]',0.195,0.490,76.719
'[19:09:49.216]',0.203,0.482,76.250
'[19:09:49.224]',0.211,0.475,75.781
'[19:09:49.232]',0.203,0.471,75.469
'[19:09:49.240]',0.195,0.463,75.000
'[19:09:49.248]',0.188,0.459,74.531
'[19:09:49.256]',0.234,0.455,74.219
'[19:09:49.264]',0.406,0.451,73.750
'[19:09:49.272]',0.750,0.447,73.750
'[19:09:49.280]',1.117,0.439,73.281
'[19:09:49.288]',1.211,0.435,72.969
'[19:09:49.296]',0.922,0.431,72.500
'[19:09:49.304]',0.516,0.427,72.500
'[19:09:49.312]',0.227,0.420,72.031
'[19:09:49.320]',0.062,0.416,72.031
'[19:09:49.328]',0.039,0.412,72.031
'[19:09:49.336]',0.070,0.404,71.719
'[19:09:49.344]',0.102,0.400,71.719
'[19:09:49.352]',0.117,0.396,71.250
'[19:09:49.360]',0.125,0.388,71.250
'[19:09:49.368]',0.141,0.384,71.250
'[19:09:49.376]',0.156,0.376,70.781
'[19:09:49.384]',0.172,0.373,70.781
'[19:09:49.392]',0.172,0.369,70.469
'[19:09:49.400]',0.172,0.361,70.469
'[19:09:49.408]',0.188,0.357,70.000
'[19:09:49.416]',0.188,0.353,70.000
'[19:09:49.424]',0.195,0.349,69.531
'[19:09:49.432]',0.203,0.345,69.219
'[19:09:49.440]',0.211,0.341,68.750
'[19:09:49.448]',0.211,0.341,68.281
'[19:09:49.456]',0.227,0.337,68.281
'[19:09:49.464]',0.234,0.333,67.969
'[19:09:49.472]',0.258,0.329,67.500
'[19:09:49.480]',0.281,0.325,67.031
'[19:09:49.488]',0.312,0.322,67.031
'[19:09:49.496]',0.336,0.318,66.719
'[19:09:49.504]',0.375,0.314,66.250
'[19:09:49.512]',0.414,0.310,66.250
'[19:09:49.520]',0.445,0.310,66.719
'[19:09:49.528]',0.461,0.306,68.281
'[19:09:49.536]',0.477,0.306,70.781
'[19:09:49.544]',0.477,0.302,75.000
'[19:09:49.552]',0.461,0.302,80.469
'[19:09:49.560]',0.430,0.298,86.719
'[19:09:49.568]',0.391,0.298,93.281
'[19:09:49.576]',0.352,0.294,100.000
'[19:09:49.584]',0.312,0.294,106.250
'[19:09:49.592]',0.281,0.290,112.031
'[19:09:49.600]',0.250,0.290,117.031
'[19:09:49.608]',0.227,0.286,121.250
'[19:09:49.616]',0.219,0.286,124.531
'[19:09:49.624]',0.211,0.286,127.031
'[19:09:49.632]',0.195,0.286,128.750
'[19:09:49.640]',0.195,0.286,130.000
'[19:09:49.648]',0.203,0.286,130.469
'[19:09:49.656]',0.203,0.286,130.469
'[19:09:49.664]',0.195,0.282,130.000
'[19:09:49.672]',0.195,0.282,129.219
'[19:09:49.680]',0.195,0.282,127.969
'[19:09:49.688]',0.203,0.282,126.719
'[19:09:49.696]',0.211,0.278,125.469
'[19:09:49.704]',0.211,0.278,123.750
'[19:09:49.712]',0.211,0.278,122.500
'[19:09:49.720]',0.227,0.275,120.781
'[19:09:49.728]',0.227,0.275,119.531
'[19:09:49.736]',0.227,0.275,117.969
'[19:09:49.744]',0.227,0.275,116.719
'[19:09:49.752]',0.219,0.271,115.000
'[19:09:49.760]',0.219,0.271,113.750
'[19:09:49.768]',0.227,0.267,112.031
'[19:09:49.776]',0.211,0.267,110.000
'[19:09:49.784]',0.211,0.267,107.969
'[19:09:49.792]',0.211,0.267,105.469
'[19:09:49.800]',0.211,0.271,102.500
'[19:09:49.808]',0.195,0.278,100.000
'[19:09:49.816]',0.195,0.294,97.500
'[19:09:49.824]',0.203,0.310,95.000
'[19:09:49.832]',0.211,0.329,93.281
'[19:09:49.840]',0.211,0.357,91.719
'[19:09:49.848]',0.203,0.388,90.469
'[19:09:49.856]',0.203,0.435,90.000
'[19:09:49.864]',0.211,0.471,89.219
'[19:09:49.872]',0.203,0.506,88.750
'[19:09:49.880]',0.195,0.549,88.750
'[19:09:49.888]',0.195,0.573,88.750
'[19:09:49.896]',0.211,0.592,88.750
'[19:09:49.904]',0.227,0.608,88.750
'[19:09:49.912]',0.227,0.620,88.281
'[19:09:49.920]',0.227,0.627,88.281
'[19:09:49.928]',0.227,0.635,88.281
'[19:09:49.936]',0.219,0.643,88.281
'[19:09:49.944]',0.211,0.647,87.969
'[19:09:49.952]',0.211,0.651,87.500
'[19:09:49.960]',0.195,0.651,87.031
'[19:09:49.968]',0.203,0.655,86.719
'[19:09:49.976]',0.211,0.655,86.250
'[19:09:49.984]',0.227,0.651,85.781
'[19:09:49.992]',0.234,0.651,85.000
'[19:09:50.000]',0.227,0.647,84.531
'[19:09:50.008]',0.234,0.643,83.750
'[19:09:50.016]',0.250,0.639,83.281
'[19:09:50.024]',0.258,0.631,82.500
'[19:09:50.032]',0.273,0.627,81.719
'[19:09:50.040]',0.297,0.620,81.250
'[19:09:50.048]',0.305,0.612,80.469
'[19:09:50.056]',0.312,0.600,80.000
'[19:09:50.064]',0.320,0.588,79.531
'[19:09:50.072]',0.312,0.576,78.750
'[19:09:50.080]',0.297,0.561,78.281
'[19:09:50.088]',0.273,0.549,77.969
'[19:09:50.096]',0.250,0.533,77.500
'[19:09:50.104]',0.227,0.522,76.719
'[19:09:50.112]',0.211,0.510,76.250
'[19:09:50.120]',0.203,0.502,75.781
'[19:09:50.128]',0.203,0.494,75.781
'[19:09:50.136]',0.203,0.486,75.469
'[19:09:50.144]',0.195,0.478,75.000
'[19:09:50.152]',0.195,0.471,74.531
'[19:09:50.160]',0.188,0.467,74.219
'[19:09:50.168]',0.188,0.463,73.750
'[19:09:50.176]',0.195,0.459,73.281
'[19:09:50.184]',0.289,0.455,73.281
'[19:09:50.192]',0.523,0.451,72.969
'[19:09:50.200]',0.875,0.447,72.500
'[19:09:50.208]',1.156,0.447,72.500
'[19:09:50.216]',1.172,0.443,72.031
'[19:09:50.224]',0.742,0.439,72.031
'[19:09:50.232]',0.375,0.435,71.719
'[19:09:50.240]',0.125,0.431,71.250
'[19:09:50.248]',0.031,0.427,71.250
'[19:09:50.256]',0.047,0.420,71.250
'[19:09:50.264]',0.086,0.416,70.781
'[19:09:50.272]',0.133,0.412,70.781
'[19:09:50.280]',0.148,0.404,70.781
'[19:09:50.288]',0.156,0.400,70.781
'[19:09:50.296]',0.156,0.392,70.781
'[19:09:50.304]',0.172,0.388,70.781
'[19:09:50.312]',0.172,0.384,70.469
'[19:09:50.320]',0.172,0.380,70.469
'[19:09:50.328]',0.188,0.376,70.000
'[19:09:50.336]',0.203,0.373,70.000
'[19:09:50.344]',0.211,0.365,69.531
'[19:09:50.352]',0.211,0.361,69.531
'[19:09:50.360]',0.211,0.357,69.219
'[19:09:50.368]',0.227,0.353,68.750
'[19:09:50.376]',0.227,0.349,68.281
'[19:09:50.384]',0.242,0.345,67.969
'[19:09:50.392]',0.250,0.341,67.500
'[19:09:50.400]',0.273,0.337,67.031
'[19:09:50.408]',0.297,0.333,67.031
'[19:09:50.416]',0.320,0.329,66.719
'[19:09:50.424]',0.359,0.329,66.250
'[19:09:50.432]',0.391,0.325,66.250
'[19:09:50.440]',0.422,0.325,66.250
'[19:09:50.448]',0.445,0.322,67.031
'[19:09:50.456]',0.461,0.322,68.281
'[19:09:50.464]',0.477,0.318,71.250
'[19:09:50.472]',0.477,0.314,75.469
'[19:09:50.480]',0.453,0.314,80.781
'[19:09:50.488]',0.422,0.310,87.031
'[19:09:50.496]',0.375,0.310,93.281
'[19:09:50.504]',0.336,0.306,100.000
'[19:09:50.512]',0.297,0.306,106.250
'[19:09:50.520]',0.266,0.306,111.719
'[19:09:50.528]',0.227,0.306,116.250
'[19:09:50.536]',0.211,0.306,120.000
'[19:09:50.544]',0.195,0.306,122.969
'[19:09:50.552]',0.188,0.302,125.000
'[19:09:50.560]',0.188,0.302,126.719
'[19:09:50.568]',0.195,0.302,127.500
'[19:09:50.576]',0.195,0.302,127.500
'[19:09:50.584]',0.188,0.302,127.500
'[19:09:50.592]',0.188,0.298,126.719
'[19:09:50.600]',0.195,0.298,125.781
'[19:09:50.608]',0.211,0.298,124.531
'[19:09:50.616]',0.211,0.298,123.281
'[19:09:50.624]',0.203,0.298,121.719
'[19:09:50.632]',0.211,0.298,120.469
'[19:09:50.640]',0.211,0.294,118.750
'[19:09:50.648]',0.211,0.294,117.031
'[19:09:50.656]',0.211,0.294,115.469
'[19:09:50.664]',0.227,0.290,114.219
'[19:09:50.672]',0.227,0.290,112.500
'[19:09:50.680]',0.227,0.286,110.781
'[19:09:50.688]',0.219,0.286,108.750
'[19:09:50.696]',0.211,0.282,106.719
'[19:09:50.704]',0.211,0.282,104.531
'[19:09:50.712]',0.219,0.282,102.031
'[19:09:50.720]',0.227,0.286,99.219
'[19:09:50.728]',0.227,0.294,96.250
'[19:09:50.736]',0.211,0.306,93.750
'[19:09:50.744]',0.203,0.325,91.719
'[19:09:50.752]',0.203,0.345,89.531
'[19:09:50.760]',0.211,0.373,88.281
'[19:09:50.768]',0.211,0.404,87.031
'[19:09:50.776]',0.219,0.447,86.250
'[19:09:50.784]',0.219,0.475,85.781
'[19:09:50.792]',0.219,0.502,85.469
'[19:09:50.800]',0.219,0.537,85.469
'[19:09:50.808]',0.227,0.557,85.469
'[19:09:50.816]',0.227,0.569,85.469
'[19:09:50.824]',0.227,0.580,85.469
'[19:09:50.832]',0.219,0.588,85.469
'[19:09:50.840]',0.219,0.596,85.469
'[19:09:50.848]',0.227,0.604,85.469
'[19:09:50.856]',0.234,0.608,85.469
'[19:09:50.864]',0.234,0.612,85.469
'[19:09:50.872]',0.234,0.612,85.000
'[19:09:50.880]',0.234,0.612,84.531
'[19:09:50.888]',0.242,0.608,84.531
'[19:09:50.896]',0.234,0.608,84.219
'[19:09:50.904]',0.234,0.604,83.750
'[19:09:50.912]',0.242,0.600,83.281
'[19:09:50.920]',0.266,0.596,82.500
'[19:09:50.928]',0.297,0.588,82.031
'[19:09:50.936]',0.305,0.580,81.719
'[19:09:50.944]',0.320,0.573,80.781
'[19:09:50.952]',0.336,0.565,80.000
'[19:09:50.960]',0.352,0.557,79.531
'[19:09:50.968]',0.359,0.545,78.750
'[19:09:50.976]',0.336,0.533,78.281
'[19:09:50.984]',0.312,0.522,77.500
'[19:09:50.992]',0.289,0.506,77.031
'[19:09:51.000]',0.273,0.498,76.719
'[19:09:51.008]',0.250,0.486,76.250
'[19:09:51.016]',0.234,0.478,75.781
'[19:09:51.024]',0.227,0.467,75.000
'[19:09:51.032]',0.227,0.459,74.531
'[19:09:51.040]',0.234,0.451,74.219
'[19:09:51.048]',0.227,0.447,73.750
'[19:09:51.056]',0.211,0.439,73.281
'[19:09:51.064]',0.211,0.435,73.281
'[19:09:51.072]',0.195,0.431,72.969
'[19:09:51.080]',0.188,0.431,72.500
'[19:09:51.088]',0.266,0.427,72.500
'[19:09:51.096]',0.461,0.424,72.031
'[19:09:51.104]',0.797,0.424,71.719
'[19:09:51.112]',1.102,0.420,71.250
'[19:09:51.120]',1.141,0.420,71.250
'[19:09:51.128]',0.797,0.416,70.781
'[19:09:51.136]',0.438,0.412,70.781
'[19:09:51.144]',0.172,0.408,70.469
'[19:09:51.152]',0.047,0.408,70.469
'[19:09:51.160]',0.031,0.404,70.469
'[19:09:51.168]',0.086,0.400,70.469
'[19:09:51.176]',0.141,0.392,70.469
'[19:09:51.184]',0.180,0.388,70.469
'[19:09:51.192]',0.188,0.384,70.469
'[19:09:51.200]',0.203,0.384,70.000
'[19:09:51.208]',0.211,0.380,70.000
'[19:09:51.216]',0.211,0.376,70.000
'[19:09:51.224]',0.211,0.369,69.531
'[19:09:51.232]',0.203,0.365,69.531
'[19:09:51.240]',0.203,0.361,69.219
'[19:09:51.248]',0.211,0.357,68.750
'[19:09:51.256]',0.234,0.353,68.750
'[19:09:51.264]',0.250,0.349,68.281
'[19:09:51.272]',0.250,0.345,67.969
'[19:09:51.280]',0.250,0.341,67.500
'[19:09:51.288]',0.273,0.337,67.031
'[19:09:51.296]',0.297,0.337,67.031
'[19:09:51.304]',0.305,0.333,66.719
'[19:09:51.312]',0.320,0.333,66.250
'[19:09:51.320]',0.352,0.329,65.781
'[19:09:51.328]',0.375,0.325,65.469
'[19:09:51.336]',0.422,0.325,65.469
'[19:09:51.344]',0.461,0.322,65.469
'[19:09:51.352]',0.492,0.318,65.781
'[19:09:51.360]',0.500,0.318,66.719
'[19:09:51.368]',0.516,0.314,68.750
'[19:09:51.376]',0.516,0.314,72.031
'[19:09:51.384]',0.500,0.310,77.031
'[19:09:51.392]',0.469,0.310,82.500
'[19:09:51.400]',0.430,0.310,89.219
'[19:09:51.408]',0.375,0.310,95.469
'[19:09:51.416]',0.336,0.306,101.719
'[19:09:51.424]',0.297,0.306,107.500
'[19:09:51.432]',0.266,0.306,112.500
'[19:09:51.440]',0.242,0.306,116.250
'[19:09:51.448]',0.227,0.302,119.531
'[19:09:51.456]',0.219,0.302,122.031
'[19:09:51.464]',0.211,0.302,123.750
'[19:09:51.472]',0.211,0.302,125.000
'[19:09:51.480]',0.211,0.302,125.469
'[19:09:51.488]',0.211,0.298,125.469
'[19:09:51.496]',0.211,0.298,125.000
'[19:09:51.504]',0.211,0.298,124.219
'[19:09:51.512]',0.211,0.298,123.281
'[19:09:51.520]',0.227,0.298,122.031
'[19:09:51.528]',0.227,0.294,120.469
'[19:09:51.536]',0.227,0.294,119.219
'[19:09:51.544]',0.227,0.290,117.500
'[19:09:51.552]',0.219,0.290,116.250
'[19:09:51.560]',0.227,0.286,114.531
'[19:09:51.568]',0.227,0.286,113.281
'[19:09:51.576]',0.242,0.282,111.719
'[19:09:51.584]',0.234,0.282,110.000
'[19:09:51.592]',0.234,0.282,108.281
'[19:09:51.600]',0.242,0.286,106.250
'[19:09:51.608]',0.242,0.290,103.750
'[19:09:51.616]',0.242,0.298,101.250
'[19:09:51.624]',0.227,0.314,98.750
'[19:09:51.632]',0.211,0.329,95.781
'[19:09:51.640]',0.211,0.353,93.281
'[19:09:51.648]',0.219,0.380,91.250
'[19:09:51.656]',0.227,0.408,89.531
'[19:09:51.664]',0.227,0.435,88.281
'[19:09:51.672]',0.227,0.463,87.500
'[19:09:51.680]',0.219,0.486,87.031
'[19:09:51.688]',0.219,0.506,86.719
'[19:09:51.696]',0.219,0.522,86.719
'[19:09:51.704]',0.211,0.533,86.719
'[19:09:51.712]',0.211,0.549,86.719
'[19:09:51.720]',0.211,0.557,86.719
'[19:09:51.728]',0.219,0.565,86.719
'[19:09:51.736]',0.227,0.573,86.719
'[19:09:51.744]',0.227,0.576,86.719
'[19:09:51.752]',0.227,0.580,86.719
'[19:09:51.760]',0.234,0.584,86.250
'[19:09:51.768]',0.242,0.584,86.250
'[19:09:51.776]',0.227,0.584,85.781
'[19:09:51.784]',0.227,0.580,85.469
'[19:09:51.792]',0.242,0.580,85.000
'[19:09:51.800]',0.266,0.576,84.531
'[19:09:51.808]',0.281,0.573,84.219
'[19:09:51.816]',0.297,0.569,83.750
'[19:09:51.824]',0.312,0.565,82.969
'[19:09:51.832]',0.336,0.557,82.500
'[19:09:51.840]',0.336,0.549,81.719
'[19:09:51.848]',0.344,0.541,81.250
'[19:09:51.856]',0.320,0.533,80.469
'[19:09:51.864]',0.297,0.522,80.000
'[19:09:51.872]',0.266,0.510,79.219
'[19:09:51.880]',0.250,0.502,78.750
'[19:09:51.888]',0.227,0.498,77.969
'[19:09:51.896]',0.219,0.502,77.500
'[19:09:51.904]',0.211,0.498,77.031
'[19:09:51.912]',0.211,0.490,76.719
'[19:09:51.920]',0.203,0.482,76.250
'[19:09:51.928]',0.195,0.475,75.781
'[19:09:51.936]',0.195,0.467,75.000
'[19:09:51.944]',0.195,0.463,74.531
'[19:09:51.952]',0.180,0.455,74.219
'[19:09:51.960]',0.164,0.451,73.750
'[19:09:51.968]',0.234,0.451,73.750
'[19:09:51.976]',0.430,0.447,73.281
'[19:09:51.984]',0.734,0.443,72.969
'[19:09:51.992]',1.031,0.439,72.500
'[19:09:52.000]',1.102,0.439,72.500
'[19:09:52.008]',0.773,0.435,72.031
'[19:09:52.016]',0.414,0.431,71.719
