"'Time','II','PLETH','ABP','I','III','ICP','V','MCL'"
"'[13:19:09.520]',0.851,0.584,-,-,-,-,-,-"
"'[13:19:09.528]',0.812,0.580,-,-,-,-,-,-"
"'[13:19:09.536]',0.859,0.576,-,-,-,-,-,-"
"'[13:19:09.544]',0.812,0.576,-,-,-,-,-,-"
"'[13:19:09.552]',0.851,0.573,-,-,-,-,-,-"
"'[13:19:09.560]',0.820,0.573,-,-,-,-,-,-"
"'[13:19:09.568]',0.859,0.573,-,-,-,-,-,-"
"'[13:19:09.576]',0.835,0.569,-,-,-,-,-,-"
"'[13:19:09.584]',0.882,0.569,-,-,-,-,-,-"
"'[13:19:09.592]',0.898,0.569,-,-,-,-,-,-"
"'[13:19:09.600]',0.945,0.565,-,-,-,-,-,-"
"'[13:19:09.608]',0.961,0.565,-,-,-,-,-,-"
"'[13:19:09.616]',0.945,0.565,-,-,-,-,-,-"
"'[13:19:09.624]',0.992,0.565,-,-,-,-,-,-"
"'[13:19:09.632]',0.976,0.565,-,-,-,-,-,-"
"'[13:19:09.640]',1.000,0.565,-,-,-,-,-,-"
"'[13:19:09.648]',0.976,0.561,-,-,-,-,-,-"
"'[13:19:09.656]',0.992,0.561,-,-,-,-,-,-"
"'[13:19:09.664]',0.953,0.561,-,-,-,-,-,-"
"'[13:19:09.672]',1.000,0.557,-,-,-,-,-,-"
"'[13:19:09.680]',0.992,0.557,-,-,-,-,-,-"
"'[13:19:09.688]',1.000,0.553,-,-,-,-,-,-"
"'[13:19:09.696]',0.969,0.549,-,-,-,-,-,-"
"'[13:19:09.704]',0.992,0.549,-,-,-,-,-,-"
"'[13:19:09.712]',0.961,0.545,-,-,-,-,-,-"
"'[13:19:09.720]',0.984,0.541,-,-,-,-,-,-"
"'[13:19:09.728]',0.961,0.537,-,-,-,-,-,-"
"'[13:19:09.736]',0.961,0.533,-,-,-,-,-,-"
"'[13:19:09.744]',0.922,0.529,-,-,-,-,-,-"
"'[13:19:09.752]',0.914,0.529,-,-,-,-,-,-"
"'[13:19:09.760]',0.875,0.525,-,-,-,-,-,-"
"'[13:19:09.768]',0.882,0.525,-,-,-,-,-,-"
"'[13:19:09.776]',0.851,0.522,-,-,-,-,-,-"
"'[13:19:09.784]',0.851,0.522,-,-,-,-,-,-"
"'[13:19:09.792]',0.820,0.518,-,-,-,-,-,-"
"'[13:19:09.800]',0.812,0.518,-,-,-,-,-,-"
"'[13:19:09.808]',0.788,0.518,-,-,-,-,-,-"
"'[13:19:09.816]',0.812,0.514,-,-,-,-,-,-"
"'[13:19:09.824]',0.796,0.514,-,-,-,-,-,-"
"'[13:19:09.832]',0.820,0.514,-,-,-,-,-,-"
"'[13:19:09.840]',0.827,0.514,-,-,-,-,-,-"
"'[13:19:09.848]',0.804,0.514,-,-,-,-,-,-"
"'[13:19:09.856]',0.812,0.514,-,-,-,-,-,-"
"'[13:19:09.864]',0.780,0.518,-,-,-,-,-,-"
"'[13:19:09.872]',0.796,0.518,-,-,-,-,-,-"
"'[13:19:09.880]',0.804,0.522,-,-,-,-,-,-"
"'[13:19:09.888]',0.765,0.525,-,-,-,-,-,-"
"'[13:19:09.896]',0.741,0.529,-,-,-,-,-,-"
"'[13:19:09.904]',0.749,0.533,-,-,-,-,-,-"
"'[13:19:09.912]',0.710,0.533,-,-,-,-,-,-"
"'[13:19:09.920]',0.694,0.537,-,-,-,-,-,-"
"'[13:19:09.928]',0.671,0.541,-,-,-,-,-,-"
"'[13:19:09.936]',0.694,0.545,-,-,-,-,-,-"
"'[13:19:09.944]',0.694,0.545,-,-,-,-,-,-"
"'[13:19:09.952]',0.710,0.549,-,-,-,-,-,-"
"'[13:19:09.960]',0.686,0.549,-,-,-,-,-,-"
"'[13:19:09.968]',0.686,0.553,-,-,-,-,-,-"
"'[13:19:09.976]',0.616,0.553,-,-,-,-,-,-"
"'[13:19:09.984]',0.600,0.557,-,-,-,-,-,-"
"'[13:19:09.992]',0.569,0.557,-,-,-,-,-,-"
"'[13:19:10.000]',0.639,0.561,-,-,-,-,-,-"
"'[13:19:10.008]',0.710,0.565,-,-,-,-,-,-"
"'[13:19:10.016]',0.765,0.569,-,-,-,-,-,-"
"'[13:19:10.024]',0.733,0.569,-,-,-,-,-,-"
"'[13:19:10.032]',0.663,0.573,-,-,-,-,-,-"
"'[13:19:10.040]',0.545,0.573,-,-,-,-,-,-"
"'[13:19:10.048]',0.529,0.573,-,-,-,-,-,-"
"'[13:19:10.056]',0.561,0.573,-,-,-,-,-,-"
"'[13:19:10.064]',0.624,0.576,-,-,-,-,-,-"
"'[13:19:10.072]',0.686,0.576,-,-,-,-,-,-"
"'[13:19:10.080]',0.741,0.576,-,-,-,-,-,-"
"'[13:19:10.088]',0.749,0.576,-,-,-,-,-,-"
"'[13:19:10.096]',0.780,0.576,-,-,-,-,-,-"
"'[13:19:10.104]',0.788,0.576,-,-,-,-,-,-"
"'[13:19:10.112]',0.741,0.573,-,-,-,-,-,-"
"'[13:19:10.120]',0.749,0.573,-,-,-,-,-,-"
"'[13:19:10.128]',0.718,0.569,-,-,-,-,-,-"
"'[13:19:10.136]',0.741,0.565,-,-,-,-,-,-"
"'[13:19:10.144]',0.655,0.561,-,-,-,-,-,-"
"'[13:19:10.152]',0.616,0.561,-,-,-,-,-,-"
"'[13:19:10.160]',0.561,0.557,-,-,-,-,-,-"
"'[13:19:10.168]',0.569,0.553,-,-,-,-,-,-"
"'[13:19:10.176]',0.561,0.549,-,-,-,-,-,-"
"'[13:19:10.184]',0.592,0.545,-,-,-,-,-,-"
"'[13:19:10.192]',0.561,0.541,-,-,-,-,-,-"
"'[13:19:10.200]',0.584,0.537,-,-,-,-,-,-"
"'[13:19:10.208]',0.584,0.537,-,-,-,-,-,-"
"'[13:19:10.216]',0.616,0.533,-,-,-,-,-,-"
"'[13:19:10.224]',0.600,0.529,-,-,-,-,-,-"
"'[13:19:10.232]',0.616,0.529,-,-,-,-,-,-"
"'[13:19:10.240]',0.616,0.529,-,-,-,-,-,-"
"'[13:19:10.248]',0.624,0.525,-,-,-,-,-,-"
"'[13:19:10.256]',0.639,0.525,-,-,-,-,-,-"
"'[13:19:10.264]',0.608,0.525,-,-,-,-,-,-"
"'[13:19:10.272]',0.600,0.522,-,-,-,-,-,-"
"'[13:19:10.280]',0.616,0.522,-,-,-,-,-,-"
"'[13:19:10.288]',0.631,0.522,-,-,-,-,-,-"
"'[13:19:10.296]',0.655,0.522,-,-,-,-,-,-"
"'[13:19:10.304]',0.671,0.518,-,-,-,-,-,-"
"'[13:19:10.312]',0.647,0.518,-,-,-,-,-,-"
"'[13:19:10.320]',0.694,0.514,-,-,-,-,-,-"
"'[13:19:10.328]',0.671,0.510,-,-,-,-,-,-"
"'[13:19:10.336]',0.741,0.506,-,-,-,-,-,-"
"'[13:19:10.344]',0.710,0.502,-,-,-,-,-,-"
"'[13:19:10.352]',0.749,0.502,-,-,-,-,-,-"
"'[13:19:10.360]',0.725,0.498,-,-,-,-,-,-"
"'[13:19:10.368]',0.741,0.494,-,-,-,-,-,-"
"'[13:19:10.376]',0.702,0.490,-,-,-,-,-,-"
"'[13:19:10.384]',0.718,0.486,-,-,-,-,-,-"
"'[13:19:10.392]',0.671,0.482,-,-,-,-,-,-"
"'[13:19:10.400]',0.686,0.482,-,-,-,-,-,-"
"'[13:19:10.408]',0.631,0.478,-,-,-,-,-,-"
"'[13:19:10.416]',0.624,0.475,-,-,-,-,-,-"
"'[13:19:10.424]',0.647,0.471,-,-,-,-,-,-"
"'[13:19:10.432]',0.616,0.471,-,-,-,-,-,-"
"'[13:19:10.440]',0.639,0.467,-,-,-,-,-,-"
"'[13:19:10.448]',0.624,0.463,-,-,-,-,-,-"
"'[13:19:10.456]',0.647,0.463,-,-,-,-,-,-"
"'[13:19:10.464]',0.600,0.459,-,-,-,-,-,-"
"'[13:19:10.472]',0.616,0.455,-,-,-,-,-,-"
"'[13:19:10.480]',0.561,0.455,-,-,-,-,-,-"
"'[13:19:10.488]',0.576,0.451,-,-,-,-,-,-"
"'[13:19:10.496]',0.569,0.451,-,-,-,-,-,-"
"'[13:19:10.504]',0.616,0.447,-,-,-,-,-,-"
"'[13:19:10.512]',0.639,0.443,-,-,-,-,-,-"
"'[13:19:10.520]',0.694,0.443,-,-,-,-,-,-"
"'[13:19:10.528]',0.702,0.443,-,-,-,-,-,-"
"'[13:19:10.536]',0.741,0.443,-,-,-,-,-,-"
"'[13:19:10.544]',0.725,0.443,-,-,-,-,-,-"
"'[13:19:10.552]',0.741,0.439,-,-,-,-,-,-"
"'[13:19:10.560]',0.725,0.439,-,-,-,-,-,-"
"'[13:19:10.568]',0.773,0.439,-,-,-,-,-,-"
"'[13:19:10.576]',0.765,0.439,-,-,-,-,-,-"
"'[13:19:10.584]',0.804,0.443,-,-,-,-,-,-"
"'[13:19:10.592]',0.788,0.443,-,-,-,-,-,-"
"'[13:19:10.600]',0.796,0.447,-,-,-,-,-,-"
"'[13:19:10.608]',0.765,0.447,-,-,-,-,-,-"
"'[13:19:10.616]',0.780,0.451,-,-,-,-,-,-"
"'[13:19:10.624]',0.725,0.455,-,-,-,-,-,-"
"'[13:19:10.632]',0.725,0.455,-,-,-,-,-,-"
"'[13:19:10.640]',0.741,0.459,-,-,-,-,-,-"
"'[13:19:10.648]',0.725,0.463,-,-,-,-,-,-"
"'[13:19:10.656]',0.765,0.467,-,-,-,-,-,-"
"'[13:19:10.664]',0.741,0.471,-,-,-,-,-,-"
"'[13:19:10.672]',0.749,0.475,-,-,-,-,-,-"
"'[13:19:10.680]',0.725,0.478,-,-,-,-,-,-"
"'[13:19:10.688]',0.757,0.482,-,-,-,-,-,-"
"'[13:19:10.696]',0.725,0.486,-,-,-,-,-,-"
"'[13:19:10.704]',0.796,0.486,-,-,-,-,-,-"
"'[13:19:10.712]',0.906,0.490,-,-,-,-,-,-"
"'[13:19:10.720]',0.945,0.494,-,-,-,-,-,-"
"'[13:19:10.728]',0.890,0.494,-,-,-,-,-,-"
"'[13:19:10.736]',0.820,0.498,-,-,-,-,-,-"
"'[13:19:10.744]',0.686,0.498,-,-,-,-,-,-"
"'[13:19:10.752]',0.655,0.502,-,-,-,-,-,-"
"'[13:19:10.760]',0.616,0.502,-,-,-,-,-,-"
"'[13:19:10.768]',0.647,0.502,-,-,-,-,-,-"
"'[13:19:10.776]',0.624,0.506,-,-,-,-,-,-"
"'[13:19:10.784]',0.647,0.506,-,-,-,-,-,-"
"'[13:19:10.792]',0.592,0.506,-,-,-,-,-,-"
"'[13:19:10.800]',0.600,0.506,-,-,-,-,-,-"
"'[13:19:10.808]',0.569,0.502,-,-,-,-,-,-"
"'[13:19:10.816]',0.584,0.502,-,-,-,-,-,-"
"'[13:19:10.824]',0.537,0.502,-,-,-,-,-,-"
"'[13:19:10.832]',0.553,0.498,-,-,-,-,-,-"
"'[13:19:10.840]',0.529,0.498,-,-,-,-,-,-"
"'[13:19:10.848]',0.545,0.494,-,-,-,-,-,-"
"'[13:19:10.856]',0.529,0.494,-,-,-,-,-,-"
"'[13:19:10.864]',0.529,0.490,-,-,-,-,-,-"
"'[13:19:10.872]',0.561,0.486,-,-,-,-,-,-"
"'[13:19:10.880]',0.506,0.486,-,-,-,-,-,-"
"'[13:19:10.888]',0.569,0.482,-,-,-,-,-,-"
"'[13:19:10.896]',0.514,0.478,-,-,-,-,-,-"
"'[13:19:10.904]',0.576,0.478,-,-,-,-,-,-"
"'[13:19:10.912]',0.529,0.478,-,-,-,-,-,-"
"'[13:19:10.920]',0.592,0.475,-,-,-,-,-,-"
"'[13:19:10.928]',0.561,0.475,-,-,-,-,-,-"
"'[13:19:10.936]',0.592,0.471,-,-,-,-,-,-"
"'[13:19:10.944]',0.553,0.471,-,-,-,-,-,-"
"'[13:19:10.952]',0.600,0.467,-,-,-,-,-,-"
"'[13:19:10.960]',0.569,0.463,-,-,-,-,-,-"
"'[13:19:10.968]',0.655,0.463,-,-,-,-,-,-"
"'[13:19:10.976]',0.624,0.459,-,-,-,-,-,-"
"'[13:19:10.984]',0.678,0.455,-,-,-,-,-,-"
"'[13:19:10.992]',0.647,0.455,-,-,-,-,-,-"
"'[13:19:11.000]',0.718,0.451,-,-,-,-,-,-"
"'[13:19:11.008]',0.694,0.451,-,-,-,-,-,-"
"'[13:19:11.016]',0.773,0.447,-,-,-,-,-,-"
"'[13:19:11.024]',0.765,0.447,-,-,-,-,-,-"
"'[13:19:11.032]',0.804,0.443,-,-,-,-,-,-"
"'[13:19:11.040]',0.835,0.443,-,-,-,-,-,-"
"'[13:19:11.048]',0.827,0.439,-,-,-,-,-,-"
"'[13:19:11.056]',0.906,0.439,-,-,-,-,-,-"
"'[13:19:11.064]',0.867,0.435,-,-,-,-,-,-"
"'[13:19:11.072]',0.937,0.435,-,-,-,-,-,-"
"'[13:19:11.080]',0.922,0.435,-,-,-,-,-,-"
"'[13:19:11.088]',0.961,0.431,-,-,-,-,-,-"
"'[13:19:11.096]',0.922,0.431,-,-,-,-,-,-"
"'[13:19:11.104]',0.976,0.431,-,-,-,-,-,-"
"'[13:19:11.112]',0.945,0.431,-,-,-,-,-,-"
"'[13:19:11.120]',0.992,0.431,-,-,-,-,-,-"
"'[13:19:11.128]',0.969,0.431,-,-,-,-,-,-"
"'[13:19:11.136]',1.031,0.431,-,-,-,-,-,-"
"'[13:19:11.144]',1.000,0.431,-,-,-,-,-,-"
"'[13:19:11.152]',1.071,0.427,-,-,-,-,-,-"
"'[13:19:11.160]',1.039,0.427,-,-,-,-,-,-"
"'[13:19:11.168]',1.086,0.427,-,-,-,-,-,-"
"'[13:19:11.176]',1.047,0.427,-,-,-,-,-,-"
"'[13:19:11.184]',1.078,0.424,-,-,-,-,-,-"
"'[13:19:11.192]',1.039,0.424,-,-,-,-,-,-"
"'[13:19:11.200]',1.063,0.424,-,-,-,-,-,-"
"'[13:19:11.208]',1.008,0.420,-,-,-,-,-,-"
"'[13:19:11.216]',0.992,0.420,-,-,-,-,-,-"
"'[13:19:11.224]',1.008,0.420,-,-,-,-,-,-"
"'[13:19:11.232]',0.961,0.420,-,-,-,-,-,-"
"'[13:19:11.240]',0.969,0.420,-,-,-,-,-,-"
"'[13:19:11.248]',0.929,0.424,-,-,-,-,-,-"
"'[13:19:11.256]',0.945,0.424,-,-,-,-,-,-"
"'[13:19:11.264]',0.882,0.427,-,-,-,-,-,-"
"'[13:19:11.272]',0.867,0.431,-,-,-,-,-,-"
"'[13:19:11.280]',0.851,0.431,-,-,-,-,-,-"
"'[13:19:11.288]',0.859,0.435,-,-,-,-,-,-"
"'[13:19:11.296]',0.820,0.439,-,-,-,-,-,-"
"'[13:19:11.304]',0.835,0.443,-,-,-,-,-,-"
"'[13:19:11.312]',0.804,0.447,-,-,-,-,-,-"
"'[13:19:11.320]',0.820,0.451,-,-,-,-,-,-"
"'[13:19:11.328]',0.804,0.459,-,-,-,-,-,-"
"'[13:19:11.336]',0.820,0.463,-,-,-,-,-,-"
"'[13:19:11.344]',0.812,0.467,-,-,-,-,-,-"
"'[13:19:11.352]',0.867,0.471,-,-,-,-,-,-"
"'[13:19:11.360]',0.859,0.475,-,-,-,-,-,-"
"'[13:19:11.368]',0.922,0.478,-,-,-,-,-,-"
"'[13:19:11.376]',0.922,0.482,-,-,-,-,-,-"
"'[13:19:11.384]',0.961,0.490,-,-,-,-,-,-"
"'[13:19:11.392]',0.945,0.494,-,-,-,-,-,-"
"'[13:19:11.400]',0.945,0.498,-,-,-,-,-,-"
"'[13:19:11.408]',0.937,0.502,-,-,-,-,-,-"
"'[13:19:11.416]',1.039,0.506,-,-,-,-,-,-"
"'[13:19:11.424]',1.133,0.510,-,-,-,-,-,-"
"'[13:19:11.432]',1.196,0.510,-,-,-,-,-,-"
"'[13:19:11.440]',1.173,0.514,-,-,-,-,-,-"
"'[13:19:11.448]',1.110,0.518,-,-,-,-,-,-"
"'[13:19:11.456]',1.024,0.518,-,-,-,-,-,-"
"'[13:19:11.464]',0.992,0.522,-,-,-,-,-,-"
"'[13:19:11.472]',1.000,0.522,-,-,-,-,-,-"
"'[13:19:11.480]',0.953,0.525,-,-,-,-,-,-"
"'[13:19:11.488]',0.961,0.525,-,-,-,-,-,-"
"'[13:19:11.496]',0.875,0.529,-,-,-,-,-,-"
"'[13:19:11.504]',0.820,0.529,-,-,-,-,-,-"
"'[13:19:11.512]',0.749,0.529,-,-,-,-,-,-"
"'[13:19:11.520]',0.686,0.529,-,-,-,-,-,-"
"'[13:19:11.528]',0.616,0.529,-,-,-,-,-,-"
"'[13:19:11.536]',0.545,0.529,-,-,-,-,-,-"
"'[13:19:11.544]',0.455,0.529,-,-,-,-,-,-"
"'[13:19:11.552]',0.400,0.529,-,-,-,-,-,-"
"'[13:19:11.560]',0.322,0.529,-,-,-,-,-,-"
"'[13:19:11.568]',0.275,0.525,-,-,-,-,-,-"
"'[13:19:11.576]',0.204,0.522,-,-,-,-,-,-"
"'[13:19:11.584]',0.173,0.518,-,-,-,-,-,-"
"'[13:19:11.592]',0.110,0.514,-,-,-,-,-,-"
"'[13:19:11.600]',0.078,0.514,-,-,-,-,-,-"
"'[13:19:11.608]',0.047,0.510,-,-,-,-,-,-"
"'[13:19:11.616]',0.071,0.506,-,-,-,-,-,-"
"'[13:19:11.624]',0.055,0.506,-,-,-,-,-,-"
"'[13:19:11.632]',0.078,0.502,-,-,-,-,-,-"
"'[13:19:11.640]',0.078,0.502,-,-,-,-,-,-"
"'[13:19:11.648]',0.118,0.502,-,-,-,-,-,-"
"'[13:19:11.656]',0.149,0.498,-,-,-,-,-,-"
"'[13:19:11.664]',0.212,0.498,-,-,-,-,-,-"
"'[13:19:11.672]',0.329,0.498,-,-,-,-,-,-"
"'[13:19:11.680]',0.545,0.494,-,-,-,-,-,-"
"'[13:19:11.688]',0.600,0.494,-,-,-,-,-,-"
"'[13:19:11.696]',0.537,0.490,-,-,-,-,-,-"
"'[13:19:11.704]',0.529,0.490,-,-,-,-,-,-"
"'[13:19:11.712]',0.561,0.486,-,-,-,-,-,-"
"'[13:19:11.720]',0.600,0.482,-,-,-,-,-,-"
"'[13:19:11.728]',0.655,0.482,-,-,-,-,-,-"
"'[13:19:11.736]',0.741,0.478,-,-,-,-,-,-"
"'[13:19:11.744]',0.835,0.478,-,-,-,-,-,-"
"'[13:19:11.752]',0.969,0.475,-,-,-,-,-,-"
"'[13:19:11.760]',1.078,0.475,-,-,-,-,-,-"
"'[13:19:11.768]',1.212,0.471,-,-,-,-,-,-"
"'[13:19:11.776]',1.267,0.467,-,-,-,-,-,-"
"'[13:19:11.784]',1.298,0.467,-,-,-,-,-,-"
"'[13:19:11.792]',1.251,0.463,-,-,-,-,-,-"
"'[13:19:11.800]',1.267,0.459,-,-,-,-,-,-"
"'[13:19:11.808]',1.243,0.455,-,-,-,-,-,-"
"'[13:19:11.816]',1.227,0.455,-,-,-,-,-,-"
"'[13:19:11.824]',1.157,0.451,-,-,-,-,-,-"
"'[13:19:11.832]',1.157,0.447,-,-,-,-,-,-"
"'[13:19:11.840]',1.110,0.447,-,-,-,-,-,-"
"'[13:19:11.848]',1.086,0.443,-,-,-,-,-,-"
"'[13:19:11.856]',1.039,0.439,-,-,-,-,-,-"
"'[13:19:11.864]',1.000,0.435,-,-,-,-,-,-"
"'[13:19:11.872]',0.945,0.431,-,-,-,-,-,-"
"'[13:19:11.880]',0.882,0.427,-,-,-,-,-,-"
"'[13:19:11.888]',0.796,0.427,-,-,-,-,-,-"
"'[13:19:11.896]',0.749,0.424,-,-,-,-,-,-"
"'[13:19:11.904]',0.710,0.420,-,-,-,-,-,-"
"'[13:19:11.912]',0.678,0.420,-,-,-,-,-,-"
"'[13:19:11.920]',0.686,0.416,-,-,-,-,-,-"
"'[13:19:11.928]',0.647,0.416,-,-,-,-,-,-"
"'[13:19:11.936]',0.592,0.416,-,-,-,-,-,-"
"'[13:19:11.944]',0.561,0.412,-,-,-,-,-,-"
"'[13:19:11.952]',0.506,0.412,-,-,-,-,-,-"
"'[13:19:11.960]',0.431,0.412,-,-,-,-,-,-"
"'[13:19:11.968]',0.424,0.412,-,-,-,-,-,-"
"'[13:19:11.976]',0.392,0.412,-,-,-,-,-,-"
"'[13:19:11.984]',0.416,0.416,-,-,-,-,-,-"
"'[13:19:11.992]',0.369,0.416,-,-,-,-,-,-"
"'[13:19:12.000]',0.400,0.420,-,-,-,-,-,-"
"'[13:19:12.008]',0.345,0.424,-,-,-,-,-,-"
"'[13:19:12.016]',0.361,0.427,-,-,-,-,-,-"
"'[13:19:12.024]',0.369,0.431,-,-,-,-,-,-"
"'[13:19:12.032]',0.345,0.435,-,-,-,-,-,-"
"'[13:19:12.040]',0.353,0.435,-,-,-,-,-,-"
"'[13:19:12.048]',0.298,0.439,-,-,-,-,-,-"
"'[13:19:12.056]',0.204,0.443,-,-,-,-,-,-"
"'[13:19:12.064]',0.188,0.447,-,-,-,-,-,-"
"'[13:19:12.072]',0.220,0.451,-,-,-,-,-,-"
"'[13:19:12.080]',0.188,0.455,-,-,-,-,-,-"
"'[13:19:12.088]',0.243,0.459,-,-,-,-,-,-"
"'[13:19:12.096]',0.275,0.463,-,-,-,-,-,-"
"'[13:19:12.104]',0.290,0.471,-,-,-,-,-,-"
"'[13:19:12.112]',0.243,0.471,-,-,-,-,-,-"
"'[13:19:12.120]',0.314,0.475,-,-,-,-,-,-"
"'[13:19:12.128]',0.431,0.478,-,-,-,-,-,-"
"'[13:19:12.136]',0.522,0.478,-,-,-,-,-,-"
"'[13:19:12.144]',0.522,0.482,-,-,-,-,-,-"
"'[13:19:12.152]',0.537,0.482,-,-,-,-,-,-"
"'[13:19:12.160]',0.400,0.482,-,-,-,-,-,-"
"'[13:19:12.168]',0.369,0.486,-,-,-,-,-,-"
"'[13:19:12.176]',0.361,0.486,-,-,-,-,-,-"
"'[13:19:12.184]',0.478,0.490,-,-,-,-,-,-"
"'[13:19:12.192]',0.494,0.490,-,-,-,-,-,-"
"'[13:19:12.200]',0.537,0.490,-,-,-,-,-,-"
"'[13:19:12.208]',0.514,0.490,-,-,-,-,-,-"
"'[13:19:12.216]',0.561,0.490,-,-,-,-,-,-"
"'[13:19:12.224]',0.553,0.490,-,-,-,-,-,-"
"'[13:19:12.232]',0.600,0.486,-,-,-,-,-,-"
"'[13:19:12.240]',0.616,0.486,-,-,-,-,-,-"
"'[13:19:12.248]',0.678,0.482,-,-,-,-,-,-"
"'[13:19:12.256]',0.725,0.482,-,-,-,-,-,-"
"'[13:19:12.264]',0.796,0.478,-,-,-,-,-,-"
"'[13:19:12.272]',0.820,0.475,-,-,-,-,-,-"
"'[13:19:12.280]',0.867,0.475,-,-,-,-,-,-"
"'[13:19:12.288]',0.890,0.471,-,-,-,-,-,-"
"'[13:19:12.296]',0.875,0.467,-,-,-,-,-,-"
"'[13:19:12.304]',0.922,0.463,-,-,-,-,-,-"
"'[13:19:12.312]',0.851,0.459,-,-,-,-,-,-"
"'[13:19:12.320]',0.851,0.455,-,-,-,-,-,-"
"'[13:19:12.328]',0.859,0.451,-,-,-,-,-,-"
"'[13:19:12.336]',0.937,0.451,-,-,-,-,-,-"
"'[13:19:12.344]',0.976,0.447,-,-,-,-,-,-"
"'[13:19:12.352]',1.000,0.443,-,-,-,-,-,-"
"'[13:19:12.360]',0.969,0.443,-,-,-,-,-,-"
"'[13:19:12.368]',1.000,0.439,-,-,-,-,-,-"
"'[13:19:12.376]',0.922,0.435,-,-,-,-,-,-"
"'[13:19:12.384]',0.914,0.431,-,-,-,-,-,-"
"'[13:19:12.392]',0.890,0.431,-,-,-,-,-,-"
"'[13:19:12.400]',0.929,0.427,-,-,-,-,-,-"
"'[13:19:12.408]',0.937,0.424,-,-,-,-,-,-"
"'[13:19:12.416]',0.992,0.424,-,-,-,-,-,-"
"'[13:19:12.424]',0.969,0.420,-,-,-,-,-,-"
"'[13:19:12.432]',0.984,0.420,-,-,-,-,-,-"
"'[13:19:12.440]',0.945,0.416,-,-,-,-,-,-"
"'[13:19:12.448]',0.961,0.416,-,-,-,-,-,-"
"'[13:19:12.456]',0.914,0.412,-,-,-,-,-,-"
"'[13:19:12.464]',0.922,0.412,-,-,-,-,-,-"
"'[13:19:12.472]',0.890,0.408,-,-,-,-,-,-"
"'[13:19:12.480]',0.875,0.408,-,-,-,-,-,-"
"'[13:19:12.488]',0.882,0.404,-,-,-,-,-,-"
"'[13:19:12.496]',0.835,0.404,-,-,-,-,-,-"
"'[13:19:12.504]',0.867,0.404,-,-,-,-,-,-"
"'[13:19:12.512]',0.788,0.404,-,-,-,-,-,-"
"'[13:19:12.520]',0.820,0.404,-,-,-,-,-,-"
"'[13:19:12.528]',0.725,0.404,-,-,-,-,-,-"
"'[13:19:12.536]',0.757,0.404,-,-,-,-,-,-"
"'[13:19:12.544]',0.647,0.404,-,-,-,-,-,-"
"'[13:19:12.552]',0.686,0.404,-,-,-,-,-,-"
"'[13:19:12.560]',0.584,0.404,-,-,-,-,-,-"
"'[13:19:12.568]',0.639,0.404,-,-,-,-,-,-"
"'[13:19:12.576]',0.561,0.404,-,-,-,-,-,-"
"'[13:19:12.584]',0.624,0.404,-,-,-,-,-,-"
"'[13:19:12.592]',0.561,0.404,-,-,-,-,-,-"
"'[13:19:12.600]',0.600,0.404,-,-,-,-,-,-"
"'[13:19:12.608]',0.506,0.404,-,-,-,-,-,-"
"'[13:19:12.616]',0.545,0.404,-,-,-,-,-,-"
"'[13:19:12.624]',0.478,0.404,-,-,-,-,-,-"
"'[13:19:12.632]',0.486,0.408,-,-,-,-,-,-"
"'[13:19:12.640]',0.416,0.408,-,-,-,-,-,-"
"'[13:19:12.648]',0.384,0.412,-,-,-,-,-,-"
"'[13:19:12.656]',0.384,0.416,-,-,-,-,-,-"
"'[13:19:12.664]',0.290,0.420,-,-,-,-,-,-"
"'[13:19:12.672]',0.306,0.424,-,-,-,-,-,-"
"'[13:19:12.680]',0.235,0.427,-,-,-,-,-,-"
"'[13:19:12.688]',0.275,0.431,-,-,-,-,-,-"
"'[13:19:12.696]',0.204,0.435,-,-,-,-,-,-"
"'[13:19:12.704]',0.275,0.439,-,-,-,-,-,-"
"'[13:19:12.712]',0.243,0.443,-,-,-,-,-,-"
"'[13:19:12.720]',0.306,0.447,-,-,-,-,-,-"
"'[13:19:12.728]',0.275,0.451,-,-,-,-,-,-"
"'[13:19:12.736]',0.361,0.451,-,-,-,-,-,-"
"'[13:19:12.744]',0.329,0.455,-,-,-,-,-,-"
"'[13:19:12.752]',0.392,0.459,-,-,-,-,-,-"
"'[13:19:12.760]',0.369,0.467,-,-,-,-,-,-"
"'[13:19:12.768]',0.455,0.471,-,-,-,-,-,-"
"'[13:19:12.776]',0.463,0.475,-,-,-,-,-,-"
"'[13:19:12.784]',0.561,0.478,-,-,-,-,-,-"
"'[13:19:12.792]',0.545,0.482,-,-,-,-,-,-"
"'[13:19:12.800]',0.624,0.490,-,-,-,-,-,-"
"'[13:19:12.808]',0.639,0.494,-,-,-,-,-,-"
"'[13:19:12.816]',0.725,0.498,-,-,-,-,-,-"
"'[13:19:12.824]',0.710,0.506,-,-,-,-,-,-"
"'[13:19:12.832]',0.788,0.510,-,-,-,-,-,-"
"'[13:19:12.840]',0.922,0.514,-,-,-,-,-,-"
"'[13:19:12.848]',1.063,0.518,-,-,-,-,-,-"
"'[13:19:12.856]',1.110,0.522,-,-,-,-,-,-"
"'[13:19:12.864]',1.071,0.525,-,-,-,-,-,-"
"'[13:19:12.872]',1.024,0.529,-,-,-,-,-,-"
"'[13:19:12.880]',0.961,0.533,-,-,-,-,-,-"
"'[13:19:12.888]',0.992,0.537,-,-,-,-,-,-"
"'[13:19:12.896]',0.976,0.541,-,-,-,-,-,-"
