'Time','II','AVR','V','RESP','PLETH','ABP','CVP','ICP'
'[20:48:38.424]',0.290,0.440,0.925,0.724,1.951,63.009,16.187,-
'[20:48:38.432]',0.300,0.425,0.940,0.718,1.914,62.667,16.558,-
'[20:48:38.440]',0.290,0.440,0.925,0.713,1.879,62.472,16.558,-
'[20:48:38.448]',0.320,0.405,0.930,0.707,1.845,62.227,16.118,-
'[20:48:38.456]',0.295,0.435,0.920,0.702,1.811,61.934,15.493,-
'[20:48:38.464]',0.330,0.405,0.930,0.696,1.778,61.592,15.122,-
'[20:48:38.472]',0.315,0.420,0.910,0.690,1.746,61.299,15.376,-
'[20:48:38.480]',0.345,0.395,0.925,0.685,1.715,61.104,16.001,-
'[20:48:38.488]',0.335,0.405,0.900,0.679,1.683,61.251,16.626,-
'[20:48:38.496]',0.370,0.375,0.905,0.673,1.659,61.690,16.558,-
'[20:48:38.504]',0.375,0.380,0.880,0.667,1.637,62.911,16.001,-
'[20:48:38.512]',0.425,0.335,0.895,0.662,1.616,65.695,15.435,-
'[20:48:38.520]',0.400,0.355,0.855,0.655,1.596,70.531,15.562,-
'[20:48:38.528]',0.430,0.325,0.865,0.650,1.579,77.369,16.314,-
'[20:48:38.536]',0.435,0.330,0.845,0.642,1.562,84.940,16.871,-
'[20:48:38.544]',0.480,0.290,0.840,0.636,1.547,91.778,16.626,-
'[20:48:38.552]',0.475,0.305,0.830,0.628,1.535,97.102,15.689,-
'[20:48:38.560]',0.500,0.285,0.835,0.620,1.519,101.058,14.682,-
'[20:48:38.568]',0.485,0.305,0.820,0.613,1.501,104.136,14.370,-
'[20:48:38.576]',0.510,0.280,0.815,0.606,1.484,106.676,14.809,-
'[20:48:38.584]',0.490,0.275,0.835,0.598,1.467,108.922,15.435,-
'[20:48:38.592]',0.500,0.305,0.830,0.591,1.456,111.218,15.747,-
'[20:48:38.600]',0.485,0.295,0.855,0.582,1.447,113.758,15.562,-
'[20:48:38.608]',0.465,0.335,0.845,0.573,1.435,116.102,14.809,-
'[20:48:38.616]',0.475,0.320,0.880,0.563,1.418,118.056,13.999,-
'[20:48:38.624]',0.425,0.355,0.875,0.552,1.398,119.570,13.559,-
'[20:48:38.632]',0.435,0.375,0.905,0.541,1.375,120.743,13.813,-
'[20:48:38.640]',0.395,0.385,0.920,0.530,1.351,121.817,14.370,-
'[20:48:38.648]',0.370,0.405,0.945,0.519,1.326,122.599,14.682,-
'[20:48:38.656]',0.340,0.430,0.935,0.508,1.302,123.038,14.370,-
'[20:48:38.664]',0.350,0.420,0.975,0.498,1.280,123.478,13.745,-
'[20:48:38.672]',0.295,0.460,0.965,0.487,1.259,124.015,13.432,-
'[20:48:38.680]',0.305,0.450,1.000,0.478,1.242,124.552,13.618,-
'[20:48:38.688]',0.280,0.480,0.990,0.469,1.231,124.699,14.057,-
'[20:48:38.696]',0.295,0.455,1.015,0.460,1.224,124.406,14.311,-
'[20:48:38.704]',0.265,0.485,1.000,0.452,1.217,124.064,14.311,-
'[20:48:38.712]',0.275,0.470,1.030,0.443,1.209,123.820,14.243,-
'[20:48:38.720]',0.250,0.495,1.015,0.435,1.202,123.624,14.057,-
'[20:48:38.728]',0.280,0.475,1.025,0.427,1.196,123.038,13.930,-
'[20:48:38.736]',0.260,0.495,1.020,0.419,1.190,122.061,13.813,-
'[20:48:38.744]',0.280,0.470,1.035,0.412,1.180,120.938,14.126,-
'[20:48:38.752]',0.255,0.490,1.015,0.404,1.169,119.570,14.809,-
'[20:48:38.760]',0.305,0.445,1.035,0.397,1.160,117.861,15.376,-
'[20:48:38.768]',0.275,0.480,1.010,0.390,1.156,115.614,15.181,-
'[20:48:38.776]',0.270,0.490,1.000,0.382,1.157,112.879,14.126,-
'[20:48:38.784]',0.300,0.470,1.020,0.375,1.162,109.753,12.748,-
'[20:48:38.792]',0.290,0.480,1.000,0.367,1.172,106.431,12.064,-
'[20:48:38.800]',0.305,0.455,1.015,0.360,1.190,102.915,12.436,-
'[20:48:38.808]',0.285,0.475,1.000,0.352,1.214,99.544,13.686,-
'[20:48:38.816]',0.320,0.450,1.020,0.345,1.243,96.369,14.995,-
'[20:48:38.824]',0.300,0.475,1.000,0.338,1.278,93.634,15.806,-
'[20:48:38.832]',0.335,0.435,1.010,0.332,1.318,91.436,16.060,-
'[20:48:38.840]',0.300,0.460,0.995,0.326,1.364,89.678,16.245,-
'[20:48:38.848]',0.325,0.440,1.000,0.321,1.414,88.359,16.744,-
'[20:48:38.856]',0.300,0.460,0.995,0.314,1.471,87.382,17.252,-
'[20:48:38.864]',0.325,0.445,1.000,0.309,1.533,86.356,17.125,-
'[20:48:38.872]',0.305,0.460,0.995,0.302,1.597,85.282,16.187,-
'[20:48:38.880]',0.315,0.450,1.010,0.296,1.665,84.061,14.936,-
'[20:48:38.888]',0.300,0.470,0.995,0.290,1.734,82.791,14.438,-
'[20:48:38.896]',0.310,0.450,1.015,0.285,1.794,81.814,15.308,-
'[20:48:38.904]',0.285,0.475,0.995,0.280,1.845,80.984,16.998,-
'[20:48:38.912]',0.315,0.445,1.005,0.275,1.899,80.153,18.121,-
'[20:48:38.920]',0.280,0.475,0.990,0.270,1.956,79.176,17.681,-
'[20:48:38.928]',0.285,0.465,1.010,0.265,2.011,78.102,15.874,-
'[20:48:38.936]',0.270,0.480,1.000,0.258,2.063,77.223,13.872,-
'[20:48:38.944]',0.285,0.460,1.010,0.253,2.113,76.636,13.002,-
'[20:48:38.952]',0.255,0.480,1.000,0.246,2.161,76.099,13.686,-
'[20:48:38.960]',0.275,0.465,1.015,0.240,2.207,75.660,15.249,-
'[20:48:38.968]',0.255,0.485,1.000,0.234,2.251,75.122,16.626,-
'[20:48:38.976]',0.270,0.475,1.010,0.227,2.295,74.487,17.252,-
'[20:48:38.984]',0.255,0.485,1.020,0.221,2.338,73.999,17.252,-
'[20:48:38.992]',0.285,0.450,1.000,0.214,2.372,73.608,16.998,-
'[20:48:39.000]',0.250,0.485,1.005,0.208,2.400,73.168,16.685,-
'[20:48:39.008]',0.270,0.490,0.980,0.202,2.431,72.631,16.372,-
'[20:48:39.016]',0.290,0.460,1.010,0.196,2.460,72.192,16.187,-
'[20:48:39.024]',0.280,0.475,1.000,0.189,2.484,71.801,16.245,-
'[20:48:39.032]',0.310,0.450,1.020,0.182,2.502,71.557,16.372,-
'[20:48:39.040]',0.290,0.475,0.985,0.175,2.514,71.068,16.314,-
'[20:48:39.048]',0.315,0.445,0.975,0.170,2.519,70.433,16.060,-
'[20:48:39.056]',0.305,0.450,0.960,0.164,2.516,69.798,15.874,-
'[20:48:39.064]',0.335,0.425,0.965,0.159,2.505,69.407,16.001,-
'[20:48:39.072]',0.310,0.440,0.950,0.154,2.488,69.163,16.314,-
'[20:48:39.080]',0.340,0.420,0.975,0.148,2.464,68.919,16.431,-
'[20:48:39.088]',0.290,0.455,0.960,0.142,2.435,68.479,16.187,-
'[20:48:39.096]',0.305,0.440,0.990,0.136,2.407,68.040,15.806,-
'[20:48:39.104]',0.260,0.480,0.975,0.130,2.379,67.747,15.689,-
'[20:48:39.112]',0.270,0.470,1.005,0.125,2.347,67.405,15.933,-
'[20:48:39.120]',0.230,0.510,1.000,0.119,2.309,67.063,16.431,-
'[20:48:39.128]',0.245,0.490,1.020,0.114,2.269,66.623,16.939,-
'[20:48:39.136]',0.205,0.520,1.005,0.109,2.229,66.281,17.056,-
'[20:48:39.144]',0.230,0.495,1.020,0.105,2.190,66.135,16.812,-
'[20:48:39.152]',0.205,0.520,1.000,0.100,2.152,65.695,16.245,-
'[20:48:39.160]',0.230,0.495,1.010,0.096,2.114,65.109,15.747,-
'[20:48:39.168]',0.190,0.525,1.020,0.092,2.077,64.670,15.689,-
'[20:48:39.176]',0.140,0.550,1.080,0.088,2.042,64.474,16.187,-
'[20:48:39.184]',0.170,0.540,1.110,0.084,2.009,64.425,16.871,-
'[20:48:39.192]',0.380,0.410,1.005,0.081,1.979,64.230,17.125,-
'[20:48:39.200]',0.715,0.195,0.790,0.078,1.951,63.839,16.812,-
'[20:48:39.208]',1.140,-0.070,0.500,0.075,1.917,63.497,16.372,-
'[20:48:39.216]',1.365,-0.190,0.395,0.073,1.902,63.155,16.118,-
'[20:48:39.224]',1.105,-0.035,0.540,0.071,1.899,62.911,16.187,-
'[20:48:39.232]',0.675,0.220,0.760,0.070,1.878,62.423,16.314,-
'[20:48:39.240]',0.330,0.440,0.935,0.069,1.846,61.788,16.245,-
'[20:48:39.248]',0.220,0.510,1.015,0.067,1.810,61.153,16.118,-
'[20:48:39.256]',0.160,0.545,1.025,0.065,1.773,60.811,16.118,-
'[20:48:39.264]',0.165,0.540,1.055,0.064,1.735,60.371,16.431,-
'[20:48:39.272]',0.115,0.580,1.045,0.062,1.698,59.981,16.871,-
'[20:48:39.280]',0.130,0.560,1.065,0.062,1.663,59.541,17.183,-
'[20:48:39.288]',0.105,0.585,1.050,0.061,1.630,59.248,17.125,-
'[20:48:39.296]',0.120,0.565,1.070,0.061,1.602,58.906,16.626,-
'[20:48:39.304]',0.090,0.590,1.050,0.061,1.582,58.466,15.874,-
'[20:48:39.312]',0.115,0.570,1.070,0.062,1.560,57.880,15.308,-
'[20:48:39.320]',0.090,0.590,1.050,0.062,1.539,57.441,15.249,-
'[20:48:39.328]',0.115,0.560,1.075,0.063,1.517,57.196,15.689,-
'[20:48:39.336]',0.090,0.590,1.065,0.064,1.498,57.001,16.118,-
'[20:48:39.344]',0.110,0.565,1.060,0.066,1.480,56.659,16.060,-
'[20:48:39.352]',0.085,0.590,1.070,0.068,1.464,56.171,15.493,-
'[20:48:39.360]',0.105,0.570,1.065,0.070,1.450,55.878,15.063,-
'[20:48:39.368]',0.090,0.585,1.070,0.072,1.437,55.780,14.936,-
'[20:48:39.376]',0.115,0.565,1.055,0.074,1.428,55.780,15.063,-
'[20:48:39.384]',0.120,0.580,1.065,0.076,1.422,55.536,15.181,-
'[20:48:39.392]',0.105,0.565,1.045,0.078,1.419,54.998,15.493,-
'[20:48:39.400]',0.120,0.560,1.075,0.079,1.416,54.412,16.499,-
'[20:48:39.408]',0.105,0.580,1.050,0.081,1.412,54.217,18.248,-
'[20:48:39.416]',0.140,0.550,1.070,0.081,1.405,54.217,19.752,-
'[20:48:39.424]',0.110,0.580,1.050,0.082,1.396,54.363,19.498,-
'[20:48:39.432]',0.145,0.545,1.075,0.082,1.388,54.657,16.744,-
'[20:48:39.440]',0.115,0.575,1.045,0.083,1.379,55.926,12.563,-
'[20:48:39.448]',0.150,0.545,1.060,0.083,1.368,59.053,8.870,-
'[20:48:39.456]',0.135,0.570,1.045,0.083,1.354,64.621,7.375,-
'[20:48:39.464]',0.170,0.540,1.055,0.083,1.340,72.289,8.313,-
'[20:48:39.472]',0.160,0.555,1.035,0.083,1.326,80.690,10.501,-
'[20:48:39.480]',0.205,0.520,1.050,0.083,1.311,88.261,12.309,-
'[20:48:39.488]',0.190,0.540,1.020,0.083,1.293,93.976,12.875,-
'[20:48:39.496]',0.225,0.510,1.035,0.082,1.280,98.225,12.182,-
'[20:48:39.504]',0.210,0.520,1.005,0.082,1.267,101.596,11.127,-
'[20:48:39.512]',0.275,0.480,1.020,0.082,1.255,104.673,10.306,-
'[20:48:39.520]',0.260,0.500,0.995,0.082,1.246,107.701,10.120,-
'[20:48:39.528]',0.290,0.470,1.010,0.081,1.238,110.534,10.374,-
'[20:48:39.536]',0.280,0.485,0.985,0.080,1.230,113.416,10.687,-
'[20:48:39.544]',0.300,0.460,0.995,0.080,1.221,116.102,10.687,-
'[20:48:39.552]',0.285,0.480,0.970,0.079,1.209,118.447,10.501,-
'[20:48:39.560]',0.320,0.445,0.985,0.080,1.197,120.352,10.189,-
'[20:48:39.568]',0.290,0.475,0.960,0.081,1.189,121.915,9.935,-
'[20:48:39.576]',0.300,0.460,0.945,0.082,1.181,123.234,9.808,-
'[20:48:39.584]',0.280,0.455,0.970,0.083,1.173,124.357,9.876,-
'[20:48:39.592]',0.285,0.480,0.950,0.086,1.169,125.285,10.062,-
'[20:48:39.600]',0.265,0.460,0.975,0.088,1.167,125.969,10.306,-
'[20:48:39.608]',0.275,0.480,0.950,0.091,1.164,126.409,10.501,-
'[20:48:39.616]',0.245,0.465,0.970,0.095,1.161,126.750,10.560,-
'[20:48:39.624]',0.225,0.505,0.950,0.098,1.156,126.946,10.501,-
'[20:48:39.632]',0.255,0.475,0.970,0.102,1.150,127.044,10.306,-
'[20:48:39.640]',0.225,0.510,0.945,0.107,1.145,126.995,10.189,-
'[20:48:39.648]',0.245,0.485,0.960,0.111,1.143,126.799,10.189,-
'[20:48:39.656]',0.220,0.505,0.950,0.117,1.142,126.555,10.374,-
'[20:48:39.664]',0.230,0.490,0.975,0.123,1.141,126.262,10.619,-
'[20:48:39.672]',0.205,0.515,0.950,0.129,1.141,125.725,10.873,-
'[20:48:39.680]',0.230,0.495,0.970,0.136,1.141,125.041,11.185,-
'[20:48:39.688]',0.195,0.520,0.955,0.141,1.139,124.357,11.625,-
'[20:48:39.696]',0.215,0.495,0.975,0.147,1.138,123.820,12.123,-
'[20:48:39.704]',0.205,0.515,0.950,0.152,1.137,123.185,12.377,-
'[20:48:39.712]',0.250,0.480,0.970,0.158,1.133,122.159,12.123,-
'[20:48:39.720]',0.205,0.515,0.950,0.163,1.131,121.133,11.625,-
'[20:48:39.728]',0.225,0.495,0.975,0.168,1.134,120.010,11.127,-
'[20:48:39.736]',0.185,0.530,0.960,0.174,1.143,118.887,10.873,-
'[20:48:39.744]',0.230,0.495,0.980,0.180,1.161,117.568,10.873,-
'[20:48:39.752]',0.220,0.510,0.960,0.186,1.192,115.858,11.058,-
'[20:48:39.760]',0.260,0.475,0.980,0.193,1.234,114.002,11.439,-
'[20:48:39.768]',0.215,0.510,0.955,0.199,1.285,112.097,11.869,-
'[20:48:39.776]',0.240,0.485,0.970,0.206,1.345,110.046,12.309,-
'[20:48:39.784]',0.230,0.500,0.975,0.212,1.413,107.555,12.309,-
'[20:48:39.792]',0.250,0.485,0.945,0.218,1.477,104.429,11.752,-
'[20:48:39.800]',0.230,0.480,0.970,0.224,1.540,100.912,11.000,-
'[20:48:39.808]',0.220,0.510,0.950,0.230,1.612,97.542,10.746,-
'[20:48:39.816]',0.250,0.480,0.970,0.235,1.691,94.318,11.127,-
'[20:48:39.824]',0.220,0.510,0.950,0.241,1.774,91.241,11.683,-
'[20:48:39.832]',0.255,0.485,0.970,0.246,1.856,88.506,11.937,-
'[20:48:39.840]',0.230,0.500,0.945,0.251,1.937,86.405,11.625,-
'[20:48:39.848]',0.260,0.475,0.960,0.257,2.018,84.989,11.058,-
'[20:48:39.856]',0.225,0.500,0.950,0.262,2.095,83.914,10.560,-
'[20:48:39.864]',0.250,0.480,0.970,0.267,2.170,82.742,10.247,-
'[20:48:39.872]',0.220,0.505,0.950,0.272,2.243,81.472,10.247,-
'[20:48:39.880]',0.245,0.475,0.970,0.278,2.318,80.349,10.501,-
'[20:48:39.888]',0.220,0.505,0.945,0.283,2.380,79.323,10.746,-
'[20:48:39.896]',0.255,0.475,0.950,0.289,2.433,78.199,10.687,-
'[20:48:39.904]',0.230,0.500,0.930,0.295,2.492,76.929,10.189,-
'[20:48:39.912]',0.255,0.475,0.955,0.301,2.551,75.806,9.681,-
'[20:48:39.920]',0.230,0.495,0.960,0.307,2.608,74.927,9.368,-
'[20:48:39.928]',0.260,0.475,0.965,0.314,2.660,74.341,9.368,-
'[20:48:39.936]',0.245,0.500,0.940,0.320,2.707,73.803,9.310,-
'[20:48:39.944]',0.280,0.460,0.950,0.325,2.750,73.071,9.183,-
'[20:48:39.952]',0.280,0.475,0.920,0.331,2.790,72.289,8.997,-
'[20:48:39.960]',0.300,0.440,0.925,0.335,2.824,71.654,9.251,-
'[20:48:39.968]',0.275,0.460,0.905,0.340,2.852,71.312,9.876,-
'[20:48:39.976]',0.325,0.425,0.920,0.345,2.875,70.922,10.501,-
'[20:48:39.984]',0.335,0.420,0.925,0.350,2.891,70.433,10.501,-
'[20:48:39.992]',0.295,0.460,0.910,0.354,2.896,69.798,9.993,-
'[20:48:40.000]',0.260,0.445,0.935,0.358,2.891,69.261,9.564,-
'[20:48:40.008]',0.245,0.480,0.955,0.362,2.886,68.821,9.808,-
'[20:48:40.016]',0.250,0.510,0.970,0.366,2.878,68.382,10.687,-
'[20:48:40.024]',0.185,0.530,0.950,0.370,2.865,67.796,11.810,-
'[20:48:40.032]',0.205,0.500,0.970,0.374,2.848,67.307,12.494,-
'[20:48:40.040]',0.155,0.545,0.960,0.376,2.830,66.916,12.494,-
'[20:48:40.048]',0.195,0.515,0.975,0.379,2.813,66.623,11.869,-
'[20:48:40.056]',0.175,0.535,0.950,0.380,2.795,66.184,11.058,-
'[20:48:40.064]',0.195,0.510,0.975,0.382,2.771,65.598,10.619,-
'[20:48:40.072]',0.125,0.560,0.965,0.383,2.745,65.060,11.058,-
'[20:48:40.080]',0.110,0.570,1.045,0.384,2.716,64.670,12.182,-
'[20:48:40.088]',0.190,0.530,1.025,0.383,2.683,64.377,13.246,-
'[20:48:40.096]',0.430,0.375,0.950,0.383,2.647,63.986,13.432,-
'[20:48:40.104]',0.790,0.155,0.690,0.382,2.609,63.351,12.875,-
'[20:48:40.112]',1.230,-0.120,0.460,0.382,2.572,62.814,12.309,-
'[20:48:40.120]',1.320,-0.160,0.390,0.380,2.534,62.472,12.436,-
'[20:48:40.128]',0.915,0.065,0.595,0.379,2.492,62.276,13.188,-
'[20:48:40.136]',0.435,0.370,0.805,0.377,2.446,61.983,13.872,-
'[20:48:40.144]',0.240,0.490,0.945,0.375,2.399,61.495,13.872,-
'[20:48:40.152]',0.125,0.565,0.980,0.372,2.354,61.104,13.246,-
'[20:48:40.160]',0.130,0.545,1.015,0.369,2.310,60.811,12.748,-
'[20:48:40.168]',0.105,0.570,1.005,0.366,2.265,60.469,12.807,-
'[20:48:40.176]',0.095,0.575,1.025,0.363,2.215,60.029,13.373,-
'[20:48:40.184]',0.050,0.600,1.030,0.360,2.165,59.590,14.057,-
'[20:48:40.192]',0.045,0.605,1.015,0.358,2.122,59.297,14.311,-
'[20:48:40.200]',0.085,0.575,1.035,0.354,2.081,59.101,14.057,-
'[20:48:40.208]',0.065,0.595,1.020,0.350,2.035,58.808,13.559,-
'[20:48:40.216]',0.090,0.575,1.045,0.347,1.991,58.369,13.188,-
'[20:48:40.224]',0.065,0.595,1.020,0.343,1.949,57.978,13.373,-
'[20:48:40.232]',0.080,0.580,1.035,0.339,1.910,57.880,13.999,-
'[20:48:40.240]',0.065,0.600,1.015,0.336,1.876,57.880,14.555,-
'[20:48:40.248]',0.070,0.575,1.050,0.332,1.845,57.587,14.555,-
'[20:48:40.256]',0.025,0.615,1.035,0.329,1.813,57.196,14.057,-
'[20:48:40.264]',0.045,0.595,1.045,0.326,1.779,56.806,13.745,-
'[20:48:40.272]',0.040,0.610,1.025,0.324,1.745,56.659,13.930,-
'[20:48:40.280]',0.060,0.590,1.045,0.322,1.712,56.561,14.438,-
'[20:48:40.288]',0.030,0.615,1.025,0.319,1.684,56.220,14.682,-
'[20:48:40.296]',0.045,0.595,1.050,0.318,1.660,55.780,14.370,-
'[20:48:40.304]',0.000,0.630,1.035,0.316,1.631,55.487,13.813,-
'[20:48:40.312]',0.030,0.595,1.060,0.314,1.599,55.243,13.432,-
'[20:48:40.320]',0.025,0.615,1.025,0.313,1.565,54.998,13.305,-
'[20:48:40.328]',0.080,0.575,1.045,0.312,1.529,54.754,13.188,-
'[20:48:40.336]',0.070,0.595,1.020,0.311,1.489,54.852,12.934,-
'[20:48:40.344]',0.120,0.550,1.035,0.310,1.448,55.975,12.494,-
'[20:48:40.352]',0.085,0.590,1.015,0.309,1.406,58.759,11.996,-
'[20:48:40.360]',0.115,0.560,1.030,0.308,1.363,63.351,11.498,-
'[20:48:40.368]',0.090,0.585,1.035,0.307,1.322,69.945,11.058,-
'[20:48:40.376]',0.145,0.545,1.020,0.306,1.284,77.662,10.873,-
'[20:48:40.384]',0.160,0.535,1.025,0.306,1.253,85.282,10.814,-
'[20:48:40.392]',0.195,0.540,1.010,0.304,1.233,91.436,10.814,-
'[20:48:40.400]',0.200,0.510,1.020,0.302,1.217,95.930,10.687,-
'[20:48:40.408]',0.175,0.535,0.995,0.300,1.198,99.349,10.501,-
'[20:48:40.416]',0.220,0.500,1.005,0.298,1.178,102.573,10.374,-
'[20:48:40.424]',0.210,0.510,0.985,0.295,1.157,105.552,10.189,-
'[20:48:40.432]',0.230,0.485,1.010,0.292,1.136,108.239,9.935,-
'[20:48:40.440]',0.275,0.490,0.965,0.290,1.114,110.827,9.808,-
'[20:48:40.448]',0.290,0.450,0.975,0.287,1.093,113.367,10.189,-
'[20:48:40.456]',0.255,0.480,0.955,0.283,1.071,115.907,10.873,-
'[20:48:40.464]',0.280,0.455,0.970,0.280,1.052,118.105,11.127,-
'[20:48:40.472]',0.255,0.480,0.955,0.277,1.035,119.912,10.433,-
'[20:48:40.480]',0.260,0.465,0.980,0.273,1.022,121.280,8.938,-
'[20:48:40.488]',0.235,0.485,0.965,0.269,1.015,122.354,7.747,-
'[20:48:40.496]',0.260,0.470,0.980,0.265,1.009,123.283,7.747,-
'[20:48:40.504]',0.215,0.500,0.970,0.261,0.999,124.162,9.124,-
'[20:48:40.512]',0.230,0.480,0.990,0.256,0.987,124.797,10.873,-
'[20:48:40.520]',0.215,0.500,0.970,0.251,0.974,124.992,11.752,-
'[20:48:40.528]',0.230,0.485,0.995,0.246,0.960,124.846,11.244,-
'[20:48:40.536]',0.160,0.530,0.980,0.241,0.946,124.797,10.120,-
'[20:48:40.544]',0.205,0.500,0.990,0.235,0.934,124.846,9.495,-
'[20:48:40.552]',0.195,0.520,0.970,0.230,0.926,124.748,9.876,-
'[20:48:40.560]',0.215,0.500,0.990,0.224,0.922,124.504,11.058,-
'[20:48:40.568]',0.180,0.520,0.995,0.219,0.920,124.064,12.250,-
'[20:48:40.576]',0.225,0.495,0.975,0.214,0.919,123.576,12.748,-
'[20:48:40.584]',0.185,0.520,0.990,0.208,0.918,123.038,12.377,-
'[20:48:40.592]',0.190,0.505,0.975,0.203,0.921,122.306,11.498,-
'[20:48:40.600]',0.165,0.525,1.000,0.198,0.927,121.426,10.746,-
'[20:48:40.608]',0.195,0.535,0.980,0.193,0.930,120.596,10.619,-
'[20:48:40.616]',0.215,0.500,0.995,0.187,0.933,119.912,11.185,-
'[20:48:40.624]',0.185,0.520,0.980,0.182,0.939,119.131,11.996,-
'[20:48:40.632]',0.195,0.500,0.995,0.177,0.950,118.056,12.690,-
'[20:48:40.640]',0.165,0.530,0.975,0.171,0.966,116.884,13.002,-
'[20:48:40.648]',0.205,0.500,1.000,0.166,0.988,115.565,13.002,-
'[20:48:40.656]',0.175,0.525,0.975,0.161,1.018,114.051,12.748,-
'[20:48:40.664]',0.205,0.505,0.985,0.156,1.058,112.097,12.309,-
'[20:48:40.672]',0.180,0.520,0.975,0.151,1.109,109.850,11.996,-
'[20:48:40.680]',0.205,0.500,1.000,0.146,1.173,107.359,12.123,-
'[20:48:40.688]',0.180,0.520,0.980,0.142,1.238,104.624,12.563,-
'[20:48:40.696]',0.230,0.485,0.995,0.137,1.307,101.449,13.061,-
'[20:48:40.704]',0.185,0.525,0.975,0.133,1.390,97.884,13.188,-
'[20:48:40.712]',0.225,0.490,0.995,0.130,1.480,94.318,13.002,-
'[20:48:40.720]',0.205,0.515,0.975,0.127,1.572,90.997,12.690,-
'[20:48:40.728]',0.240,0.480,0.990,0.125,1.661,88.066,12.309,-
'[20:48:40.736]',0.215,0.505,0.975,0.123,1.748,85.624,12.064,-
'[20:48:40.744]',0.205,0.485,1.000,0.121,1.833,83.719,12.182,-
'[20:48:40.752]',0.225,0.500,0.970,0.120,1.915,82.547,12.690,-
'[20:48:40.760]',0.240,0.475,0.980,0.119,1.995,81.716,12.934,-
'[20:48:40.768]',0.230,0.490,0.970,0.118,2.071,80.886,12.309,-
'[20:48:40.776]',0.245,0.475,0.965,0.118,2.142,79.811,10.746,-
'[20:48:40.784]',0.205,0.500,0.995,0.118,2.207,78.541,8.938,-
'[20:48:40.792]',0.245,0.475,0.975,0.118,2.260,77.320,7.932,-
'[20:48:40.800]',0.255,0.470,0.995,0.118,2.304,76.294,8.313,-
'[20:48:40.808]',0.225,0.495,0.985,0.118,2.352,75.415,9.622,-
'[20:48:40.816]',0.270,0.450,1.005,0.119,2.401,74.487,10.873,-
'[20:48:40.824]',0.280,0.470,0.965,0.119,2.450,73.608,11.312,-
'[20:48:40.832]',0.265,0.450,0.980,0.120,2.496,72.875,10.931,-
'[20:48:40.840]',0.250,0.475,0.950,0.121,2.535,72.436,10.433,-
'[20:48:40.848]',0.285,0.445,0.960,0.122,2.569,72.045,10.189,-
'[20:48:40.856]',0.270,0.465,0.935,0.124,2.600,71.557,10.247,-
'[20:48:40.864]',0.300,0.440,0.965,0.125,2.627,70.970,10.501,-
'[20:48:40.872]',0.280,0.465,0.940,0.126,2.647,70.677,10.814,-
'[20:48:40.880]',0.250,0.455,0.970,0.127,2.663,70.433,11.058,-
'[20:48:40.888]',0.210,0.500,0.960,0.127,2.669,70.042,11.185,-
'[20:48:40.896]',0.235,0.485,0.990,0.128,2.669,69.505,11.185,-
'[20:48:40.904]',0.185,0.530,0.975,0.128,2.669,68.919,11.312,-
'[20:48:40.912]',0.195,0.515,0.995,0.128,2.669,68.528,11.683,-
'[20:48:40.920]',0.165,0.535,0.975,0.127,2.667,68.235,12.309,-
'[20:48:40.928]',0.185,0.515,1.000,0.127,2.660,67.796,12.934,-
'[20:48:40.936]',0.185,0.520,0.975,0.126,2.650,67.356,13.305,-
'[20:48:40.944]',0.220,0.500,0.985,0.125,2.636,66.965,13.618,-
'[20:48:40.952]',0.135,0.555,0.990,0.123,2.618,66.721,13.745,-
'[20:48:40.960]',0.085,0.570,1.070,0.121,2.598,66.379,13.872,-
'[20:48:40.968]',0.080,0.575,1.095,0.120,2.578,65.793,13.999,-
'[20:48:40.976]',0.335,0.435,1.000,0.118,2.556,65.305,14.184,-
'[20:48:40.984]',0.675,0.230,0.790,0.117,2.533,65.012,14.624,-
'[20:48:40.992]',1.125,-0.050,0.530,0.115,2.507,64.670,14.868,-
'[20:48:41.000]',1.310,-0.145,0.400,0.113,2.475,64.181,14.868,-
'[20:48:41.008]',1.020,0.005,0.535,0.111,2.433,63.497,14.624,-
'[20:48:41.016]',0.570,0.280,0.760,0.109,2.385,62.911,14.624,-
'[20:48:41.024]',0.265,0.470,0.930,0.107,2.334,62.569,14.995,-
'[20:48:41.032]',0.170,0.530,0.995,0.105,2.283,62.276,15.620,-
'[20:48:41.040]',0.135,0.560,0.990,0.104,2.228,61.885,15.933,-
'[20:48:41.048]',0.120,0.545,1.020,0.103,2.173,61.446,15.806,-
'[20:48:41.056]',0.090,0.580,1.010,0.102,2.121,61.104,15.493,-
'[20:48:41.064]',0.110,0.565,1.035,0.102,2.069,60.909,15.435,-
'[20:48:41.072]',0.090,0.580,1.015,0.103,2.019,60.664,15.689,-
'[20:48:41.080]',0.120,0.560,1.035,0.104,1.969,60.371,16.118,-
'[20:48:41.088]',0.070,0.590,1.025,0.105,1.926,60.029,16.431,-
'[20:48:41.096]',0.090,0.570,1.050,0.108,1.886,59.883,16.626,-
'[20:48:41.104]',0.060,0.600,1.020,0.111,1.839,59.687,16.499,-
'[20:48:41.112]',0.105,0.570,1.040,0.114,1.791,59.346,16.245,-
'[20:48:41.120]',0.085,0.590,1.020,0.118,1.743,59.101,16.187,-
'[20:48:41.128]',0.110,0.560,1.045,0.123,1.698,59.053,16.245,-
'[20:48:41.136]',0.085,0.590,1.020,0.127,1.658,59.004,16.372,-
