'Time','PLETH','II','ABP'
'[00:25:33.376 1]',0.384,-0.008,62.188
'[00:25:33.384 1]',0.392,0.016,61.562
'[00:25:33.392 1]',0.400,0.000,61.250
'[00:25:33.400 1]',0.408,0.008,60.938
'[00:25:33.408 1]',0.420,-0.016,60.625
'[00:25:33.416 1]',0.427,-0.016,60.000
'[00:25:33.424 1]',0.443,-0.039,59.688
'[00:25:33.432 1]',0.451,-0.031,59.375
'[00:25:33.440 1]',0.459,-0.031,59.375
'[00:25:33.448 1]',0.471,-0.016,59.062
'[00:25:33.456 1]',0.478,-0.031,58.750
'[00:25:33.464 1]',0.486,-0.016,58.438
'[00:25:33.472 1]',0.494,-0.016,58.125
'[00:25:33.480 1]',0.502,-0.016,57.812
'[00:25:33.488 1]',0.502,-0.008,57.500
'[00:25:33.496 1]',0.506,0.000,57.188
'[00:25:33.504 1]',0.514,0.008,56.875
'[00:25:33.512 1]',0.514,0.000,56.562
'[00:25:33.520 1]',0.522,0.024,56.250
'[00:25:33.528 1]',0.529,0.031,55.938
'[00:25:33.536 1]',0.529,0.055,55.625
'[00:25:33.544 1]',0.529,0.071,55.625
'[00:25:33.552 1]',0.529,0.087,55.625
'[00:25:33.560 1]',0.537,0.079,56.250
'[00:25:33.568 1]',0.537,0.079,57.500
'[00:25:33.576 1]',0.537,0.055,59.688
'[00:25:33.584 1]',0.537,0.055,63.125
'[00:25:33.592 1]',0.537,0.024,67.812
'[00:25:33.600 1]',0.537,0.031,72.812
'[00:25:33.608 1]',0.537,0.008,77.500
'[00:25:33.616 1]',0.537,0.008,81.875
'[00:25:33.624 1]',0.537,-0.008,85.312
'[00:25:33.632 1]',0.537,0.008,88.438
'[00:25:33.640 1]',0.529,-0.008,90.625
'[00:25:33.648 1]',0.529,0.008,92.188
'[00:25:33.656 1]',0.529,-0.008,93.438
'[00:25:33.664 1]',0.529,0.000,94.375
'[00:25:33.672 1]',0.529,0.008,94.688
'[00:25:33.680 1]',0.522,0.024,94.688
'[00:25:33.688 1]',0.522,0.031,94.375
'[00:25:33.696 1]',0.522,0.024,93.750
'[00:25:33.704 1]',0.514,0.055,92.812
'[00:25:33.712 1]',0.514,0.039,91.562
'[00:25:33.720 1]',0.506,0.055,90.000
'[00:25:33.728 1]',0.506,0.055,87.812
'[00:25:33.736 1]',0.506,0.039,85.000
'[00:25:33.744 1]',0.502,0.024,81.875
'[00:25:33.752 1]',0.502,0.024,78.750
'[00:25:33.760 1]',0.502,0.008,75.000
'[00:25:33.768 1]',0.502,0.008,71.562
'[00:25:33.776 1]',0.502,0.008,68.750
'[00:25:33.784 1]',0.502,0.008,66.562
'[00:25:33.792 1]',0.494,-0.008,65.000
'[00:25:33.800 1]',0.494,0.000,63.750
'[00:25:33.808 1]',0.494,-0.008,63.125
'[00:25:33.816 1]',0.494,0.000,62.812
'[00:25:33.824 1]',0.494,0.000,62.500
'[00:25:33.832 1]',0.494,0.008,61.875
'[00:25:33.840 1]',0.494,0.000,61.875
'[00:25:33.848 1]',0.494,0.008,61.562
'[00:25:33.856 1]',0.494,0.008,61.250
'[00:25:33.864 1]',0.494,0.024,60.938
'[00:25:33.872 1]',0.502,0.024,60.625
'[00:25:33.880 1]',0.502,0.039,60.312
'[00:25:33.888 1]',0.502,0.039,60.000
'[00:25:33.896 1]',0.506,0.024,59.688
'[00:25:33.904 1]',0.506,0.008,59.375
'[00:25:33.912 1]',0.514,0.008,59.062
'[00:25:33.920 1]',0.522,0.024,58.750
'[00:25:33.928 1]',0.529,0.008,58.438
'[00:25:33.936 1]',0.537,0.008,58.125
'[00:25:33.944 1]',0.541,0.000,57.812
'[00:25:33.952 1]',0.549,0.008,57.500
'[00:25:33.960 1]',0.557,0.000,57.188
'[00:25:33.968 1]',0.565,0.016,56.875
'[00:25:33.976 1]',0.565,0.031,56.562
'[00:25:33.984 1]',0.573,0.063,56.562
'[00:25:33.992 1]',0.573,0.205,56.250
'[00:25:34.000 1]',0.580,0.386,55.938
'[00:25:34.008 1]',0.580,0.283,55.625
'[00:25:34.016 1]',0.580,0.063,55.312
'[00:25:34.024 1]',0.580,-0.118,55.000
'[00:25:34.032 1]',0.584,-0.126,54.688
'[00:25:34.040 1]',0.584,-0.063,54.062
'[00:25:34.048 1]',0.580,-0.016,53.750
'[00:25:34.056 1]',0.580,-0.008,53.438
'[00:25:34.064 1]',0.580,-0.016,53.438
'[00:25:34.072 1]',0.580,-0.008,53.125
'[00:25:34.080 1]',0.580,-0.008,52.812
'[00:25:34.088 1]',0.580,0.000,52.500
'[00:25:34.096 1]',0.580,-0.016,52.500
'[00:25:34.104 1]',0.573,0.008,52.188
'[00:25:34.112 1]',0.573,0.000,52.188
'[00:25:34.120 1]',0.573,0.008,51.875
'[00:25:34.128 1]',0.573,0.008,51.562
'[00:25:34.136 1]',0.573,0.024,51.562
'[00:25:34.144 1]',0.573,-0.008,51.250
'[00:25:34.152 1]',0.565,0.000,51.250
'[00:25:34.160 1]',0.565,-0.016,50.938
'[00:25:34.168 1]',0.557,-0.008,50.938
'[00:25:34.176 1]',0.557,-0.016,50.625
'[00:25:34.184 1]',0.557,-0.008,50.312
'[00:25:34.192 1]',0.549,-0.008,50.000
'[00:25:34.200 1]',0.549,0.008,50.000
'[00:25:34.208 1]',0.541,-0.008,49.688
'[00:25:34.216 1]',0.537,0.008,49.375
'[00:25:34.224 1]',0.537,0.008,49.062
'[00:25:34.232 1]',0.529,0.031,49.062
'[00:25:34.240 1]',0.529,0.039,49.688
'[00:25:34.248 1]',0.522,0.055,50.625
'[00:25:34.256 1]',0.522,0.063,52.500
'[00:25:34.264 1]',0.514,0.079,55.938
'[00:25:34.272 1]',0.514,0.079,60.625
'[00:25:34.280 1]',0.514,0.071,66.250
'[00:25:34.288 1]',0.506,0.079,72.188
'[00:25:34.296 1]',0.506,0.063,77.812
'[00:25:34.304 1]',0.502,0.063,82.500
'[00:25:34.312 1]',0.502,0.039,86.562
'[00:25:34.320 1]',0.502,0.024,89.688
'[00:25:34.328 1]',0.502,0.008,92.188
'[00:25:34.336 1]',0.494,0.008,94.375
'[00:25:34.344 1]',0.494,-0.008,95.938
'[00:25:34.352 1]',0.486,0.000,97.188
'[00:25:34.360 1]',0.486,-0.016,98.125
'[00:25:34.368 1]',0.478,-0.008,98.750
'[00:25:34.376 1]',0.475,-0.016,98.750
'[00:25:34.384 1]',0.467,0.008,98.750
'[00:25:34.392 1]',0.467,0.000,98.438
'[00:25:34.400 1]',0.459,0.016,97.812
'[00:25:34.408 1]',0.459,0.016,96.875
'[00:25:34.416 1]',0.451,0.031,95.625
'[00:25:34.424 1]',0.451,0.024,93.750
'[00:25:34.432 1]',0.443,0.039,91.562
'[00:25:34.440 1]',0.443,0.024,89.375
'[00:25:34.448 1]',0.431,0.039,86.250
'[00:25:34.456 1]',0.431,0.039,83.125
'[00:25:34.464 1]',0.431,0.039,79.375
'[00:25:34.472 1]',0.424,0.024,75.938
'[00:25:34.480 1]',0.424,0.031,72.500
'[00:25:34.488 1]',0.416,0.008,70.000
'[00:25:34.496 1]',0.416,0.016,67.812
'[00:25:34.504 1]',0.416,0.008,66.562
'[00:25:34.512 1]',0.416,0.031,65.625
'[00:25:34.520 1]',0.416,0.094,65.000
'[00:25:34.528 1]',0.416,0.268,64.375
'[00:25:34.536 1]',0.416,0.370,64.062
'[00:25:34.544 1]',0.416,0.189,63.750
'[00:25:34.552 1]',0.424,-0.055,63.125
'[00:25:34.560 1]',0.424,-0.150,62.812
'[00:25:34.568 1]',0.431,-0.110,62.500
'[00:25:34.576 1]',0.443,-0.071,62.188
'[00:25:34.584 1]',0.451,-0.031,61.875
'[00:25:34.592 1]',0.459,-0.039,61.562
'[00:25:34.600 1]',0.467,-0.016,60.938
'[00:25:34.608 1]',0.482,-0.024,60.625
'[00:25:34.616 1]',0.490,-0.008,60.312
'[00:25:34.624 1]',0.502,-0.016,60.000
'[00:25:34.632 1]',0.502,-0.008,59.688
'[00:25:34.640 1]',0.518,-0.016,59.375
'[00:25:34.648 1]',0.525,0.000,59.062
'[00:25:34.656 1]',0.533,-0.008,58.750
'[00:25:34.664 1]',0.541,0.008,58.438
'[00:25:34.672 1]',0.549,-0.008,58.438
'[00:25:34.680 1]',0.569,0.008,58.125
'[00:25:34.688 1]',0.576,0.008,57.812
'[00:25:34.696 1]',0.576,0.008,57.500
'[00:25:34.704 1]',0.584,0.008,57.188
'[00:25:34.712 1]',0.592,0.008,56.562
'[00:25:34.720 1]',0.600,0.016,56.250
'[00:25:34.728 1]',0.600,0.008,55.938
'[00:25:34.736 1]',0.608,0.008,55.625
'[00:25:34.744 1]',0.608,0.008,55.312
'[00:25:34.752 1]',0.616,0.024,55.000
'[00:25:34.760 1]',0.616,0.016,55.000
'[00:25:34.768 1]',0.616,0.024,54.688
'[00:25:34.776 1]',0.616,0.024,54.688
'[00:25:34.784 1]',0.616,0.047,54.688
'[00:25:34.792 1]',0.616,0.047,55.312
'[00:25:34.800 1]',0.616,0.055,56.250
'[00:25:34.808 1]',0.616,0.047,58.125
'[00:25:34.816 1]',0.616,0.055,61.250
'[00:25:34.824 1]',0.608,0.039,65.312
'[00:25:34.832 1]',0.608,0.039,70.000
'[00:25:34.840 1]',0.608,0.031,74.688
'[00:25:34.848 1]',0.608,0.024,78.750
'[00:25:34.856 1]',0.600,0.031,82.500
'[00:25:34.864 1]',0.600,0.024,85.625
'[00:25:34.872 1]',0.600,0.031,88.125
'[00:25:34.880 1]',0.592,0.008,90.312
'[00:25:34.888 1]',0.592,0.008,91.875
'[00:25:34.896 1]',0.592,0.016,92.812
'[00:25:34.904 1]',0.584,0.000,93.438
'[00:25:34.912 1]',0.584,-0.008,93.750
'[00:25:34.920 1]',0.576,0.008,93.438
'[00:25:34.928 1]',0.569,-0.008,92.812
'[00:25:34.936 1]',0.569,0.008,92.188
'[00:25:34.944 1]',0.557,0.000,90.938
'[00:25:34.952 1]',0.549,0.016,89.062
'[00:25:34.960 1]',0.549,0.000,87.188
'[00:25:34.968 1]',0.541,0.008,84.688
'[00:25:34.976 1]',0.541,0.008,81.562
'[00:25:34.984 1]',0.533,0.024,78.438
'[00:25:34.992 1]',0.525,0.016,75.000
'[00:25:35.000 1]',0.525,0.031,71.875
'[00:25:35.008 1]',0.518,0.071,69.062
'[00:25:35.016 1]',0.518,0.260,66.875
'[00:25:35.024 1]',0.510,0.386,65.312
'[00:25:35.032 1]',0.510,0.228,64.375
'[00:25:35.040 1]',0.502,-0.016,63.750
'[00:25:35.048 1]',0.502,-0.087,63.438
'[00:25:35.056 1]',0.502,-0.079,62.812
'[00:25:35.064 1]',0.502,-0.047,62.500
'[00:25:35.072 1]',0.502,-0.031,62.188
'[00:25:35.080 1]',0.502,-0.024,61.562
'[00:25:35.088 1]',0.502,-0.031,61.250
'[00:25:35.096 1]',0.502,-0.024,60.938
'[00:25:35.104 1]',0.502,-0.031,60.625
'[00:25:35.112 1]',0.502,-0.039,60.312
'[00:25:35.120 1]',0.502,-0.047,59.688
'[00:25:35.128 1]',0.502,-0.039,59.375
'[00:25:35.136 1]',0.502,-0.047,58.750
'[00:25:35.144 1]',0.510,-0.039,58.438
'[00:25:35.152 1]',0.510,-0.039,58.125
'[00:25:35.160 1]',0.518,-0.024,57.500
'[00:25:35.168 1]',0.525,-0.016,57.188
'[00:25:35.176 1]',0.533,-0.016,56.875
'[00:25:35.184 1]',0.541,-0.008,56.562
'[00:25:35.192 1]',0.541,-0.016,56.250
'[00:25:35.200 1]',0.549,0.008,55.938
'[00:25:35.208 1]',0.557,0.008,55.625
'[00:25:35.216 1]',0.569,0.031,55.312
'[00:25:35.224 1]',0.569,0.016,55.000
'[00:25:35.232 1]',0.576,0.039,54.688
'[00:25:35.240 1]',0.576,0.024,54.375
'[00:25:35.248 1]',0.584,0.039,54.062
'[00:25:35.256 1]',0.584,0.024,53.750
'[00:25:35.264 1]',0.584,0.039,53.438
'[00:25:35.272 1]',0.584,0.039,53.438
'[00:25:35.280 1]',0.584,0.047,53.750
'[00:25:35.288 1]',0.584,0.031,55.000
'[00:25:35.296 1]',0.584,0.039,56.875
'[00:25:35.304 1]',0.584,0.039,60.312
'[00:25:35.312 1]',0.584,0.039,64.375
'[00:25:35.320 1]',0.584,0.031,69.062
'[00:25:35.328 1]',0.584,0.024,74.062
'[00:25:35.336 1]',0.576,0.024,78.438
'[00:25:35.344 1]',0.576,0.008,82.188
'[00:25:35.352 1]',0.576,0.016,85.000
'[00:25:35.360 1]',0.576,0.000,87.500
'[00:25:35.368 1]',0.576,0.016,89.062
'[00:25:35.376 1]',0.569,-0.008,90.625
'[00:25:35.384 1]',0.569,0.000,91.250
'[00:25:35.392 1]',0.569,-0.008,91.562
'[00:25:35.400 1]',0.569,-0.008,91.562
'[00:25:35.408 1]',0.557,-0.008,91.250
'[00:25:35.416 1]',0.557,0.008,90.312
'[00:25:35.424 1]',0.557,0.000,89.375
'[00:25:35.432 1]',0.549,0.024,87.812
'[00:25:35.440 1]',0.549,0.024,85.938
'[00:25:35.448 1]',0.549,0.039,83.750
'[00:25:35.456 1]',0.541,0.008,80.938
'[00:25:35.464 1]',0.541,0.016,77.500
'[00:25:35.472 1]',0.533,0.008,74.062
'[00:25:35.480 1]',0.533,0.008,70.938
'[00:25:35.488 1]',0.533,0.000,67.812
'[00:25:35.496 1]',0.525,0.008,65.312
'[00:25:35.504 1]',0.525,-0.008,63.438
'[00:25:35.512 1]',0.525,0.000,62.188
'[00:25:35.520 1]',0.518,0.008,61.562
'[00:25:35.528 1]',0.518,0.047,60.938
'[00:25:35.536 1]',0.518,0.205,60.312
'[00:25:35.544 1]',0.518,0.386,60.000
'[00:25:35.552 1]',0.518,0.283,59.375
'[00:25:35.560 1]',0.518,0.055,59.062
'[00:25:35.568 1]',0.518,-0.118,58.750
'[00:25:35.576 1]',0.518,-0.142,58.125
'[00:25:35.584 1]',0.525,-0.071,57.812
'[00:25:35.592 1]',0.525,-0.031,57.500
'[00:25:35.600 1]',0.533,-0.008,57.188
'[00:25:35.608 1]',0.533,-0.008,56.562
'[00:25:35.616 1]',0.541,0.008,56.250
'[00:25:35.624 1]',0.541,-0.016,55.938
'[00:25:35.632 1]',0.549,0.008,55.625
'[00:25:35.640 1]',0.557,-0.008,55.312
'[00:25:35.648 1]',0.557,-0.016,55.000
'[00:25:35.656 1]',0.569,-0.024,55.000
'[00:25:35.664 1]',0.569,-0.016,54.688
'[00:25:35.672 1]',0.576,-0.039,54.688
'[00:25:35.680 1]',0.576,-0.031,54.375
'[00:25:35.688 1]',0.584,-0.024,54.062
'[00:25:35.696 1]',0.584,-0.031,54.062
'[00:25:35.704 1]',0.592,-0.016,53.750
'[00:25:35.712 1]',0.592,-0.024,53.438
'[00:25:35.720 1]',0.592,-0.016,53.125
'[00:25:35.728 1]',0.592,-0.016,52.812
'[00:25:35.736 1]',0.592,0.000,52.188
'[00:25:35.744 1]',0.592,0.008,51.875
'[00:25:35.752 1]',0.584,0.016,51.562
'[00:25:35.760 1]',0.584,0.008,51.250
'[00:25:35.768 1]',0.576,0.024,50.938
'[00:25:35.776 1]',0.576,0.039,50.625
'[00:25:35.784 1]',0.569,0.047,50.625
'[00:25:35.792 1]',0.569,0.039,50.625
'[00:25:35.800 1]',0.557,0.047,51.250
'[00:25:35.808 1]',0.557,0.039,52.812
'[00:25:35.816 1]',0.549,0.055,55.312
'[00:25:35.824 1]',0.549,0.039,59.062
'[00:25:35.832 1]',0.541,0.031,64.062
'[00:25:35.840 1]',0.541,0.016,69.062
'[00:25:35.848 1]',0.533,0.016,74.375
'[00:25:35.856 1]',0.533,0.000,78.750
'[00:25:35.864 1]',0.525,0.008,82.500
'[00:25:35.872 1]',0.525,0.008,85.625
'[00:25:35.880 1]',0.525,0.008,87.812
'[00:25:35.888 1]',0.518,0.016,89.688
'[00:25:35.896 1]',0.518,0.016,90.938
'[00:25:35.904 1]',0.518,0.008,91.875
'[00:25:35.912 1]',0.518,0.008,92.188
'[00:25:35.920 1]',0.510,0.016,92.500
'[00:25:35.928 1]',0.510,0.008,92.188
'[00:25:35.936 1]',0.510,0.024,91.562
'[00:25:35.944 1]',0.510,0.008,90.625
'[00:25:35.952 1]',0.510,0.000,89.375
'[00:25:35.960 1]',0.502,-0.008,87.812
'[00:25:35.968 1]',0.502,0.008,85.625
'[00:25:35.976 1]',0.502,0.008,83.125
'[00:25:35.984 1]',0.502,0.016,80.000
'[00:25:35.992 1]',0.502,0.008,76.562
'[00:25:36.000 1]',0.502,0.024,73.125
'[00:25:36.008 1]',0.502,0.024,69.688
'[00:25:36.016 1]',0.502,0.039,66.562
'[00:25:36.024 1]',0.502,0.016,64.062
'[00:25:36.032 1]',0.502,0.031,62.188
'[00:25:36.040 1]',0.502,0.031,60.938
'[00:25:36.048 1]',0.502,0.024,60.312
'[00:25:36.056 1]',0.502,0.008,60.000
'[00:25:36.064 1]',0.502,0.008,59.688
'[00:25:36.072 1]',0.502,-0.008,59.062
'[00:25:36.080 1]',0.510,0.008,58.750
'[00:25:36.088 1]',0.510,-0.008,58.125
'[00:25:36.096 1]',0.518,-0.016,57.812
'[00:25:36.104 1]',0.518,-0.008,57.500
'[00:25:36.112 1]',0.525,0.008,57.188
'[00:25:36.120 1]',0.533,0.024,56.875
'[00:25:36.128 1]',0.541,0.008,56.562
'[00:25:36.136 1]',0.549,0.016,56.250
'[00:25:36.144 1]',0.557,0.008,55.938
'[00:25:36.152 1]',0.569,0.024,55.625
'[00:25:36.160 1]',0.576,0.016,55.312
'[00:25:36.168 1]',0.584,0.024,55.000
'[00:25:36.176 1]',0.592,0.031,54.688
'[00:25:36.184 1]',0.600,0.039,54.375
'[00:25:36.192 1]',0.608,0.031,54.375
'[00:25:36.200 1]',0.616,0.039,54.062
'[00:25:36.208 1]',0.627,0.024,53.750
'[00:25:36.216 1]',0.635,0.016,53.750
'[00:25:36.224 1]',0.635,-0.008,53.438
'[00:25:36.232 1]',0.643,-0.008,53.438
'[00:25:36.240 1]',0.643,-0.016,53.125
'[00:25:36.248 1]',0.643,-0.016,52.812
'[00:25:36.256 1]',0.651,-0.024,52.500
'[00:25:36.264 1]',0.651,-0.016,52.188
'[00:25:36.272 1]',0.651,-0.008,51.875
'[00:25:36.280 1]',0.651,0.024,51.562
'[00:25:36.288 1]',0.643,0.031,51.250
'[00:25:36.296 1]',0.643,0.024,50.938
'[00:25:36.304 1]',0.643,0.031,50.625
'[00:25:36.312 1]',0.635,0.024,50.312
'[00:25:36.320 1]',0.635,0.031,50.000
'[00:25:36.328 1]',0.627,0.024,50.000
'[00:25:36.336 1]',0.627,0.039,49.688
'[00:25:36.344 1]',0.616,0.039,49.375
'[00:25:36.352 1]',0.608,0.047,49.375
'[00:25:36.360 1]',0.608,0.079,49.062
'[00:25:36.368 1]',0.600,0.213,49.062
'[00:25:36.376 1]',0.592,0.386,48.750
'[00:25:36.384 1]',0.584,0.291,48.750
'[00:25:36.392 1]',0.584,0.063,48.438
'[00:25:36.400 1]',0.576,-0.102,48.125
'[00:25:36.408 1]',0.569,-0.134,47.812
'[00:25:36.416 1]',0.557,-0.071,47.812
'[00:25:36.424 1]',0.549,-0.047,47.500
'[00:25:36.432 1]',0.541,-0.016,47.188
'[00:25:36.440 1]',0.533,-0.008,46.875
'[00:25:36.448 1]',0.525,0.008,46.875
'[00:25:36.456 1]',0.518,-0.016,46.562
'[00:25:36.464 1]',0.510,-0.008,46.250
'[00:25:36.472 1]',0.502,-0.016,46.250
'[00:25:36.480 1]',0.502,-0.008,45.938
'[00:25:36.488 1]',0.502,-0.016,45.938
'[00:25:36.496 1]',0.490,-0.008,45.625
'[00:25:36.504 1]',0.482,-0.024,45.312
'[00:25:36.512 1]',0.475,-0.016,45.312
'[00:25:36.520 1]',0.467,-0.016,45.000
'[00:25:36.528 1]',0.459,-0.024,45.000
'[00:25:36.536 1]',0.451,-0.016,45.000
'[00:25:36.544 1]',0.443,-0.008,44.688
'[00:25:36.552 1]',0.443,0.000,44.375
'[00:25:36.560 1]',0.431,-0.008,44.375
'[00:25:36.568 1]',0.424,0.008,44.062
'[00:25:36.576 1]',0.416,0.008,44.062
'[00:25:36.584 1]',0.408,0.024,43.750
'[00:25:36.592 1]',0.400,0.016,43.438
'[00:25:36.600 1]',0.400,0.055,43.438
'[00:25:36.608 1]',0.392,0.047,43.438
'[00:25:36.616 1]',0.384,0.055,43.750
'[00:25:36.624 1]',0.376,0.039,44.688
'[00:25:36.632 1]',0.365,0.055,46.875
'[00:25:36.640 1]',0.365,0.055,50.312
'[00:25:36.648 1]',0.357,0.063,55.312
'[00:25:36.656 1]',0.349,0.055,61.250
'[00:25:36.664 1]',0.341,0.055,67.188
'[00:25:36.672 1]',0.333,0.047,72.812
'[00:25:36.680 1]',0.325,0.039,77.500
'[00:25:36.688 1]',0.325,0.039,81.562
'[00:25:36.696 1]',0.318,0.039,84.688
'[00:25:36.704 1]',0.306,0.039,87.500
'[00:25:36.712 1]',0.298,0.055,90.000
'[00:25:36.720 1]',0.290,0.039,91.562
'[00:25:36.728 1]',0.290,0.039,93.125
'[00:25:36.736 1]',0.282,0.024,93.750
'[00:25:36.744 1]',0.275,0.039,94.062
'[00:25:36.752 1]',0.267,0.024,94.375
'[00:25:36.760 1]',0.267,0.016,94.375
'[00:25:36.768 1]',0.259,0.024,94.062
'[00:25:36.776 1]',0.251,0.008,93.438
'[00:25:36.784 1]',0.251,0.024,92.500
'[00:25:36.792 1]',0.239,0.008,91.250
'[00:25:36.800 1]',0.231,0.008,89.375
'[00:25:36.808 1]',0.231,0.000,87.500
'[00:25:36.816 1]',0.224,0.008,85.000
'[00:25:36.824 1]',0.224,0.008,81.875
'[00:25:36.832 1]',0.224,0.024,78.750
'[00:25:36.840 1]',0.224,0.008,75.312
'[00:25:36.848 1]',0.224,0.024,71.875
'[00:25:36.856 1]',0.224,0.087,68.750
'[00:25:36.864 1]',0.224,0.291,66.250
'[00:25:36.872 1]',0.224,0.370,64.375
'[00:25:36.880 1]',0.224,0.181,63.125
'[00:25:36.888 1]',0.224,-0.055,62.188
'[00:25:36.896 1]',0.231,-0.094,61.875
'[00:25:36.904 1]',0.231,-0.071,61.250
'[00:25:36.912 1]',0.239,-0.047,60.938
'[00:25:36.920 1]',0.251,-0.039,60.312
'[00:25:36.928 1]',0.259,-0.047,60.000
'[00:25:36.936 1]',0.275,-0.039,59.688
'[00:25:36.944 1]',0.282,-0.031,59.375
'[00:25:36.952 1]',0.290,-0.024,59.062
'[00:25:36.960 1]',0.306,-0.031,58.750
'[00:25:36.968 1]',0.318,-0.047,58.750
'[00:25:36.976 1]',0.333,-0.047,58.438
'[00:25:36.984 1]',0.341,-0.039,58.125
'[00:25:36.992 1]',0.357,-0.055,57.812
'[00:25:37.000 1]',0.365,-0.039,57.500
'[00:25:37.008 1]',0.384,-0.047,57.188
'[00:25:37.016 1]',0.392,-0.031,56.875
'[00:25:37.024 1]',0.408,-0.031,56.562
'[00:25:37.032 1]',0.416,-0.016,56.250
'[00:25:37.040 1]',0.424,-0.016,56.250
'[00:25:37.048 1]',0.431,0.008,55.938
'[00:25:37.056 1]',0.443,0.008,55.625
'[00:25:37.064 1]',0.451,0.016,55.625
'[00:25:37.072 1]',0.459,-0.008,55.312
'[00:25:37.080 1]',0.467,0.008,55.000
'[00:25:37.088 1]',0.475,0.000,54.688
'[00:25:37.096 1]',0.475,0.008,54.375
'[00:25:37.104 1]',0.482,0.008,54.062
'[00:25:37.112 1]',0.482,0.016,54.062
'[00:25:37.120 1]',0.482,0.024,53.750
'[00:25:37.128 1]',0.482,0.024,54.062
'[00:25:37.136 1]',0.490,0.008,54.688
'[00:25:37.144 1]',0.490,0.008,56.250
'[00:25:37.152 1]',0.482,0.000,58.750
'[00:25:37.160 1]',0.482,0.008,62.188
'[00:25:37.168 1]',0.482,0.000,66.250
'[00:25:37.176 1]',0.482,0.008,70.625
'[00:25:37.184 1]',0.482,-0.008,75.000
'[00:25:37.192 1]',0.482,-0.016,79.062
'[00:25:37.200 1]',0.475,-0.008,82.188
'[00:25:37.208 1]',0.475,-0.008,84.688
'[00:25:37.216 1]',0.475,0.008,86.562
'[00:25:37.224 1]',0.475,0.008,87.812
'[00:25:37.232 1]',0.467,0.024,89.062
'[00:25:37.240 1]',0.467,0.008,89.375
'[00:25:37.248 1]',0.467,0.008,89.688
'[00:25:37.256 1]',0.459,-0.008,89.375
'[00:25:37.264 1]',0.459,-0.008,88.750
'[00:25:37.272 1]',0.459,-0.016,87.812
'[00:25:37.280 1]',0.451,-0.016,86.250
'[00:25:37.288 1]',0.451,-0.031,84.688
'[00:25:37.296 1]',0.443,-0.016,82.500
'[00:25:37.304 1]',0.443,-0.024,79.688
'[00:25:37.312 1]',0.443,-0.016,76.562
'[00:25:37.320 1]',0.431,-0.008,73.438
'[00:25:37.328 1]',0.431,0.000,70.000
'[00:25:37.336 1]',0.431,-0.008,67.188
'[00:25:37.344 1]',0.424,-0.008,65.000
'[00:25:37.352 1]',0.424,-0.016,63.125
'[00:25:37.360 1]',0.424,-0.016,62.188
'[00:25:37.368 1]',0.424,-0.008,61.250
'[00:25:37.376 1]',0.416,-0.016,60.938
'[00:25:37.384 1]',0.416,-0.008,60.625
'[00:25:37.392 1]',0.416,-0.008,60.312
'[00:25:37.400 1]',0.416,0.008,60.000
'[00:25:37.408 1]',0.416,-0.016,59.688
'[00:25:37.416 1]',0.424,-0.016,59.375
'[00:25:37.424 1]',0.424,-0.031,59.062
'[00:25:37.432 1]',0.424,-0.016,58.750
'[00:25:37.440 1]',0.431,-0.024,58.438
'[00:25:37.448 1]',0.443,-0.016,58.125
'[00:25:37.456 1]',0.443,-0.016,57.812
'[00:25:37.464 1]',0.451,0.000,57.500
'[00:25:37.472 1]',0.459,0.008,57.188
'[00:25:37.480 1]',0.459,0.000,57.188
'[00:25:37.488 1]',0.467,0.008,56.875
'[00:25:37.496 1]',0.475,0.008,56.562
'[00:25:37.504 1]',0.482,-0.008,56.250
'[00:25:37.512 1]',0.482,0.008,56.250
'[00:25:37.520 1]',0.490,-0.008,55.938
'[00:25:37.528 1]',0.490,-0.008,55.625
'[00:25:37.536 1]',0.502,0.000,55.625
'[00:25:37.544 1]',0.502,0.008,55.312
'[00:25:37.552 1]',0.502,-0.016,55.000
'[00:25:37.560 1]',0.502,0.000,54.688
'[00:25:37.568 1]',0.502,0.055,54.688
'[00:25:37.576 1]',0.502,0.244,54.062
'[00:25:37.584 1]',0.502,0.362,53.750
'[00:25:37.592 1]',0.502,0.205,53.438
'[00:25:37.600 1]',0.502,-0.039,53.125
'[00:25:37.608 1]',0.502,-0.142,52.812
'[00:25:37.616 1]',0.502,-0.118,52.812
'[00:25:37.624 1]',0.502,-0.071,52.500
'[00:25:37.632 1]',0.490,-0.016,52.188
'[00:25:37.640 1]',0.490,-0.024,52.188
'[00:25:37.648 1]',0.482,-0.008,51.875
'[00:25:37.656 1]',0.475,-0.008,51.562
'[00:25:37.664 1]',0.475,-0.016,51.562
'[00:25:37.672 1]',0.467,-0.031,51.250
'[00:25:37.680 1]',0.459,-0.024,50.938
'[00:25:37.688 1]',0.459,-0.031,50.938
'[00:25:37.696 1]',0.451,-0.039,50.625
'[00:25:37.704 1]',0.443,-0.063,50.312
'[00:25:37.712 1]',0.431,-0.039,50.312
'[00:25:37.720 1]',0.424,-0.047,50.000
'[00:25:37.728 1]',0.416,-0.031,50.000
'[00:25:37.736 1]',0.408,-0.031,49.688
'[00:25:37.744 1]',0.400,-0.016,49.375
'[00:25:37.752 1]',0.392,-0.008,49.375
'[00:25:37.760 1]',0.392,-0.016,49.062
'[00:25:37.768 1]',0.384,0.008,48.750
'[00:25:37.776 1]',0.376,0.024,48.750
