"'Time','II','III','AVR','V','RESP','PLETH','ABP','CVP'"
"'[10:51:55.200]',0.055,-,0.695,0.745,0.463,1.269,-,-"
"'[10:51:55.208]',0.080,-,0.680,0.740,0.450,1.264,-,-"
"'[10:51:55.216]',0.060,-,0.695,0.740,0.437,1.259,-,-"
"'[10:51:55.224]',0.080,-,0.680,0.740,0.425,1.256,-,-"
"'[10:51:55.232]',0.090,-,0.670,0.745,0.412,1.253,-,-"
"'[10:51:55.240]',0.109,-,0.660,0.755,0.400,1.249,-,-"
"'[10:51:55.248]',0.120,-,0.655,0.780,0.384,1.245,-,-"
"'[10:51:55.256]',0.115,-,0.660,0.785,0.369,1.240,-,-"
"'[10:51:55.264]',0.165,-,0.625,0.785,0.350,1.237,-,-"
"'[10:51:55.272]',0.190,-,0.600,0.780,0.332,1.234,-,-"
"'[10:51:55.280]',0.195,-,0.590,0.765,0.312,1.232,-,-"
"'[10:51:55.288]',0.180,-,0.600,0.740,0.292,1.231,-,-"
"'[10:51:55.296]',0.185,-,0.605,0.710,0.271,1.231,-,-"
"'[10:51:55.304]',0.150,-,0.615,0.705,0.251,1.231,-,-"
"'[10:51:55.312]',0.140,-,0.630,0.710,0.232,1.231,-,-"
"'[10:51:55.320]',0.115,-,0.665,0.735,0.214,1.231,-,-"
"'[10:51:55.328]',0.040,-,0.720,0.755,0.197,1.232,-,-"
"'[10:51:55.336]',0.004,-,0.740,0.755,0.180,1.232,-,-"
"'[10:51:55.344]',0.004,-,0.745,0.760,0.162,1.230,-,-"
"'[10:51:55.352]',-0.000,-,0.740,0.760,0.144,1.226,-,-"
"'[10:51:55.360]',-0.015,-,0.760,0.760,0.126,1.224,-,-"
"'[10:51:55.368]',-0.021,-,0.755,0.775,0.107,1.227,-,-"
"'[10:51:55.376]',-0.065,-,0.820,0.825,0.091,1.240,-,-"
"'[10:51:55.384]',-0.086,-,0.855,0.875,0.075,1.273,-,-"
"'[10:51:55.392]',-0.030,-,0.720,0.830,0.062,1.328,-,-"
"'[10:51:55.400]',0.235,-,0.310,0.575,0.048,1.409,-,-"
"'[10:51:55.408]',0.475,-,-0.126,0.245,0.034,1.512,-,-"
"'[10:51:55.416]',0.575,-,-0.180,0.185,0.021,1.632,-,-"
"'[10:51:55.424]',0.360,-,0.690,0.605,0.010,1.743,-,-"
"'[10:51:55.432]',0.195,-,0.950,0.745,-0.000,1.845,-,-"
"'[10:51:55.440]',0.015,-,0.990,0.805,-0.000,1.952,-,-"
"'[10:51:55.448]',-0.010,-,0.891,0.850,-0.000,2.050,-,-"
"'[10:51:55.456]',-0.015,-,0.815,0.845,-0.000,2.130,-,-"
"'[10:51:55.464]',-0.030,-,0.790,0.830,-0.000,2.188,-,-"
"'[10:51:55.472]',-0.045,-,0.785,0.830,-0.000,2.224,-,-"
"'[10:51:55.480]',-0.065,-,0.775,0.820,-0.000,2.238,-,-"
"'[10:51:55.488]',-0.045,-,0.765,0.810,-0.000,2.231,-,-"
"'[10:51:55.496]',-0.035,-,0.740,0.815,-0.000,2.207,-,-"
"'[10:51:55.504]',-0.041,-,0.740,0.810,-0.000,2.170,-,-"
"'[10:51:55.512]',-0.025,-,0.725,0.800,-0.000,2.121,-,-"
"'[10:51:55.520]',-0.015,-,0.715,0.800,-0.000,2.063,-,-"
"'[10:51:55.528]',-0.021,-,0.710,0.805,-0.000,2.006,-,-"
"'[10:51:55.536]',-0.021,-,0.705,0.800,-0.000,1.948,-,-"
"'[10:51:55.544]',-0.005,-,0.680,0.785,-0.000,1.885,-,-"
"'[10:51:55.552]',0.015,-,0.650,0.775,-0.000,1.818,-,-"
"'[10:51:55.560]',0.040,-,0.625,0.760,-0.000,1.754,-,-"
"'[10:51:55.568]',0.075,-,0.585,0.745,-0.000,1.693,-,-"
"'[10:51:55.576]',0.109,-,0.540,0.730,-0.000,1.637,-,-"
"'[10:51:55.584]',0.165,-,0.490,0.710,-0.000,1.588,-,-"
"'[10:51:55.592]',0.190,-,0.460,0.710,-0.000,1.546,-,-"
"'[10:51:55.600]',0.195,-,0.440,0.715,-0.000,1.511,-,-"
"'[10:51:55.608]',0.210,-,0.435,0.715,-0.000,1.484,-,-"
"'[10:51:55.616]',0.205,-,0.440,0.730,-0.000,1.462,-,-"
"'[10:51:55.624]',0.195,-,0.475,0.735,-0.000,1.447,-,-"
"'[10:51:55.632]',0.140,-,0.525,0.755,-0.000,1.436,-,-"
"'[10:51:55.640]',0.090,-,0.585,0.770,-0.000,1.427,-,-"
"'[10:51:55.648]',0.044,-,0.640,0.785,-0.000,1.420,-,-"
"'[10:51:55.656]',-0.010,-,0.700,0.810,-0.000,1.415,-,-"
"'[10:51:55.664]',-0.045,-,0.740,0.830,-0.000,1.412,-,-"
"'[10:51:55.672]',-0.086,-,0.775,0.830,-0.000,1.408,-,-"
"'[10:51:55.680]',-0.110,-,0.805,0.825,-0.000,1.403,-,-"
"'[10:51:55.688]',-0.106,-,0.815,0.830,-0.000,1.398,-,-"
"'[10:51:55.696]',-0.120,-,0.825,0.835,-0.000,1.394,-,-"
"'[10:51:55.704]',-0.135,-,0.820,0.830,-0.000,1.389,-,-"
"'[10:51:55.712]',-0.095,-,0.825,0.820,-0.000,1.383,-,-"
"'[10:51:55.720]',-0.090,-,0.810,0.830,-0.000,1.378,-,-"
"'[10:51:55.728]',-0.115,-,0.820,0.835,-0.000,1.374,-,-"
"'[10:51:55.736]',-0.120,-,0.825,0.845,-0.000,1.370,-,-"
"'[10:51:55.744]',-0.140,-,0.840,0.845,-0.000,1.366,-,-"
"'[10:51:55.752]',-0.146,-,0.835,0.850,-0.000,1.360,-,-"
"'[10:51:55.760]',-0.130,-,0.825,0.840,-0.000,1.353,-,-"
"'[10:51:55.768]',-0.126,-,0.820,0.825,-0.000,1.346,-,-"
"'[10:51:55.776]',-0.160,-,0.845,0.840,-0.000,1.339,-,-"
"'[10:51:55.784]',-0.140,-,0.830,0.850,-0.000,1.333,-,-"
"'[10:51:55.792]',-0.120,-,0.815,0.865,-0.000,1.328,-,-"
"'[10:51:55.800]',-0.115,-,0.830,0.870,-0.000,1.325,-,-"
"'[10:51:55.808]',-0.126,-,0.810,0.880,-0.000,1.321,-,-"
"'[10:51:55.816]',-0.110,-,0.800,0.890,-0.000,1.318,-,-"
"'[10:51:55.824]',-0.050,-,0.755,0.860,-0.000,1.316,-,-"
"'[10:51:55.832]',-0.025,-,0.740,0.855,-0.000,1.314,-,-"
"'[10:51:55.840]',-0.061,-,0.765,0.810,-0.000,1.312,-,-"
"'[10:51:55.848]',-0.070,-,0.755,0.785,-0.000,1.310,-,-"
"'[10:51:55.856]',-0.065,-,0.765,0.780,-0.000,1.308,-,-"
"'[10:51:55.864]',-0.110,-,0.805,0.785,-0.000,1.306,-,-"
"'[10:51:55.872]',-0.126,-,0.815,0.795,-0.000,1.302,-,-"
"'[10:51:55.880]',-0.166,-,0.855,0.795,-0.000,1.296,-,-"
"'[10:51:55.888]',-0.211,-,0.880,0.810,-0.000,1.289,-,-"
"'[10:51:55.896]',-0.245,-,0.900,0.825,-0.000,1.284,-,-"
"'[10:51:55.904]',-0.236,-,0.900,0.810,-0.000,1.286,-,-"
"'[10:51:55.912]',-0.220,-,0.891,0.805,-0.000,1.303,-,-"
"'[10:51:55.920]',-0.225,-,0.880,0.830,-0.000,1.339,-,-"
"'[10:51:55.928]',-0.291,-,0.956,0.890,-0.000,1.387,-,-"
"'[10:51:55.936]',-0.261,-,0.965,0.910,-0.000,1.453,-,-"
"'[10:51:55.944]',-0.211,-,0.805,0.845,-0.000,1.547,-,-"
"'[10:51:55.952]',0.085,-,0.385,0.585,0.001,1.665,-,-"
"'[10:51:55.960]',0.285,-,0.020,0.310,0.003,1.795,-,-"
"'[10:51:55.968]',0.445,-,0.004,0.265,0.016,1.925,-,-"
"'[10:51:55.976]',0.300,-,0.820,0.775,0.030,2.044,-,-"
"'[10:51:55.984]',0.280,-,0.956,0.920,0.047,2.145,-,-"
"'[10:51:55.992]',0.004,-,1.035,0.915,0.065,2.222,-,-"
"'[10:51:56.000]',-0.135,-,1.041,0.930,0.085,2.274,-,-"
"'[10:51:56.008]',-0.175,-,0.920,0.910,0.105,2.302,-,-"
"'[10:51:56.016]',-0.205,-,0.895,0.870,0.125,2.308,-,-"
"'[10:51:56.024]',-0.216,-,0.895,0.860,0.145,2.297,-,-"
"'[10:51:56.032]',-0.245,-,0.880,0.865,0.165,2.274,-,-"
"'[10:51:56.040]',-0.261,-,0.885,0.855,0.186,2.239,-,-"
"'[10:51:56.048]',-0.245,-,0.865,0.855,0.211,2.196,-,-"
"'[10:51:56.056]',-0.261,-,0.875,0.855,0.237,2.143,-,-"
"'[10:51:56.064]',-0.245,-,0.855,0.855,0.266,2.084,-,-"
"'[10:51:56.072]',-0.271,-,0.865,0.865,0.296,2.020,-,-"
"'[10:51:56.080]',-0.276,-,0.860,0.855,0.330,1.952,-,-"
"'[10:51:56.088]',-0.236,-,0.830,0.840,0.364,1.884,-,-"
"'[10:51:56.096]',-0.205,-,0.800,0.820,0.400,1.817,-,-"
"'[10:51:56.104]',-0.166,-,0.760,0.805,0.436,1.753,-,-"
"'[10:51:56.112]',-0.130,-,0.730,0.785,0.471,1.694,-,-"
"'[10:51:56.120]',-0.090,-,0.675,0.765,0.505,1.642,-,-"
"'[10:51:56.128]',-0.045,-,0.630,0.745,0.538,1.601,-,-"
"'[10:51:56.136]',-0.005,-,0.580,0.725,0.572,1.568,-,-"
"'[10:51:56.144]',0.055,-,0.520,0.705,0.609,1.539,-,-"
"'[10:51:56.152]',0.105,-,0.475,0.695,0.645,1.515,-,-"
"'[10:51:56.160]',0.135,-,0.460,0.690,0.685,1.497,-,-"
"'[10:51:56.168]',0.145,-,0.460,0.695,0.724,1.484,-,-"
"'[10:51:56.176]',0.150,-,0.480,0.705,0.761,1.475,-,-"
"'[10:51:56.184]',0.140,-,0.510,0.725,0.798,1.468,-,-"
"'[10:51:56.192]',0.120,-,0.555,0.745,0.832,1.463,-,-"
"'[10:51:56.200]',0.090,-,0.600,0.760,0.867,1.459,-,-"
"'[10:51:56.208]',0.055,-,0.650,0.780,0.903,1.456,-,-"
"'[10:51:56.216]',0.020,-,0.695,0.795,0.938,1.451,-,-"
"'[10:51:56.224]',-0.005,-,0.720,0.805,0.969,1.446,-,-"
"'[10:51:56.232]',-0.030,-,0.745,0.815,1.000,1.441,-,-"
"'[10:51:56.240]',-0.035,-,0.750,0.830,1.000,1.434,-,-"
"'[10:51:56.248]',-0.045,-,0.765,0.830,1.000,1.427,-,-"
"'[10:51:56.256]',-0.041,-,0.755,0.830,1.000,1.421,-,-"
"'[10:51:56.264]',-0.041,-,0.760,0.830,1.000,1.415,-,-"
"'[10:51:56.272]',-0.035,-,0.755,0.825,1.000,1.409,-,-"
"'[10:51:56.280]',-0.041,-,0.750,0.830,1.000,1.403,-,-"
"'[10:51:56.288]',-0.035,-,0.745,0.825,1.000,1.397,-,-"
"'[10:51:56.296]',-0.030,-,0.740,0.815,1.000,1.390,-,-"
"'[10:51:56.304]',-0.035,-,0.745,0.815,1.000,1.384,-,-"
"'[10:51:56.312]',-0.041,-,0.740,0.820,1.000,1.378,-,-"
"'[10:51:56.320]',-0.055,-,0.745,0.815,1.000,1.373,-,-"
"'[10:51:56.328]',-0.061,-,0.750,0.810,1.000,1.370,-,-"
"'[10:51:56.336]',-0.065,-,0.755,0.810,1.000,1.366,-,-"
"'[10:51:56.344]',-0.050,-,0.740,0.820,1.000,1.362,-,-"
"'[10:51:56.352]',-0.041,-,0.730,0.825,1.000,1.358,-,-"
"'[10:51:56.360]',-0.030,-,0.735,0.840,1.000,1.353,-,-"
"'[10:51:56.368]',-0.015,-,0.715,0.840,1.000,1.348,-,-"
"'[10:51:56.376]',0.004,-,0.700,0.845,1.000,1.344,-,-"
"'[10:51:56.384]',0.030,-,0.675,0.830,1.000,1.339,-,-"
"'[10:51:56.392]',0.020,-,0.670,0.805,1.000,1.334,-,-"
"'[10:51:56.400]',0.004,-,0.685,0.765,1.000,1.330,-,-"
"'[10:51:56.408]',-0.010,-,0.680,0.755,1.000,1.326,-,-"
"'[10:51:56.416]',-0.021,-,0.705,0.740,1.000,1.324,-,-"
"'[10:51:56.424]',-0.041,-,0.725,0.760,1.000,1.322,-,-"
"'[10:51:56.432]',-0.081,-,0.755,0.765,1.000,1.320,-,-"
"'[10:51:56.440]',-0.120,-,0.785,0.770,1.000,1.317,-,-"
"'[10:51:56.448]',-0.140,-,0.805,0.775,1.000,1.313,-,-"
"'[10:51:56.456]',-0.135,-,0.800,0.775,1.000,1.308,-,-"
"'[10:51:56.464]',-0.146,-,0.805,0.780,1.000,1.305,-,-"
"'[10:51:56.472]',-0.135,-,0.790,0.780,1.000,1.307,-,-"
"'[10:51:56.480]',-0.151,-,0.815,0.805,1.000,1.319,-,-"
"'[10:51:56.488]',-0.175,-,0.870,0.875,1.000,1.342,-,-"
"'[10:51:56.496]',-0.130,-,0.795,0.865,0.990,1.380,-,-"
"'[10:51:56.504]',0.035,-,0.525,0.720,0.980,1.434,-,-"
"'[10:51:56.512]',0.300,-,0.085,0.405,0.953,1.502,-,-"
"'[10:51:56.520]',0.485,-,-0.120,0.235,0.927,1.580,-,-"
"'[10:51:56.528]',0.520,-,0.380,0.500,0.897,1.650,-,-"
"'[10:51:56.536]',0.325,-,0.835,0.790,0.867,1.788,-,-"
"'[10:51:56.544]',0.135,-,0.945,0.835,0.834,1.976,-,-"
"'[10:51:56.552]',-0.035,-,0.970,0.880,0.802,2.116,-,-"
"'[10:51:56.560]',-0.045,-,0.860,0.885,0.768,2.218,-,-"
"'[10:51:56.568]',-0.065,-,0.810,0.855,0.734,2.283,-,-"
"'[10:51:56.576]',-0.075,-,0.790,0.840,0.701,2.315,-,-"
"'[10:51:56.584]',-0.086,-,0.780,0.835,0.668,2.318,-,-"
"'[10:51:56.592]',-0.086,-,0.775,0.830,0.638,2.297,-,-"
"'[10:51:56.600]',-0.075,-,0.760,0.825,0.608,2.254,-,-"
"'[10:51:56.608]',-0.075,-,0.745,0.830,0.582,2.194,-,-"
"'[10:51:56.616]',-0.061,-,0.735,0.820,0.555,2.121,-,-"
"'[10:51:56.624]',-0.065,-,0.725,0.820,0.530,2.050,-,-"
"'[10:51:56.632]',-0.041,-,0.710,0.810,0.506,1.979,-,-"
"'[10:51:56.640]',-0.025,-,0.695,0.810,0.482,1.902,-,-"
"'[10:51:56.648]',-0.015,-,0.685,0.800,0.459,1.825,-,-"
"'[10:51:56.656]',-0.000,-,0.665,0.785,0.439,1.753,-,-"
"'[10:51:56.664]',0.024,-,0.630,0.775,0.419,1.688,-,-"
"'[10:51:56.672]',0.044,-,0.600,0.755,0.402,1.633,-,-"
"'[10:51:56.680]',0.060,-,0.570,0.760,0.385,1.588,-,-"
"'[10:51:56.688]',0.100,-,0.520,0.730,0.369,1.554,-,-"
"'[10:51:56.696]',0.140,-,0.480,0.715,0.353,1.530,-,-"
"'[10:51:56.704]',0.205,-,0.420,0.690,0.338,1.514,-,-"
"'[10:51:56.712]',0.240,-,0.395,0.675,0.323,1.504,-,-"
"'[10:51:56.720]',0.255,-,0.390,0.690,0.308,1.498,-,-"
"'[10:51:56.728]',0.240,-,0.415,0.690,0.293,1.493,-,-"
"'[10:51:56.736]',0.225,-,0.450,0.700,0.279,1.490,-,-"
"'[10:51:56.744]',0.195,-,0.495,0.715,0.265,1.487,-,-"
"'[10:51:56.752]',0.155,-,0.545,0.735,0.252,1.483,-,-"
"'[10:51:56.760]',0.115,-,0.605,0.755,0.240,1.478,-,-"
"'[10:51:56.768]',0.095,-,0.630,0.760,0.228,1.471,-,-"
"'[10:51:56.776]',0.065,-,0.675,0.765,0.217,1.462,-,-"
"'[10:51:56.784]',0.035,-,0.705,0.775,0.205,1.453,-,-"
"'[10:51:56.792]',0.024,-,0.715,0.785,0.193,1.443,-,-"
"'[10:51:56.800]',0.040,-,0.710,0.770,0.179,1.433,-,-"
"'[10:51:56.808]',0.030,-,0.720,0.780,0.166,1.424,-,-"
"'[10:51:56.816]',0.040,-,0.710,0.775,0.154,1.416,-,-"
"'[10:51:56.824]',0.065,-,0.700,0.775,0.141,1.410,-,-"
"'[10:51:56.832]',0.050,-,0.710,0.770,0.129,1.405,-,-"
"'[10:51:56.840]',0.055,-,0.715,0.780,0.117,1.399,-,-"
"'[10:51:56.848]',0.080,-,0.690,0.775,0.104,1.392,-,-"
"'[10:51:56.856]',0.085,-,0.680,0.770,0.090,1.385,-,-"
"'[10:51:56.864]',0.095,-,0.680,0.760,0.075,1.377,-,-"
"'[10:51:56.872]',0.109,-,0.670,0.765,0.060,1.369,-,-"
"'[10:51:56.880]',0.105,-,0.670,0.775,0.044,1.361,-,-"
"'[10:51:56.888]',0.125,-,0.660,0.785,0.028,1.353,-,-"
"'[10:51:56.896]',0.135,-,0.655,0.800,0.014,1.346,-,-"
"'[10:51:56.904]',0.150,-,0.645,0.805,-0.000,1.340,-,-"
"'[10:51:56.912]',0.165,-,0.625,0.810,-0.000,1.335,-,-"
"'[10:51:56.920]',0.200,-,0.600,0.800,-0.000,1.331,-,-"
"'[10:51:56.928]',0.220,-,0.585,0.775,-0.000,1.328,-,-"
"'[10:51:56.936]',0.200,-,0.595,0.735,-0.000,1.325,-,-"
"'[10:51:56.944]',0.175,-,0.605,0.715,-0.000,1.321,-,-"
"'[10:51:56.952]',0.165,-,0.620,0.710,-0.000,1.318,-,-"
"'[10:51:56.960]',0.150,-,0.635,0.715,-0.000,1.314,-,-"
"'[10:51:56.968]',0.120,-,0.660,0.725,-0.000,1.309,-,-"
"'[10:51:56.976]',0.075,-,0.700,0.730,-0.000,1.303,-,-"
"'[10:51:56.984]',0.050,-,0.715,0.720,-0.000,1.295,-,-"
"'[10:51:56.992]',0.040,-,0.725,0.715,-0.000,1.286,-,-"
"'[10:51:57.000]',0.065,-,0.710,0.705,-0.000,1.277,-,-"
"'[10:51:57.008]',0.080,-,0.700,0.690,-0.000,1.271,-,-"
"'[10:51:57.016]',0.060,-,0.710,0.700,-0.000,1.273,-,-"
"'[10:51:57.024]',-0.005,-,0.795,0.780,-0.000,1.283,-,-"
"'[10:51:57.032]',-0.015,-,0.825,0.815,-0.000,1.311,-,-"
"'[10:51:57.040]',-0.021,-,0.670,0.755,-0.000,1.367,-,-"
"'[10:51:57.048]',0.300,-,0.215,0.450,-0.000,1.456,-,-"
"'[10:51:57.056]',0.515,-,-0.160,0.155,-0.000,1.578,-,-"
"'[10:51:57.064]',0.565,-,0.100,0.145,-0.000,1.729,-,-"
"'[10:51:57.072]',0.265,-,0.815,0.610,-0.000,1.899,-,-"
"'[10:51:57.080]',0.125,-,1.005,0.705,-0.000,2.074,-,-"
"'[10:51:57.088]',-0.000,-,1.021,0.795,-0.000,2.241,-,-"
"'[10:51:57.096]',-0.021,-,0.900,0.830,-0.000,2.389,-,-"
"'[10:51:57.104]',-0.025,-,0.830,0.820,-0.000,2.507,-,-"
"'[10:51:57.112]',-0.030,-,0.805,0.800,-0.000,2.593,-,-"
"'[10:51:57.120]',-0.041,-,0.800,0.800,-0.000,2.641,-,-"
"'[10:51:57.128]',-0.021,-,0.780,0.785,-0.000,2.658,-,-"
"'[10:51:57.136]',-0.010,-,0.765,0.780,-0.000,2.653,-,-"
"'[10:51:57.144]',0.004,-,0.750,0.795,-0.000,2.626,-,-"
"'[10:51:57.152]',0.015,-,0.760,0.785,-0.000,2.579,-,-"
"'[10:51:57.160]',-0.010,-,0.740,0.775,-0.000,2.515,-,-"
"'[10:51:57.168]',0.015,-,0.720,0.765,-0.000,2.437,-,-"
"'[10:51:57.176]',0.020,-,0.715,0.785,-0.000,2.349,-,-"
"'[10:51:57.184]',0.010,-,0.715,0.780,-0.000,2.255,-,-"
"'[10:51:57.192]',0.030,-,0.695,0.785,-0.000,2.158,-,-"
"'[10:51:57.200]',0.030,-,0.680,0.760,-0.000,2.063,-,-"
"'[10:51:57.208]',0.040,-,0.655,0.760,-0.000,1.972,-,-"
"'[10:51:57.216]',0.080,-,0.610,0.740,-0.000,1.889,-,-"
"'[10:51:57.224]',0.130,-,0.560,0.720,-0.000,1.821,-,-"
"'[10:51:57.232]',0.160,-,0.520,0.710,-0.000,1.765,-,-"
"'[10:51:57.240]',0.175,-,0.490,0.700,-0.000,1.715,-,-"
"'[10:51:57.248]',0.230,-,0.450,0.695,-0.000,1.672,-,-"
"'[10:51:57.256]',0.260,-,0.435,0.690,-0.000,1.637,-,-"
"'[10:51:57.264]',0.265,-,0.440,0.685,-0.000,1.613,-,-"
"'[10:51:57.272]',0.250,-,0.470,0.680,-0.000,1.596,-,-"
"'[10:51:57.280]',0.215,-,0.515,0.710,-0.000,1.585,-,-"
"'[10:51:57.288]',0.195,-,0.565,0.730,-0.000,1.576,-,-"
"'[10:51:57.296]',0.170,-,0.605,0.725,-0.000,1.569,-,-"
"'[10:51:57.304]',0.130,-,0.660,0.745,-0.000,1.562,-,-"
"'[10:51:57.312]',0.115,-,0.690,0.755,-0.000,1.554,-,-"
"'[10:51:57.320]',0.075,-,0.715,0.750,-0.000,1.545,-,-"
"'[10:51:57.328]',0.070,-,0.725,0.755,-0.000,1.537,-,-"
"'[10:51:57.336]',0.044,-,0.745,0.775,-0.000,1.526,-,-"
"'[10:51:57.344]',0.024,-,0.760,0.780,-0.000,1.514,-,-"
"'[10:51:57.352]',0.065,-,0.730,0.740,-0.000,1.501,-,-"
"'[10:51:57.360]',0.060,-,0.740,0.745,-0.000,1.489,-,-"
"'[10:51:57.368]',0.080,-,0.735,0.760,-0.000,1.475,-,-"
"'[10:51:57.376]',0.060,-,0.740,0.770,0.005,1.462,-,-"
"'[10:51:57.384]',0.030,-,0.760,0.780,0.010,1.449,-,-"
"'[10:51:57.392]',0.060,-,0.740,0.765,0.026,1.438,-,-"
"'[10:51:57.400]',0.065,-,0.740,0.760,0.043,1.428,-,-"
"'[10:51:57.408]',0.050,-,0.740,0.765,0.059,1.417,-,-"
"'[10:51:57.416]',0.030,-,0.755,0.775,0.076,1.408,-,-"
"'[10:51:57.424]',0.050,-,0.745,0.765,0.097,1.399,-,-"
"'[10:51:57.432]',0.030,-,0.755,0.780,0.118,1.390,-,-"
"'[10:51:57.440]',0.050,-,0.740,0.790,0.142,1.380,-,-"
"'[10:51:57.448]',0.055,-,0.740,0.805,0.166,1.371,-,-"
"'[10:51:57.456]',0.050,-,0.735,0.830,0.190,1.363,-,-"
"'[10:51:57.464]',0.040,-,0.725,0.835,0.214,1.356,-,-"
"'[10:51:57.472]',0.075,-,0.710,0.830,0.238,1.350,-,-"
"'[10:51:57.480]',0.095,-,0.695,0.805,0.262,1.343,-,-"
"'[10:51:57.488]',0.080,-,0.695,0.780,0.291,1.335,-,-"
"'[10:51:57.496]',0.075,-,0.700,0.750,0.320,1.327,-,-"
"'[10:51:57.504]',0.070,-,0.705,0.735,0.353,1.320,-,-"
"'[10:51:57.512]',0.075,-,0.710,0.730,0.387,1.313,-,-"
"'[10:51:57.520]',0.080,-,0.715,0.735,0.423,1.308,-,-"
"'[10:51:57.528]',0.035,-,0.740,0.735,0.460,1.303,-,-"
"'[10:51:57.536]',0.004,-,0.765,0.735,0.499,1.297,-,-"
"'[10:51:57.544]',-0.010,-,0.775,0.740,0.537,1.290,-,-"
"'[10:51:57.552]',0.004,-,0.765,0.730,0.573,1.283,-,-"
"'[10:51:57.560]',0.010,-,0.760,0.730,0.608,1.277,-,-"
"'[10:51:57.568]',0.024,-,0.750,0.730,0.641,1.277,-,-"
"'[10:51:57.576]',-0.000,-,0.775,0.780,0.674,1.286,-,-"
"'[10:51:57.584]',-0.005,-,0.790,0.820,0.708,1.312,-,-"
"'[10:51:57.592]',0.050,-,0.675,0.790,0.743,1.357,-,-"
"'[10:51:57.600]',0.275,-,0.335,0.605,0.779,1.422,-,-"
"'[10:51:57.608]',0.525,-,-0.065,0.315,0.815,1.505,-,-"
"'[10:51:57.616]',0.625,-,-0.135,0.235,0.848,1.602,-,-"
"'[10:51:57.624]',0.555,-,0.575,0.620,0.881,1.690,-,-"
"'[10:51:57.632]',0.530,-,0.780,0.835,0.911,1.773,-,-"
"'[10:51:57.640]',0.375,-,0.845,0.860,0.941,1.865,-,-"
"'[10:51:57.648]',0.135,-,0.880,0.855,0.971,1.954,-,-"
"'[10:51:57.656]',0.085,-,0.800,0.835,1.000,2.032,-,-"
"'[10:51:57.664]',0.075,-,0.750,0.805,1.000,2.095,-,-"
"'[10:51:57.672]',0.065,-,0.725,0.785,1.000,2.140,-,-"
"'[10:51:57.680]',0.060,-,0.710,0.785,1.000,2.166,-,-"
"'[10:51:57.688]',0.055,-,0.700,0.785,1.000,2.174,-,-"
"'[10:51:57.696]',0.050,-,0.695,0.780,1.000,2.163,-,-"
"'[10:51:57.704]',0.040,-,0.695,0.785,1.000,2.136,-,-"
"'[10:51:57.712]',0.035,-,0.690,0.780,1.000,2.095,-,-"
"'[10:51:57.720]',0.050,-,0.670,0.765,1.000,2.049,-,-"
"'[10:51:57.728]',0.055,-,0.660,0.760,1.000,2.000,-,-"
"'[10:51:57.736]',0.060,-,0.645,0.755,1.000,1.943,-,-"
"'[10:51:57.744]',0.070,-,0.625,0.740,1.000,1.886,-,-"
"'[10:51:57.752]',0.080,-,0.610,0.735,1.000,1.832,-,-"
"'[10:51:57.760]',0.080,-,0.595,0.720,1.000,1.784,-,-"
"'[10:51:57.768]',0.105,-,0.560,0.705,1.000,1.743,-,-"
"'[10:51:57.776]',0.125,-,0.515,0.685,1.000,1.711,-,-"
"'[10:51:57.784]',0.160,-,0.465,0.670,1.000,1.688,-,-"
"'[10:51:57.792]',0.200,-,0.415,0.655,1.000,1.672,-,-"
"'[10:51:57.800]',0.250,-,0.370,0.625,1.000,1.660,-,-"
"'[10:51:57.808]',0.285,-,0.345,0.625,1.000,1.651,-,-"
"'[10:51:57.816]',0.290,-,0.355,0.630,1.000,1.643,-,-"
"'[10:51:57.824]',0.285,-,0.375,0.640,1.000,1.635,-,-"
"'[10:51:57.832]',0.260,-,0.410,0.660,1.000,1.627,-,-"
"'[10:51:57.840]',0.245,-,0.450,0.675,1.000,1.619,-,-"
"'[10:51:57.848]',0.205,-,0.510,0.705,1.000,1.610,-,-"
"'[10:51:57.856]',0.165,-,0.575,0.720,1.000,1.601,-,-"
"'[10:51:57.864]',0.120,-,0.620,0.740,1.000,1.591,-,-"
"'[10:51:57.872]',0.075,-,0.665,0.760,1.000,1.582,-,-"
"'[10:51:57.880]',0.055,-,0.690,0.765,1.000,1.572,-,-"
"'[10:51:57.888]',0.050,-,0.700,0.770,1.000,1.561,-,-"
"'[10:51:57.896]',0.050,-,0.705,0.775,1.000,1.549,-,-"
"'[10:51:57.904]',0.040,-,0.710,0.775,0.996,1.538,-,-"
"'[10:51:57.912]',0.050,-,0.705,0.780,0.993,1.526,-,-"
"'[10:51:57.920]',0.044,-,0.710,0.775,0.965,1.516,-,-"
"'[10:51:57.928]',0.055,-,0.695,0.765,0.937,1.507,-,-"
"'[10:51:57.936]',0.050,-,0.700,0.775,0.911,1.500,-,-"
"'[10:51:57.944]',0.050,-,0.695,0.765,0.884,1.492,-,-"
"'[10:51:57.952]',0.075,-,0.680,0.770,0.859,1.483,-,-"
"'[10:51:57.960]',0.090,-,0.670,0.760,0.834,1.474,-,-"
"'[10:51:57.968]',0.065,-,0.685,0.775,0.808,1.464,-,-"
"'[10:51:57.976]',0.090,-,0.665,0.770,0.781,1.453,-,-"
"'[10:51:57.984]',0.105,-,0.670,0.790,0.753,1.441,-,-"
"'[10:51:57.992]',0.100,-,0.665,0.805,0.726,1.429,-,-"
"'[10:51:58.000]',0.140,-,0.640,0.810,0.698,1.417,-,-"
